pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 10.06, 93.0, None, None, None, None, None, None, 9.0, 10.1, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 00:00:00, None, None, None,37
None, None, 10.28, 92.8, None, None, None, None, None, None, 9.0, 10.3, 9.8, 0.1, 9.0, None, 12.0, 93.0, None,2021-09-10 01:00:00, None, None, None,37
None, None, 10.4, 92.9, None, None, None, None, None, None, 9.0, 10.4, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 02:00:00, None, None, None,37
None, None, 10.5, 93.0, None, None, None, None, None, None, 9.0, 10.5, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 03:00:00, None, None, None,37
None, None, 10.45, 93.1, None, None, None, None, None, None, 9.0, 10.5, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 04:00:00, None, None, None,37
None, None, 10.33, 93.3, None, None, None, None, None, None, 9.0, 10.3, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 05:00:00, None, None, None,37
None, None, 10.45, 93.4, None, None, None, None, None, None, 9.0, 10.5, 9.8, 0.0, 9.0, None, 12.0, 93.0, None,2021-09-10 06:00:00, None, None, None,37
None, None, 10.5, 93.4, None, None, None, None, None, None, 9.0, 10.5, 10.4, 0.1, 9.0, None, 10.6, 93.0, None,2021-09-10 07:00:00, None, None, None,37
None, None, 10.48, 93.5, None, None, None, None, None, None, 9.0, 10.5, 10.4, 0.1, 9.0, None, 10.6, 94.0, None,2021-09-10 08:00:00, None, None, None,37
None, None, 10.93, 93.6, None, None, None, None, None, None, 10.0, 10.9, 10.4, 0.0, 10.0, None, 10.9, 94.0, None,2021-09-10 09:00:00, None, None, None,37
