pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
0.0, 5.291, 96.8, 16.5, None, 13.48, 0.241, 179.6, 5.0, None, 5.3, 5.3, 1015.9, 0.0, 5.0, 930.0, None, 0.0, 97.0,2021-09-10 00:00:00, None, 930.0,37
0.0, 4.052, 97.5, 16.5, None, 19.48, 0.327, 204.9, 4.0, None, 4.1, 4.1, 1015.9, 0.0, 4.0, 930.0, None, 0.0, 98.0,2021-09-10 01:00:00, None, 930.0,37
0.0, 3.241, 97.7, 16.5, None, 16.98, 0.366, 189.9, 3.0, None, 3.2, 3.3, 1015.9, 0.0, 3.0, 930.0, None, 0.0, 98.0,2021-09-10 02:00:00, None, 930.0,37
0.0, 2.763, 98.1, 16.5, None, 32.67, 0.321, 167.8, 2.0, None, 2.8, 2.6, 1016.9, 0.0, 2.0, 931.0, None, 0.0, 98.0,2021-09-10 03:00:00, None, 931.0,37
0.0, 3.773, 98.5, 16.5, None, 48.2, 0.526, 199.5, 3.0, None, 3.8, 2.6, 1016.7, 0.0, 3.0, 931.0, None, 0.0, 99.0,2021-09-10 04:00:00, None, 931.0,37
0.0, 4.58, 98.9, 16.5, None, 59.58, 1.025, 186.1, 4.0, None, 4.6, 2.6, 1016.7, 0.0, 4.0, 931.0, None, 0.0, 99.0,2021-09-10 05:00:00, None, 931.0,37
0.0, 5.049, 99.1, 16.5, None, 62.06, 0.405, 203.8, 5.0, None, 5.0, 2.6, 1016.7, 0.0, 5.0, 931.0, None, 0.0, 99.0,2021-09-10 06:00:00, None, 931.0,37
0.0, 5.174, 99.4, 5.2, None, 59.88, 0.948, 98.3, 5.0, None, 5.2, 4.9, 1016.8, 0.0, 5.0, 931.0, None, 0.0, 99.0,2021-09-10 07:00:00, None, 931.0,37
0.0, 5.684, 99.4, 5.8, None, 46.29, 0.82, 92.3, 6.0, None, 5.7, 4.9, 1017.0, 0.0, 6.0, 931.0, None, 0.0, 99.0,2021-09-10 08:00:00, None, 931.0,37
0.0, 6.764, 99.5, 6.8, None, 78.16, 1.177, 76.26, 7.0, None, 6.8, 4.9, 1017.1, 0.0, 7.0, 931.0, None, 0.0, 100.0,2021-09-10 09:00:00, None, 931.0,37
0.0, 8.09, 99.5, 8.1, None, 57.98, 1.16, 121.3, 8.0, None, 8.1, 4.9, 1017.2, 0.0, 8.0, 931.0, None, 0.0, 100.0,2021-09-10 10:00:00, None, 931.0,37
0.0, 8.92, 99.0, 8.9, None, 65.83, 1.119, 96.0, 9.0, None, 8.9, 4.9, 1017.2, 0.0, 9.0, 931.0, None, 0.0, 99.0,2021-09-10 11:00:00, None, 931.0,37
0.0, 10.57, 93.6, 10.4, None, 53.95, 1.798, 109.1, 10.0, None, 10.6, 4.9, 1016.1, 0.0, 10.0, 930.0, None, 0.0, 94.0,2021-09-10 12:00:00, None, 930.0,37
0.0, 12.84, 84.3, 13.1, None, 48.09, 2.563, 133.5, 10.0, None, 12.8, 4.9, 1016.0, 0.0, 10.0, 930.0, None, 0.0, 84.0,2021-09-10 13:00:00, None, 930.0,37
0.0, 15.74, 74.2, 16.0, None, 52.86, 3.582, 153.3, 11.0, None, 15.7, 4.9, 1014.7, 0.0, 11.0, 929.0, None, 0.0, 74.0,2021-09-10 14:00:00, None, 929.0,37
0.0, 17.42, 67.07, 17.6, None, 35.51, 5.85, 145.0, 11.0, None, 17.4, 4.9, 1014.6, 0.0, 11.0, 929.0, None, 0.0, 67.0,2021-09-10 15:00:00, None, 929.0,37
