CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
12.11, 89.2, 18.5, None, 50.95, 0.067, 341.4, 10.0, None, 12.1, 11.7, 1079.4, None, 10.0, 951.0, None, 89.0,2021-09-10 00:00:00, 951.0,37
11.1, 94.5, 18.5, None, 50.28, 0.0, 359.5, 10.0, None, 11.1, 11.1, 1078.3, None, 10.0, 950.0, None, 95.0,2021-09-10 01:00:00, 950.0,37
10.85, 95.7, 18.5, None, 13.24, 0.0, 336.9, 10.0, None, 10.9, 10.8, 1077.1, None, 10.0, 949.0, None, 96.0,2021-09-10 02:00:00, 949.0,37
10.56, 96.1, 18.5, None, 33.06, 0.0, 338.2, 10.0, None, 10.6, 10.5, 1078.4, None, 10.0, 950.0, None, 96.0,2021-09-10 03:00:00, 950.0,37
9.99, 96.3, 18.5, None, 11.46, 0.0, 336.5, 9.0, None, 10.0, 9.9, 1077.3, None, 9.0, 949.0, None, 96.0,2021-09-10 04:00:00, 949.0,37
9.09, 96.4, 18.5, None, 15.89, 0.0, 342.5, 9.0, None, 9.1, 9.1, 1078.8, None, 9.0, 950.0, None, 96.0,2021-09-10 05:00:00, 950.0,37
8.51, 96.5, 18.5, None, 12.28, 0.0, 334.8, 8.0, None, 8.5, 8.4, 1079.0, None, 8.0, 950.0, None, 97.0,2021-09-10 06:00:00, 950.0,37
8.66, 96.4, 8.7, None, 12.94, 0.0, 332.2, 8.0, None, 8.7, 8.5, 1080.4, None, 8.0, 951.0, None, 96.0,2021-09-10 07:00:00, 951.0,37
9.4, 96.0, 9.4, None, 14.26, 0.0, 321.5, 9.0, None, 9.4, 8.5, 1079.3, None, 9.0, 950.0, None, 96.0,2021-09-10 08:00:00, 950.0,37
11.19, 92.2, 11.2, None, 62.61, 0.0, 342.9, 10.0, None, 11.2, 8.5, 1079.1, None, 10.0, 950.0, None, 92.0,2021-09-10 09:00:00, 950.0,37
11.52, 90.5, 11.7, None, 42.7, 0.0, 137.3, 10.0, None, 11.5, 8.5, 1078.2, None, 10.0, 949.0, None, 91.0,2021-09-10 10:00:00, 949.0,37
12.93, 83.7, 12.9, None, 58.85, 0.009, 155.6, 10.0, None, 12.9, 8.5, 1075.8, None, 10.0, 947.0, None, 84.0,2021-09-10 11:00:00, 947.0,37
15.87, 70.21, 15.8, None, 54.62, 0.0, 88.1, 11.0, None, 15.9, 8.5, 1072.0, None, 11.0, 944.0, None, 70.0,2021-09-10 12:00:00, 944.0,37
18.01, 56.62, 18.5, None, 71.39, 0.007, 94.7, 9.0, None, 18.0, 8.5, 1070.7, None, 9.0, 943.0, None, 57.0,2021-09-10 13:00:00, 943.0,37
19.07, 57.05, 19.3, None, 25.61, 0.066, 96.1, 10.0, None, 19.1, 8.5, 1068.3, None, 10.0, 941.0, None, 57.0,2021-09-10 14:00:00, 941.0,37
18.72, 59.65, 19.3, None, 14.72, 0.0, 100.5, 11.0, None, 18.7, 8.5, 1070.7, None, 11.0, 943.0, None, 60.0,2021-09-10 15:00:00, 943.0,37
19.26, 61.87, 19.5, None, 17.56, 0.001, 96.1, 11.0, None, 19.3, 8.5, 1071.8, None, 11.0, 944.0, None, 62.0,2021-09-10 16:00:00, 944.0,37
17.21, 78.92, 19.5, None, 69.64, 0.0, 123.2, 14.0, None, 17.2, 8.5, 1073.4, None, 14.0, 945.0, None, 79.0,2021-09-10 17:00:00, 945.0,37
15.4, 84.3, 19.5, None, 40.21, 0.049, 346.5, 13.0, None, 15.4, 8.5, 1074.8, None, 13.0, 946.0, None, 84.0,2021-09-10 18:00:00, 946.0,37
