pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 11.68, 15.7, None, None, None, None, 11.7, 11.7, 0.1, None, None,2021-09-10 00:00:00, None, None,37
None, 11.45, 15.7, None, None, None, None, 11.5, 11.5, 0.2, None, None,2021-09-10 01:00:00, None, None,37
None, 11.05, 15.7, None, None, None, None, 11.1, 11.0, 0.0, None, None,2021-09-10 02:00:00, None, None,37
None, 10.66, 15.7, None, None, None, None, 10.7, 10.6, 0.3, None, None,2021-09-10 03:00:00, None, None,37
None, 10.6, 15.7, None, None, None, None, 10.6, 10.4, 0.0, None, None,2021-09-10 04:00:00, None, None,37
None, 10.5, 15.7, None, None, None, None, 10.5, 10.4, 0.0, None, None,2021-09-10 05:00:00, None, None,37
None, 10.13, 15.7, None, None, None, None, 10.1, 10.1, 0.1, None, None,2021-09-10 06:00:00, None, None,37
None, 10.0, 10.2, None, None, None, None, 10.0, 9.9, 0.0, None, None,2021-09-10 07:00:00, None, None,37
None, 10.35, 10.4, None, None, None, None, 10.4, 9.9, 0.0, None, None,2021-09-10 08:00:00, None, None,37
None, 11.02, 11.1, None, None, None, None, 11.0, 9.9, 0.0, None, None,2021-09-10 09:00:00, None, None,37
None, 11.67, 11.8, None, None, None, None, 11.7, 9.9, 0.0, None, None,2021-09-10 10:00:00, None, None,37
None, 13.69, 13.7, None, None, None, None, 13.7, 9.9, 0.0, None, None,2021-09-10 11:00:00, None, None,37
None, 15.67, 15.7, None, None, None, None, 15.7, 9.9, -0.4, None, None,2021-09-10 12:00:00, None, None,37
None, 17.42, 17.5, None, None, None, None, 17.4, 9.9, -0.5, None, None,2021-09-10 13:00:00, None, None,37
None, 17.77, 18.1, None, None, None, None, 17.8, 9.9, -0.2, None, None,2021-09-10 14:00:00, None, None,37
None, 18.19, 18.3, None, None, None, None, 18.2, 9.9, 0.0, None, None,2021-09-10 15:00:00, None, None,37
None, 17.09, 18.3, None, None, None, None, 17.1, 9.9, -0.2, None, None,2021-09-10 16:00:00, None, None,37
None, 16.1, 18.3, None, None, None, None, 16.1, 9.9, 0.0, None, None,2021-09-10 17:00:00, None, None,37
None, 15.58, 18.3, None, None, None, None, 15.6, 9.9, 0.2, None, None,2021-09-10 18:00:00, None, None,37
None, 15.38, 15.6, None, None, None, None, 15.4, 15.4, 0.1, None, None,2021-09-10 19:00:00, None, None,37
None, 14.24, 15.6, None, None, None, None, 14.2, 14.2, 0.0, None, None,2021-09-10 20:00:00, None, None,37
None, 13.06, 15.6, None, None, None, None, 13.1, 13.0, 0.1, None, None,2021-09-10 21:00:00, None, None,37
None, 12.85, 15.6, None, None, None, None, 12.9, 12.9, 0.1, None, None,2021-09-10 22:00:00, None, None,37
None, 12.36, 15.6, None, None, None, None, 12.4, 12.3, 0.2, None, None,2021-09-10 23:00:00, None, None,37
None, 11.99, 15.6, None, None, None, None, 12.0, 11.8, 0.0, None, None,2021-09-11 00:00:00, None, None,37
None, 11.24, 15.6, None, None, None, None, 11.2, 11.2, 0.2, None, None,2021-09-11 01:00:00, None, None,37
None, 10.76, 15.6, None, None, None, None, 10.8, 10.8, 0.2, None, None,2021-09-11 02:00:00, None, None,37
None, 11.26, 15.6, None, None, None, None, 11.3, 10.6, 0.1, None, None,2021-09-11 03:00:00, None, None,37
None, 11.39, 15.6, None, None, None, None, 11.4, 10.6, 1.4, None, None,2021-09-11 04:00:00, None, None,37
None, 10.9, 15.6, None, None, None, None, 10.9, 10.6, 0.0, None, None,2021-09-11 05:00:00, None, None,37
None, 10.39, 15.6, None, None, None, None, 10.4, 10.3, 0.1, None, None,2021-09-11 06:00:00, None, None,37
None, 10.84, 10.9, None, None, None, None, 10.8, 10.4, 0.2, None, None,2021-09-11 07:00:00, None, None,37
None, 11.58, 11.6, None, None, None, None, 11.6, 10.4, 0.0, None, None,2021-09-11 08:00:00, None, None,37
None, 12.07, 12.2, None, None, None, None, 12.1, 10.4, 0.0, None, None,2021-09-11 09:00:00, None, None,37
None, 12.87, 12.9, None, None, None, None, 12.9, 10.4, -0.2, None, None,2021-09-11 10:00:00, None, None,37
None, 13.46, 13.5, None, None, None, None, 13.5, 10.4, -0.1, None, None,2021-09-11 11:00:00, None, None,37
None, None, 14.8, None, None, None, None, 14.8, 10.4, 0.0, None, None,2021-09-11 14:00:00, None, None,37
None, 15.2, 15.2, None, None, None, None, 15.2, 10.4, -0.2, None, None,2021-09-11 15:00:00, None, None,37
None, 15.32, 15.9, None, None, None, None, 15.3, 10.4, -0.2, None, None,2021-09-11 16:00:00, None, None,37
None, 15.12, 15.9, None, None, None, None, 15.1, 10.4, 0.4, None, None,2021-09-11 17:00:00, None, None,37
None, 14.97, 15.9, None, None, None, None, 15.0, 10.4, 0.0, None, None,2021-09-11 18:00:00, None, None,37
None, 14.76, 15.0, None, None, None, None, 14.8, 14.7, 0.1, None, None,2021-09-11 19:00:00, None, None,37
None, 14.17, 15.0, None, None, None, None, 14.2, 14.2, 0.0, None, None,2021-09-11 20:00:00, None, None,37
None, 13.58, 15.0, None, None, None, None, 13.6, 13.5, 0.0, None, None,2021-09-11 21:00:00, None, None,37
None, 13.01, 15.0, None, None, None, None, 13.0, 13.0, 0.1, None, None,2021-09-11 22:00:00, None, None,37
None, 12.64, 15.0, None, None, None, None, 12.6, 12.6, 0.2, None, None,2021-09-11 23:00:00, None, None,37
None, 12.69, 15.0, None, None, None, None, 12.7, 12.6, 0.6, None, None,2021-09-12 00:00:00, None, None,37
None, 12.84, 15.0, None, None, None, None, 12.8, 12.6, 1.1, None, None,2021-09-12 01:00:00, None, None,37
None, 12.69, 15.0, None, None, None, None, 12.7, 12.6, 0.4, None, None,2021-09-12 02:00:00, None, None,37
None, 12.77, 15.0, None, None, None, None, 12.8, 12.6, 2.3, None, None,2021-09-12 03:00:00, None, None,37
None, 12.78, 15.0, None, None, None, None, 12.8, 12.6, 1.4, None, None,2021-09-12 04:00:00, None, None,37
None, 12.41, 15.0, None, None, None, None, 12.4, 12.3, 0.0, None, None,2021-09-12 05:00:00, None, None,37
None, 12.62, 15.0, None, None, None, None, 12.6, 12.3, 0.1, None, None,2021-09-12 06:00:00, None, None,37
None, 12.45, 12.7, None, None, None, None, 12.5, 12.3, 0.0, None, None,2021-09-12 07:00:00, None, None,37
None, 12.47, 12.7, None, None, None, None, 12.5, 12.3, 0.0, None, None,2021-09-12 08:00:00, None, None,37
None, 13.03, 13.1, None, None, None, None, 13.0, 12.3, 0.0, None, None,2021-09-12 09:00:00, None, None,37
None, 13.22, 13.4, None, None, None, None, 13.2, 12.3, 0.0, None, None,2021-09-12 10:00:00, None, None,37
None, 13.47, 13.5, None, None, None, None, 13.5, 12.3, 0.1, None, None,2021-09-12 11:00:00, None, None,37
None, 13.64, 13.7, None, None, None, None, 13.6, 12.3, 0.4, None, None,2021-09-12 12:00:00, None, None,37
