CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
10.37, None, None, None, None, None, None, None, None, 10.4, 10.4, None, 0.1, None, 18.3, None, None,2021-09-10 00:00:00, None, None, None,37
10.58, None, None, None, None, None, None, None, None, 10.6, 10.4, None, -1.0, None, 18.3, None, None,2021-09-10 01:00:00, None, None, None,37
10.65, None, None, None, None, None, None, None, None, 10.7, 10.4, None, -0.1, None, 18.3, None, None,2021-09-10 02:00:00, None, None, None,37
10.29, None, None, None, None, None, None, None, None, 10.3, 10.3, None, -0.1, None, 18.3, None, None,2021-09-10 03:00:00, None, None, None,37
10.53, None, None, None, None, None, None, None, None, 10.5, 10.0, None, -0.1, None, 18.3, None, None,2021-09-10 04:00:00, None, None, None,37
10.36, None, None, None, None, None, None, None, None, 10.4, 10.0, None, -0.1, None, 18.3, None, None,2021-09-10 05:00:00, None, None, None,37
9.95, None, None, None, None, None, None, None, None, 10.0, 9.9, None, 0.0, None, 18.3, None, None,2021-09-10 06:00:00, None, None, None,37
9.66, None, None, None, None, None, None, None, None, 9.7, 9.6, None, -0.1, None, 10.0, None, None,2021-09-10 07:00:00, None, None, None,37
10.22, None, None, None, None, None, None, None, None, 10.2, 9.5, None, 0.0, None, 10.3, None, None,2021-09-10 08:00:00, None, None, None,37
11.09, None, None, None, None, None, None, None, None, 11.1, 9.5, None, 0.1, None, 11.1, None, None,2021-09-10 09:00:00, None, None, None,37
12.53, None, None, None, None, None, None, None, None, 12.5, 9.5, None, 0.1, None, 12.7, None, None,2021-09-10 10:00:00, None, None, None,37
14.49, None, None, None, None, None, None, None, None, 14.5, 9.5, None, -0.1, None, 14.8, None, None,2021-09-10 11:00:00, None, None, None,37
16.63, None, None, None, None, None, None, None, None, 16.6, 9.5, None, -6.0, None, 16.6, None, None,2021-09-10 12:00:00, None, None, None,37
18.38, None, None, None, None, None, None, None, None, 18.4, 9.5, None, -9.0, None, 19.1, None, None,2021-09-10 13:00:00, None, None, None,37
19.56, None, None, None, None, None, None, None, None, 19.6, 9.5, None, -5.0, None, 20.8, None, None,2021-09-10 14:00:00, None, None, None,37
21.66, None, None, None, None, None, None, None, None, 21.7, 9.5, None, -4.0, None, 21.8, None, None,2021-09-10 15:00:00, None, None, None,37
19.5, None, None, None, None, None, None, None, None, 19.5, 9.5, None, -6.0, None, 22.5, None, None,2021-09-10 16:00:00, None, None, None,37
17.43, None, None, None, None, None, None, None, None, 17.4, 9.5, None, 13.0, None, 22.5, None, None,2021-09-10 17:00:00, None, None, None,37
15.62, None, None, None, None, None, None, None, None, 15.6, 9.5, None, 10.0, None, 22.5, None, None,2021-09-10 18:00:00, None, None, None,37
12.98, None, None, None, None, None, None, None, None, 13.0, 13.0, None, 4.0, None, 15.9, None, None,2021-09-10 19:00:00, None, None, None,37
12.33, None, None, None, None, None, None, None, None, 12.3, 12.1, None, 3.0, None, 15.9, None, None,2021-09-10 20:00:00, None, None, None,37
11.29, None, None, None, None, None, None, None, None, 11.3, 11.3, None, 0.0, None, 15.9, None, None,2021-09-10 21:00:00, None, None, None,37
12.09, None, None, None, None, None, None, None, None, 12.1, 10.7, None, -0.1, None, 15.9, None, None,2021-09-10 22:00:00, None, None, None,37
10.19, None, None, None, None, None, None, None, None, 10.2, 10.2, None, -0.1, None, 15.9, None, None,2021-09-10 23:00:00, None, None, None,37
10.11, None, None, None, None, None, None, None, None, 10.1, 10.1, None, 0.1, None, 15.9, None, None,2021-09-11 00:00:00, None, None, None,37
10.06, None, None, None, None, None, None, None, None, 10.1, 9.9, None, 0.0, None, 15.9, None, None,2021-09-11 01:00:00, None, None, None,37
9.98, None, None, None, None, None, None, None, None, 10.0, 9.9, None, -0.1, None, 15.9, None, None,2021-09-11 02:00:00, None, None, None,37
9.83, None, None, None, None, None, None, None, None, 9.8, 9.7, None, -1.0, None, 15.9, None, None,2021-09-11 03:00:00, None, None, None,37
10.07, None, None, None, None, None, None, None, None, 10.1, 9.7, None, -0.1, None, 15.9, None, None,2021-09-11 04:00:00, None, None, None,37
10.33, None, None, None, None, None, None, None, None, 10.3, 9.7, None, 0.0, None, 15.9, None, None,2021-09-11 05:00:00, None, None, None,37
9.66, None, None, None, None, None, None, None, None, 9.7, 9.7, None, -0.1, None, 15.9, None, None,2021-09-11 06:00:00, None, None, None,37
10.24, None, None, None, None, None, None, None, None, 10.2, 9.5, None, 0.0, None, 10.2, None, None,2021-09-11 07:00:00, None, None, None,37
10.71, None, None, None, None, None, None, None, None, 10.7, 9.5, None, -0.1, None, 10.7, None, None,2021-09-11 08:00:00, None, None, None,37
11.97, None, None, None, None, None, None, None, None, 12.0, 9.5, None, -1.0, None, 12.0, None, None,2021-09-11 09:00:00, None, None, None,37
11.74, None, None, None, None, None, None, None, None, 11.7, 9.5, None, -0.1, None, 12.2, None, None,2021-09-11 10:00:00, None, None, None,37
15.2, None, None, None, None, None, None, None, None, 15.2, 9.5, None, -3.0, None, 15.2, None, None,2021-09-11 11:00:00, None, None, None,37
None, None, None, None, None, None, None, None, None, 17.4, 9.5, None, 3.0, None, 21.3, None, None,2021-09-11 14:00:00, None, None, None,37
17.34, None, None, None, None, None, None, None, None, 17.3, 9.5, None, 7.0, None, 21.3, None, None,2021-09-11 15:00:00, None, None, None,37
18.77, None, None, None, None, None, None, None, None, 18.8, 9.5, None, 1.0, None, 21.3, None, None,2021-09-11 16:00:00, None, None, None,37
16.49, None, None, None, None, None, None, None, None, 16.5, 9.5, None, 4.0, None, 21.3, None, None,2021-09-11 17:00:00, None, None, None,37
14.28, None, None, None, None, None, None, None, None, 14.3, 9.5, None, 8.0, None, 21.3, None, None,2021-09-11 18:00:00, None, None, None,37
13.51, None, None, None, None, None, None, None, None, 13.5, 13.5, None, 5.0, None, 14.3, None, None,2021-09-11 19:00:00, None, None, None,37
12.86, None, None, None, None, None, None, None, None, 12.9, 12.9, None, 3.0, None, 14.3, None, None,2021-09-11 20:00:00, None, None, None,37
12.87, None, None, None, None, None, None, None, None, 12.9, 12.6, None, 2.0, None, 14.3, None, None,2021-09-11 21:00:00, None, None, None,37
