TempC,time,RH,week_of_year
9.238,2022-06-04 00:00:00,93.2,23
9.04,2022-06-04 01:00:00,94.7,23
8.767,2022-06-04 02:00:00,94.6,23
8.145,2022-06-04 03:00:00,94.6,23
7.293,2022-06-04 04:00:00,94.6,23
8.419,2022-06-04 05:00:00,94.6,23
10.001,2022-06-04 06:00:00,90.2,23
12.582,2022-06-04 07:00:00,82.6,23
14.96,2022-06-04 08:00:00,71.3,23
16.701,2022-06-04 09:00:00,59.1,23
17.106,2022-06-04 10:00:00,51.9,23
18.866,2022-06-04 11:00:00,49.9,23
18.604,2022-06-04 12:00:00,44.6,23
16.749,2022-06-04 13:00:00,47.5,23
19.555,2022-06-04 14:00:00,40.9,23
19.888,2022-06-04 15:00:00,35.9,23
19.841,2022-06-04 16:00:00,32.7,23
19.579,2022-06-04 17:00:00,31.8,23
18.723,2022-06-04 18:00:00,32.8,23
15.963,2022-06-04 19:00:00,39.6,23
12.944,2022-06-04 20:00:00,52.6,23
10.81,2022-06-04 21:00:00,62.3,23
9.485,2022-06-04 22:00:00,67.6,23
8.941,2022-06-04 23:00:00,70.1,23
8.344,2022-06-05 00:00:00,73.4,23
7.995,2022-06-05 01:00:00,73.9,23
7.167,2022-06-05 02:00:00,72.5,23
7.066,2022-06-05 03:00:00,74.4,23
6.864,2022-06-05 04:00:00,74.2,23
7.945,2022-06-05 05:00:00,72.5,23
9.879,2022-06-05 06:00:00,68.9,23
11.419,2022-06-05 07:00:00,61.6,23
14.05,2022-06-05 08:00:00,58.9,23
15.986,2022-06-05 09:00:00,51.9,23
18.557,2022-06-05 10:00:00,50.3,23
18.652,2022-06-05 11:00:00,46.5,23
18.771,2022-06-05 12:00:00,46.7,23
19.008,2022-06-05 13:00:00,44.3,23
19.032,2022-06-05 14:00:00,47.9,23
13.978,2022-06-05 15:00:00,57.3,23
13.714,2022-06-05 16:00:00,79.4,23
14.457,2022-06-05 17:00:00,80.1,23
14.409,2022-06-05 18:00:00,75.4,23
13.954,2022-06-05 19:00:00,77.6,23
12.147,2022-06-05 20:00:00,79.3,23
10.467,2022-06-05 21:00:00,87.1,23
10.98,2022-06-05 22:00:00,89.2,23
10.443,2022-06-05 23:00:00,87.0,23
10.051,2022-06-06 00:00:00,86.8,23
10.124,2022-06-06 01:00:00,85.3,23
9.854,2022-06-06 02:00:00,86.9,23
9.312,2022-06-06 03:00:00,90.1,23
9.336,2022-06-06 04:00:00,93.5,23
9.386,2022-06-06 05:00:00,95.1,23
9.706,2022-06-06 06:00:00,95.7,23
10.247,2022-06-06 07:00:00,94.9,23
11.175,2022-06-06 08:00:00,91.0,23
12.509,2022-06-06 09:00:00,83.9,23
14.385,2022-06-06 10:00:00,68.9,23
15.366,2022-06-06 11:00:00,58.9,23
16.654,2022-06-06 12:00:00,53.2,23
17.558,2022-06-06 13:00:00,49.7,23
17.915,2022-06-06 14:00:00,45.8,23
17.843,2022-06-06 15:00:00,42.9,23
16.773,2022-06-06 16:00:00,42.9,23
16.487,2022-06-06 17:00:00,44.9,23
15.843,2022-06-06 18:00:00,48.2,23
15.461,2022-06-06 19:00:00,54.6,23
11.516,2022-06-06 20:00:00,59.7,23
8.469,2022-06-06 21:00:00,75.5,23
7.945,2022-06-06 22:00:00,82.9,23
5.949,2022-06-06 23:00:00,86.0,23
5.128,2022-06-07 00:00:00,89.3,23
3.696,2022-06-07 01:00:00,91.1,23
3.036,2022-06-07 02:00:00,92.6,23
2.128,2022-06-07 03:00:00,93.4,23
2.53,2022-06-07 04:00:00,94.0,23
4.584,2022-06-07 05:00:00,93.9,23
8.792,2022-06-07 06:00:00,88.1,23
11.759,2022-06-07 07:00:00,74.9,23
14.984,2022-06-07 08:00:00,61.6,23
16.439,2022-06-07 09:00:00,53.4,23
