WDIR_VECT,time,week_of_year
283.2,2022-11-05 01:00:00,45
279.0,2022-11-05 02:00:00,45
283.5,2022-11-05 03:00:00,45
265.8,2022-11-05 04:00:00,45
273.6,2022-11-05 05:00:00,45
347.9,2022-11-05 06:00:00,45
358.6,2022-11-05 07:00:00,45
4.8,2022-11-05 08:00:00,45
302.7,2022-11-05 09:00:00,45
272.3,2022-11-05 10:00:00,45
272.8,2022-11-05 11:00:00,45
260.8,2022-11-05 12:00:00,45
256.1,2022-11-05 13:00:00,45
255.9,2022-11-05 14:00:00,45
262.3,2022-11-05 15:00:00,45
266.6,2022-11-05 16:00:00,45
288.3,2022-11-05 17:00:00,45
20.6,2022-11-05 18:00:00,45
20.1,2022-11-05 19:00:00,45
25.1,2022-11-05 20:00:00,45
34.6,2022-11-05 21:00:00,45
44.3,2022-11-05 22:00:00,45
74.3,2022-11-05 23:00:00,45
72.6,2022-11-06 00:00:00,45
85.5,2022-11-06 01:00:00,45
69.1,2022-11-06 02:00:00,45
91.6,2022-11-06 03:00:00,45
73.6,2022-11-06 04:00:00,45
84.4,2022-11-06 05:00:00,45
83.2,2022-11-06 06:00:00,45
89.8,2022-11-06 07:00:00,45
80.7,2022-11-06 08:00:00,45
79.1,2022-11-06 09:00:00,45
82.6,2022-11-06 10:00:00,45
107.3,2022-11-06 11:00:00,45
113.5,2022-11-06 12:00:00,45
98.7,2022-11-06 13:00:00,45
56.4,2022-11-06 14:00:00,45
73.3,2022-11-06 15:00:00,45
94.4,2022-11-06 16:00:00,45
82.7,2022-11-06 17:00:00,45
64.3,2022-11-06 18:00:00,45
64.7,2022-11-06 19:00:00,45
70.1,2022-11-06 20:00:00,45
28.1,2022-11-06 21:00:00,45
333.3,2022-11-06 22:00:00,45
2.4,2022-11-06 23:00:00,45
22.1,2022-11-07 00:00:00,45
2.9,2022-11-07 01:00:00,45
350.2,2022-11-07 02:00:00,45
350.7,2022-11-07 03:00:00,45
10.3,2022-11-07 04:00:00,45
22.3,2022-11-07 05:00:00,45
27.5,2022-11-07 06:00:00,45
284.2,2022-11-07 07:00:00,45
1.2,2022-11-07 08:00:00,45
24.0,2022-11-07 09:00:00,45
13.4,2022-11-07 10:00:00,45
27.2,2022-11-07 11:00:00,45
39.1,2022-11-07 12:00:00,45
28.6,2022-11-07 13:00:00,45
114.2,2022-11-07 14:00:00,45
11.8,2022-11-07 15:00:00,45
17.4,2022-11-07 16:00:00,45
11.1,2022-11-07 17:00:00,45
25.4,2022-11-07 18:00:00,45
11.2,2022-11-07 19:00:00,45
1.8,2022-11-07 20:00:00,45
48.1,2022-11-07 21:00:00,45
163.5,2022-11-07 22:00:00,45
185.8,2022-11-07 23:00:00,45
9.8,2022-11-08 00:00:00,45
355.7,2022-11-08 01:00:00,45
41.3,2022-11-08 02:00:00,45
58.2,2022-11-08 03:00:00,45
351.7,2022-11-08 04:00:00,45
82.6,2022-11-08 05:00:00,45
10.0,2022-11-08 06:00:00,45
14.2,2022-11-08 07:00:00,45
13.3,2022-11-08 08:00:00,45
32.0,2022-11-08 09:00:00,45
65.3,2022-11-08 10:00:00,45
238.9,2022-11-08 11:00:00,45
213.3,2022-11-08 12:00:00,45
245.5,2022-11-08 13:00:00,45
268.5,2022-11-08 14:00:00,45
246.0,2022-11-08 15:00:00,45
261.8,2022-11-08 16:00:00,45
308.2,2022-11-08 17:00:00,45
6.1,2022-11-08 18:00:00,45
355.6,2022-11-08 19:00:00,45
12.7,2022-11-08 20:00:00,45
3.9,2022-11-08 21:00:00,45
345.8,2022-11-08 22:00:00,45
345.7,2022-11-08 23:00:00,45
6.0,2022-11-09 00:00:00,45
11.8,2022-11-09 01:00:00,45
336.4,2022-11-09 02:00:00,45
7.7,2022-11-09 03:00:00,45
353.5,2022-11-09 04:00:00,45
2.6,2022-11-09 05:00:00,45
8.9,2022-11-09 06:00:00,45
340.5,2022-11-09 07:00:00,45
354.5,2022-11-09 08:00:00,45
9.0,2022-11-09 09:00:00,45
178.0,2022-11-09 10:00:00,45
229.4,2022-11-09 11:00:00,45
182.5,2022-11-09 12:00:00,45
149.1,2022-11-09 13:00:00,45
174.5,2022-11-09 14:00:00,45
197.8,2022-11-09 15:00:00,45
195.2,2022-11-09 16:00:00,45
44.0,2022-11-09 17:00:00,45
0.7,2022-11-09 18:00:00,45
14.7,2022-11-09 19:00:00,45
12.1,2022-11-09 20:00:00,45
14.8,2022-11-09 21:00:00,45
16.7,2022-11-09 22:00:00,45
39.6,2022-11-09 23:00:00,45
48.0,2022-11-10 00:00:00,45
60.9,2022-11-10 01:00:00,45
27.5,2022-11-10 02:00:00,45
51.9,2022-11-10 03:00:00,45
32.0,2022-11-10 04:00:00,45
34.5,2022-11-10 05:00:00,45
7.9,2022-11-10 06:00:00,45
16.2,2022-11-10 07:00:00,45
356.2,2022-11-10 08:00:00,45
21.9,2022-11-10 09:00:00,45
24.1,2022-11-10 10:00:00,45
53.1,2022-11-10 11:00:00,45
81.0,2022-11-10 12:00:00,45
73.7,2022-11-10 13:00:00,45
60.7,2022-11-10 14:00:00,45
61.2,2022-11-10 15:00:00,45
32.5,2022-11-10 16:00:00,45
22.9,2022-11-10 17:00:00,45
23.3,2022-11-10 18:00:00,45
7.6,2022-11-10 19:00:00,45
7.6,2022-11-10 20:00:00,45
10.9,2022-11-10 21:00:00,45
2.9,2022-11-10 22:00:00,45
17.2,2022-11-10 23:00:00,45
32.9,2022-11-11 00:00:00,45
59.5,2022-11-11 01:00:00,45
41.6,2022-11-11 02:00:00,45
343.6,2022-11-11 03:00:00,45
0.1,2022-11-11 04:00:00,45
2.6,2022-11-11 05:00:00,45
12.3,2022-11-11 06:00:00,45
359.2,2022-11-11 07:00:00,45
340.6,2022-11-11 08:00:00,45
338.3,2022-11-11 09:00:00,45
338.3,2022-11-11 10:00:00,45
273.9,2022-11-11 11:00:00,45
272.9,2022-11-11 12:00:00,45
299.2,2022-11-11 13:00:00,45
274.4,2022-11-11 14:00:00,45
260.7,2022-11-11 15:00:00,45
266.1,2022-11-11 16:00:00,45
287.5,2022-11-11 17:00:00,45
2.8,2022-11-11 18:00:00,45
12.7,2022-11-11 19:00:00,45
10.1,2022-11-11 20:00:00,45
11.2,2022-11-11 21:00:00,45
5.0,2022-11-11 22:00:00,45
356.2,2022-11-11 23:00:00,45
