wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
166.0, 98.0, 4.3,0.0, 6.2,4.3, 6.5,7.6, 337.0, 0.0, 3.6,93.0,2020-06-10 00:00:00,24,,,,,,,,,,,,,,,,
224.0, 98.0, 2.8,0.0, 6.5,6.2, 6.8,7.9, 330.0, 0.0, 3.6,89.0,2020-06-10 01:00:00,24,,,,,,,,,,,,,,,,
162.0, 93.0, 4.3,0.0, 6.5,4.8, 7.6,7.7, 166.0, 0.0, 3.6,91.0,2020-06-10 02:00:00,24,,,,,,,,,,,,,,,,
133.0, 89.0, 6.2,0.0, 6.2,3.0, 7.9,7.9, 224.0, 0.0, 3.6,93.0,2020-06-10 03:00:00,24,,,,,,,,,,,,,,,,
178.0, 91.0, 4.8,0.0, 6.3,3.9, 7.7,7.9, 162.0, 0.0, 3.6,91.0,2020-06-10 04:00:00,24,,,,,,,,,,,,,,,,
190.0, 93.0, 3.0,0.0, 6.8,2.8, 7.9,8.3, 133.0, 0.0, 3.6,92.0,2020-06-10 05:00:00,24,,,,,,,,,,,,,,,,
26.0, 91.0, 3.9,0.0, 6.5,3.7, 7.9,8.9, 178.0, 0.0, 3.6,85.0,2020-06-10 06:00:00,24,,,,,,,,,,,,,,,,
110.0, 92.0, 2.8,0.0, 7.1,4.6, 8.3,10.2, 190.0, 0.0, 3.4,83.0,2020-06-10 07:00:00,24,,,,,,,,,,,,,,,,
96.0, 85.0, 3.7,0.0, 6.5,7.4, 8.9,10.9, 26.0, 0.0, 3.4,80.0,2020-06-10 08:00:00,24,,,,,,,,,,,,,,,,
173.0, 83.0, 4.6,0.0, 7.4,7.2, 10.2,12.3, 110.0, 0.0, 3.4,76.0,2020-06-10 09:00:00,24,,,,,,,,,,,,,,,,
139.0, 80.0, 7.4,0.0, 7.6,7.8, 10.9,13.9, 96.0, 0.0, 3.4,67.0,2020-06-10 10:00:00,24,,,,,,,,,,,,,,,,
115.0, 76.0, 7.2,0.0, 8.2,7.8, 12.3,13.9, 173.0, 0.0, 3.4,68.0,2020-06-10 11:00:00,24,,,,,,,,,,,,,,,,
185.0, 67.0, 7.8,0.0, 7.9,7.0, 13.9,15.9, 139.0, 0.0, 3.4,62.0,2020-06-10 12:00:00,24,,,,,,,,,,,,,,,,
57.0, 68.0, 7.8,0.0, 8.1,6.8, 13.9,15.7, 115.0, 0.0, 3.2,60.0,2020-06-10 13:00:00,24,,,,,,,,,,,,,,,,
74.0, 62.0, 7.0,0.0, 8.6,6.9, 15.9,16.7, 185.0, 0.0, 2.2,58.0,2020-06-10 14:00:00,24,,,,,,,,,,,,,,,,
30.0, 60.0, 6.8,0.0, 8.0,8.0, 15.7,16.5, 57.0, 0.0, 0.6,56.0,2020-06-10 15:00:00,24,,,,,,,,,,,,,,,,
44.0, 58.0, 6.9,0.0, 8.4,8.6, 16.7,15.0, 74.0, 0.0, 0.2,61.0,2020-06-10 16:00:00,24,,,,,,,,,,,,,,,,
15.0, 56.0, 8.0,0.0, 7.7,9.9, 16.5,13.0, 30.0, 0.0, 0.0,75.0,2020-06-10 17:00:00,24,,,,,,,,,,,,,,,,
14.0, 61.0, 8.6,2.6, 7.5,10.4, 15.0,10.7, 44.0, 0.0, 0.0,94.0,2020-06-10 18:00:00,24,,,,,,,,,,,,,,,,
1.0, 75.0, 9.9,3.0, 8.7,8.3, 13.0,9.8, 15.0, 0.0, 0.0,98.0,2020-06-10 19:00:00,24,,,,,,,,,,,,,,,,
22.0, 94.0, 10.4,0.0, 9.8,10.9, 10.7,9.6, 14.0, 2.6, 2.6,94.0,2020-06-10 20:00:00,24,,,,,,,,,,,,,,,,
13.0, 98.0, 8.3,0.0, 9.5,10.2, 9.8,8.9, 1.0, 3.0, 5.6,98.0,2020-06-10 21:00:00,24,,,,,,,,,,,,,,,,
333.0, 94.0, 10.9,0.0, 8.7,4.3, 9.6,8.6, 22.0, 0.0, 5.6,100.0,2020-06-10 22:00:00,24,,,,,,,,,,,,,,,,
14.0, 98.0, 10.2,0.0, 8.6,8.9, 8.9,9.4, 13.0, 0.0, 5.6,96.0,2020-06-10 23:00:00,24,,,,,,,,,,,,,,,,
21.0, 100.0, 4.3,0.0, 8.6,9.5, 8.6,9.8, 333.0, 0.0, 5.6,90.0,2020-06-11 00:00:00,24,,,,,,,,,,,,,,,,
8.0, 96.0, 8.9,0.0, 8.8,5.9, 9.4,9.1, 14.0, 0.0, 5.6,98.0,2020-06-11 01:00:00,24,,,,,,,,,,,,,,,,
18.0, 90.0, 9.5,0.0, 8.2,5.1, 9.8,8.8, 21.0, 0.0, 5.6,98.0,2020-06-11 02:00:00,24,,,,,,,,,,,,,,,,
7.0, 98.0, 5.9,0.0, 8.8,6.6, 9.1,8.9, 8.0, 0.0, 5.6,97.0,2020-06-11 03:00:00,24,,,,,,,,,,,,,,,,
24.0, 98.0, 5.1,0.0, 8.5,8.8, 8.8,9.8, 18.0, 0.0, 5.6,92.0,2020-06-11 04:00:00,24,,,,,,,,,,,,,,,,
76.0, 97.0, 6.6,0.0, 8.4,6.3, 8.9,11.6, 7.0, 0.0, 5.6,78.0,2020-06-11 05:00:00,24,,,,,,,,,,,,,,,,
76.0, 92.0, 8.8,0.0, 8.6,5.9, 9.8,13.7, 24.0, 0.0, 5.6,83.0,2020-06-11 06:00:00,24,,,,,,,,,,,,,,,,
10.0, 78.0, 6.3,0.0, 7.9,3.1, 11.6,13.3, 76.0, 0.0, 5.6,81.0,2020-06-11 07:00:00,24,,,,,,,,,,,,,,,,
165.0, 83.0, 5.9,0.0, 10.9,5.8, 13.7,14.6, 76.0, 0.0, 5.6,75.0,2020-06-11 08:00:00,24,,,,,,,,,,,,,,,,
118.0, 81.0, 3.1,0.0, 10.1,4.1, 13.3,16.0, 10.0, 0.0, 5.6,68.0,2020-06-11 09:00:00,24,,,,,,,,,,,,,,,,
177.0, 75.0, 5.8,0.0, 10.2,4.1, 14.6,15.4, 165.0, 0.0, 5.6,74.0,2020-06-11 10:00:00,24,,,,,,,,,,,,,,,,
195.0, None, None,0.2, None,6.1, None,13.4, None, None, None,90.0,2020-06-11 11:00:00,24,,,,,,,,,,,,,,,,
36.0, 74.0, 4.1,1.0, 10.8,11.2, 15.4,14.0, 177.0, 0.0, 5.6,81.0,2020-06-11 12:00:00,24,,,,,,,,,,,,,,,,
26.0, None, None,0.0, None,12.0, None,15.5, None, None, None,69.0,2020-06-11 13:00:00,24,,,,,,,,,,,,,,,,
