wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
251.0, 98.0, 2.6, 0.0, 6.0, 3.5, 6.3, 6.4, 144.0, 0.0, 2.2, 98.0,2020-06-10 00:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, 99.0, 2.2, 0.0, 6.3, 1.9, 6.4, 6.5, 158.0, 0.0, 2.2, 98.0,2020-06-10 01:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0, 98.0, 3.5, 0.0, 6.1, 2.0, 6.4, 6.4, 251.0, 0.0, 2.2, 98.0,2020-06-10 02:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0, 98.0, 1.9, 0.0, 6.2, 2.2, 6.5, 6.3, 333.0, 0.0, 2.2, 99.0,2020-06-10 03:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0, 98.0, 2.0, 0.0, 6.1, 3.1, 6.4, 6.6, 48.0, 0.0, 2.2, 99.0,2020-06-10 04:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, 99.0, 2.2, 0.0, 6.2, 2.5, 6.3, 7.5, 129.0, 0.0, 2.2, 97.0,2020-06-10 05:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0, 99.0, 3.1, 0.0, 6.5, 6.8, 6.6, 9.0, 137.0, 0.0, 2.2, 89.0,2020-06-10 06:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, 97.0, 2.5, 0.0, 7.1, 6.9, 7.5, 11.9, 143.0, 0.0, 2.2, 73.0,2020-06-10 07:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, 89.0, 6.8, 0.0, 7.3, 6.2, 9.0, 12.8, 172.0, 0.0, 2.2, 68.0,2020-06-10 08:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0, 73.0, 6.9, 0.0, 7.2, 10.4, 11.9, 14.7, 163.0, 0.0, 2.2, 58.0,2020-06-10 09:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, 68.0, 6.2, 0.0, 7.0, 11.6, 12.8, 15.0, 166.0, 0.0, 2.2, 50.0,2020-06-10 10:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, 58.0, 10.4, 0.0, 6.5, 10.1, 14.7, 16.6, 168.0, 0.0, 1.8, 48.0,2020-06-10 11:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0, 50.0, 11.6, 0.0, 4.7, 7.8, 15.0, 17.7, 163.0, 0.0, 1.6, 45.0,2020-06-10 12:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0, None, None, 0.0, None, 9.5, None, 18.3, None, None, None, 42.0,2020-06-10 13:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0, 45.0, 7.8, 0.0, 5.6, 10.6, 17.7, 18.1, 165.0, 0.0, 1.0, 43.0,2020-06-10 14:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, 42.0, 9.5, 0.0, 5.2, 9.0, 18.3, 19.9, 173.0, 0.0, 1.0, 35.0,2020-06-10 15:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0, 43.0, 10.6, 0.0, 5.3, 9.2, 18.1, 17.4, 164.0, 0.0, 1.0, 46.0,2020-06-10 16:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, 35.0, 9.0, 0.0, 4.0, 7.2, 19.9, 16.5, 153.0, 0.0, 1.0, 53.0,2020-06-10 17:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, 46.0, 9.2, 0.0, 5.7, 4.6, 17.4, 14.9, 162.0, 0.0, 1.0, 59.0,2020-06-10 18:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0, 53.0, 7.2, 0.0, 6.9, 0.0, 16.5, 11.8, 153.0, 0.0, 0.4, 77.0,2020-06-10 19:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0, 59.0, 4.6, 0.0, 7.0, 2.2, 14.9, 9.6, 159.0, 0.0, 0.2, 85.0,2020-06-10 20:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0, 77.0, 0.0, 0.0, 7.9, 2.1, 11.8, 8.3, 265.0, 0.0, 0.2, 89.0,2020-06-10 21:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0, 85.0, 2.2, 0.0, 7.2, 1.8, 9.6, 6.7, 67.0, 0.0, 0.2, 95.0,2020-06-10 22:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0, 89.0, 2.1, 0.0, 6.6, 2.5, 8.3, 5.8, 30.0, 0.0, 0.0, 97.0,2020-06-10 23:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, 95.0, 1.8, 0.0, 6.0, 1.7, 6.7, 5.2, 54.0, 0.0, 0.0, 98.0,2020-06-11 00:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0, 97.0, 2.5, 0.0, 5.4, 0.0, 5.8, 6.1, 0.0, 0.0, 0.0, 99.0,2020-06-11 01:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0, 98.0, 1.7, 0.0, 4.9, 2.0, 5.2, 4.7, 8.0, 0.0, 0.0, 98.0,2020-06-11 02:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0, 99.0, 0.0, 0.0, 6.0, 1.6, 6.1, 3.7, 0.0, 0.0, 0.0, 98.0,2020-06-11 03:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0, 98.0, 2.0, 0.0, 4.4, 2.4, 4.7, 3.8, 59.0, 0.0, 0.0, 99.0,2020-06-11 04:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0, 98.0, 1.6, 0.0, 3.4, 1.9, 3.7, 7.8, 27.0, 0.0, 0.0, 99.0,2020-06-11 05:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0, 99.0, 2.4, 0.0, 3.7, 2.5, 3.8, 12.2, 28.0, 0.0, 0.0, 79.0,2020-06-11 06:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0, 99.0, 1.9, 0.0, 7.7, 3.8, 7.8, 14.3, 301.0, 0.0, 0.0, 70.0,2020-06-11 07:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0, 79.0, 2.5, 0.0, 8.7, 4.7, 12.2, 15.4, 180.0, 0.0, 0.0, 63.0,2020-06-11 08:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0, 70.0, 3.8, 0.2, 8.9, 3.5, 14.3, 13.0, 187.0, 0.0, 0.0, 85.0,2020-06-11 09:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0, 63.0, 4.7, 0.0, 8.4, 4.4, 15.4, 14.6, 223.0, 0.0, 0.0, 74.0,2020-06-11 10:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0, 85.0, 3.5, 0.0, 10.5, 6.8, 13.0, 17.1, 179.0, 0.2, 0.2, 64.0,2020-06-11 11:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, 74.0, 4.4, 0.0, 10.0, 10.9, 14.6, 17.6, 206.0, 0.0, 0.2, 62.0,2020-06-11 12:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
