CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,6.152, None, None,2017-09-17 00:00:00, None, None,39.32,5.713,23.37, None, None, None, None, None, None, None,38
None,6.459, None, None,2017-09-17 01:00:00, None, None,19.48,9.09,21.6, None, None, None, None, None, None, None,38
None,7.35, None, None,2017-09-17 02:00:00, None, None,24.94,9.16,17.2, None, None, None, None, None, None, None,38
None,7.11, None, None,2017-09-17 03:00:00, None, None,30.46,6.791,20.98, None, None, None, None, None, None, None,38
None,6.325, None, None,2017-09-17 04:00:00, None, None,33.74,9.18,33.35, None, None, None, None, None, None, None,38
None,5.211, None, None,2017-09-17 05:00:00, None, None,39.19,5.801,275.3, None, None, None, None, None, None, None,38
None,5.844, None, None,2017-09-17 06:00:00, None, None,72.7,1.567,90.5, None, None, None, None, None, None, None,38
None,4.268, None, None,2017-09-17 07:00:00, None, None,20.27,9.84,69.81, None, None, None, None, None, None, None,38
None,3.731, None, None,2017-09-17 08:00:00, None, None,12.9,11.72,51.5, None, None, None, None, None, None, None,38
None,3.703, None, None,2017-09-17 09:00:00, None, None,17.11,9.74,63.71, None, None, None, None, None, None, None,38
None,3.789, None, None,2017-09-17 10:00:00, None, None,21.08,9.72,49.06, None, None, None, None, None, None, None,38
None,3.942, None, None,2017-09-17 11:00:00, None, None,24.36,9.05,38.01, None, None, None, None, None, None, None,38
None,3.884, None, None,2017-09-17 12:00:00, None, None,15.38,11.08,44.03, None, None, None, None, None, None, None,38
None,4.171, None, None,2017-09-17 13:00:00, None, None,14.65,9.61,52.5, None, None, None, None, None, None, None,38
None,4.18, None, None,2017-09-17 14:00:00, None, None,14.12,10.34,46.26, None, None, None, None, None, None, None,38
None,4.569, None, None,2017-09-17 15:00:00, None, None,16.59,7.7,39.67, None, None, None, None, None, None, None,38
None,4.856, None, None,2017-09-17 16:00:00, None, None,22.6,6.847,39.32, None, None, None, None, None, None, None,38
None,4.61, None, None,2017-09-17 17:00:00, None, None,18.53,6.755,40.66, None, None, None, None, None, None, None,38
None,4.17, None, None,2017-09-17 18:00:00, None, None,49.97,3.977,276.1, None, None, None, None, None, None, None,38
None,3.218, None, None,2017-09-17 19:00:00, None, None,33.33,8.0,272.9, None, None, None, None, None, None, None,38
None,3.094, None, None,2017-09-17 20:00:00, None, None,32.06,5.082,292.4, None, None, None, None, None, None, None,38
None,2.79, None, None,2017-09-17 21:00:00, None, None,31.03,6.62,244.6, None, None, None, None, None, None, None,38
None,2.372, None, None,2017-09-17 22:00:00, None, None,22.11,8.95,248.1, None, None, None, None, None, None, None,38
None,2.296, None, None,2017-09-17 23:00:00, None, None,22.45,7.49,247.5, None, None, None, None, None, None, None,38
None,2.572, None, None,2017-09-18 00:00:00, None, None,26.08,4.013,221.2, None, None, None, None, None, None, None,38
None,2.354, None, None,2017-09-18 01:00:00, None, None,25.06,5.776,235.8, None, None, None, None, None, None, None,38
None,2.382, None, None,2017-09-18 02:00:00, None, None,22.85,7.18,241.2, None, None, None, None, None, None, None,38
None,2.353, None, None,2017-09-18 03:00:00, None, None,28.04,6.425,239.6, None, None, None, None, None, None, None,38
None,2.173, None, None,2017-09-18 04:00:00, None, None,25.6,8.91,240.3, None, None, None, None, None, None, None,38
None,2.116, None, None,2017-09-18 05:00:00, None, None,28.18,10.36,247.6, None, None, None, None, None, None, None,38
None,2.126, None, None,2017-09-18 06:00:00, None, None,23.73,12.92,245.8, None, None, None, None, None, None, None,38
None,2.003, None, None,2017-09-18 07:00:00, None, None,29.93,10.31,248.3, None, None, None, None, None, None, None,38
None,1.974, None, None,2017-09-18 08:00:00, None, None,26.78,11.8,247.6, None, None, None, None, None, None, None,38
None,1.983, None, None,2017-09-18 09:00:00, None, None,26.47,12.43,248.1, None, None, None, None, None, None, None,38
None,2.163, None, None,2017-09-18 10:00:00, None, None,25.98,11.46,250.0, None, None, None, None, None, None, None,38
None,2.629, None, None,2017-09-18 11:00:00, None, None,30.92,8.3,248.4, None, None, None, None, None, None, None,38
None,3.351, None, None,2017-09-18 12:00:00, None, None,27.18,10.88,242.7, None, None, None, None, None, None, None,38
None,3.322, None, None,2017-09-18 13:00:00, None, None,24.47,12.93,241.8, None, None, None, None, None, None, None,38
None,3.266, None, None,2017-09-18 14:00:00, None, None,21.2,15.33,243.0, None, None, None, None, None, None, None,38
None,3.666, None, None,2017-09-18 15:00:00, None, None,25.4,12.79,245.8, None, None, None, None, None, None, None,38
None,3.826, None, None,2017-09-18 16:00:00, None, None,26.06,12.62,246.3, None, None, None, None, None, None, None,38
None,3.457, None, None,2017-09-18 17:00:00, None, None,26.26,11.12,252.1, None, None, None, None, None, None, None,38
None,3.021, None, None,2017-09-18 18:00:00, None, None,24.29,11.45,255.0, None, None, None, None, None, None, None,38
None,2.752, None, None,2017-09-18 19:00:00, None, None,20.72,12.79,257.4, None, None, None, None, None, None, None,38
None,2.563, None, None,2017-09-18 20:00:00, None, None,20.25,14.63,252.6, None, None, None, None, None, None, None,38
None,2.344, None, None,2017-09-18 21:00:00, None, None,21.16,13.08,255.9, None, None, None, None, None, None, None,38
None,1.945, None, None,2017-09-18 22:00:00, None, None,20.2,13.6,261.2, None, None, None, None, None, None, None,38
None,1.784, None, None,2017-09-18 23:00:00, None, None,19.77,15.27,266.0, None, None, None, None, None, None, None,38
None,1.718, None, None,2017-09-19 00:00:00, None, None,20.07,15.9,267.7, None, None, None, None, None, None, None,38
None,1.813, None, None,2017-09-19 01:00:00, None, None,18.7,12.5,267.6, None, None, None, None, None, None, None,38
None,1.87, None, None,2017-09-19 02:00:00, None, None,21.38,10.58,269.9, None, None, None, None, None, None, None,38
None,1.984, None, None,2017-09-19 03:00:00, None, None,24.63,10.37,273.0, None, None, None, None, None, None, None,38
None,1.974, None, None,2017-09-19 04:00:00, None, None,24.34,10.37,271.8, None, None, None, None, None, None, None,38
None,2.05, None, None,2017-09-19 05:00:00, None, None,21.74,8.27,272.2, None, None, None, None, None, None, None,38
None,1.984, None, None,2017-09-19 06:00:00, None, None,19.21,11.51,262.6, None, None, None, None, None, None, None,38
None,2.021, None, None,2017-09-19 07:00:00, None, None,25.84,9.76,257.3, None, None, None, None, None, None, None,38
None,2.041, None, None,2017-09-19 08:00:00, None, None,24.42,8.15,267.9, None, None, None, None, None, None, None,38
None,2.202, None, None,2017-09-19 09:00:00, None, None,25.06,8.96,250.9, None, None, None, None, None, None, None,38
None,2.42, None, None,2017-09-19 10:00:00, None, None,22.32,9.33,245.3, None, None, None, None, None, None, None,38
