wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
67.0, None, None,0.0, None,3.1, None,-0.5, None, None, None,100.0,2018-01-15 00:00:00,3,,,,,,
31.0, None, None,0.0, None,2.6, None,-0.6, None, None, None,100.0,2018-01-15 01:00:00,3,,,,,,
63.0, None, None,0.0, None,2.6, None,-0.6, None, None, None,100.0,2018-01-15 02:00:00,3,,,,,,
61.0, None, None,0.0, None,4.4, None,-0.6, None, None, None,100.0,2018-01-15 03:00:00,3,,,,,,
51.0, None, None,0.0, None,4.5, None,-1.0, None, None, None,100.0,2018-01-15 04:00:00,3,,,,,,
20.0, None, None,0.0, None,0.9, None,-1.1, None, None, None,100.0,2018-01-15 05:00:00,3,,,,,,
26.0, None, None,0.0, None,0.2, None,-1.0, None, None, None,100.0,2018-01-15 06:00:00,3,,,,,,
343.0, None, None,0.0, None,0.0, None,-1.0, None, None, None,100.0,2018-01-15 07:00:00,3,,,,,,
54.0, None, None,0.0, None,6.5, None,-1.1, None, None, None,100.0,2018-01-15 08:00:00,3,,,,,,
228.0, None, None,0.0, None,1.1, None,-0.5, None, None, None,100.0,2018-01-15 09:00:00,3,,,,,,
72.0, None, None,0.0, None,4.8, None,-0.5, None, None, None,99.0,2018-01-15 10:00:00,3,,,,,,
243.0, None, None,0.2, None,0.3, None,0.3, None, None, None,98.0,2018-01-15 11:00:00,3,,,,,,
221.0, None, None,0.6, None,2.8, None,1.1, None, None, None,96.0,2018-01-15 12:00:00,3,,,,,,
68.0, None, None,0.6, None,8.9, None,0.2, None, None, None,97.0,2018-01-15 13:00:00,3,,,,,,
195.0, None, None,0.6, None,3.5, None,0.3, None, None, None,98.0,2018-01-15 14:00:00,3,,,,,,
156.0, None, None,0.2, None,0.8, None,0.0, None, None, None,99.0,2018-01-15 15:00:00,3,,,,,,
39.0, None, None,0.2, None,0.0, None,-0.3, None, None, None,100.0,2018-01-15 16:00:00,3,,,,,,
86.0, None, None,0.0, None,1.7, None,-0.3, None, None, None,100.0,2018-01-15 17:00:00,3,,,,,,
70.0, None, None,0.0, None,6.5, None,-0.5, None, None, None,100.0,2018-01-15 18:00:00,3,,,,,,
69.0, None, None,0.0, None,1.1, None,-0.6, None, None, None,100.0,2018-01-15 19:00:00,3,,,,,,
219.0, None, None,0.0, None,2.9, None,-0.6, None, None, None,100.0,2018-01-15 20:00:00,3,,,,,,
220.0, None, None,0.0, None,5.0, None,-0.8, None, None, None,100.0,2018-01-15 21:00:00,3,,,,,,
141.0, None, None,0.0, None,1.0, None,-0.9, None, None, None,100.0,2018-01-15 22:00:00,3,,,,,,
297.0, None, None,0.0, None,0.9, None,-1.0, None, None, None,100.0,2018-01-15 23:00:00,3,,,,,,
206.0, None, None,0.0, None,4.2, None,-0.7, None, None, None,100.0,2018-01-16 00:00:00,3,,,,,,
245.0, None, None,0.0, None,0.5, None,-0.6, None, None, None,100.0,2018-01-16 01:00:00,3,,,,,,
250.0, None, None,0.0, None,0.0, None,-0.7, None, None, None,100.0,2018-01-16 02:00:00,3,,,,,,
60.0, None, None,0.0, None,1.1, None,-0.7, None, None, None,100.0,2018-01-16 03:00:00,3,,,,,,
86.0, None, None,0.0, None,4.0, None,-0.8, None, None, None,100.0,2018-01-16 04:00:00,3,,,,,,
62.0, None, None,0.0, None,3.4, None,-1.0, None, None, None,100.0,2018-01-16 05:00:00,3,,,,,,
190.0, None, None,0.0, None,1.2, None,-0.8, None, None, None,100.0,2018-01-16 06:00:00,3,,,,,,
251.0, None, None,0.0, None,2.1, None,-0.8, None, None, None,100.0,2018-01-16 07:00:00,3,,,,,,
217.0, None, None,0.0, None,12.2, None,2.7, None, None, None,72.0,2018-01-21 15:00:00,3,,,,,,
217.0, None, None,0.0, None,16.5, None,3.0, None, None, None,69.0,2018-01-21 16:00:00,3,,,,,,
226.0, None, None,0.0, None,14.1, None,2.9, None, None, None,70.0,2018-01-21 17:00:00,3,,,,,,
205.0, None, None,0.0, None,10.0, None,2.6, None, None, None,73.0,2018-01-21 18:00:00,3,,,,,,
211.0, None, None,0.0, None,9.4, None,2.3, None, None, None,76.0,2018-01-21 19:00:00,3,,,,,,
217.0, None, None,0.0, None,11.8, None,2.0, None, None, None,80.0,2018-01-21 20:00:00,3,,,,,,
214.0, None, None,0.0, None,10.7, None,1.9, None, None, None,82.0,2018-01-21 21:00:00,3,,,,,,
217.0, None, None,0.0, None,13.2, None,2.0, None, None, None,81.0,2018-01-21 22:00:00,3,,,,,,
221.0, None, None,0.0, None,15.2, None,2.0, None, None, None,81.0,2018-01-21 23:00:00,3,,,,,,
,,,,,,,,,,,,2018-01-15 00:00:00,3,,1.0, 1.502,93.3,93.3,0.987999
,,,,,,,,,,,,2018-01-15 01:00:00,3,,0.9, 1.729,93.5,93.5,0.869
,,,,,,,,,,,,2018-01-15 02:00:00,3,,0.8, 1.586,93.9,93.9,0.79
,,,,,,,,,,,,2018-01-15 03:00:00,3,,0.8, 1.549,94.0,94.0,0.796
,,,,,,,,,,,,2018-01-15 04:00:00,3,,0.7, 1.648,94.4,94.4,0.676998
,,,,,,,,,,,,2018-01-15 05:00:00,3,,0.5, 1.453,93.8,93.8,0.513
,,,,,,,,,,,,2018-01-15 06:00:00,3,,0.5, 0.964999,94.1,94.1,0.497999
,,,,,,,,,,,,2018-01-15 07:00:00,3,,0.4, 0.852998,93.9,93.9,0.395999
,,,,,,,,,,,,2018-01-15 08:00:00,3,,0.4, 1.408,93.1,93.1,0.411
,,,,,,,,,,,,2018-01-15 09:00:00,3,,0.4, 1.078,92.4,92.4,0.412
,,,,,,,,,,,,2018-01-15 10:00:00,3,,0.9, 0.619,90.7,90.7,0.85
,,,,,,,,,,,,2018-01-15 11:00:00,3,,1.2, 0.680998,89.7,89.7,1.162
,,,,,,,,,,,,2018-01-15 12:00:00,3,,2.0, None,88.1,88.1,1.959
,,,,,,,,,,,,2018-01-15 13:00:00,3,,2.1, 0.442999,88.0,88.0,2.117
,,,,,,,,,,,,2018-01-15 14:00:00,3,,2.4, 0.144998,86.4,86.4,2.41
,,,,,,,,,,,,2018-01-15 15:00:00,3,,2.3, 0.174998,88.2,88.2,2.266
,,,,,,,,,,,,2018-01-15 16:00:00,3,,2.2, 0.250999,87.3,87.3,2.203
,,,,,,,,,,,,2018-01-15 17:00:00,3,,1.9, 0.294999,90.5,90.5,1.919
,,,,,,,,,,,,2018-01-15 18:00:00,3,,1.8, 0.787,92.1,92.1,1.845
,,,,,,,,,,,,2018-01-15 19:00:00,3,,1.6, 0.273999,94.0,94.0,1.578
,,,,,,,,,,,,2018-01-15 20:00:00,3,,1.6, None,94.0,94.0,1.566
,,,,,,,,,,,,2018-01-15 21:00:00,3,,1.4, None,94.8,94.8,1.399
,,,,,,,,,,,,2018-01-15 22:00:00,3,,1.6, 0.178,94.1,94.1,1.555
,,,,,,,,,,,,2018-01-15 23:00:00,3,,1.5, 0.308999,93.4,93.4,1.472
,,,,,,,,,,,,2018-01-16 00:00:00,3,,1.4, 0.838998,92.8,92.8,1.41
,,,,,,,,,,,,2018-01-16 01:00:00,3,,1.2, 2.04,94.3,94.3,1.187
,,,,,,,,,,,,2018-01-16 02:00:00,3,,1.2, 1.049,94.5,94.5,1.193
,,,,,,,,,,,,2018-01-16 03:00:00,3,,1.0, 1.173,95.4,95.4,1.044
,,,,,,,,,,,,2018-01-16 04:00:00,3,,0.9, 1.888,96.7,96.7,0.888
,,,,,,,,,,,,2018-01-16 05:00:00,3,,0.8, 0.444999,97.9,97.9,0.811999
,,,,,,,,,,,,2018-01-16 06:00:00,3,,0.8, 0.935998,97.3,97.3,0.810998
,,,,,,,,,,,,2018-01-16 07:00:00,3,,0.6, 0.782,97.2,97.2,0.574998
,,,,,,,,,,,,2018-01-16 08:00:00,3,,0.7, None,97.1,97.1,0.742999
,,,,,,,,,,,,2018-01-16 09:00:00,3,,0.7, None,97.0,97.0,0.717
,,,,,,,,,,,,2018-01-16 10:00:00,3,,0.6, 0.238998,97.1,97.1,0.615998
,,,,,,,,,,,,2018-01-16 11:00:00,3,,0.8, 0.652,97.3,97.3,0.750998
,,,,,,,,,,,,2018-01-16 12:00:00,3,,1.1, None,96.9,96.9,1.105
,,,,,,,,,,,,2018-01-16 13:00:00,3,,1.3, 1.013,96.7,96.7,1.326
,,,,,,,,,,,,2018-01-16 14:00:00,3,,2.1, 1.771,96.0,96.0,2.147
,,,,,,,,,,,,2018-01-16 15:00:00,3,,3.5, 0.700999,91.7,91.7,3.487
,,,,,,,,,,,,2018-01-16 16:00:00,3,,3.7, 1.319,91.5,91.5,3.724
,,,,,,,,,,,,2018-01-16 17:00:00,3,,3.2, 2.404,92.1,92.1,3.222
,,,,,,,,,,,,2018-01-16 18:00:00,3,,3.2, 1.217,90.1,90.1,3.172
,,,,,,,,,,,,2018-01-16 19:00:00,3,,2.5, 1.856,92.4,92.4,2.463
,,,,,,,,,,,,2018-01-16 20:00:00,3,,2.2, 1.858,92.7,92.7,2.205
,,,,,,,,,,,,2018-01-16 21:00:00,3,,2.1, 0.967,92.4,92.4,2.102
,,,,,,,,,,,,2018-01-16 22:00:00,3,,1.9, 1.088,91.8,91.8,1.877
,,,,,,,,,,,,2018-01-16 23:00:00,3,,2.1, 1.138,90.0,90.0,2.072
,,,,,,,,,,,,2018-01-17 00:00:00,3,,2.2, 0.998,89.2,89.2,2.238
,,,,,,,,,,,,2018-01-17 01:00:00,3,,2.1, 2.068,89.6,89.6,2.124
,,,,,,,,,,,,2018-01-17 02:00:00,3,,2.0, 1.97,89.9,89.9,2.044
,,,,,,,,,,,,2018-01-17 03:00:00,3,,1.4, 1.32,92.4,92.4,1.379
,,,,,,,,,,,,2018-01-17 04:00:00,3,,1.4, 1.479,92.7,92.7,1.424
,,,,,,,,,,,,2018-01-17 05:00:00,3,,1.5, 1.654,92.9,92.9,1.547
,,,,,,,,,,,,2018-01-17 06:00:00,3,,1.7, 1.289,92.7,92.7,1.714
,,,,,,,,,,,,2018-01-17 07:00:00,3,,1.6, 1.636,93.8,93.8,1.562
,,,,,,,,,,,,2018-01-17 08:00:00,3,,1.7, 0.658999,93.4,93.4,1.664
,,,,,,,,,,,,2018-01-17 09:00:00,3,,2.0, 0.560998,92.3,92.3,2.028
,,,,,,,,,,,,2018-01-17 10:00:00,3,,2.4, None,93.1,93.1,2.368
,,,,,,,,,,,,2018-01-17 11:00:00,3,,2.3, None,94.2,94.2,2.256
,,,,,,,,,,,,2018-01-17 12:00:00,3,,2.4, 0.31,92.6,92.6,2.373
,,,,,,,,,,,,2018-01-17 13:00:00,3,,2.6, 0.212999,91.4,91.4,2.57
,,,,,,,,,,,,2018-01-17 14:00:00,3,,2.8, None,90.6,90.6,2.777
,,,,,,,,,,,,2018-01-17 15:00:00,3,,2.6, None,91.5,91.5,2.603
,,,,,,,,,,,,2018-01-17 16:00:00,3,,2.6, None,90.9,90.9,2.614
,,,,,,,,,,,,2018-01-17 17:00:00,3,,2.4, 0.061999,91.7,91.7,2.401
,,,,,,,,,,,,2018-01-17 18:00:00,3,,2.2, 0.709999,92.9,92.9,2.174
,,,,,,,,,,,,2018-01-17 19:00:00,3,,1.9, 0.649999,94.9,94.9,1.911
,,,,,,,,,,,,2018-01-17 20:00:00,3,,2.0, 1.342,95.1,95.1,1.957
,,,,,,,,,,,,2018-01-17 21:00:00,3,,1.9, 1.281,95.2,95.2,1.87
,,,,,,,,,,,,2018-01-17 22:00:00,3,,1.7, 1.278,95.7,95.7,1.668
,,,,,,,,,,,,2018-01-17 23:00:00,3,,2.2, 1.996,94.3,94.3,2.163
,,,,,,,,,,,,2018-01-18 00:00:00,3,,2.4, 0.165,94.1,94.1,2.373
,,,,,,,,,,,,2018-01-18 01:00:00,3,,2.6, 0.707,94.0,94.0,2.591
,,,,,,,,,,,,2018-01-18 02:00:00,3,,3.2, 1.394,90.5,90.5,3.174
,,,,,,,,,,,,2018-01-18 03:00:00,3,,3.2, 2.372,90.4,90.4,3.157
,,,,,,,,,,,,2018-01-18 04:00:00,3,,3.3, 1.831,90.3,90.3,3.331
,,,,,,,,,,,,2018-01-18 05:00:00,3,,3.7, 2.384,90.2,90.2,3.707
,,,,,,,,,,,,2018-01-18 06:00:00,3,,3.5, 2.002,93.0,93.0,3.517
,,,,,,,,,,,,2018-01-18 07:00:00,3,,3.2, 0.888998,94.3,94.3,3.201
,,,,,,,,,,,,2018-01-18 08:00:00,3,,4.1, 1.629,90.2,90.2,4.085
,,,,,,,,,,,,2018-01-18 09:00:00,3,,3.9, 1.36,93.0,93.0,3.855
,,,,,,,,,,,,2018-01-18 10:00:00,3,,4.0, 0.293998,92.0,92.0,3.967
,,,,,,,,,,,,2018-01-18 11:00:00,3,,5.8, 0.879998,84.6,84.6,5.798
,,,,,,,,,,,,2018-01-18 12:00:00,3,,7.8, 4.209,64.6,64.62,7.786
,,,,,,,,,,,,2018-01-18 13:00:00,3,,8.8, 2.373,57.4,57.44,8.77
,,,,,,,,,,,,2018-01-18 14:00:00,3,,8.4, 2.404,57.2,57.18,8.45
,,,,,,,,,,,,2018-01-18 15:00:00,3,,8.8, 1.681,57.3,57.25,8.78
,,,,,,,,,,,,2018-01-18 16:00:00,3,,8.2, 1.607,57.3,57.3,8.24
,,,,,,,,,,,,2018-01-18 17:00:00,3,,6.5, 1.686,63.6,63.56,6.475
,,,,,,,,,,,,2018-01-18 18:00:00,3,,3.8, 2.528,76.8,76.8,3.771
,,,,,,,,,,,,2018-01-18 19:00:00,3,,1.8, 2.442,84.6,84.6,1.824
,,,,,,,,,,,,2018-01-18 20:00:00,3,,1.5, 2.665,85.2,85.2,1.518
,,,,,,,,,,,,2018-01-18 21:00:00,3,,1.4, 1.469,84.1,84.1,1.427
,,,,,,,,,,,,2018-01-18 22:00:00,3,,0.7, 2.348,85.8,85.8,0.726998
,,,,,,,,,,,,2018-01-18 23:00:00,3,,0.9, 2.331,85.2,85.2,0.922999
,,,,,,,,,,,,2018-01-19 00:00:00,3,,1.3, 2.169,83.4,83.4,1.314
,,,,,,,,,,,,2018-01-19 01:00:00,3,,0.7, 1.556,85.7,85.7,0.686999
,,,,,,,,,,,,2018-01-19 02:00:00,3,,0.4, 2.223,85.7,85.7,0.442
,,,,,,,,,,,,2018-01-19 03:00:00,3,,0.1, 2.353,86.8,86.8,0.104
,,,,,,,,,,,,2018-01-19 04:00:00,3,,-0.8, 2.118,89.3,89.3,-0.837998
,,,,,,,,,,,,2018-01-19 05:00:00,3,,-0.8, 2.172,87.8,87.8,-0.776
,,,,,,,,,,,,2018-01-19 06:00:00,3,,-1.0, 2.589,87.8,87.8,-0.995998
,,,,,,,,,,,,2018-01-19 07:00:00,3,,-0.5, 2.126,87.6,87.6,-0.517
,,,,,,,,,,,,2018-01-19 08:00:00,3,,0.0, 2.649,87.0,87.0,-0.010998
,,,,,,,,,,,,2018-01-19 09:00:00,3,,0.6, 2.88,83.7,83.7,0.566999
,,,,,,,,,,,,2018-01-19 10:00:00,3,,2.2, 2.6,79.3,79.31,2.212
,,,,,,,,,,,,2018-01-19 11:00:00,3,,4.3, 2.418,75.1,75.14,4.282
,,,,,,,,,,,,2018-01-19 12:00:00,3,,5.4, 2.929,69.1,69.08,5.351
,,,,,,,,,,,,2018-01-19 13:00:00,3,,6.2, 3.521,61.8,61.8,6.168
,,,,,,,,,,,,2018-01-19 14:00:00,3,,5.9, 2.97,61.9,61.93,5.886
,,,,,,,,,,,,2018-01-19 15:00:00,3,,5.4, 2.237,62.7,62.67,5.351
,,,,,,,,,,,,2018-01-19 16:00:00,3,,5.1, 3.649,62.4,62.35,5.118
,,,,,,,,,,,,2018-01-19 17:00:00,3,,4.4, 3.404,65.7,65.68,4.364
