CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,6.826,20.17, None, None, None, None, 24.72,0.846, 123.2, None, None, None, None, None,-14.0, None, None, None, None, None, None, None,2018-06-04 00:00:00, None, None, None, None,23
None,4.64,19.18, None, None, None, None, 35.18,0.877, 349.8, None, None, None, None, None,-17.0, None, None, None, None, None, None, None,2018-06-04 01:00:00, None, None, None, None,23
None,3.559,19.44, None, None, None, None, 11.33,1.61, 4.603, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 02:00:00, None, None, None, None,23
None,2.958,20.06, None, None, None, None, 3.242,0.058, 5.754, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 03:00:00, None, None, None, None,23
None,1.899,20.37, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 04:00:00, None, None, None, None,23
None,1.591,20.53, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-06-04 05:00:00, None, None, None, None,23
None,1.796,20.41, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 06:00:00, None, None, None, None,23
None,1.862,20.14, None, None, None, None, 0.497,0.027, 17.19, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-06-04 07:00:00, None, None, None, None,23
None,4.018,19.24, None, None, None, None, 3.117,0.007, 349.7, None, None, None, None, None,-17.0, None, None, None, None, None, None, None,2018-06-04 08:00:00, None, None, None, None,23
None,5.678,18.68, None, None, None, None, 4.377,0.006, 317.4, None, None, None, None, None,-16.0, None, None, None, None, None, None, None,2018-06-04 09:00:00, None, None, None, None,23
None,7.4,17.98, None, None, None, None, 18.63,1.449, 198.3, None, None, None, None, None,-15.0, None, None, None, None, None, None, None,2018-06-04 10:00:00, None, None, None, None,23
None,8.18,17.75, None, None, None, None, 33.55,3.441, 200.4, None, None, None, None, None,-15.0, None, None, None, None, None, None, None,2018-06-04 11:00:00, None, None, None, None,23
None,5.991,18.65, None, None, None, None, 31.77,3.049, 354.7, None, None, None, None, None,-16.0, None, None, None, None, None, None, None,2018-06-04 12:00:00, None, None, None, None,23
None,10.12,17.17, None, None, None, None, 29.12,6.492, 219.1, None, None, None, None, None,-14.0, None, None, None, None, None, None, None,2018-06-04 13:00:00, None, None, None, None,23
None,6.598,18.22, None, None, None, None, 30.67,3.623, 221.1, None, None, None, None, None,-16.0, None, None, None, None, None, None, None,2018-06-04 14:00:00, None, None, None, None,23
None,9.78,17.33, None, None, None, None, 28.45,5.771, 207.9, None, None, None, None, None,-14.0, None, None, None, None, None, None, None,2018-06-04 15:00:00, None, None, None, None,23
None,10.85,17.01, None, None, None, None, 36.11,5.563, 214.6, None, None, None, None, None,-13.0, None, None, None, None, None, None, None,2018-06-04 16:00:00, None, None, None, None,23
None,9.41,17.44, None, None, None, None, 28.22,8.69, 202.9, None, None, None, None, None,-14.0, None, None, None, None, None, None, None,2018-06-04 17:00:00, None, None, None, None,23
None,8.86,17.79, None, None, None, None, 54.26,2.067, 222.6, None, None, None, None, None,-14.0, None, None, None, None, None, None, None,2018-06-04 18:00:00, None, None, None, None,23
None,2.652,19.34, None, None, None, None, 52.48,1.154, 358.7, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 19:00:00, None, None, None, None,23
None,2.429,19.35, None, None, None, None, 18.67,0.733, 196.3, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-06-04 20:00:00, None, None, None, None,23
None,0.442,19.94, None, None, None, None, 6.73,0.014, 339.3, None, None, None, None, None,-20.0, None, None, None, None, None, None, None,2018-06-04 21:00:00, None, None, None, None,23
None,0.087,19.99, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-20.0, None, None, None, None, None, None, None,2018-06-04 22:00:00, None, None, None, None,23
None,-0.306,20.1, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-06-04 23:00:00, None, None, None, None,23
