WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
150.5, 6.1, 96.9, 94.5,2019-09-24 00:00:00, 6.6,39
149.8, 6.6, 94.5, 89.6,2019-09-24 01:00:00, 6.375,39
139.7, 6.4, 89.6, 93.4,2019-09-24 02:00:00, 5.603,39
165.0, 5.6, 93.4, 94.7,2019-09-24 03:00:00, 5.225,39
159.4, 5.2, 94.7, 93.0,2019-09-24 04:00:00, 5.18,39
169.3, 5.2, 93.0, 94.3,2019-09-24 05:00:00, 4.688,39
161.7, 4.7, 94.3, 94.3,2019-09-24 06:00:00, 4.615,39
155.4, 4.6, 94.3, 91.1,2019-09-24 07:00:00, 5.315,39
161.0, 5.3, 91.1, 88.8,2019-09-24 08:00:00, 6.121,39
155.8, 6.1, 88.8, 82.8,2019-09-24 09:00:00, 7.289,39
148.8, 7.3, 82.8, 77.16,2019-09-24 10:00:00, 8.86,39
153.1, 8.9, 77.2, 71.94,2019-09-24 11:00:00, 10.5,39
153.4, 10.5, 71.9, 58.45,2019-09-24 12:00:00, 13.77,39
164.5, 13.8, 58.5, 52.26,2019-09-24 13:00:00, 14.76,39
209.7, 14.8, 52.3, 47.78,2019-09-24 14:00:00, 14.73,39
245.1, 14.7, 47.8, 48.6,2019-09-24 15:00:00, 14.89,39
204.4, 14.9, 48.6, 48.34,2019-09-24 16:00:00, 15.02,39
216.2, 15.0, 48.3, 50.87,2019-09-24 17:00:00, 14.27,39
196.3, 14.3, 50.9, 53.12,2019-09-24 18:00:00, 13.49,39
170.7, 13.5, 53.1, 53.03,2019-09-24 19:00:00, 12.64,39
208.9, 12.6, 53.0, 54.26,2019-09-24 20:00:00, 12.26,39
192.1, 12.3, 54.3, 57.76,2019-09-24 21:00:00, 11.52,39
168.1, 11.5, 57.8, 64.6,2019-09-24 22:00:00, 10.4,39
175.2, 10.4, 64.6, 64.9,2019-09-24 23:00:00, 9.59,39
157.1, 9.6, 64.9, 73.72,2019-09-25 00:00:00, 8.42,39
159.8, 8.4, 73.7, 79.53,2019-09-25 01:00:00, 7.385,39
161.8, 7.4, 79.5, 81.5,2019-09-25 02:00:00, 6.918,39
157.8, 6.9, 81.5, 85.2,2019-09-25 03:00:00, 6.327,39
174.4, 6.3, 85.2, 82.9,2019-09-25 04:00:00, 6.272,39
