pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
302.0, 116.0, None, None,2019-11-05 00:00:00, 0.1, None, None,45
302.0, 117.0, None, None,2019-11-05 01:00:00, -0.1, None, None,45
303.0, 117.0, None, None,2019-11-05 02:00:00, 0.2, None, None,45
303.0, 117.0, None, None,2019-11-05 03:00:00, 0.2, None, None,45
303.0, 117.0, None, None,2019-11-05 04:00:00, 0.5, None, None,45
303.0, 117.0, None, None,2019-11-05 05:00:00, 0.2, None, None,45
303.0, 117.0, None, None,2019-11-05 06:00:00, 0.2, None, None,45
303.0, 117.0, None, None,2019-11-05 07:00:00, 0.3, None, None,45
303.0, 117.0, None, None,2019-11-05 08:00:00, 0.1, None, None,45
304.0, 117.0, None, None,2019-11-05 09:00:00, -0.1, None, None,45
304.0, 118.0, None, None,2019-11-05 10:00:00, -0.1, None, None,45
304.0, 118.0, None, None,2019-11-05 11:00:00, -0.5, None, None,45
304.0, 120.0, None, None,2019-11-05 12:00:00, -0.7, None, None,45
304.0, 120.0, None, None,2019-11-05 13:00:00, -0.5, None, None,45
304.0, 120.0, None, None,2019-11-05 14:00:00, -0.7, None, None,45
305.0, 120.0, None, None,2019-11-05 15:00:00, -0.6, None, None,45
305.0, 120.0, None, None,2019-11-05 16:00:00, -0.6, None, None,45
305.0, 120.0, None, None,2019-11-05 17:00:00, -0.5, None, None,45
305.0, 120.0, None, None,2019-11-05 18:00:00, -0.3, None, None,45
305.0, 120.0, None, None,2019-11-05 19:00:00, 0.6, None, None,45
305.0, 121.0, None, None,2019-11-05 20:00:00, -0.1, None, None,45
305.0, 121.0, None, None,2019-11-05 21:00:00, -0.7, None, None,45
305.0, 121.0, None, None,2019-11-05 22:00:00, -0.9, None, None,45
305.0, 121.0, None, None,2019-11-05 23:00:00, -1.5, None, None,45
305.0, 121.0, None, None,2019-11-06 00:00:00, -1.8, None, None,45
