station_observations
time, tasmin, tasmax, pcp
2018-01-01 00:00:00, -13.6, 0.8, 1.2
2018-01-02 00:00:00, -6.4, -2.8, 0.0
2018-01-03 00:00:00, -6.6, -4.0, 0.4
2018-01-04 00:00:00, -4.4, -1.3, 2.0
2018-01-05 00:00:00, -2.4, 0.8, 12.3
2018-01-06 00:00:00, -4.0, 0.4, 0.4
2018-01-07 00:00:00, -1.7, -0.2, 9.3
2018-01-08 00:00:00, -1.6, 1.5, 8.4
2018-01-09 00:00:00, -7.2, -1.2, 0.5
2018-01-10 00:00:00, -15.5, -8.0, 0.3
2018-01-11 00:00:00, -18.9, -15.8, 0.0
2018-01-12 00:00:00, -18.3, -13.2, 3.3
2018-01-13 00:00:00, -13.2, -5.1, 7.5
2018-01-14 00:00:00, -6.1, -4.5, 0.2
2018-01-15 00:00:00, -4.7, -1.1, 0.0
2018-01-16 00:00:00, -2.3, 1.0, 5.8
2018-01-17 00:00:00, -2.0, 0.1, 15.2
2018-01-18 00:00:00, -0.5, 1.1, 11.4
2018-01-19 00:00:00, -1.7, 1.8, 0.0
2018-01-20 00:00:00, -3.5, -1.8, 10.0
2018-01-21 00:00:00, -4.4, 2.4, 8.9
2018-01-22 00:00:00, -6.1, -1.0, 10.5
2018-01-23 00:00:00, -7.0, -2.8, 27.5
2018-01-24 00:00:00, -6.4, -0.7, 19.6
2018-01-25 00:00:00, -7.1, 0.6, 8.8
2018-01-26 00:00:00, -8.1, -3.8, 0.2
2018-01-27 00:00:00, -9.0, -5.4, 0.0
2018-01-28 00:00:00, -9.9, -8.3, 11.2
2018-01-29 00:00:00, -9.9, -6.3, 45.6
2018-01-30 00:00:00, -6.4, -0.4, 42.4
2018-01-31 00:00:00, -6.5, -1.2, 9.2
2018-02-01 00:00:00, -9.3, -2.6, 12.6
2018-02-02 00:00:00, -4.7, 3.4, 23.9
2018-02-03 00:00:00, -12.7, 1.9, 2.2
2018-02-04 00:00:00, -14.3, -12.5, 32.5
2018-02-05 00:00:00, -12.9, -6.1, 11.9
2018-02-06 00:00:00, -7.9, -7.2, 6.1
2018-02-07 00:00:00, 0.8, 1.8, 35.4
2018-02-08 00:00:00, -11.9, -0.2, 3.1
2018-02-09 00:00:00, -18.4, -6.8, 0.2
2018-02-10 00:00:00, -20.9, -1.4, 0.2
2018-02-11 00:00:00, -16.2, -5.9, 0.0
2018-02-12 00:00:00, -20.2, -1.4, 0.7
2018-02-13 00:00:00, -2.5, -0.3, 24.3
2018-02-14 00:00:00, -9.3, 2.2, 0.6
2018-02-15 00:00:00, -11.8, -1.0, 2.7
2018-02-16 00:00:00, -7.4, 0.0, 4.8
2018-02-17 00:00:00, -10.8, -5.5, 2.6
2018-02-18 00:00:00, -19.0, -6.1, 0.1
2018-02-19 00:00:00, -24.7, -12.0, 0.0
2018-02-20 00:00:00, -23.7, -6.5, 0.3
2018-02-21 00:00:00, -12.0, 0.0, 1.1
2018-02-22 00:00:00, -19.6, -0.9, 0.0
2018-02-23 00:00:00, -5.1, 1.1, 10.4
2018-02-24 00:00:00, -4.8, -0.9, 12.8
