pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,2.418, None, None, None, None,14.43, None,3.567,347.5, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 00:00:00, None, None, None, None,44
None,2.615, None, None, None, None,17.68, None,1.669,345.2, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 01:00:00, None, None, None, None,44
None,2.596, None, None, None, None,16.91, None,3.77,357.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 02:00:00, None, None, None, None,44
None,2.455, None, None, None, None,17.05, None,2.892,340.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 03:00:00, None, None, None, None,44
None,1.827, None, None, None, None,16.06, None,2.56,345.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 04:00:00, None, None, None, None,44
None,2.019, None, None, None, None,17.45, None,2.256,342.8, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 05:00:00, None, None, None, None,44
None,2.419, None, None, None, None,17.32, None,2.658,346.8, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 06:00:00, None, None, None, None,44
None,2.371, None, None, None, None,32.7, None,1.569,326.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 07:00:00, None, None, None, None,44
None,2.53, None, None, None, None,19.57, None,2.377,342.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 08:00:00, None, None, None, None,44
None,2.576, None, None, None, None,20.5, None,2.02,338.7, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 09:00:00, None, None, None, None,44
None,2.645, None, None, None, None,18.95, None,3.039,347.9, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 10:00:00, None, None, None, None,44
None,3.308, None, None, None, None,35.7, None,1.035,330.0, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 11:00:00, None, None, None, None,44
None,3.479, None, None, None, None,70.7, None,0.275,28.33, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 12:00:00, None, None, None, None,44
None,3.813, None, None, None, None,37.99, None,0.687,315.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 13:00:00, None, None, None, None,44
None,3.231, None, None, None, None,58.1, None,0.827,144.4, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 14:00:00, None, None, None, None,44
None,2.651, None, None, None, None,33.58, None,1.923,147.9, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 15:00:00, None, None, None, None,44
None,2.356, None, None, None, None,28.49, None,2.548,105.8, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 16:00:00, None, None, None, None,44
None,2.508, None, None, None, None,49.64, None,1.758,68.41, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 17:00:00, None, None, None, None,44
None,3.022, None, None, None, None,58.5, None,1.052,356.9, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 18:00:00, None, None, None, None,44
None,3.155, None, None, None, None,56.64, None,0.915,46.94, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 19:00:00, None, None, None, None,44
None,3.033, None, None, None, None,64.29, None,0.815,356.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 20:00:00, None, None, None, None,44
None,3.156, None, None, None, None,38.57, None,1.708,349.2, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 21:00:00, None, None, None, None,44
None,3.281, None, None, None, None,23.95, None,2.27,347.8, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 22:00:00, None, None, None, None,44
None,3.253, None, None, None, None,41.51, None,1.217,340.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-29 23:00:00, None, None, None, None,44
None,3.203, None, None, None, None,63.17, None,0.8,42.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 00:00:00, None, None, None, None,44
None,3.052, None, None, None, None,67.96, None,0.907,72.3, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 01:00:00, None, None, None, None,44
None,3.517, None, None, None, None,65.78, None,0.755,64.23, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 02:00:00, None, None, None, None,44
None,3.09, None, None, None, None,20.13, None,2.312,344.4, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 03:00:00, None, None, None, None,44
None,3.062, None, None, None, None,45.64, None,1.697,358.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 04:00:00, None, None, None, None,44
None,3.176, None, None, None, None,63.07, None,0.729,56.74, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 05:00:00, None, None, None, None,44
None,3.309, None, None, None, None,69.62, None,0.443,44.46, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 06:00:00, None, None, None, None,44
None,3.126, None, None, None, None,34.6, None,1.13,45.69, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 08:00:00, None, None, None, None,44
None,3.202, None, None, None, None,54.78, None,0.931,93.3, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 09:00:00, None, None, None, None,44
None,3.222, None, None, None, None,53.76, None,1.175,118.2, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 10:00:00, None, None, None, None,44
None,3.298, None, None, None, None,52.05, None,1.462,85.9, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 11:00:00, None, None, None, None,44
None,4.156, None, None, None, None,56.98, None,1.07,9.56, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 12:00:00, None, None, None, None,44
None,4.089, None, None, None, None,47.36, None,1.233,87.7, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 13:00:00, None, None, None, None,44
None,4.156, None, None, None, None,56.4, None,0.934,76.6, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 14:00:00, None, None, None, None,44
None,4.48, None, None, None, None,59.07, None,0.621,67.93, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 15:00:00, None, None, None, None,44
None,4.146, None, None, None, None,51.99, None,0.594,46.61, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 16:00:00, None, None, None, None,44
None,4.108, None, None, None, None,21.72, None,0.389,268.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 17:00:00, None, None, None, None,44
None,3.85, None, None, None, None,56.16, None,0.341,45.29, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 18:00:00, None, None, None, None,44
None,3.345, None, None, None, None,38.95, None,0.383,320.4, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 19:00:00, None, None, None, None,44
None,2.727, None, None, None, None,38.91, None,0.303,321.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 20:00:00, None, None, None, None,44
None,2.776, None, None, None, None,25.81, None,0.56,319.3, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 21:00:00, None, None, None, None,44
None,2.491, None, None, None, None,39.37, None,0.615,320.2, None, None, None, None, None, None, None, None, None, None, None,2018-10-30 23:00:00, None, None, None, None,44
None,2.234, None, None, None, None,40.88, None,0.543,332.0, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 00:00:00, None, None, None, None,44
None,1.939, None, None, None, None,47.61, None,0.614,309.0, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 01:00:00, None, None, None, None,44
None,1.41, None, None, None, None,44.56, None,0.303,316.0, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 02:00:00, None, None, None, None,44
None,1.202, None, None, None, None,16.65, None,0.682,327.1, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 03:00:00, None, None, None, None,44
None,1.223, None, None, None, None,70.6, None,0.114,332.4, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 04:00:00, None, None, None, None,44
None,1.261, None, None, None, None,74.4, None,0.069,14.27, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 05:00:00, None, None, None, None,44
None,1.318, None, None, None, None,58.59, None,0.179,177.3, None, None, None, None, None, None, None, None, None, None, None,2018-10-31 06:00:00, None, None, None, None,44
