time,tasmin,tasmax,pcp,week_of_year
2017-07-02,11.6,20.0,0.0,27
2017-07-03,6.4,15.2,0.0,27
2017-07-04,5.4,20.2,0.0,27
2017-07-05,5.8,26.0,0.0,27
2017-07-06,7.4,30.2,0.0,27
2017-07-07,12.2,25.3,2.0,27
2017-07-08,8.3,23.3,0.0,27
