wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
5.9,4.4,289.0, 86.0,2018-05-21 00:00:00,0.0,21
4.9,4.0,288.0, 89.0,2018-05-21 01:00:00,0.0,21
6.0,3.9,305.0, 91.0,2018-05-21 02:00:00,0.0,21
4.5,3.8,312.0, 90.0,2018-05-21 03:00:00,0.0,21
5.4,3.8,311.0, 93.0,2018-05-21 04:00:00,0.0,21
4.9,4.0,317.0, 91.0,2018-05-21 05:00:00,0.0,21
0.8,6.3,335.0, 93.0,2018-05-21 06:00:00,0.0,21
1.5,10.7,139.0, 66.0,2018-05-21 07:00:00,0.0,21
3.2,12.9,142.0, 59.0,2018-05-21 08:00:00,0.0,21
8.0,13.6,249.0, 51.0,2018-05-21 09:00:00,0.0,21
4.9,15.4,148.0, 41.0,2018-05-21 10:00:00,0.0,21
6.6,17.6,271.0, 39.0,2018-05-21 11:00:00,0.0,21
5.6,22.8,157.0, 29.0,2018-05-21 12:00:00,0.0,21
7.8,24.8,233.0, 25.0,2018-05-21 13:00:00,0.0,21
6.3,23.4,213.0, 27.0,2018-05-21 14:00:00,0.0,21
7.8,22.1,247.0, 29.0,2018-05-21 15:00:00,0.0,21
5.2,18.5,246.0, 31.0,2018-05-21 16:00:00,0.0,21
2.7,15.1,265.0, 38.0,2018-05-21 17:00:00,0.0,21
5.4,13.5,265.0, 45.0,2018-05-21 18:00:00,0.0,21
5.4,10.1,308.0, 53.0,2018-05-21 19:00:00,0.0,21
6.8,6.8,237.0, 62.0,2018-05-21 20:00:00,0.0,21
6.2,6.7,288.0, 61.0,2018-05-21 21:00:00,0.0,21
6.4,6.1,343.0, 65.0,2018-05-21 22:00:00,0.0,21
6.3,5.9,293.0, 66.0,2018-05-21 23:00:00,0.0,21
6.4,5.5,311.0, 69.0,2018-05-22 00:00:00,0.0,21
6.4,6.1,287.0, 66.0,2018-05-22 01:00:00,0.0,21
6.4,5.1,279.0, 72.0,2018-05-22 02:00:00,0.0,21
6.2,5.0,292.0, 71.0,2018-05-22 03:00:00,0.0,21
5.3,5.2,318.0, 71.0,2018-05-22 04:00:00,0.0,21
5.8,4.9,307.0, 65.0,2018-05-22 05:00:00,0.0,21
1.3,7.2,319.0, 69.0,2018-05-22 06:00:00,0.0,21
1.3,12.2,106.0, 51.0,2018-05-22 07:00:00,0.0,21
5.0,14.3,146.0, 45.0,2018-05-22 08:00:00,0.0,21
3.9,16.0,156.0, 44.0,2018-05-22 09:00:00,0.0,21
4.3,17.9,153.0, 38.0,2018-05-22 10:00:00,0.0,21
4.9,21.5,148.0, 33.0,2018-05-22 11:00:00,0.0,21
6.0,25.6,156.0, 51.0,2018-05-22 12:00:00,0.0,21
7.3,27.3,153.0, 27.0,2018-05-22 13:00:00,0.0,21
5.7,27.4,145.0, 0.0,2018-05-22 14:00:00,0.0,21
4.2,25.4,131.0, 15.0,2018-05-22 15:00:00,0.0,21
3.2,21.6,165.0, 26.0,2018-05-22 16:00:00,0.0,21
2.0,17.7,61.0, 28.0,2018-05-22 17:00:00,0.0,21
1.1,15.2,314.0, 34.0,2018-05-22 18:00:00,0.0,21
6.1,10.2,319.0, 45.0,2018-05-22 19:00:00,0.0,21
7.0,7.6,316.0, 52.0,2018-05-22 20:00:00,0.0,21
7.2,7.0,318.0, 53.0,2018-05-22 21:00:00,0.0,21
7.5,6.7,270.0, 55.0,2018-05-22 22:00:00,0.0,21
7.3,6.6,276.0, 57.0,2018-05-22 23:00:00,0.0,21
5.7,7.8,307.0, 50.0,2018-05-23 00:00:00,0.0,21
6.4,7.1,303.0, 54.0,2018-05-23 01:00:00,0.0,21
5.4,6.9,281.0, 53.0,2018-05-23 02:00:00,0.0,21
6.0,6.4,299.0, 58.0,2018-05-23 03:00:00,0.0,21
6.3,6.3,298.0, 58.0,2018-05-23 04:00:00,0.0,21
5.3,6.5,324.0, 62.0,2018-05-23 05:00:00,0.0,21
4.5,8.4,309.0, 58.0,2018-05-23 06:00:00,0.0,21
0.3,13.3,259.0, 42.0,2018-05-23 07:00:00,0.0,21
3.0,16.6,131.0, 32.0,2018-05-23 08:00:00,0.0,21
5.3,18.2,146.0, 36.0,2018-05-23 09:00:00,0.0,21
6.1,19.9,155.0, 34.0,2018-05-23 10:00:00,0.0,21
4.2,24.6,95.0, 23.0,2018-05-23 11:00:00,0.0,21
7.1,27.2,151.0, 21.0,2018-05-23 12:00:00,0.0,21
5.2,30.8,156.0, 37.0,2018-05-23 13:00:00,0.0,21
5.1,30.6,118.0, 23.0,2018-05-23 14:00:00,0.0,21
4.9,27.7,107.0, 28.0,2018-05-23 15:00:00,0.0,21
3.1,23.7,261.0, 59.0,2018-05-23 16:00:00,0.0,21
4.5,20.3,107.0, 58.0,2018-05-23 17:00:00,0.0,21
2.8,16.7,7.0, 47.0,2018-05-23 18:00:00,0.0,21
5.6,12.3,315.0, 55.0,2018-05-23 19:00:00,0.0,21
5.2,9.5,319.0, 58.0,2018-05-23 20:00:00,0.0,21
6.9,8.8,314.0, 58.0,2018-05-23 21:00:00,0.0,21
5.3,9.1,319.0, 55.0,2018-05-23 22:00:00,0.0,21
7.7,9.6,291.0, 55.0,2018-05-23 23:00:00,0.0,21
7.0,9.4,299.0, 57.0,2018-05-24 00:00:00,0.0,21
6.5,9.5,293.0, 60.0,2018-05-24 01:00:00,0.0,21
6.0,9.6,294.0, 63.0,2018-05-24 02:00:00,0.0,21
6.4,8.8,292.0, 64.0,2018-05-24 03:00:00,0.0,21
5.9,8.2,295.0, 67.0,2018-05-24 04:00:00,0.0,21
5.3,7.8,283.0, 75.0,2018-05-24 05:00:00,0.0,21
