WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.999,90.0,2016-03-25 00:00:00,6.3,13
None, None, 1.049,89.5,2016-03-25 01:00:00,6.107,13
None, None, 0.740998,90.0,2016-03-25 02:00:00,5.888,13
None, None, 0.893,90.6,2016-03-25 03:00:00,5.756,13
None, None, 0.978999,91.5,2016-03-25 04:00:00,5.581,13
None, None, 1.112,92.1,2016-03-25 05:00:00,4.836,13
None, None, 1.296,92.5,2016-03-25 06:00:00,4.316,13
None, None, 1.076,92.8,2016-03-25 07:00:00,4.015,13
None, None, 0.634998,92.1,2016-03-25 08:00:00,4.693,13
None, None, 1.285,86.0,2016-03-25 09:00:00,6.433,13
None, None, 0.834999,77.9,2016-03-25 10:00:00,7.97,13
None, None, 3.676,79.7,2016-03-25 11:00:00,8.11,13
None, None, 2.421,74.5,2016-03-25 12:00:00,8.85,13
None, None, 1.223,73.3,2016-03-25 13:00:00,9.06,13
None, None, 4.633,67.1,2016-03-25 14:00:00,9.66,13
None, None, 4.656,60.79,2016-03-25 15:00:00,9.9,13
None, None, 3.513,60.5,2016-03-25 16:00:00,10.27,13
None, None, 2.017,56.69,2016-03-25 17:00:00,10.97,13
None, None, 2.19,66.32,2016-03-25 18:00:00,9.96,13
None, None, 1.94,74.1,2016-03-25 19:00:00,8.15,13
None, None, 1.641,79.4,2016-03-25 20:00:00,6.701,13
None, None, 0.953,81.8,2016-03-25 21:00:00,6.024,13
None, None, 1.545,82.7,2016-03-25 22:00:00,5.508,13
None, None, 1.641,82.9,2016-03-25 23:00:00,5.411,13
None, None, 1.464,82.2,2016-03-26 00:00:00,5.667,13
None, None, 1.005,82.8,2016-03-26 01:00:00,5.822,13
None, None, 0.962,82.5,2016-03-26 02:00:00,5.872,13
None, None, 0.446999,83.9,2016-03-26 03:00:00,5.827,13
None, None, 0.864,84.7,2016-03-26 04:00:00,5.771,13
None, None, 0.697,85.0,2016-03-26 05:00:00,5.909,13
None, None, 0.612999,85.9,2016-03-26 06:00:00,5.844,13
None, None, 0.342999,85.3,2016-03-26 07:00:00,6.03,13
None, None, 0.570999,84.9,2016-03-26 08:00:00,6.523,13
None, None, None,85.5,2016-03-26 09:00:00,6.746,13
None, None, 0.884998,77.2,2016-03-26 10:00:00,8.35,13
None, None, 1.673,70.8,2016-03-26 11:00:00,8.99,13
None, None, 2.073,70.1,2016-03-26 12:00:00,9.09,13
None, None, 3.125,64.71,2016-03-26 13:00:00,10.01,13
None, None, 4.296,61.32,2016-03-26 14:00:00,10.75,13
None, None, 3.452,58.37,2016-03-26 15:00:00,11.36,13
None, None, 3.125,57.98,2016-03-26 16:00:00,11.15,13
None, None, 1.389,56.5,2016-03-26 17:00:00,11.33,13
None, None, 1.377,67.83,2016-03-26 18:00:00,10.43,13
None, None, 0.763998,70.2,2016-03-26 19:00:00,10.17,13
None, None, 1.978,67.1,2016-03-26 20:00:00,10.4,13
None, None, 1.545,70.6,2016-03-26 21:00:00,9.75,13
None, None, 1.586,79.1,2016-03-26 22:00:00,9.22,13
None, None, 2.705,89.8,2016-03-26 23:00:00,7.81,13
None, None, 3.535,88.9,2016-03-27 00:00:00,6.897,13
None, None, 5.277,87.0,2016-03-27 01:00:00,6.736,13
None, None, 4.326,87.0,2016-03-27 02:00:00,6.265,13
