wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
97.0, None, None,0.0, None,1.2, None,8.1, None, None, None,66.0,2021-10-01 00:00:00,40,,,,,,
161.0, None, None,0.0, None,6.5, None,7.8, None, None, None,73.0,2021-10-01 01:00:00,40,,,,,,
157.0, None, None,0.0, None,0.1, None,6.8, None, None, None,76.0,2021-10-01 02:00:00,40,,,,,,
171.0, None, None,0.0, None,0.5, None,6.5, None, None, None,79.0,2021-10-01 03:00:00,40,,,,,,
203.0, None, None,0.0, None,0.4, None,6.2, None, None, None,80.0,2021-10-01 04:00:00,40,,,,,,
264.0, None, None,0.0, None,3.1, None,5.8, None, None, None,85.0,2021-10-01 05:00:00,40,,,,,,
319.0, None, None,0.0, None,4.7, None,8.7, None, None, None,76.0,2021-10-01 06:00:00,40,,,,,,
33.0, 85.0, 3.1,0.0, 3.5,4.7, 5.8,10.0, 264.0, 0.0, 1.0,67.0,2021-10-01 07:00:00,40,,,,,,
14.0, 76.0, 4.7,0.0, 4.7,4.6, 8.7,11.4, 319.0, 0.0, 1.0,64.0,2021-10-01 08:00:00,40,,,,,,
339.0, 67.0, 4.7,0.0, 4.2,3.1, 10.0,12.8, 33.0, 0.0, 1.0,51.0,2021-10-01 09:00:00,40,,,,,,
52.0, None, None,0.0, None,6.9, None,13.5, None, None, None,50.0,2021-10-01 10:00:00,40,,,,,,
11.0, None, None,0.0, None,7.5, None,14.2, None, None, None,48.0,2021-10-01 11:00:00,40,,,,,,
317.0, None, None,0.0, None,6.7, None,14.9, None, None, None,40.0,2021-10-01 12:00:00,40,,,,,,
343.0, None, None,0.0, None,9.0, None,15.0, None, None, None,40.0,2021-10-01 13:00:00,40,,,,,,
