CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-1.718,80.4,2022-03-12 00:00:00,-4.0,11
-0.98,77.57,2022-03-12 01:00:00,-4.0,11
-1.243,78.4,2022-03-12 02:00:00,-4.0,11
-1.99,82.4,2022-03-12 03:00:00,-4.0,11
-1.896,83.0,2022-03-12 04:00:00,-4.0,11
-1.542,85.3,2022-03-12 05:00:00,-4.0,11
-1.751,89.6,2022-03-12 06:00:00,-3.0,11
-2.172,92.2,2022-03-12 07:00:00,-3.0,11
-1.205,91.1,2022-03-12 08:00:00,-3.0,11
0.037,81.6,2022-03-12 09:00:00,-3.0,11
0.906,69.79,2022-03-12 10:00:00,-4.0,11
1.688,66.53,2022-03-12 11:00:00,-4.0,11
2.445,63.16,2022-03-12 12:00:00,-4.0,11
2.245,66.04,2022-03-12 13:00:00,-3.0,11
1.462,76.61,2022-03-12 14:00:00,-2.0,11
1.32,78.46,2022-03-12 15:00:00,-2.0,11
1.13,81.3,2022-03-12 16:00:00,-2.0,11
0.406,89.0,2022-03-12 17:00:00,-1.0,11
-0.255,95.1,2022-03-12 18:00:00,-1.0,11
-0.397,96.3,2022-03-12 19:00:00,-1.0,11
-0.57,96.6,2022-03-12 20:00:00,-1.0,11
-0.694,97.4,2022-03-12 21:00:00,-1.0,11
-0.541,97.5,2022-03-12 22:00:00,-1.0,11
-0.657,96.1,2022-03-12 23:00:00,-1.0,11
-0.625,94.8,2022-03-13 00:00:00,-1.0,11
-0.62,96.8,2022-03-13 01:00:00,-1.0,11
-0.634,96.6,2022-03-13 03:00:00,-1.0,11
-1.185,97.7,2022-03-13 04:00:00,-1.0,11
-1.198,98.2,2022-03-13 05:00:00,-2.0,11
-1.418,97.2,2022-03-13 06:00:00,-2.0,11
-2.4,96.8,2022-03-13 07:00:00,-3.0,11
-1.79,97.4,2022-03-13 08:00:00,-2.0,11
-1.502,97.3,2022-03-13 09:00:00,-2.0,11
-1.109,96.2,2022-03-13 10:00:00,-2.0,11
0.05,93.7,2022-03-13 11:00:00,-1.0,11
2.375,76.61,2022-03-13 12:00:00,-1.0,11
4.042,69.29,2022-03-13 13:00:00,-1.0,11
5.427,58.55,2022-03-13 14:00:00,-2.0,11
5.206,61.19,2022-03-13 15:00:00,-2.0,11
5.379,60.0,2022-03-13 16:00:00,-2.0,11
4.975,62.81,2022-03-13 17:00:00,-1.0,11
4.697,64.72,2022-03-13 18:00:00,-1.0,11
4.315,65.88,2022-03-13 19:00:00,-2.0,11
3.841,66.34,2022-03-13 20:00:00,-2.0,11
3.378,67.34,2022-03-13 21:00:00,-2.0,11
3.33,63.32,2022-03-13 22:00:00,-3.0,11
