pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
2.7, 1.974, 63.49, 5.6, None, 60.0, 5.454, 285.2, -4.0, None, 2.0, 1.7, 1009.5, 0.0, -4.0, 923.0, None, 0.0, 63.0,2022-03-12 00:00:00, None, 923.0,11
2.7, 1.186, 66.64, 5.6, None, 35.49, 5.414, 359.2, -5.0, None, 1.2, 1.0, 1010.5, 0.0, -5.0, 924.0, None, 0.0, 67.0,2022-03-12 01:00:00, None, 924.0,11
2.7, 1.144, 66.32, 5.6, None, 42.27, 3.193, 246.2, -4.0, None, 1.1, 0.2, 1010.4, 0.0, -4.0, 924.0, None, 0.0, 66.0,2022-03-12 02:00:00, None, 924.0,11
2.7, 0.836, 66.94, 5.6, None, 53.32, 2.419, 332.2, -4.0, None, 0.8, 0.2, 1011.6, 0.0, -4.0, 925.0, None, 0.0, 67.0,2022-03-12 03:00:00, None, 925.0,11
2.7, 0.613, 68.0, 5.6, None, 66.9, 2.588, 228.7, -5.0, None, 0.6, 0.2, 1011.6, 0.0, -5.0, 925.0, None, 0.0, 68.0,2022-03-12 04:00:00, None, 925.0,11
2.7, -1.233, 72.86, 5.6, None, 56.83, 2.858, 104.1, -5.0, None, -1.2, -1.1, 1011.6, 0.0, -5.0, 925.0, None, 0.0, 73.0,2022-03-12 05:00:00, None, 925.0,11
2.5, -1.731, 78.44, 5.6, None, 53.17, 2.433, 142.8, -5.0, None, -1.7, -2.6, 1011.7, 0.0, -5.0, 925.0, None, 0.0, 78.0,2022-03-12 06:00:00, None, 925.0,11
1.6, -2.87, 86.1, -1.6, None, 62.09, 1.465, 168.5, -5.0, None, -2.9, -3.6, 1011.9, 0.0, -5.0, 925.0, None, 0.0, 86.0,2022-03-12 07:00:00, None, 925.0,11
1.0, 0.394, 68.01, 0.6, None, 42.27, 0.813, 171.5, -5.0, None, 0.4, -3.6, 1011.6, 0.0, -5.0, 925.0, None, 0.0, 68.0,2022-03-12 08:00:00, None, 925.0,11
0.6, 1.724, 64.14, 1.8, None, 80.1, 1.244, 150.6, -4.0, None, 1.7, -3.6, 1011.6, 0.0, -4.0, 925.0, None, 0.0, 64.0,2022-03-12 09:00:00, None, 925.0,11
0.6, 3.63, 54.48, 3.6, None, 52.65, 4.437, 15.46, -5.0, None, 3.6, -3.6, 1011.4, 0.0, -5.0, 925.0, None, 0.0, 54.0,2022-03-12 10:00:00, None, 925.0,11
0.6, 5.026, 47.12, 5.0, None, 54.36, 4.295, 323.3, -6.0, None, 5.0, -3.6, 1011.4, 0.0, -6.0, 925.0, None, 0.0, 47.0,2022-03-12 11:00:00, None, 925.0,11
0.6, 4.913, 48.88, 5.6, None, 51.29, 7.528, 341.5, -5.0, None, 4.9, -3.6, 1010.3, 0.0, -5.0, 924.0, None, 0.0, 49.0,2022-03-12 12:00:00, None, 924.0,11
0.6, 5.267, 41.36, 5.7, None, 35.39, 7.223, 20.6, -7.0, None, 5.3, -3.6, 1010.3, 0.0, -7.0, 924.0, None, 0.0, 41.0,2022-03-12 13:00:00, None, 924.0,11
0.6, 5.831, 39.15, 5.9, None, 37.12, 5.705, 23.39, -7.0, None, 5.8, -3.6, 1009.2, 0.0, -7.0, 923.0, None, 0.0, 39.0,2022-03-12 14:00:00, None, 923.0,11
0.4, 6.037, 36.59, 6.9, None, 57.12, 3.585, 90.7, -8.0, None, 6.0, -3.6, 1009.2, 0.0, -8.0, 923.0, None, 0.0, 37.0,2022-03-12 15:00:00, None, 923.0,11
0.0, 6.288, 34.95, 7.0, None, 59.62, 2.92, 80.3, -8.0, None, 6.3, -3.6, 1008.1, 0.0, -8.0, 922.0, None, 0.0, 35.0,2022-03-12 16:00:00, None, 922.0,11
0.0, 5.574, 37.98, 7.0, None, 46.14, 3.443, 127.8, -7.0, None, 5.6, -3.6, 1007.2, 0.0, -7.0, 921.0, None, 0.0, 38.0,2022-03-12 17:00:00, None, 921.0,11
