pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
6.7, None, -1.43, 98.6, None,2022-03-12 00:00:00, 0.1, None, -2.0, -1.4, -1.6, 0.1, 0.0, 99.0, None, None, 171.0, 171.3,11
6.9, None, -0.953, 98.4, None,2022-03-12 01:00:00, 0.1, None, -1.0, -1.0, -1.6, 0.2, 2.0, 98.0, None, None, 173.0, 172.9,11
None, None, -0.712, 97.8, None,2022-03-12 02:00:00, 0.1, None, -1.0, -0.7, -1.6, -6.3, -1.0, 98.0, None, None, 172.0, 172.1,11
None, None, -0.826, 97.2, None,2022-03-12 03:00:00, 0.1, None, -1.0, -0.8, -1.6, 0.1, 0.0, 97.0, None, None, 172.0, 171.9,11
None, None, -1.225, 98.0, None,2022-03-12 04:00:00, 0.1, None, -2.0, -1.2, -1.6, 0.0, 0.0, 98.0, None, None, 172.0, 171.7,11
None, None, -1.842, 97.9, None,2022-03-12 05:00:00, 0.1, None, -2.0, -1.8, -1.9, 0.1, 0.0, 98.0, None, None, 172.0, 171.7,11
None, None, -1.478, 97.1, None,2022-03-12 06:00:00, 0.1, None, -1.0, -1.5, -1.9, 0.1, 0.0, 97.0, None, None, 172.0, 171.5,11
None, None, -1.577, 98.6, None,2022-03-12 07:00:00, -1.1, None, -2.0, -1.6, -1.8, 0.0, 1.0, 99.0, None, None, 172.0, 171.8,11
None, None, -1.498, 97.9, None,2022-03-12 08:00:00, -1.1, None, -2.0, -1.5, -1.8, 0.0, -1.0, 98.0, None, None, 171.0, 170.9,11
None, None, -0.127, 93.5, None,2022-03-12 09:00:00, 0.0, None, -1.0, -0.1, -1.8, -0.1, 1.0, 94.0, None, None, 172.0, 171.5,11
None, None, 0.411, 91.6, None,2022-03-12 10:00:00, 0.4, None, -1.0, 0.4, -1.8, -0.1, 1.0, 92.0, None, None, 172.0, 172.3,11
None, None, 1.035, 88.6, None,2022-03-12 11:00:00, 1.1, None, -1.0, 1.0, -1.8, -0.1, 0.0, 89.0, None, None, 172.0, 172.2,11
None, None, 1.748, 86.9, None,2022-03-12 12:00:00, 2.5, None, 0.0, 1.7, -1.8, -0.1, -1.0, 87.0, None, None, 171.0, 171.1,11
None, None, 1.625, 91.6, None,2022-03-12 13:00:00, 2.5, None, 0.0, 1.6, -1.8, 0.0, 0.0, 92.0, None, None, 171.0, 170.9,11
None, None, 1.288, 93.4, None,2022-03-12 14:00:00, 2.5, None, 0.0, 1.3, -1.8, 0.0, 0.0, 93.0, None, None, 171.0, 170.9,11
None, None, 1.402, 91.1, None,2022-03-12 15:00:00, 2.7, None, 0.0, 1.4, -1.8, 0.0, 0.0, 91.0, None, None, 171.0, 170.9,11
None, None, 1.153, 91.0, None,2022-03-12 16:00:00, 2.7, None, 0.0, 1.2, -1.8, 0.1, 0.0, 91.0, None, None, 171.0, 171.0,11
None, None, -0.075, 96.8, None,2022-03-12 17:00:00, 2.7, None, 0.0, -0.1, -1.8, 0.1, 0.0, 97.0, None, None, 171.0, 170.8,11
None, None, -0.589, 97.9, None,2022-03-12 18:00:00, 2.7, None, -1.0, -0.6, -1.8, 0.1, 1.0, 98.0, None, None, 171.0, 171.2,11
