CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -3.108,96.7, None, None, None, None, 20.34, None, 4.863, 223.5, None, None, None, None, None, None, None, None, None,2017-11-19 00:00:00, None, 116.1,47
None, -2.863,96.9, None, None, None, None, 21.58, None, 5.527, 224.0, None, None, None, None, None, None, None, None, None,2017-11-19 01:00:00, None, 114.8,47
None, -2.926,96.8, None, None, None, None, 19.62, None, 6.002, 223.8, None, None, None, None, None, None, None, None, None,2017-11-19 02:00:00, None, 115.7,47
None, -2.987,96.8, None, None, None, None, 19.52, None, 6.654, 222.1, None, None, None, None, None, None, None, None, None,2017-11-19 03:00:00, None, 115.5,47
None, -3.038,96.7, None, None, None, None, 18.35, None, 6.992, 220.5, None, None, None, None, None, None, None, None, None,2017-11-19 04:00:00, None, 115.4,47
None, -3.139,96.7, None, None, None, None, 19.57, None, 7.718, 221.9, None, None, None, None, None, None, None, None, None,2017-11-19 05:00:00, None, 115.1,47
None, -3.073,96.7, None, None, None, None, 19.55, None, 7.226, 222.1, None, None, None, None, None, None, None, None, None,2017-11-19 06:00:00, None, 114.9,47
None, -3.373,96.6, None, None, None, None, 17.39, None, 8.55, 221.2, None, None, None, None, None, None, None, None, None,2017-11-19 07:00:00, None, 114.7,47
None, -3.234,96.7, None, None, None, None, 18.03, None, 10.3, 220.4, None, None, None, None, None, None, None, None, None,2017-11-19 08:00:00, None, 113.1,47
None, -2.338,97.0, None, None, None, None, 19.54, None, 9.69, 218.0, None, None, None, None, None, None, None, None, None,2017-11-19 09:00:00, None, 112.7,47
None, -1.685,97.2, None, None, None, None, 20.06, None, 8.27, 219.4, None, None, None, None, None, None, None, None, None,2017-11-19 10:00:00, None, 113.9,47
None, -1.122,97.3, None, None, None, None, 20.39, None, 7.714, 218.1, None, None, None, None, None, None, None, None, None,2017-11-19 11:00:00, None, 113.9,47
None, -1.005,97.3, None, None, None, None, 20.99, None, 6.565, 218.0, None, None, None, None, None, None, None, None, None,2017-11-19 12:00:00, None, 114.5,47
None, -1.135,97.4, None, None, None, None, 20.48, None, 6.745, 221.4, None, None, None, None, None, None, None, None, None,2017-11-19 13:00:00, None, 118.0,47
None, -1.343,97.5, None, None, None, None, 22.03, None, 7.54, 219.8, None, None, None, None, None, None, None, None, None,2017-11-19 14:00:00, None, 115.7,47
None, -1.411,97.6, None, None, None, None, 21.39, None, 7.288, 222.7, None, None, None, None, None, None, None, None, None,2017-11-19 15:00:00, None, 126.8,47
None, -1.653,97.5, None, None, None, None, 22.14, None, 8.17, 223.6, None, None, None, None, None, None, None, None, None,2017-11-19 16:00:00, None, 129.6,47
None, -1.845,97.4, None, None, None, None, 20.6, None, 7.037, 221.2, None, None, None, None, None, None, None, None, None,2017-11-19 17:00:00, None, 135.5,47
None, -1.07,97.8, None, None, None, None, 13.43, None, 7.722, 49.54, None, None, None, None, None, None, None, None, None,2017-11-20 06:00:00, None, 140.6,47
None, -0.963,97.8, None, None, None, None, 10.62, None, 5.667, 54.39, None, None, None, None, None, None, None, None, None,2017-11-20 07:00:00, None, 142.5,47
None, -0.631,97.9, None, None, None, None, 13.03, None, 5.772, 56.39, None, None, None, None, None, None, None, None, None,2017-11-20 08:00:00, None, 142.6,47
None, -0.298,98.1, None, None, None, None, 15.41, None, 8.16, 53.15, None, None, None, None, None, None, None, None, None,2017-11-20 09:00:00, None, 142.7,47
None, -1.119,98.0, None, None, None, None, 15.04, None, 8.54, 56.22, None, None, None, None, None, None, None, None, None,2017-11-20 10:00:00, None, 142.0,47
None, 0.231,97.9, None, None, None, None, 47.23, None, 3.665, 21.09, None, None, None, None, None, None, None, None, None,2017-11-20 11:00:00, None, 137.4,47
None, 0.29,97.9, None, None, None, None, 44.17, None, 1.566, 236.6, None, None, None, None, None, None, None, None, None,2017-11-20 12:00:00, None, 143.8,47
None, 0.314,97.9, None, None, None, None, 25.39, None, 0.893, 250.9, None, None, None, None, None, None, None, None, None,2017-11-20 13:00:00, None, 141.5,47
None, 0.249,98.0, None, None, None, None, 17.5, None, 1.195, 243.3, None, None, None, None, None, None, None, None, None,2017-11-20 14:00:00, None, 140.8,47
None, 0.133,98.2, None, None, None, None, 24.71, None, 2.389, 233.6, None, None, None, None, None, None, None, None, None,2017-11-20 15:00:00, None, 141.5,47
None, -0.399,98.3, None, None, None, None, 24.33, None, 1.937, 239.6, None, None, None, None, None, None, None, None, None,2017-11-20 16:00:00, None, 141.9,47
None, -1.698,98.4, None, None, None, None, 20.41, None, 1.672, 240.5, None, None, None, None, None, None, None, None, None,2017-11-20 17:00:00, None, 143.2,47
None, -2.544,98.3, None, None, None, None, 32.65, None, 2.07, 238.2, None, None, None, None, None, None, None, None, None,2017-11-20 18:00:00, None, 143.2,47
None, -4.203,97.3, None, None, None, None, 18.61, None, 1.229, 247.1, None, None, None, None, None, None, None, None, None,2017-11-20 19:00:00, None, 143.5,47
None, -4.474,96.9, None, None, None, None, 14.12, None, 2.242, 235.6, None, None, None, None, None, None, None, None, None,2017-11-20 20:00:00, None, 143.1,47
None, -5.071,96.1, None, None, None, None, 11.33, None, 2.674, 232.4, None, None, None, None, None, None, None, None, None,2017-11-20 21:00:00, None, 142.7,47
None, -5.405,96.2, None, None, None, None, 17.87, None, 2.402, 235.9, None, None, None, None, None, None, None, None, None,2017-11-20 22:00:00, None, 142.3,47
None, -5.542,95.6, None, None, None, None, 12.8, None, 2.798, 229.7, None, None, None, None, None, None, None, None, None,2017-11-20 23:00:00, None, 141.7,47
None, -5.947,95.9, None, None, None, None, 21.83, None, 1.408, 241.0, None, None, None, None, None, None, None, None, None,2017-11-21 00:00:00, None, 141.7,47
None, -5.734,95.7, None, None, None, None, 40.09, None, 0.79, 248.9, None, None, None, None, None, None, None, None, None,2017-11-21 01:00:00, None, 140.4,47
None, -4.991,95.9, None, None, None, None, 24.9, None, 0.519, 259.5, None, None, None, None, None, None, None, None, None,2017-11-21 02:00:00, None, 139.4,47
None, -4.826,96.2, None, None, None, None, 55.5, None, 0.393, 281.0, None, None, None, None, None, None, None, None, None,2017-11-21 03:00:00, None, 138.7,47
None, -4.28,95.0, None, None, None, None, 64.99, None, 1.369, 27.4, None, None, None, None, None, None, None, None, None,2017-11-21 04:00:00, None, 139.1,47
None, -4.569,95.0, None, None, None, None, 69.72, None, 0.889, 68.97, None, None, None, None, None, None, None, None, None,2017-11-21 05:00:00, None, 140.1,47
None, -3.982,93.7, None, None, None, None, 27.26, None, 3.014, 185.9, None, None, None, None, None, None, None, None, None,2017-11-21 06:00:00, None, 138.8,47
None, -3.601,92.3, None, None, None, None, 25.93, None, 2.73, 166.5, None, None, None, None, None, None, None, None, None,2017-11-21 07:00:00, None, 139.5,47
None, -2.711,90.0, None, None, None, None, 37.66, None, 1.801, 133.7, None, None, None, None, None, None, None, None, None,2017-11-21 08:00:00, None, 136.7,47
None, -2.662,88.7, None, None, None, None, 57.3, None, 4.966, 113.1, None, None, None, None, None, None, None, None, None,2017-11-21 09:00:00, None, 140.9,47
None, -1.811,95.8, None, None, None, None, 14.24, None, 20.97, 51.55, None, None, None, None, None, None, None, None, None,2017-11-21 10:00:00, None, 142.1,47
None, -0.571,96.9, None, None, None, None, 15.8, None, 13.53, 54.89, None, None, None, None, None, None, None, None, None,2017-11-21 11:00:00, None, 141.8,47
None, 0.226,97.6, None, None, None, None, 11.5, None, 5.397, 51.71, None, None, None, None, None, None, None, None, None,2017-11-21 12:00:00, None, 141.9,47
None, 1.73,97.7, None, None, None, None, 70.36, None, 2.534, 51.76, None, None, None, None, None, None, None, None, None,2017-11-21 13:00:00, None, 141.8,47
None, 2.79,97.4, None, None, None, None, 41.5, None, 6.419, 225.4, None, None, None, None, None, None, None, None, None,2017-11-21 14:00:00, None, 140.1,47
None, 4.109,96.6, None, None, None, None, 54.58, None, 5.562, 261.2, None, None, None, None, None, None, None, None, None,2017-11-21 15:00:00, None, 140.8,47
None, 3.475,96.6, None, None, None, None, 48.79, None, 7.12, 246.8, None, None, None, None, None, None, None, None, None,2017-11-21 16:00:00, None, 138.2,47
None, 3.615,97.0, None, None, None, None, 25.69, None, 7.869, 230.0, None, None, None, None, None, None, None, None, None,2017-11-21 17:00:00, None, 138.0,47
None, 3.799,97.2, None, None, None, None, 25.6, None, 7.668, 231.3, None, None, None, None, None, None, None, None, None,2017-11-21 18:00:00, None, 137.0,47
None, 4.756,97.3, None, None, None, None, 20.87, None, 9.25, 222.4, None, None, None, None, None, None, None, None, None,2017-11-21 19:00:00, None, 136.1,47
None, 5.961,97.5, None, None, None, None, 18.58, None, 11.2, 220.5, None, None, None, None, None, None, None, None, None,2017-11-21 20:00:00, None, 134.1,47
None, 5.885,97.5, None, None, None, None, 19.13, None, 7.954, 223.7, None, None, None, None, None, None, None, None, None,2017-11-21 21:00:00, None, 134.4,47
None, 5.607,97.5, None, None, None, None, 22.95, None, 4.991, 230.3, None, None, None, None, None, None, None, None, None,2017-11-21 22:00:00, None, 134.3,47
None, 5.765,97.5, None, None, None, None, 22.7, None, 5.514, 227.1, None, None, None, None, None, None, None, None, None,2017-11-21 23:00:00, None, 132.9,47
None, 5.065,97.5, None, None, None, None, 22.32, None, 6.237, 225.7, None, None, None, None, None, None, None, None, None,2017-11-22 00:00:00, None, 128.9,47
None, 5.174,97.5, None, None, None, None, 18.33, None, 7.337, 226.0, None, None, None, None, None, None, None, None, None,2017-11-22 01:00:00, None, 128.3,47
None, 5.142,97.5, None, None, None, None, 18.41, None, 5.795, 224.9, None, None, None, None, None, None, None, None, None,2017-11-22 02:00:00, None, 126.1,47
None, 5.14,97.5, None, None, None, None, 18.91, None, 7.464, 224.9, None, None, None, None, None, None, None, None, None,2017-11-22 03:00:00, None, 125.4,47
None, 5.396,97.5, None, None, None, None, 21.31, None, 5.976, 226.8, None, None, None, None, None, None, None, None, None,2017-11-22 04:00:00, None, 125.3,47
None, 5.4,97.5, None, None, None, None, 20.51, None, 5.49, 226.0, None, None, None, None, None, None, None, None, None,2017-11-22 05:00:00, None, 123.6,47
None, 5.651,97.6, None, None, None, None, 17.69, None, 7.429, 222.0, None, None, None, None, None, None, None, None, None,2017-11-22 06:00:00, None, 121.4,47
None, 5.847,97.6, None, None, None, None, 18.15, None, 9.2, 221.4, None, None, None, None, None, None, None, None, None,2017-11-22 07:00:00, None, 118.8,47
None, 5.876,97.6, None, None, None, None, 17.14, None, 9.75, 223.1, None, None, None, None, None, None, None, None, None,2017-11-22 08:00:00, None, 115.9,47
