YEAR,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2015.0,0.1,51.499866,-119.317902
2015.0,0.009,50.498768,-120.925064
2015.0,0.009,50.980717,-120.300652
2015.0,3.7,50.569866,-120.229469
2015.0,3.2,50.858398,-118.805702
2015.0,0.009,51.326366,-119.037483
2015.0,0.009,51.018166,-119.172447
2015.0,0.1,50.646366,-118.871216
2015.0,0.4,50.617584,-118.548569
2015.0,0.009,51.380001,-120.528816
2015.0,0.009,49.057281,-123.967331
2015.0,0.009,49.633449,-121.888367
2015.0,0.009,49.923168,-122.01783
2015.0,1386.0,49.4618,-121.872719
2015.0,0.1,50.272652,-122.730049
2015.0,0.3,49.933166,-124.669853
2015.0,0.009,48.917465,-124.349968
2015.0,0.009,49.234367,-124.498581
2015.0,0.009,50.525002,-127.494003
2015.0,0.009,55.038399,-126.4888
2015.0,0.009,55.283134,-128.011597
2015.0,0.3,54.345566,-128.606094
2015.0,0.1,59.0079,-133.143585
2015.0,0.009,54.352051,-122.37455
2015.0,0.009,54.763382,-121.743866
2015.0,0.009,53.797501,-121.040565
2015.0,0.009,53.759068,-121.218285
2015.0,0.2,52.744652,-119.10215
2015.0,0.1,52.833183,-119.354967
2015.0,0.009,55.561718,-124.316551
2015.0,4.0,55.420767,-121.636517
2015.0,19.0,58.234833,-120.474983
2015.0,4.0,57.561,-120.885667
2015.0,0.009,59.013183,-122.331886
2015.0,0.1,59.628715,-123.978081
2015.0,0.6,51.343567,-120.197952
2015.0,0.009,50.509117,-120.140434
2015.0,0.009,49.517017,-121.766769
2015.0,0.009,49.34045,-122.874916
2015.0,0.25,53.7868,-132.223923
2015.0,235.0,50.397034,-120.403786
2015.0,1.0,49.311516,-122.243835
2015.0,0.3,49.213951,-121.247833
2015.0,0.1,50.13665,-122.52417
2015.0,0.009,50.616566,-123.392197
2015.0,0.009,49.572117,-125.61673
2015.0,0.009,50.584717,-127.118797
2015.0,0.009,50.566952,-127.067932
2015.0,0.009,53.587833,-125.509666
2015.0,0.009,54.435848,-128.837814
2015.0,15000.0,59.491817,-128.578018
2015.0,0.8,59.927467,-128.75502
2015.0,0.009,54.057018,-122.941917
2015.0,0.1,52.789133,-119.113533
2015.0,0.009,54.744783,-124.081767
2015.0,0.5,54.847301,-121.217484
2015.0,2.8,56.943668,-120.348381
2015.0,905.0,57.960667,-121.509315
2015.0,20.0,57.552418,-121.179604
2015.0,1.8,56.120884,-120.503136
2015.0,0.009,59.0144,-122.410065
2015.0,0.5,58.809566,-122.904404
2015.0,21.0,52.070301,-119.514503
2015.0,0.03,51.544033,-119.647484
2015.0,0.009,50.600334,-120.178001
2015.0,0.009,50.908333,-120.284668
2015.0,0.1,51.310001,-120.223869
2015.0,0.009,50.487484,-122.747116
2015.0,0.009,49.309818,-122.248268
2015.0,6735.0,50.67865,-123.367599
2015.0,1.0,48.733932,-124.133614
2015.0,0.009,49.097099,-125.590851
2015.0,1.5,54.517849,-126.447067
2015.0,0.05,55.538818,-128.987381
2015.0,0.2,54.115818,-128.58931
2015.0,8743.0,58.789768,-133.170303
2015.0,0.1,54.248268,-122.608848
2015.0,0.1,53.890983,-121.7033
2015.0,0.009,54.156517,-123.372116
2015.0,6.1,54.701417,-124.797633
2015.0,0.009,55.920483,-120.52905
2015.0,0.95,56.659817,-122.47065
2015.0,0.06,56.389301,-120.111351
2015.0,3.4,58.833416,-121.385849
2015.0,1.3,58.431499,-122.188766
2015.0,223.7,58.987781,-124.995285
2015.0,0.009,59.826817,-121.317284
2015.0,0.009,59.198002,-122.379501
2015.0,0.5,51.60725,-119.273903
2015.0,0.3,52.476032,-119.80957
2015.0,0.009,51.692902,-119.445702
2015.0,0.5,49.233799,-121.12072
2015.0,0.2,49.440632,-121.285316
2015.0,0.009,49.356384,-122.625053
2015.0,0.2,49.977032,-121.496201
2015.0,0.009,49.793968,-123.151535
2015.0,0.5,50.061367,-122.52253
2015.0,0.009,50.309532,-123.544502
2015.0,1.5,50.29435,-122.759781
2015.0,0.009,49.855984,-123.702751
2015.0,0.25,49.744865,-126.076652
2015.0,0.009,49.696716,-124.908882
2015.0,0.009,54.494583,-125.761436
2015.0,1.5,54.0634,-128.412781
2015.0,25000.0,53.69085,-123.4334
2015.0,0.6,53.874466,-122.555748
2015.0,0.009,53.87505,-121.629799
2015.0,0.2,53.75605,-120.952835
2015.0,0.009,53.874298,-122.553535
2015.0,0.3,52.951168,-119.397881
2015.0,0.009,53.317951,-120.258598
2015.0,0.009,53.730067,-123.58025
2015.0,44.0,55.392967,-124.099167
2015.0,0.9,55.825016,-121.64547
2015.0,1.25,55.609501,-121.904785
2015.0,0.7,57.42005,-120.448
2015.0,0.3,57.820217,-121.902333
2015.0,0.6,56.574001,-120.68515
2015.0,305.8,59.563599,-125.279999
2015.0,6254.2,59.635117,-120.022102
2015.0,0.009,51.765034,-120.470413
2015.0,0.009,52.496284,-120.382286
2015.0,0.009,49.576916,-121.821732
2015.0,0.009,53.588585,-131.956589
2015.0,0.009,50.241684,-123.555168
2015.0,0.009,51.024784,-118.850853
2015.0,0.02,51.066566,-118.720467
2015.0,0.009,50.268501,-118.743134
2015.0,0.009,49.669102,-121.048431
2015.0,0.03,49.44075,-115.096748
2015.0,117.0,49.191551,-115.150398
2015.0,0.02,49.145634,-114.594498
2015.0,0.009,49.743149,-115.799118
2015.0,0.016,50.546333,-115.891319
2015.0,0.009,51.468266,-120.395653
2015.0,2.4,51.3302,-120.079781
2015.0,0.009,50.768349,-119.505867
2015.0,0.009,50.753616,-119.505684
2015.0,3.0,51.127418,-119.272949
2015.0,0.009,51.118999,-118.938003
2015.0,0.52,49.977116,-118.452652
2015.0,460.0,50.045967,-119.509903
2015.0,0.5,49.723465,-119.116882
2015.0,0.1,49.721035,-119.524101
2015.0,0.009,49.877216,-119.708702
2015.0,0.3,50.299,-120.824165
2015.0,0.5,50.196167,-120.668968
2015.0,0.1,50.411316,-121.36837
2015.0,1.0,50.910133,-121.801048
2015.0,0.5,49.185501,-115.189835
2015.0,0.6,49.50745,-115.503265
2015.0,200.0,49.5503,-116.572304
2015.0,0.66,49.604217,-115.87915
2015.0,0.9,49.9809,-120.902931
2015.0,0.009,49.528866,-115.42363
2015.0,0.035,49.119549,-120.571136
2015.0,0.009,49.84185,-119.270584
2015.0,1.4,51.77885,-118.722015
2015.0,0.75,49.371819,-117.656334
2015.0,0.009,49.447666,-117.631813
2015.0,0.005,49.245251,-117.502747
2015.0,0.01,49.165867,-117.077797
2015.0,0.01,49.435383,-118.203979
2015.0,0.009,50.11945,-117.501099
2015.0,0.009,52.073917,-119.367699
2015.0,0.009,51.569351,-119.876732
2015.0,0.009,51.487083,-119.371086
2015.0,0.2,51.57465,-119.082314
2015.0,0.009,50.614517,-120.183533
2015.0,0.009,51.010551,-120.201065
2015.0,0.009,50.716034,-119.762367
2015.0,0.009,50.760502,-120.568336
2015.0,0.009,51.215099,-118.917999
2015.0,0.1,50.8451,-119.516884
2015.0,0.009,51.025166,-118.753502
2015.0,0.009,50.113068,-119.319946
2015.0,0.009,49.8368,-119.341583
2015.0,0.009,49.8368,-119.341583
2015.0,0.2,49.603268,-119.555664
2015.0,0.009,49.583885,-119.537315
2015.0,0.009,49.871101,-119.053101
2015.0,6.0,49.705917,-119.434219
2015.0,0.2,49.39135,-120.195351
2015.0,0.02,51.026852,-116.691353
2015.0,0.009,49.381283,-115.503914
2015.0,2.5,50.038952,-115.779968
2015.0,20.0,49.0471,-119.4198
2015.0,0.009,49.146015,-119.600487
2015.0,0.15,49.302132,-119.775482
2015.0,0.009,50.758434,-121.343933
2015.0,0.4,50.790882,-120.154785
2015.0,0.3,50.765217,-119.49147
2015.0,0.009,50.616951,-119.252701
2015.0,0.009,51.317768,-119.174583
2015.0,0.009,50.7234,-118.356766
2015.0,0.009,49.59935,-119.78717
2015.0,0.5,49.89225,-119.573082
2015.0,0.2,49.156933,-119.650299
2015.0,0.009,49.034752,-119.652687
2015.0,5202.0,49.122749,-119.62355
2015.0,0.009,49.8414,-119.261452
2015.0,2.7,49.942101,-121.094749
2015.0,2174.0,50.163784,-121.584831
2015.0,0.2,49.368133,-115.306915
2015.0,0.009,49.783966,-115.829567
2015.0,0.01,49.371933,-115.46125
2015.0,115.0,51.160633,-117.099533
2015.0,0.005,51.600235,-118.573936
2015.0,0.002,52.061668,-118.39283
2015.0,0.6,49.11335,-117.755096
2015.0,0.04,50.278717,-117.822517
2015.0,100.0,49.015266,-119.730133
2015.0,0.09,49.516365,-115.814033
2015.0,0.009,50.428333,-119.11895
2015.0,0.009,49.991684,-119.352997
2015.0,0.009,50.070949,-115.710464
2015.0,0.06,50.146385,-116.044136
2015.0,0.04,50.942432,-116.57885
2015.0,0.001,51.591766,-118.533516
2015.0,0.01,49.813534,-118.074982
2015.0,0.5,58.790001,-122.185966
2015.0,0.1,59.828316,-124.258552
2015.0,18070.6,58.960033,-124.296837
2015.0,22.5,59.457783,-120.747215
2015.0,0.009,58.844784,-122.847984
2015.0,0.009,52.269901,-119.390266
2015.0,0.009,50.373032,-120.373032
2015.0,0.009,50.775082,-120.920868
2015.0,0.009,50.756168,-120.525169
2015.0,0.009,50.923233,-121.48172
2015.0,0.2,51.502666,-120.318497
2015.0,0.009,51.491665,-119.866837
2015.0,0.009,50.5093,-120.446052
2015.0,0.009,51.347332,-120.229767
2015.0,0.009,50.749016,-119.701065
2015.0,0.1,50.886967,-118.875366
2015.0,0.15,51.553249,-118.922798
2015.0,0.04,50.8232,-119.633453
2015.0,0.009,51.16095,-118.697449
2015.0,0.5,50.233166,-118.819832
2015.0,0.009,50.427532,-119.348785
2015.0,0.009,50.556351,-120.417999
2015.0,0.04,49.41415,-115.620583
2015.0,0.004,49.727432,-115.774483
2015.0,0.1,50.152985,-119.269867
2015.0,0.009,50.514767,-118.818016
2015.0,0.009,49.100033,-119.633133
2015.0,0.009,49.750885,-119.193748
2015.0,0.009,49.321983,-119.537498
2015.0,45.0,50.614216,-122.387413
2015.0,0.009,49.578567,-114.799614
2015.0,0.015,51.075748,-116.758949
2015.0,0.002,49.448532,-118.174583
2015.0,0.2,49.548801,-118.207069
2015.0,2.0,50.500366,-117.69635
2015.0,40.0,49.133949,-117.155983
2015.0,0.009,50.784431,-118.568436
2015.0,1.2,49.108818,-119.451469
2015.0,2.5,49.932651,-119.52018
2015.0,0.009,49.857899,-119.07563
2015.0,130.0,49.201168,-119.589531
2015.0,0.009,49.841568,-119.279167
2015.0,0.009,49.904282,-120.111847
2015.0,0.4,49.854668,-120.805183
2015.0,0.009,49.557617,-115.741981
2015.0,207.0,49.897118,-116.304916
2015.0,0.02,49.477417,-115.804466
2015.0,0.06,50.963799,-116.377831
2015.0,0.009,50.4575,-117.962067
2015.0,0.009,50.158184,-119.417747
2015.0,0.002,50.919399,-118.343849
2015.0,0.009,50.452549,-119.79818
2015.0,0.009,51.125999,-119.752037
2015.0,0.009,50.478733,-118.832314
2015.0,1.5,49.139549,-119.714813
2015.0,55.0,49.858334,-119.264648
2015.0,0.009,49.538483,-119.637115
2015.0,11.0,49.826267,-120.520599
2015.0,0.009,49.349998,-120.64167
2015.0,0.009,49.199833,-120.582436
2015.0,2.4,50.89875,-121.793282
2015.0,0.4,50.212418,-121.580101
2015.0,1.2,49.608566,-115.85498
2015.0,0.8,49.2939,-115.495018
2015.0,0.001,49.292965,-115.356415
2015.0,3.0,50.969383,-116.369652
2015.0,0.02,49.373798,-118.027283
2015.0,0.04,49.221168,-117.571434
2015.0,0.3,56.160267,-121.596664
2015.0,0.1,59.294334,-121.409882
2015.0,2.0,57.828785,-122.781136
2015.0,0.2,59.443333,-123.755836
2015.0,1399.4,58.98505,-122.026917
2015.0,4.0,58.16235,-122.766251
2015.0,0.5,52.44165,-119.904602
2015.0,0.009,52.332718,-119.171417
2015.0,0.009,50.862,-120.948349
2015.0,0.009,51.279598,-119.723137
2015.0,0.009,51.018516,-118.742119
2015.0,0.02,49.266983,-115.587914
2015.0,0.04,51.917118,-117.909103
2015.0,0.009,50.20945,-118.048653
2015.0,227.0,49.0503,-117.929634
2015.0,2.5,49.220783,-118.761131
2015.0,0.3,49.780334,-118.679497
2015.0,0.009,49.077084,-119.068932
2015.0,0.01,49.159115,-119.17028
2015.0,0.009,49.047916,-118.49247
2015.0,0.01,49.177799,-118.07415
2015.0,0.01,49.905399,-118.387268
2015.0,0.2,49.703533,-117.096268
2015.0,0.009,51.689266,-120.083481
2015.0,0.009,52.1063,-119.556702
2015.0,0.009,50.886249,-121.55513
2015.0,0.5,51.51675,-120.248367
2015.0,0.009,50.77605,-120.44545
2015.0,0.1,51.292465,-119.979202
2015.0,0.009,50.975433,-118.723915
2015.0,0.009,50.026852,-119.301552
2015.0,0.6,50.057434,-119.570015
2015.0,0.2,50.073868,-120.796448
2015.0,0.2,50.068535,-120.662231
2015.0,0.009,49.410332,-120.473137
2015.0,0.009,50.85165,-121.840836
2015.0,0.009,50.184467,-114.957031
2015.0,0.03,50.213001,-114.980637
2015.0,0.009,49.381317,-115.857948
2015.0,0.05,49.737232,-117.89222
2015.0,0.009,49.295334,-117.103218
2015.0,0.01,49.537483,-117.596886
2015.0,0.02,51.602917,-118.098099
2015.0,0.009,49.904701,-117.282501
2015.0,0.1,49.012951,-118.135834
2015.0,0.009,49.574001,-118.892883
2015.0,0.009,49.046501,-118.199333
2015.0,0.3,49.118668,-118.742996
2015.0,0.13,49.262318,-118.492302
2015.0,0.11,49.117882,-118.579384
2015.0,0.002,49.285583,-119.041783
2015.0,0.2,49.543217,-118.852135
2015.0,0.015,49.282799,-116.751717
2015.0,0.2,51.07555,-118.666435
2015.0,0.009,51.086101,-118.994667
2015.0,0.009,51.012066,-118.598
2015.0,0.009,50.5942,-118.97757
2015.0,0.009,50.114067,-119.300102
2015.0,0.009,49.123535,-119.661819
2015.0,0.5,49.563702,-119.674347
2015.0,0.009,49.038933,-119.759247
2015.0,0.009,49.672684,-119.56398
2015.0,0.009,49.168816,-119.450546
2015.0,0.1,50.117317,-121.562485
2015.0,6.5,49.576984,-115.714134
2015.0,0.005,50.9172,-116.671067
2015.0,0.06,49.937183,-115.82608
2015.0,0.6,52.066551,-118.548881
2015.0,2.0,49.009449,-117.938385
2015.0,0.009,50.741467,-120.538033
2015.0,0.1,50.824749,-120.943031
2015.0,0.009,51.024784,-120.2267
2015.0,0.2,53.941868,-122.910934
2015.0,0.009,53.695465,-121.122314
2015.0,0.009,53.757168,-121.184402
2015.0,0.4,55.138035,-122.935448
2015.0,0.3,56.330818,-125.080933
2015.0,8.6,55.68105,-121.667183
2015.0,0.009,57.370167,-121.295601
2015.0,1.4,58.863251,-122.027534
2015.0,1047.0,59.184483,-122.364586
2015.0,1918.3,59.233334,-120.000015
2015.0,0.009,59.0005,-122.222168
2015.0,1.2,58.940967,-122.175049
2015.0,0.1,58.668266,-122.644417
2015.0,0.9,59.533199,-126.519783
2015.0,32.0,51.668434,-119.453949
2015.0,0.009,51.722515,-119.544617
2015.0,0.009,51.859901,-119.689499
2015.0,0.009,51.236668,-119.623169
2015.0,0.009,49.706833,-122.120316
2015.0,0.1,49.484367,-123.249535
2015.0,0.009,49.68195,-123.155983
2015.0,0.1,49.465698,-123.962814
2015.0,0.009,50.012218,-124.820816
2015.0,0.009,50.495315,-124.237984
2015.0,0.009,48.654434,-123.814186
2015.0,0.4,54.479168,-128.657165
2015.0,0.03,53.731968,-127.114349
2015.0,2.0,50.94165,-127.100166
2015.0,0.009,49.614117,-125.32885
2015.0,0.009,49.428383,-125.010986
2015.0,0.009,50.111183,-125.574684
2015.0,3.3,49.990784,-125.362816
2015.0,0.009,54.8699,-128.368301
2015.0,8.2,56.158085,-129.03659
2015.0,0.009,54.206283,-129.972168
2015.0,0.009,59.916866,-128.751419
2015.0,1.5,57.628765,-130.127487
2015.0,0.009,54.088017,-121.785133
2015.0,0.009,53.482666,-122.140816
2015.0,0.009,54.541817,-121.188553
2015.0,0.009,53.713615,-121.02758
2015.0,0.3,54.055733,-122.944733
2015.0,0.04,53.82695,-122.337151
2015.0,0.009,53.084233,-119.689133
2015.0,0.009,52.961667,-119.4639
2015.0,0.009,53.925449,-123.552887
2015.0,38.0,56.239449,-121.062653
2015.0,41.0,57.526684,-121.415283
2015.0,0.009,56.144917,-121.606133
2015.0,0.7,49.36945,-121.849632
2015.0,0.1,50.311184,-122.570518
2015.0,0.009,50.755783,-124.822647
2015.0,0.1,49.809116,-123.977417
2015.0,0.01,49.319382,-124.270584
2015.0,0.009,50.23415,-126.024651
2015.0,0.02,49.398285,-125.252869
2015.0,0.1,55.197033,-127.691483
2015.0,0.009,53.80545,-121.041435
2015.0,0.009,57.464184,-121.0728
2015.0,0.6,57.693333,-122.016502
2015.0,0.009,56.463501,-122.0783
2015.0,1966.8,58.064999,-122.46833
2015.0,0.1,58.322666,-121.50515
2015.0,0.2,59.207535,-121.033516
2015.0,0.3,59.088932,-121.308113
2015.0,2204.6,59.69035,-120.820602
2015.0,1.5,57.672966,-122.975464
2015.0,0.1,58.797951,-123.355782
2015.0,0.009,51.4375,-119.447784
2015.0,4.0,51.564785,-119.267151
2015.0,0.009,51.036568,-121.401787
2015.0,0.4,50.819183,-119.368401
2015.0,0.009,53.358116,-131.929703
2015.0,0.009,49.1824,-121.645714
2015.0,0.3,49.309284,-122.24955
2015.0,0.15,49.358532,-123.226814
2015.0,3.0,49.507301,-121.992867
2015.0,0.46,50.271118,-123.604065
2015.0,0.009,49.8102,-123.198181
2015.0,16.0,49.971168,-123.678284
2015.0,17.0,50.729435,-127.525581
2015.0,0.8,54.646252,-126.935204
2015.0,0.009,54.941166,-127.176498
2015.0,0.2,57.21365,-120.696335
2015.0,142.3,53.314751,-128.426987
2015.0,0.009,54.905533,-121.0057
2015.0,0.009,53.805916,-121.051117
2015.0,1.6,53.568833,-120.749067
2015.0,0.009,52.998402,-119.302399
2015.0,0.009,53.928081,-125.185715
2015.0,0.009,55.587002,-121.588249
2015.0,0.3,55.964917,-120.211267
2015.0,0.009,55.297,-121.697
2015.0,0.009,55.500252,-121.781799
2015.0,0.1,56.477981,-120.820999
2015.0,545.0,57.617817,-121.190483
2015.0,3.0,56.68,-120.847336
2015.0,0.1,58.840668,-122.010918
2015.0,946.7,59.431885,-121.16732
2015.0,0.009,58.91835,-122.522552
2015.0,0.009,58.286583,-122.628586
2015.0,0.7,51.137016,-119.704147
2015.0,0.009,51.2262,-120.138535
2015.0,0.009,49.559467,-121.80645
2015.0,0.009,49.581665,-121.402252
2015.0,0.009,49.587601,-121.815636
2015.0,0.9,49.038448,-123.888283
2015.0,0.009,49.080482,-125.642754
2015.0,1.8,49.348633,-125.02182
2015.0,1159.3,53.038868,-127.45845
2015.0,6.1,54.939983,-122.252815
2015.0,0.009,54.532318,-122.998932
2015.0,0.2,55.897583,-121.402451
2015.0,0.1,55.158432,-127.727486
2015.0,0.009,48.903549,-124.182053
2015.0,0.009,50.601002,-123.341164
2015.0,0.009,50.558449,-123.186516
2015.0,0.13,50.3596,-122.913567
2015.0,0.009,48.957783,-123.533134
2015.0,0.009,48.934166,-124.155502
2015.0,0.009,49.5229,-124.858414
2015.0,0.009,49.928665,-126.151001
2015.0,0.1,49.688766,-125.537086
2015.0,3.0,49.928902,-125.388885
2015.0,1.5,55.0709,-127.488632
2015.0,0.9,55.105183,-127.978897
2015.0,0.3,53.968132,-128.643036
2015.0,0.009,54.111817,-122.064083
2015.0,0.009,53.762367,-120.97715
2015.0,0.009,53.635868,-120.993866
2015.0,0.009,53.723,-121.03965
2015.0,0.1,54.2686,-122.982719
2015.0,6.7,54.76395,-124.848534
2015.0,0.3,55.701668,-121.598083
2015.0,5.6,55.150333,-121.495468
2015.0,2.5,57.621666,-120.737167
2015.0,0.5,57.52565,-120.75515
2015.0,2.0,56.570484,-120.015999
2015.0,0.9,58.115116,-122.690048
2015.0,38.4,58.798332,-120.844498
2015.0,0.3,58.215317,-122.210983
2015.0,0.2,49.483917,-122.0065
2015.0,0.3,49.098434,-121.708435
2015.0,0.009,49.371117,-122.873665
2015.0,1.2,50.643185,-120.605103
2015.0,0.1,50.003601,-121.516083
2015.0,0.1,49.503166,-121.491333
2015.0,0.009,49.598148,-121.143768
2015.0,0.1,50.303699,-122.395416
2015.0,0.009,49.324066,-124.776115
2015.0,0.009,49.587952,-124.960968
2015.0,0.1,54.572716,-128.705338
2015.0,0.05,53.725483,-123.132233
2015.0,0.4,54.517685,-122.713333
2015.0,0.009,53.933899,-123.261566
2015.0,0.2,54.104767,-124.63002
2015.0,0.3,53.948784,-123.849617
2015.0,0.03,56.112598,-120.040535
2015.0,0.05,55.804165,-121.512833
2015.0,4.7,57.370033,-120.889832
2015.0,0.3,58.818149,-122.5466
2015.0,0.1,58.834034,-121.388313
2015.0,1.2,59.303635,-123.706001
2015.0,27.2,59.258049,-121.620003
2015.0,2395.6,59.677551,-124.446632
2015.0,0.009,51.6684,-119.525597
2015.0,0.3,52.151867,-120.018486
2015.0,0.009,52.264465,-120.196198
2015.0,0.3,52.476101,-119.148819
2015.0,0.1,52.485001,-119.820999
2015.0,0.009,49.447166,-121.962814
2015.0,0.4,48.903633,-123.738319
2015.0,0.1,49.045399,-122.013016
2015.0,7.7,49.468433,-121.254753
2015.0,0.009,55.435249,-127.739037
2015.0,0.15,54.162201,-128.653656
2015.0,23.0,59.911449,-134.021011
2015.0,0.1,54.123734,-122.017334
2015.0,0.2,53.745335,-122.476982
2015.0,0.009,53.753083,-122.504417
2015.0,0.009,52.831585,-119.349251
2015.0,1.4,54.161716,-123.760918
2015.0,0.03,55.505333,-126.066887
2015.0,0.1,55.62505,-122.306686
2015.0,3.3,56.287334,-121.6707
2015.0,35327.7,59.5177,-127.865402
2015.0,366.4,59.632183,-126.692253
2015.0,1280.4,59.773434,-121.00457
2015.0,0.2,58.732468,-122.9338
2015.0,66.2,51.711166,-119.718033
2015.0,5.8,51.605701,-119.744751
2015.0,0.025,51.469131,-119.6007
2015.0,0.009,51.512333,-119.192337
2015.0,0.009,51.493549,-119.5868
2015.0,0.009,51.590034,-119.268463
2015.0,0.009,53.382401,-132.15155
2015.0,0.1,49.406666,-121.144997
2015.0,0.14,50.046467,-122.47892
2015.0,0.5,49.732799,-122.331635
2015.0,0.2,50.081333,-125.796249
2015.0,0.009,49.370468,-123.097336
2015.0,0.009,49.143082,-123.998787
2015.0,0.08,50.226166,-122.924515
2015.0,3.0,49.506367,-121.954849
2015.0,0.009,50.379452,-122.711914
2015.0,1.6,49.849449,-122.545647
2015.0,0.009,50.248016,-122.860252
2015.0,0.009,49.251499,-124.881081
2015.0,0.009,49.410999,-124.949486
2015.0,0.3,49.200767,-124.075417
2015.0,0.4,55.036716,-127.338852
2015.0,0.009,55.166649,-126.907234
2015.0,0.3,55.1875,-129.056732
2015.0,12.0,57.818199,-130.426269
2015.0,0.009,53.858418,-123.4076
2015.0,0.015,53.421284,-122.709251
2015.0,0.001,53.99905,-123.242599
2015.0,0.5,53.048916,-119.192749
2015.0,12845.0,58.223049,-126.869049
2015.0,12.0,57.85965,-120.98233
2015.0,5.2,59.289501,-122.914833
2015.0,0.02,58.343334,-121.530998
2015.0,0.009,59.056702,-123.464935
2015.0,36.0,58.709518,-122.012634
2015.0,0.009,51.668915,-119.52562
2015.0,30.7,52.475449,-119.81337
2015.0,0.009,49.365349,-123.2743
2015.0,0.009,50.221001,-123.541916
2015.0,0.009,50.370483,-122.570831
2015.0,0.1,54.644985,-128.673599
2015.0,0.1,54.087067,-122.855286
2015.0,0.009,53.66935,-123.493233
2015.0,3151.8,59.766849,-120.339569
2015.0,0.009,59.857799,-122.839218
2015.0,0.009,51.727966,-119.982765
2015.0,0.009,52.596931,-119.103798
2015.0,0.009,52.095467,-119.360199
2015.0,0.009,49.311615,-122.243736
2015.0,0.009,49.353035,-122.580383
2015.0,0.009,49.343567,-124.911499
2015.0,0.009,49.002998,-124.999916
2015.0,0.08,49.33765,-125.020416
2015.0,0.009,49.673332,-126.156334
2015.0,0.009,50.230816,-125.247482
2015.0,0.009,51.791984,-125.593384
2015.0,4.0,54.205017,-125.336113
2015.0,0.009,54.816032,-126.981903
2015.0,3.5,53.801666,-121.05587
2015.0,0.009,53.848682,-121.394432
2015.0,0.1,53.761452,-121.136566
2015.0,0.4,54.779617,-123.395386
2015.0,0.009,53.869083,-123.358983
2015.0,0.1,52.971233,-119.366516
2015.0,0.15,55.0783,-125.113731
2015.0,3.6,55.1283,-123.880249
2015.0,0.009,56.450001,-120.916664
2015.0,0.165,56.104732,-120.4319
2015.0,0.009,58.751434,-123.107567
2015.0,0.9,59.317917,-121.611381
2015.0,0.009,59.852234,-121.371002
2015.0,20.0,57.697166,-121.362167
2015.0,6.5,55.288166,-121.737503
2015.0,0.009,54.9546,-121.3303
2015.0,0.5,57.700668,-121.012833
2015.0,0.04,56.469002,-122.34465
2015.0,1.7,58.080017,-122.707336
2015.0,0.9,59.165516,-121.134132
2015.0,2.7,49.24715,-121.56385
2015.0,0.09,49.311333,-122.243919
2015.0,0.009,49.311016,-122.245552
2015.0,0.9,49.170101,-122.257385
2015.0,0.009,50.304199,-122.721352
2015.0,0.009,49.554783,-123.17617
2015.0,0.009,50.017517,-124.796768
2015.0,0.4,50.521168,-124.182434
2015.0,0.009,49.358368,-124.569504
2015.0,0.009,54.560234,-128.622604
2015.0,0.009,54.241867,-128.535233
2015.0,0.009,54.065083,-122.994865
2015.0,0.009,53.405735,-122.491516
2015.0,0.009,53.409485,-122.328598
2015.0,29.7,52.992383,-119.3112
2015.0,0.1,53.520967,-120.617367
2015.0,1626.5,58.201668,-125.77655
2015.0,0.009,55.6133,-121.5692
2015.0,0.2,56.800281,-122.134613
2015.0,1.2,56.902065,-120.973366
2015.0,0.1,55.05225,-122.961617
2015.0,4175.6,59.628384,-121.420433
2015.0,2421.1,58.079666,-121.957481
2015.0,0.5,58.876667,-121.864647
2015.0,0.009,58.893333,-123.663399
2015.0,0.3,49.326466,-121.903603
2015.0,0.009,50.003601,-121.516083
2015.0,2985.0,49.915451,-121.88942
2015.0,0.009,50.221268,-124.333397
2015.0,423.0,49.521117,-123.815017
2015.0,450.0,49.258716,-124.984718
2015.0,0.1,49.642834,-125.117882
2015.0,0.2,52.316635,-125.734749
2015.0,1.1,54.621517,-126.902565
2015.0,5.0,54.785851,-127.19577
2015.0,2.1,53.4592,-122.165467
2015.0,0.3,54.986668,-121.364983
2015.0,0.2,56.548485,-121.26075
2015.0,1.8,57.615501,-120.7603
2015.0,2.5,57.66,-120.688316
2015.0,0.5,57.853001,-121.470001
2015.0,0.5,56.969952,-122.875984
2015.0,13498.6,59.8536,-121.340881
2015.0,39.3,59.099399,-121.563766
2015.0,0.009,51.7537,-119.828499
2015.0,0.009,52.717434,-120.227898
2015.0,0.1,52.076134,-119.391869
2015.0,0.009,50.849365,-120.805817
2015.0,0.5,58.977585,-122.757751
2015.0,22.0,59.527168,-121.22332
2015.0,7.1,59.670116,-121.072334
2015.0,3.0,57.864667,-120.381917
2015.0,26.6,59.858601,-124.419167
2015.0,0.3,58.327984,-122.752136
2015.0,0.009,52.561718,-119.126717
2015.0,0.009,53.26165,-132.13298
2015.0,5.7,50.210949,-123.529099
2015.0,0.009,50.192467,-122.96962
2015.0,0.009,48.758335,-123.912216
2015.0,5.9,48.468601,-123.902565
2015.0,0.3,49.329552,-124.48745
2015.0,0.009,49.940933,-126.227783
2015.0,0.009,50.685833,-128.123672
2015.0,0.1,50.5546,-126.430832
2015.0,0.009,54.769451,-127.180054
2015.0,0.009,54.498783,-128.965393
2015.0,6.0,53.901852,-122.958267
2015.0,0.009,53.405918,-122.68988
2015.0,0.009,54.074451,-122.909218
2015.0,0.009,53.422283,-122.288918
