pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 0.41, None,2017-12-11 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.19,50
None, None, 1.73, None,2017-12-11 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.79,50
None, None, 2.818, None,2017-12-11 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.99,50
None, None, 1.842, None,2017-12-11 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.08,50
None, None, 1.805, None,2017-12-11 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.74,50
None, None, 1.101, None,2017-12-11 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.57,50
None, None, 1.777, None,2017-12-11 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.72,50
None, None, 1.637, None,2017-12-11 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.64,50
None, None, 1.271, None,2017-12-11 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.78,50
None, None, 1.309, None,2017-12-11 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.72,50
None, None, 0.494, None,2017-12-11 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.28,50
None, None, 0.691, None,2017-12-11 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.44,50
None, None, 0.269, None,2017-12-11 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.46,50
None, None, 0.148, None,2017-12-11 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.72,50
None, None, -0.845, None,2017-12-12 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.27,50
None, None, -0.161, None,2017-12-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.57,50
None, None, 1.281, None,2017-12-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.41,50
None, None, 0.578, None,2017-12-12 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.45,50
None, None, 0.765, None,2017-12-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.37,50
None, None, 0.55, None,2017-12-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.57,50
None, None, -0.255, None,2017-12-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.09,50
None, None, 0.476, None,2017-12-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.19,50
None, None, 0.466, None,2017-12-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.25,50
None, None, 1.009, None,2017-12-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.32,50
None, None, 1.028, None,2017-12-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.24,50
None, None, 1.918, None,2017-12-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.41,50
None, None, 1.964, None,2017-12-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.32,50
None, None, 1.936, None,2017-12-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.25,50
None, None, 2.058, None,2017-12-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.18,50
None, None, 1.383, None,2017-12-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.99,50
None, None, 1.084, None,2017-12-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.85,50
None, None, 0.859, None,2017-12-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.88,50
None, None, 1.3, None,2017-12-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.89,50
None, None, 1.112, None,2017-12-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.74,50
None, None, 1.561, None,2017-12-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.87,50
None, None, 0.831, None,2017-12-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.76,50
None, None, 0.719, None,2017-12-12 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.61,50
None, None, 1.121, None,2017-12-12 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.86,50
None, None, 0.765, None,2017-12-13 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.49,50
None, None, 0.99, None,2017-12-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.8,50
None, None, 1.533, None,2017-12-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.6,50
None, None, 1.393, None,2017-12-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.53,50
None, None, 1.355, None,2017-12-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.64,50
None, None, 2.152, None,2017-12-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.8,50
None, None, 2.564, None,2017-12-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.78,50
None, None, 2.611, None,2017-12-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.86,50
None, None, 2.789, None,2017-12-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.71,50
None, None, 2.93, None,2017-12-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.19,50
None, None, 2.742, None,2017-12-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.65,50
None, None, 2.48, None,2017-12-13 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.59,50
None, None, 2.583, None,2017-12-13 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.16,50
None, None, 2.489, None,2017-12-13 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.16,50
None, None, 2.639, None,2017-12-13 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.02,50
None, None, 2.789, None,2017-12-13 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.55,50
None, None, 3.231, None,2017-12-13 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.41,50
None, None, 2.958, None,2017-12-13 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.15,50
None, None, 2.949, None,2017-12-14 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.46,50
None, None, 2.8, None,2017-12-14 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.98,50
None, None, 2.733, None,2017-12-14 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.16,50
None, None, 2.79, None,2017-12-14 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.84,50
None, None, 1.401, None,2017-12-14 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.53,50
None, None, 1.177, None,2017-12-14 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.35,50
None, None, 1.477, None,2017-12-14 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.4,50
None, None, 1.421, None,2017-12-14 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.07,50
None, None, 1.177, None,2017-12-14 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.95,50
None, None, 1.14, None,2017-12-14 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.15,50
None, None, 2.264, None,2017-12-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.47,50
None, None, 1.889, None,2017-12-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.06,50
None, None, 2.631, None,2017-12-14 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.27,50
None, None, 2.067, None,2017-12-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.53,50
None, None, 2.977, None,2017-12-14 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.86,50
None, None, 2.985, None,2017-12-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.34,50
None, None, 1.308, None,2017-12-14 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.22,50
None, None, 1.083, None,2017-12-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.08,50
