time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2018-12-24,0.0,-0.8,-3.5,52
2018-12-25,0.0,-2.8,-7.9,52
2018-12-26,0.9,-4.8,-11.5,52
2018-12-27,0.0,-5.0,-12.0,52
2018-12-28,0.0,-3.4,-13.4,52
2018-12-29,0.0,1.6,-3.6,52
2018-12-30,0.0,1.4,-7.2,52
