AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
1.6, 0.0,0.0,2.5, 0.0,2018-01-08 00:00:00,133.0,99.0,2
1.6, None,0.508,3.8, None,2018-01-08 00:15:00,67.0,99.0,2
2.0, None,0.508,2.8, None,2018-01-08 00:30:00,344.0,99.0,2
1.8, None,0.0,3.9, None,2018-01-08 00:45:00,14.0,99.0,2
1.9, 2.0,0.254,0.8, 0.0,2018-01-08 01:00:00,357.0,99.0,2
2.1, None,0.254,3.4, None,2018-01-08 01:15:00,269.0,99.0,2
2.0, None,0.254,0.6, None,2018-01-08 01:30:00,87.0,99.0,2
2.0, None,0.254,2.2, None,2018-01-08 01:45:00,87.0,99.0,2
2.3, 1.0,0.254,0.4, 0.0,2018-01-08 02:00:00,107.0,99.0,2
2.7, None,0.254,2.4, None,2018-01-08 02:15:00,50.0,99.0,2
2.3, None,0.254,0.7, None,2018-01-08 02:30:00,32.0,99.0,2
3.3, None,0.254,1.5, None,2018-01-08 02:45:00,41.0,100.0,2
3.6, 1.0,0.254,2.9, 0.0,2018-01-08 03:00:00,106.0,100.0,2
4.0, None,0.254,1.8, None,2018-01-08 03:15:00,90.0,100.0,2
4.2, None,0.254,2.1, None,2018-01-08 03:30:00,93.0,100.0,2
4.3, None,0.508,2.4, None,2018-01-08 03:45:00,144.0,100.0,2
4.3, 1.0,0.254,4.2, 0.0,2018-01-08 04:00:00,120.0,100.0,2
4.3, None,0.254,3.1, None,2018-01-08 04:15:00,118.0,100.0,2
4.1, None,0.508,2.2, None,2018-01-08 04:30:00,116.0,100.0,2
3.9, None,0.0,3.0, None,2018-01-08 04:45:00,62.0,100.0,2
3.7, 1.0,0.254,2.1, 0.0,2018-01-08 05:00:00,72.0,100.0,2
3.7, None,0.254,1.4, None,2018-01-08 05:15:00,32.0,100.0,2
3.5, None,0.0,0.9, None,2018-01-08 05:30:00,37.0,100.0,2
3.3, None,0.254,2.5, None,2018-01-08 05:45:00,43.0,100.0,2
3.6, 1.0,0.254,3.2, 0.0,2018-01-08 06:00:00,52.0,100.0,2
3.3, None,0.0,1.8, None,2018-01-08 06:15:00,37.0,100.0,2
3.6, None,0.254,2.9, None,2018-01-08 06:30:00,48.0,100.0,2
4.0, None,0.0,4.4, None,2018-01-08 06:45:00,54.0,100.0,2
3.1, 0.0,0.0,0.5, 0.0,2018-01-08 07:00:00,106.0,100.0,2
2.6, None,0.0,0.5, None,2018-01-08 07:15:00,291.0,100.0,2
2.4, None,0.254,0.0, None,2018-01-08 07:30:00,173.0,99.0,2
2.4, None,0.254,1.8, None,2018-01-08 07:45:00,81.0,99.0,2
2.3, 1.0,0.0,0.3, 0.0,2018-01-08 08:00:00,69.0,99.0,2
2.4, None,0.254,1.9, None,2018-01-08 08:15:00,275.0,99.0,2
2.5, None,0.0,0.4, None,2018-01-08 08:30:00,232.0,99.0,2
2.5, None,0.0,2.1, None,2018-01-08 08:45:00,115.0,99.0,2
2.5, 0.0,0.0,0.3, 0.0,2018-01-08 09:00:00,102.0,99.0,2
2.9, None,0.0,1.0, None,2018-01-08 09:15:00,39.0,99.0,2
3.2, None,0.0,0.8, None,2018-01-08 09:30:00,14.0,99.0,2
3.5, None,0.0,0.0, None,2018-01-08 09:45:00,313.0,99.0,2
3.6, 0.0,0.0,1.7, 0.0,2018-01-08 10:00:00,90.0,99.0,2
3.6, None,0.0,1.9, None,2018-01-08 10:15:00,239.0,99.0,2
3.7, None,0.0,0.4, None,2018-01-08 10:30:00,137.0,99.0,2
3.9, None,0.0,3.2, None,2018-01-08 10:45:00,244.0,99.0,2
4.0, 0.0,0.254,2.3, 0.0,2018-01-08 11:00:00,58.0,99.0,2
4.1, None,0.0,1.3, None,2018-01-08 11:15:00,252.0,99.0,2
4.4, None,0.0,1.6, None,2018-01-08 11:30:00,201.0,99.0,2
4.4, None,0.0,2.0, None,2018-01-08 11:45:00,227.0,99.0,2
4.7, 0.0,0.0,1.9, 0.0,2018-01-08 12:00:00,83.0,99.0,2
4.9, None,0.0,2.7, None,2018-01-08 12:15:00,136.0,99.0,2
5.0, None,0.254,4.5, None,2018-01-08 12:30:00,132.0,99.0,2
5.2, None,0.0,4.3, None,2018-01-08 12:45:00,145.0,99.0,2
5.3, 0.0,0.0,2.7, 0.0,2018-01-08 13:00:00,213.0,99.0,2
5.4, None,0.0,2.4, None,2018-01-08 13:15:00,260.0,99.0,2
5.3, None,0.0,2.2, None,2018-01-08 13:30:00,79.0,98.0,2
5.4, None,0.0,1.1, None,2018-01-08 13:45:00,240.0,98.0,2
5.4, 1.0,0.0,1.7, 0.0,2018-01-08 14:00:00,335.0,98.0,2
5.0, None,0.0,5.4, None,2018-01-08 14:15:00,279.0,97.0,2
4.8, None,0.254,6.8, None,2018-01-08 14:30:00,273.0,98.0,2
4.7, None,0.0,5.0, None,2018-01-08 14:45:00,256.0,98.0,2
4.7, -1.0,0.0,4.8, 0.0,2018-01-08 15:00:00,261.0,98.0,2
4.6, None,0.0,5.1, None,2018-01-08 15:15:00,265.0,99.0,2
4.5, None,0.0,4.3, None,2018-01-08 15:30:00,276.0,99.0,2
4.4, None,0.254,8.4, None,2018-01-08 15:45:00,19.0,99.0,2
4.4, 1.0,0.0,9.0, 0.002,2018-01-08 16:00:00,26.0,96.0,2
4.2, None,0.0,3.4, None,2018-01-08 16:15:00,4.0,97.0,2
3.8, None,0.0,3.1, None,2018-01-08 16:30:00,323.0,98.0,2
3.3, None,0.0,3.7, None,2018-01-08 16:45:00,97.0,98.0,2
3.1, 0.0,0.0,2.0, 0.0,2018-01-08 17:00:00,43.0,98.0,2
3.1, None,0.0,3.4, None,2018-01-08 17:15:00,11.0,98.0,2
