wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
291.0, 71.0, 5.7, 0.0, 4.8, 4.5, 9.8, 8.6, 154.0, 0.0, 0.0, 79.0,2022-07-09 00:00:00,28,,,,,,
345.0, 71.0, 6.5, 0.0, 4.7, 4.6, 9.7, 8.5, 305.0, 0.0, 0.0, 79.0,2022-07-09 01:00:00,28,,,,,,
320.0, 79.0, 4.5, 0.0, 5.2, 16.6, 8.6, 9.0, 291.0, 0.0, 0.0, 71.0,2022-07-09 02:00:00,28,,,,,,
219.0, 79.0, 4.6, 0.0, 5.1, 5.0, 8.5, 7.8, 345.0, 0.0, 0.0, 78.0,2022-07-09 03:00:00,28,,,,,,
331.0, 71.0, 16.6, 0.0, 4.0, 10.8, 9.0, 8.3, 320.0, 0.0, 0.0, 70.0,2022-07-09 04:00:00,28,,,,,,
308.0, 78.0, None, 0.0, 4.2, 9.1, 7.8, 11.4, 219.0, 0.0, 0.0, 60.0,2022-07-09 05:00:00,28,,,,,,
310.0, 70.0, 10.8, 0.0, 3.2, 7.7, 8.3, 13.0, 331.0, 0.0, 0.0, 57.0,2022-07-09 06:00:00,28,,,,,,
74.0, 60.0, 9.1, 0.0, 3.9, 7.0, 11.4, 12.7, 308.0, 0.0, 0.0, 61.0,2022-07-09 07:00:00,28,,,,,,
203.0, 57.0, 7.7, 0.0, 4.7, 12.9, 13.0, 14.4, 310.0, 0.0, 0.0, 56.0,2022-07-09 08:00:00,28,,,,,,
222.0, 61.0, None, 0.0, 5.4, 15.2, 12.7, 16.6, 74.0, 0.0, 0.0, 48.0,2022-07-09 09:00:00,28,,,,,,
212.0, 56.0, 12.9, 0.0, 5.7, 10.7, 14.4, 16.7, 203.0, 0.0, 0.0, 45.0,2022-07-09 10:00:00,28,,,,,,
248.0, 48.0, 15.2, 0.0, 5.6, 8.8, 16.6, 17.4, 222.0, 0.0, 0.0, 38.0,2022-07-09 11:00:00,28,,,,,,
326.0, 45.0, 10.7, 0.0, 4.7, 12.7, 16.7, 16.2, 212.0, 0.0, 0.0, 47.0,2022-07-09 12:00:00,28,,,,,,
295.0, 38.0, 8.8, 0.0, 2.9, 11.3, 17.4, 16.3, 248.0, 0.0, 0.0, 43.0,2022-07-09 13:00:00,28,,,,,,
260.0, 47.0, 12.7, 0.0, 4.9, 11.8, 16.2, 17.7, 326.0, 0.0, 0.0, 41.0,2022-07-09 14:00:00,28,,,,,,
282.0, 43.0, 11.3, 0.0, 3.7, 8.5, 16.3, 17.5, 295.0, 0.0, 0.0, 39.0,2022-07-09 15:00:00,28,,,,,,
317.0, 41.0, 11.8, 0.0, 4.3, 13.0, 17.7, 17.6, 260.0, 0.0, 0.0, 41.0,2022-07-09 16:00:00,28,,,,,,
318.0, 39.0, 8.5, 0.0, 3.4, 16.2, 17.5, 16.3, 282.0, 0.0, 0.0, 43.0,2022-07-09 17:00:00,28,,,,,,
