CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-5.47,92.0, None, None, None, None, 24.99, None, 8.89, 285.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 00:00:00, None, None,13
None,-5.554,91.8, None, None, None, None, 22.87, None, 8.08, 281.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 01:00:00, None, None,13
None,-5.803,91.5, None, None, None, None, 27.97, None, 6.057, 296.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 02:00:00, None, None,13
None,-5.839,91.5, None, None, None, None, 17.82, None, 9.01, 264.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 03:00:00, None, None,13
None,-6.04,91.7, None, None, None, None, 19.63, None, 10.53, 213.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 04:00:00, None, None,13
None,-6.099,91.6, None, None, None, None, 11.78, None, 10.26, 180.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 05:00:00, None, None,13
None,-6.189,91.6, None, None, None, None, 10.64, None, 12.15, 162.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 06:00:00, None, None,13
None,-6.186,91.7, None, None, None, None, 7.685, None, 22.15, 160.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 07:00:00, None, None,13
None,-5.678,92.0, None, None, None, None, 16.47, None, 19.75, 190.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 08:00:00, None, None,13
None,-6.068,91.6, None, None, None, None, 17.3, None, 13.6, 172.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 09:00:00, None, None,13
None,-5.93,91.5, None, None, None, None, 19.19, None, 12.35, 187.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 10:00:00, None, None,13
None,-5.62,91.0, None, None, None, None, 13.08, None, 16.49, 192.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-26 11:00:00, None, None,13
