station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 4.77, None, None, None, None, None, 5.591, None, 13.22, 112.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 10:00:00, None, None
None, 5.035, None, None, None, None, None, 6.386, None, 11.61, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 11:00:00, None, None
None, 5.777, None, None, None, None, None, 6.925, None, 9.48, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 12:00:00, None, None
None, 5.481, None, None, None, None, None, 5.872, None, 8.76, 105.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 13:00:00, None, None
None, 5.52, None, None, None, None, None, 4.601, None, 9.28, 95.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 14:00:00, None, None
None, 4.304, None, None, None, None, None, 7.311, None, 9.99, 96.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 15:00:00, None, None
None, 4.347, None, None, None, None, None, 7.557, None, 14.2, 98.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 16:00:00, None, None
None, 3.901, None, None, None, None, None, 8.21, None, 18.22, 107.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 17:00:00, None, None
None, 3.569, None, None, None, None, None, 6.643, None, 20.73, 117.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 18:00:00, None, None
None, 3.504, None, None, None, None, None, 9.29, None, 21.94, 119.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 19:00:00, None, None
None, 2.049, None, None, None, None, None, 10.64, None, 22.36, 118.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 20:00:00, None, None
None, 3.545, None, None, None, None, None, 8.28, None, 26.75, 118.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 21:00:00, None, None
None, 1.699, None, None, None, None, None, 6.989, None, 20.61, 124.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 22:00:00, None, None
None, 1.922, None, None, None, None, None, 6.67, None, 25.08, 108.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 23:00:00, None, None
None, 1.468, None, None, None, None, None, 12.35, None, 22.89, 121.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 00:00:00, None, None
None, 0.983, None, None, None, None, None, 10.77, None, 22.33, 117.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 01:00:00, None, None
None, 0.967, None, None, None, None, None, 9.1, None, 25.67, 124.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 02:00:00, None, None
None, 2.625, None, None, None, None, None, 6.478, None, 30.59, 125.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 03:00:00, None, None
None, 1.422, None, None, None, None, None, 6.992, None, 24.71, 121.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 04:00:00, None, None
None, 1.219, None, None, None, None, None, 9.62, None, 23.3, 126.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 05:00:00, None, None
None, -0.647, None, None, None, None, None, 11.96, None, 25.53, 128.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 06:00:00, None, None
None, -0.425, None, None, None, None, None, 6.637, None, 31.9, 128.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 07:00:00, None, None
None, -0.546, None, None, None, None, None, 7.376, None, 34.37, 130.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 08:00:00, None, None
None, -0.212, None, None, None, None, None, 4.632, None, 38.61, 125.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 09:00:00, None, None
None, -1.308, None, None, None, None, None, 8.02, None, 29.12, 110.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 10:00:00, None, None
None, -1.479, None, None, None, None, None, 10.26, None, 25.78, 102.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 11:00:00, None, None
None, -1.307, None, None, None, None, None, 12.24, None, 22.18, 96.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 12:00:00, None, None
None, -1.627, None, None, None, None, None, 11.83, None, 25.01, 103.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 13:00:00, None, None
None, -2.395, None, None, None, None, None, 9.86, None, 28.85, 115.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 14:00:00, None, None
None, -2.352, None, None, None, None, None, 8.81, None, 35.81, 126.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 15:00:00, None, None
None, -2.355, None, None, None, None, None, 6.814, None, 44.19, 118.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 16:00:00, None, None
None, -2.325, None, None, None, None, None, 6.184, None, 42.83, 118.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 17:00:00, None, None
None, -4.815, None, None, None, None, None, 5.153, None, 43.27, 120.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 18:00:00, None, None
None, -5.764, None, None, None, None, None, 7.092, None, 39.25, 116.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 19:00:00, None, None
None, -4.922, None, None, None, None, None, 7.161, None, 34.58, 109.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 20:00:00, None, None
None, -6.339, None, None, None, None, None, 6.8, None, 36.62, 124.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 21:00:00, None, None
None, -4.998, None, None, None, None, None, 10.42, None, 31.41, 119.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 22:00:00, None, None
None, -5.051, None, None, None, None, None, 20.95, None, 25.46, 136.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 23:00:00, None, None
None, -6.527, None, None, None, None, None, 20.13, None, 24.82, 122.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 00:00:00, None, None
None, -7.186, None, None, None, None, None, 9.76, None, 26.19, 113.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 01:00:00, None, None
None, -6.723, None, None, None, None, None, 7.306, None, 29.15, 104.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 02:00:00, None, None
None, -7.348, None, None, None, None, None, 20.28, None, 26.59, 140.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 03:00:00, None, None
None, -7.808, None, None, None, None, None, 13.4, None, 26.77, 160.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 04:00:00, None, None
None, -8.08, None, None, None, None, None, 15.52, None, 29.46, 153.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 05:00:00, None, None
None, -9.23, None, None, None, None, None, 16.84, None, 24.61, 159.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 06:00:00, None, None
None, -9.13, None, None, None, None, None, 11.53, None, 27.29, 154.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 07:00:00, None, None
None, -9.49, None, None, None, None, None, 12.83, None, 27.18, 159.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 08:00:00, None, None
None, -8.56, None, None, None, None, None, 17.09, None, 23.87, 142.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 09:00:00, None, None
None, -7.943, None, None, None, None, None, 15.18, None, 23.05, 146.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 10:00:00, None, None
None, -7.807, None, None, None, None, None, 16.18, None, 23.93, 139.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 11:00:00, None, None
None, -7.231, None, None, None, None, None, 15.61, None, 25.79, 136.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 12:00:00, None, None
None, -7.544, None, None, None, None, None, 9.73, None, 37.09, 133.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 13:00:00, None, None
None, -7.676, None, None, None, None, None, 8.29, None, 36.56, 134.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 14:00:00, None, None
None, -8.18, None, None, None, None, None, 10.48, None, 28.61, 124.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 15:00:00, None, None
None, -8.24, None, None, None, None, None, 13.7, None, 26.49, 108.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 16:00:00, None, None
None, -9.11, None, None, None, None, None, 17.63, None, 27.75, 123.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 17:00:00, None, None
None, -8.76, None, None, None, None, None, 10.21, None, 34.54, 117.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 18:00:00, None, None
None, -8.5, None, None, None, None, None, 6.804, None, 39.68, 116.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 19:00:00, None, None
None, -8.28, None, None, None, None, None, 6.082, None, 40.21, 110.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 20:00:00, None, None
None, -8.14, None, None, None, None, None, 5.694, None, 34.42, 105.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 21:00:00, None, None
None, -8.01, None, None, None, None, None, 6.476, None, 34.6, 104.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 22:00:00, None, None
None, -8.1, None, None, None, None, None, 7.195, None, 34.65, 103.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 23:00:00, None, None
None, -8.2, None, None, None, None, None, 10.41, None, 33.81, 104.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 00:00:00, None, None
None, -8.64, None, None, None, None, None, 13.43, None, 29.93, 113.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 01:00:00, None, None
None, -8.65, None, None, None, None, None, 5.772, None, 38.69, 116.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 02:00:00, None, None
None, -8.9, None, None, None, None, None, 7.088, None, 32.91, 114.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 03:00:00, None, None
None, -8.53, None, None, None, None, None, 7.547, None, 27.22, 102.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 04:00:00, None, None
None, -8.82, None, None, None, None, None, 7.301, None, 32.64, 109.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 05:00:00, None, None
None, -9.08, None, None, None, None, None, 5.961, None, 36.16, 114.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 06:00:00, None, None
None, -9.1, None, None, None, None, None, 6.887, None, 30.73, 114.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 07:00:00, None, None
None, -8.82, None, None, None, None, None, 10.88, None, 25.32, 102.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 08:00:00, None, None
None, -8.58, None, None, None, None, None, 9.56, None, 23.25, 93.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 09:00:00, None, None
None, -8.12, None, None, None, None, None, 11.15, None, 22.72, 100.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 10:00:00, None, None
None, -7.627, None, None, None, None, None, 11.68, None, 22.66, 106.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 11:00:00, None, None
None, -7.389, None, None, None, None, None, 12.76, None, 22.01, 103.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 12:00:00, None, None
None, -7.329, None, None, None, None, None, 11.54, None, 24.98, 109.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 13:00:00, None, None
None, -7.609, None, None, None, None, None, 8.96, None, 30.88, 115.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 14:00:00, None, None
None, -7.688, None, None, None, None, None, 8.24, None, 32.65, 115.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 15:00:00, None, None
None, -7.669, None, None, None, None, None, 8.73, None, 32.32, 114.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 16:00:00, None, None
None, -7.511, None, None, None, None, None, 8.54, None, 27.12, 109.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 17:00:00, None, None
None, -7.291, None, None, None, None, None, 7.206, None, 24.87, 107.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 18:00:00, None, None
None, -7.095, None, None, None, None, None, 6.852, None, 23.39, 110.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 19:00:00, None, None
None, -6.568, None, None, None, None, None, 11.15, None, 24.41, 109.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 20:00:00, None, None
None, -6.994, None, None, None, None, None, 8.37, None, 24.52, 106.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 21:00:00, None, None
None, -6.726, None, None, None, None, None, 9.92, None, 25.66, 110.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 22:00:00, None, None
None, -5.467, None, None, None, None, None, 13.59, None, 22.62, 120.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 23:00:00, None, None
None, -4.777, None, None, None, None, None, 14.61, None, 20.33, 143.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 00:00:00, None, None
None, -4.334, None, None, None, None, None, 15.85, None, 19.71, 143.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 01:00:00, None, None
None, -3.474, None, None, None, None, None, 16.66, None, 19.17, 144.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 02:00:00, None, None
None, -3.759, None, None, None, None, None, 15.49, None, 18.29, 140.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 03:00:00, None, None
None, -4.693, None, None, None, None, None, 15.24, None, 19.68, 136.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 04:00:00, None, None
None, -3.468, None, None, None, None, None, 12.18, None, 19.87, 129.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 05:00:00, None, None
None, -4.301, None, None, None, None, None, 10.18, None, 21.08, 136.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 06:00:00, None, None
None, -3.194, None, None, None, None, None, 13.32, None, 24.56, 139.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 07:00:00, None, None
None, -3.168, None, None, None, None, None, 10.75, None, 22.38, 148.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 08:00:00, None, None
None, -3.098, None, None, None, None, None, 13.59, None, 20.62, 130.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 09:00:00, None, None
None, -3.369, None, None, None, None, None, 8.33, None, 22.36, 119.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 10:00:00, None, None
None, -2.948, None, None, None, None, None, 8.47, None, 23.7, 122.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 11:00:00, None, None
None, -2.988, None, None, None, None, None, 9.96, None, 23.08, 127.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 12:00:00, None, None
None, -1.971, None, None, None, None, None, 10.0, None, 20.92, 130.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 13:00:00, None, None
None, -2.312, None, None, None, None, None, 11.44, None, 22.45, 127.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 14:00:00, None, None
None, -1.975, None, None, None, None, None, 6.615, None, 24.73, 122.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 15:00:00, None, None
None, -1.558, None, None, None, None, None, 9.55, None, 22.23, 127.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 16:00:00, None, None
None, -2.083, None, None, None, None, None, 10.1, None, 21.58, 130.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 17:00:00, None, None
None, -2.482, None, None, None, None, None, 11.35, None, 22.57, 122.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 18:00:00, None, None
None, -2.64, None, None, None, None, None, 9.74, None, 24.85, 120.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 19:00:00, None, None
None, -2.364, None, None, None, None, None, 9.93, None, 30.52, 120.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 20:00:00, None, None
None, -2.124, None, None, None, None, None, 14.46, None, 24.95, 128.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 21:00:00, None, None
None, -2.531, None, None, None, None, None, 12.43, None, 22.92, 128.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 22:00:00, None, None
None, -2.314, None, None, None, None, None, 10.08, None, 22.86, 130.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 23:00:00, None, None
None, -2.92, None, None, None, None, None, 8.61, None, 23.96, 123.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 00:00:00, None, None
None, -2.988, None, None, None, None, None, 7.426, None, 25.37, 119.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 01:00:00, None, None
None, -2.773, None, None, None, None, None, 6.962, None, 27.25, 121.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 02:00:00, None, None
None, -2.271, None, None, None, None, None, 8.64, None, 25.57, 123.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 03:00:00, None, None
None, -1.274, None, None, None, None, None, 14.68, None, 12.4, 148.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 04:00:00, None, None
None, -0.605, None, None, None, None, None, 12.93, None, 8.84, 171.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 05:00:00, None, None
None, -1.091, None, None, None, None, None, 23.91, None, 3.008, 189.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 06:00:00, None, None
None, -0.487, None, None, None, None, None, 18.41, None, 7.444, 146.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 07:00:00, None, None
None, -1.144, None, None, None, None, None, 16.36, None, 4.93, 160.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 08:00:00, None, None
None, -1.548, None, None, None, None, None, 9.23, None, 7.858, 124.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 09:00:00, None, None
None, -1.083, None, None, None, None, None, 7.85, None, 9.35, 116.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 10:00:00, None, None
None, -0.333, None, None, None, None, None, 8.74, None, 8.65, 112.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 11:00:00, None, None
None, -0.54, None, None, None, None, None, 10.89, None, 10.06, 99.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 12:00:00, None, None
None, -0.653, None, None, None, None, None, 12.65, None, 9.21, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 13:00:00, None, None
None, -1.123, None, None, None, None, None, 11.93, None, 10.15, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 14:00:00, None, None
None, -1.143, None, None, None, None, None, 13.51, None, 13.91, 103.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 15:00:00, None, None
None, -2.074, None, None, None, None, None, 10.74, None, 16.05, 102.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 16:00:00, None, None
None, -3.342, None, None, None, None, None, 11.83, None, 17.84, 97.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 17:00:00, None, None
None, -4.77, None, None, None, None, None, 11.13, None, 18.76, 107.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 18:00:00, None, None
None, -4.708, None, None, None, None, None, 9.86, None, 24.14, 108.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 19:00:00, None, None
None, -4.984, None, None, None, None, None, 7.911, None, 22.4, 104.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 20:00:00, None, None
None, -4.665, None, None, None, None, None, 8.62, None, 19.74, 99.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 21:00:00, None, None
None, -4.303, None, None, None, None, None, 8.44, None, 17.7, 100.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 22:00:00, None, None
None, -4.287, None, None, None, None, None, 8.44, None, 15.49, 94.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 23:00:00, None, None
None, -4.318, None, None, None, None, None, 9.45, None, 14.06, 102.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 00:00:00, None, None
None, -4.549, None, None, None, None, None, 10.74, None, 12.3, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 01:00:00, None, None
None, -4.662, None, None, None, None, None, 8.24, None, 12.48, 101.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 02:00:00, None, None
None, -4.645, None, None, None, None, None, 10.52, None, 13.66, 97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 03:00:00, None, None
None, -4.594, None, None, None, None, None, 9.45, None, 11.49, 108.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 04:00:00, None, None
None, -4.498, None, None, None, None, None, 8.82, None, 10.82, 83.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 05:00:00, None, None
None, -4.447, None, None, None, None, None, 14.71, None, 8.4, 76.04, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 06:00:00, None, None
None, -4.399, None, None, None, None, None, 11.63, None, 7.881, 67.75, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 07:00:00, None, None
None, -4.168, None, None, None, None, None, 14.21, None, 5.678, 58.71, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 08:00:00, None, None
None, -4.027, None, None, None, None, None, 14.92, None, 3.744, 53.21, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 09:00:00, None, None
None, -3.651, None, None, None, None, None, 13.31, None, 4.408, 85.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 10:00:00, None, None
None, -3.425, None, None, None, None, None, 16.57, None, 5.159, 81.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 11:00:00, None, None
None, -3.321, None, None, None, None, None, 16.1, None, 3.535, 56.11, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 12:00:00, None, None
None, -1.842, None, None, None, None, None, 62.87, None, 0.778, 287.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 13:00:00, None, None
None, -2.193, None, None, None, None, None, 33.93, None, 0.031, 209.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 14:00:00, None, None
None, -2.568, None, None, None, None, None, 18.82, None, 0.0, 198.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 15:00:00, None, None
None, -3.198, None, None, None, None, None, 54.52, None, 0.235, 242.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 16:00:00, None, None
None, -3.475, None, None, None, None, None, 77.51, None, 0.0, 205.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 17:00:00, None, None
None, -3.457, None, None, None, None, None, 28.16, None, 0.0, 250.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 18:00:00, None, None
None, -3.886, None, None, None, None, None, 36.04, None, 1.474, 159.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 19:00:00, None, None
None, -3.632, None, None, None, None, None, 20.03, None, 0.309, 181.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 20:00:00, None, None
None, -3.696, None, None, None, None, None, 36.83, None, 2.866, 72.78, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 21:00:00, None, None
None, -3.852, None, None, None, None, None, 29.31, None, 2.076, 45.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 22:00:00, None, None
None, -4.004, None, None, None, None, None, 28.88, None, 3.96, 26.82, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 23:00:00, None, None
