station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
84.2, None, None, None, 1.381, 57.35, None, None, -13.0, 984.0, None, None, None, None, None, 13.83, None, None, -11.51, None, None, None, None, 14.85, None, None, None, None, None, 2016-01-01 00:00:00, None
85.8, None, None, None, 0.891, 63.75, None, None, -13.0, 984.0, None, None, None, None, None, 13.86, None, None, -10.93, None, None, None, None, 14.74, None, None, None, None, None, 2016-01-01 01:00:00, None
85.4, None, None, None, 0.948, 64.52, None, None, -13.0, 984.0, None, None, None, None, None, 13.74, None, None, -10.76, None, None, None, None, 12.09, None, None, None, None, None, 2016-01-01 02:00:00, None
84.2, None, None, None, 2.045, 53.97, None, None, -13.0, 984.0, None, None, None, None, None, 13.72, None, None, -11.6, None, None, None, None, 9.8, None, None, None, None, None, 2016-01-01 03:00:00, None
86.7, None, None, None, 1.149, 56.93, None, None, -13.0, 984.0, None, None, None, None, None, 13.98, None, None, -10.94, None, None, None, None, 18.19, None, None, None, None, None, 2016-01-01 04:00:00, None
86.6, None, None, None, 0.487, 68.63, None, None, -13.0, 984.0, None, None, None, None, None, 13.76, None, None, -10.99, None, None, None, None, 13.07, None, None, None, None, None, 2016-01-01 05:00:00, None
85.7, None, None, None, 1.165, 69.42, None, None, -13.0, 984.0, None, None, None, None, None, 13.8, None, None, -11.37, None, None, None, None, 18.99, None, None, None, None, None, 2016-01-01 06:00:00, None
85.7, None, None, None, 0.908, 61.64, None, None, -13.0, 983.0, None, None, None, None, None, 13.5, None, None, -11.68, None, None, None, None, 9.68, None, None, None, None, None, 2016-01-01 07:00:00, None
85.4, None, None, None, 2.141, 54.82, None, None, -14.0, 983.0, None, None, None, None, None, 13.64, None, None, -11.9, None, None, None, None, 9.48, None, None, None, None, None, 2016-01-01 08:00:00, None
87.1, None, None, None, 2.305, 56.97, None, None, -13.0, 984.0, None, None, None, None, None, 14.0, None, None, -11.11, None, None, None, None, 19.35, None, None, None, None, None, 2016-01-01 09:00:00, None
