station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
29.95, None, None, None, 1.161, 5.116, None, None, -26.0, None, None, None, None, None, None, None, None, -12.99, None, None, None, None, 31.05, None, None, None, None, 2016-01-01 00:00:00, None
30.64, None, None, None, 0.942, 344.9, None, None, -25.0, None, None, None, None, None, None, None, None, -13.12, None, None, None, None, 9.81, None, None, None, None, 2016-01-01 01:00:00, None
31.02, None, None, None, 0.045, 340.8, None, None, -25.0, None, None, None, None, None, None, None, None, -12.98, None, None, None, None, 4.551, None, None, None, None, 2016-01-01 02:00:00, None
32.09, None, None, None, 0.96, 341.7, None, None, -24.0, None, None, None, None, None, None, None, None, -12.45, None, None, None, None, 45.84, None, None, None, None, 2016-01-01 03:00:00, None
31.35, None, None, None, 6.27, 335.8, None, None, -24.0, None, None, None, None, None, None, None, None, -12.03, None, None, None, None, 4.459, None, None, None, None, 2016-01-01 04:00:00, None
32.98, None, None, None, 2.636, 45.18, None, None, -24.0, None, None, None, None, None, None, None, None, -12.29, None, None, None, None, 34.2, None, None, None, None, 2016-01-01 05:00:00, None
29.17, None, None, None, 0.275, 230.9, None, None, -25.0, None, None, None, None, None, None, None, None, -12.38, None, None, None, None, 53.39, None, None, None, None, 2016-01-01 06:00:00, None
31.24, None, None, None, 1.475, 345.3, None, None, -24.0, None, None, None, None, None, None, None, None, -12.17, None, None, None, None, 6.068, None, None, None, None, 2016-01-01 07:00:00, None
35.49, None, None, None, 1.046, 20.37, None, None, -23.0, None, None, None, None, None, None, None, None, -11.82, None, None, None, None, 31.52, None, None, None, None, 2016-01-01 08:00:00, None
31.56, None, None, None, 0.002, 13.37, None, None, -23.0, None, None, None, None, None, None, None, None, -11.18, None, None, None, None, 4.327, None, None, None, None, 2016-01-01 09:00:00, None
27.64, None, None, None, 0.0, 358.6, None, None, -22.0, None, None, None, None, None, None, None, None, -8.39, None, None, None, None, 14.63, None, None, None, None, 2016-01-01 10:00:00, None
22.41, None, None, None, 0.675, 320.4, None, None, -22.0, None, None, None, None, None, None, None, None, -5.695, None, None, None, None, 17.75, None, None, None, None, 2016-01-01 11:00:00, None
21.13, None, None, None, 1.537, 338.4, None, None, -19.0, None, None, None, None, None, None, None, None, -2.06, None, None, None, None, 10.54, None, None, None, None, 2016-01-01 12:00:00, None
19.98, None, None, None, 1.025, 330.0, None, None, -19.0, None, None, None, None, None, None, None, None, 2.002, None, None, None, None, 22.47, None, None, None, None, 2016-01-01 13:00:00, None
20.16, None, None, None, 0.216, 272.6, None, None, -19.0, None, None, None, None, None, None, None, None, 1.179, None, None, None, None, 52.87, None, None, None, None, 2016-01-01 14:00:00, None
21.2, None, None, None, 1.763, 323.0, None, None, -19.0, None, None, None, None, None, None, None, None, -2.089, None, None, None, None, 22.49, None, None, None, None, 2016-01-01 15:00:00, None
22.12, None, None, None, 0.082, 247.0, None, None, -21.0, None, None, None, None, None, None, None, None, -4.298, None, None, None, None, 20.89, None, None, None, None, 2016-01-01 16:00:00, None
22.81, None, None, None, 0.159, 277.1, None, None, -22.0, None, None, None, None, None, None, None, None, -6.001, None, None, None, None, 65.66, None, None, None, None, 2016-01-01 17:00:00, None
23.58, None, None, None, 5.402, 338.9, None, None, -22.0, None, None, None, None, None, None, None, None, -6.694, None, None, None, None, 13.99, None, None, None, None, 2016-01-01 18:00:00, None
25.87, None, None, None, 2.225, 355.2, None, None, -22.0, None, None, None, None, None, None, None, None, -7.2, None, None, None, None, 47.46, None, None, None, None, 2016-01-01 19:00:00, None
24.38, None, None, None, 7.18, 336.0, None, None, -23.0, None, None, None, None, None, None, None, None, -7.37, None, None, None, None, 10.52, None, None, None, None, 2016-01-01 20:00:00, None
23.41, None, None, None, 8.78, 343.8, None, None, -23.0, None, None, None, None, None, None, None, None, -7.18, None, None, None, None, 10.26, None, None, None, None, 2016-01-01 21:00:00, None
23.51, None, None, None, 6.389, 354.0, None, None, -23.0, None, None, None, None, None, None, None, None, -7.28, None, None, None, None, 34.77, None, None, None, None, 2016-01-01 22:00:00, None
23.21, None, None, None, 6.753, 339.3, None, None, -23.0, None, None, None, None, None, None, None, None, -7.13, None, None, None, None, 14.23, None, None, None, None, 2016-01-01 23:00:00, None
