station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, snwfl_amt_pst1hr, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -24.11, 78.69, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 00:00:00, None, 46.72, None
None, -23.96, 78.49, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2016-01-01 01:00:00, None, 46.73, None
None, -24.74, 78.74, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 02:00:00, None, 46.75, None
None, -25.56, 77.62, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 03:00:00, None, 46.6, None
None, -25.79, 77.24, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 04:00:00, None, 46.62, None
None, -25.13, 78.46, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 05:00:00, None, 46.81, None
None, -24.35, 79.18, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 06:00:00, None, 46.89, None
None, -23.99, 78.39, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2016-01-01 07:00:00, None, 47.0, None
None, -25.27, 77.04, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 08:00:00, None, 46.81, None
None, -25.37, 77.99, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 09:00:00, None, 46.96, None
None, -21.41, 81.8, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2016-01-01 10:00:00, None, 46.69, None
None, -18.51, 59.29, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2016-01-01 11:00:00, None, 45.97, None
None, -18.5, 63.7, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2016-01-01 12:00:00, None, 46.22, None
None, -16.14, 68.48, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2016-01-01 13:00:00, None, 47.11, None
None, -16.18, 74.34, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, 2016-01-01 14:00:00, None, 47.24, None
None, -17.23, 80.8, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2016-01-01 15:00:00, None, 46.62, None
None, -19.64, 81.7, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2016-01-01 16:00:00, None, 46.46, None
None, -21.01, 80.7, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2016-01-01 17:00:00, None, 46.49, None
None, -22.28, 80.2, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2016-01-01 18:00:00, None, 46.33, None
None, -23.39, 80.2, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2016-01-01 19:00:00, None, 46.65, None
None, -24.26, 78.45, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 20:00:00, None, 46.63, None
None, -24.67, 77.73, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 21:00:00, None, 46.39, None
None, -24.74, 77.87, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-01 22:00:00, None, 46.36, None
None, -25.56, 77.58, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-01 23:00:00, None, 46.51, None
None, -25.78, 76.29, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-02 00:00:00, None, 46.28, None
None, -26.3, 77.54, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 01:00:00, None, 46.45, None
None, -26.63, 77.71, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 02:00:00, None, 46.49, None
None, -26.62, 75.77, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 03:00:00, None, 46.35, None
None, -26.67, 76.45, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 04:00:00, None, 46.26, None
None, -26.63, 75.82, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 05:00:00, None, 46.06, None
None, -26.77, 77.18, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 06:00:00, None, 46.36, None
None, -27.02, 75.82, None, None, None, None, None, None, None, None, None, -30.0, None, None, None, None, 2016-01-02 07:00:00, None, 46.51, None
None, -27.07, 78.18, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 08:00:00, None, 46.72, None
None, -26.68, 77.05, None, None, None, None, None, None, None, None, None, -29.0, None, None, None, None, 2016-01-02 09:00:00, None, 46.56, None
None, -23.0, 84.0, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2016-01-02 10:00:00, None, 46.52, None
None, -18.83, 63.82, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2016-01-02 11:00:00, None, 45.64, None
None, -18.05, 61.63, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2016-01-02 12:00:00, None, 46.02, None
None, -15.75, 68.15, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2016-01-02 13:00:00, None, 47.18, None
None, -14.63, 72.69, None, None, None, None, None, None, None, None, None, -18.0, None, None, None, None, 2016-01-02 14:00:00, None, 47.3, None
None, -16.01, 81.9, None, None, None, None, None, None, None, None, None, -18.0, None, None, None, None, 2016-01-02 15:00:00, None, 47.31, None
None, -18.12, 81.1, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2016-01-02 16:00:00, None, 46.21, None
None, -19.95, 80.8, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2016-01-02 17:00:00, None, 46.05, None
None, -21.39, 80.9, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2016-01-02 18:00:00, None, 46.04, None
None, -22.14, 81.7, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2016-01-02 19:00:00, None, 46.54, None
None, -23.19, 80.4, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2016-01-02 20:00:00, None, 46.31, None
None, -23.68, 79.75, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2016-01-02 21:00:00, None, 46.15, None
None, -24.4, 78.87, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-02 22:00:00, None, 46.36, None
None, -24.27, 77.4, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-02 23:00:00, None, 46.03, None
None, -24.39, 77.56, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-03 00:00:00, None, 46.16, None
None, -24.84, 77.86, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-03 01:00:00, None, 46.38, None
None, -24.59, 79.53, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-03 02:00:00, None, 46.36, None
None, -24.7, 79.4, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2016-01-03 03:00:00, None, 46.39, None
None, -24.98, 77.15, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-03 04:00:00, None, 46.11, None
None, -25.52, 79.67, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-03 05:00:00, None, 46.27, None
None, -25.82, 79.14, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-03 06:00:00, None, 46.3, None
None, -25.65, 77.83, None, None, None, None, None, None, None, None, None, -28.0, None, None, None, None, 2016-01-03 07:00:00, None, 46.52, None
