station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -13.65, 88.4, None, None, 23.58, 1.9, 131.5, None, None, None, None, None, None, -15.0, 907.0, None, None, None, 2016-01-01 00:00:00, None, 20.94, None
None, -13.79, 91.3, None, None, 45.07, 0.58, 72.5, None, None, None, None, None, None, -15.0, 907.0, None, None, None, 2016-01-01 01:00:00, None, 21.11, None
None, -13.88, 88.8, None, None, 43.28, 0.794, 85.5, None, None, None, None, None, None, -15.0, 907.0, None, None, None, 2016-01-01 02:00:00, None, 20.74, None
None, -14.02, 90.3, None, None, 32.29, 0.812, 79.1, None, None, None, None, None, None, -15.0, 907.0, None, None, None, 2016-01-01 03:00:00, None, 21.2, None
None, -14.36, 86.4, None, None, 19.54, 1.547, 125.0, None, None, None, None, None, None, -16.0, 906.0, None, None, None, 2016-01-01 04:00:00, None, 20.6, None
None, -14.74, 88.5, None, None, 33.88, 0.835, 90.8, None, None, None, None, None, None, -16.0, 906.0, None, None, None, 2016-01-01 05:00:00, None, 20.83, None
None, -14.45, 87.0, None, None, 23.22, 1.454, 111.8, None, None, None, None, None, None, -16.0, 906.0, None, None, None, 2016-01-01 06:00:00, None, 20.84, None
None, -14.79, 88.5, None, None, 22.75, 1.184, 114.1, None, None, None, None, None, None, -16.0, 906.0, None, None, None, 2016-01-01 07:00:00, None, 20.89, None
None, -15.13, 88.6, None, None, 16.39, 1.209, 99.9, None, None, None, None, None, None, -16.0, 905.0, None, None, None, 2016-01-01 08:00:00, None, 20.75, None
None, -14.93, 87.8, None, None, 28.22, 1.74, 135.5, None, None, None, None, None, None, -16.0, 905.0, None, None, None, 2016-01-01 09:00:00, None, 20.92, None
None, -12.17, 84.9, None, None, 32.01, 0.684, 96.2, None, None, None, None, None, None, -14.0, 905.0, None, None, None, 2016-01-01 10:00:00, None, None, None
None, -8.81, 69.58, None, None, 36.43, 0.364, 73.3, None, None, None, None, None, None, -13.0, 905.0, None, None, None, 2016-01-01 11:00:00, None, None, None
None, -5.547, 69.41, None, None, 18.92, 0.334, 52.04, None, None, None, None, None, None, -10.0, 905.0, None, None, None, 2016-01-01 12:00:00, None, 20.32, None
None, -8.24, 76.0, None, None, 32.09, 0.693, 338.8, None, None, None, None, None, None, -11.0, 904.0, None, None, None, 2016-01-01 13:00:00, None, None, None
None, -9.38, 76.4, None, None, 24.79, 0.667, 4.877, None, None, None, None, None, None, -12.0, 904.0, None, None, None, 2016-01-01 14:00:00, None, 21.34, None
None, -10.11, 87.3, None, None, 23.87, 0.595, 18.5, None, None, None, None, None, None, -12.0, 903.0, None, None, None, 2016-01-01 15:00:00, None, 22.06, None
None, -10.62, 87.1, None, None, 20.4, 0.994, 347.7, None, None, None, None, None, None, -12.0, 903.0, None, None, None, 2016-01-01 16:00:00, None, 21.89, None
None, -10.7, 87.9, None, None, 49.13, 1.649, 319.8, None, None, None, None, None, None, -12.0, 903.0, None, None, None, 2016-01-01 17:00:00, None, 22.07, None
None, -11.22, 88.1, None, None, 11.03, 1.88, 333.6, None, None, None, None, None, None, -13.0, 903.0, None, None, None, 2016-01-01 18:00:00, None, 21.9, None
None, -11.26, 90.2, None, None, 38.01, 0.878, 358.3, None, None, None, None, None, None, -12.0, 903.0, None, None, None, 2016-01-01 19:00:00, None, 21.91, None
None, -11.5, 88.5, None, None, 58.86, 0.756, 85.2, None, None, None, None, None, None, -13.0, 902.0, None, None, None, 2016-01-01 20:00:00, None, 21.99, None
None, -11.69, 90.1, None, None, 39.6, 1.44, 9.16, None, None, None, None, None, None, -13.0, 902.0, None, None, None, 2016-01-01 21:00:00, None, 21.98, None
None, -11.78, 90.8, None, None, 32.8, 1.007, 16.9, None, None, None, None, None, None, -13.0, 902.0, None, None, None, 2016-01-01 22:00:00, None, 21.74, None
None, -11.88, 89.9, None, None, 40.58, 0.934, 22.27, None, None, None, None, None, None, -13.0, 902.0, None, None, None, 2016-01-01 23:00:00, None, 21.8, None
None, -11.69, 90.4, None, None, 12.58, 1.107, 357.7, None, None, None, None, None, None, -13.0, 902.0, None, None, None, 2016-01-02 00:00:00, None, 21.72, None
None, -12.55, 89.6, None, None, 10.74, 1.171, 356.1, None, None, None, None, None, None, -14.0, 901.0, None, None, None, 2016-01-02 01:00:00, None, 21.84, None
None, -12.74, 87.7, None, None, 14.34, 1.612, 0.521, None, None, None, None, None, None, -14.0, 901.0, None, None, None, 2016-01-02 02:00:00, None, 21.62, None
None, -12.69, 89.6, None, None, 32.88, 1.393, 350.6, None, None, None, None, None, None, -14.0, 901.0, None, None, None, 2016-01-02 03:00:00, None, 21.81, None
None, -12.88, 91.3, None, None, 17.58, 0.761, 355.2, None, None, None, None, None, None, -14.0, 900.0, None, None, None, 2016-01-02 04:00:00, None, 21.88, None
None, -13.07, 90.6, None, None, 9.65, 2.112, 329.5, None, None, None, None, None, None, -14.0, 900.0, None, None, None, 2016-01-02 05:00:00, None, 21.76, None
None, -13.6, 86.9, None, None, 21.85, 0.817, 345.8, None, None, None, None, None, None, -15.0, 900.0, None, None, None, 2016-01-02 06:00:00, None, 21.36, None
