station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp, stn_pres
None, -3.78, None, None, None, None, 181.7, 2016-01-01 00:00:00, None, None, None
None, -4.354, None, None, None, None, 181.6, 2016-01-01 01:00:00, None, None, None
None, -4.053, None, None, None, None, 182.2, 2016-01-01 02:00:00, None, None, None
None, -3.658, None, None, None, None, 181.4, 2016-01-01 03:00:00, None, None, None
None, -2.794, None, None, None, None, 182.2, 2016-01-01 04:00:00, None, None, None
None, -2.86, None, None, None, None, 181.5, 2016-01-01 05:00:00, None, None, None
None, -2.532, None, None, None, None, 182.0, 2016-01-01 06:00:00, None, None, None
None, -3.197, None, None, None, None, 180.9, 2016-01-01 07:00:00, None, None, None
None, -3.094, None, None, None, None, 181.5, 2016-01-01 08:00:00, None, None, None
None, -1.486, None, None, None, None, 181.8, 2016-01-01 09:00:00, None, None, None
None, -0.08, None, None, None, None, 181.7, 2016-01-01 10:00:00, None, None, None
None, 0.538, None, None, None, None, 181.0, 2016-01-01 11:00:00, None, None, None
None, 2.288, None, None, None, None, 181.4, 2016-01-01 12:00:00, None, None, None
None, 1.563, None, None, None, None, 181.9, 2016-01-01 13:00:00, None, None, None
None, 0.883, None, None, None, None, 181.4, 2016-01-01 14:00:00, None, None, None
None, 0.268, None, None, None, None, 181.2, 2016-01-01 15:00:00, None, None, None
None, 0.751, None, None, None, None, 180.9, 2016-01-01 16:00:00, None, None, None
None, -0.301, None, None, None, None, 181.4, 2016-01-01 17:00:00, None, None, None
None, 1.747, None, None, None, None, 181.9, 2016-01-01 18:00:00, None, None, None
None, 1.851, None, None, None, None, 180.7, 2016-01-01 19:00:00, None, None, None
None, -0.18, None, None, None, None, 180.9, 2016-01-01 20:00:00, None, None, None
None, -0.933, None, None, None, None, 181.1, 2016-01-01 21:00:00, None, None, None
None, -0.377, None, None, None, None, 181.4, 2016-01-01 22:00:00, None, None, None
None, -0.105, None, None, None, None, 180.9, 2016-01-01 23:00:00, None, None, None
None, 0.798, None, None, None, None, 181.1, 2016-01-02 00:00:00, None, None, None
None, 1.851, None, None, None, None, 181.3, 2016-01-02 01:00:00, None, None, None
None, 1.86, None, None, None, None, 180.9, 2016-01-02 02:00:00, None, None, None
None, -0.003, None, None, None, None, 181.3, 2016-01-02 03:00:00, None, None, None
None, -0.851, None, None, None, None, 179.3, 2016-01-02 04:00:00, None, None, None
None, -0.198, None, None, None, None, 180.7, 2016-01-02 05:00:00, None, None, None
None, 0.594, None, None, None, None, 180.8, 2016-01-02 06:00:00, None, None, None
None, -0.972, None, None, None, None, 180.5, 2016-01-02 07:00:00, None, None, None
None, -1.159, None, None, None, None, 180.7, 2016-01-02 08:00:00, None, None, None
None, -2.026, None, None, None, None, 181.3, 2016-01-02 09:00:00, None, None, None
None, 1.047, None, None, None, None, 180.6, 2016-01-02 10:00:00, None, None, None
None, 1.292, None, None, None, None, 180.1, 2016-01-02 11:00:00, None, None, None
None, 2.327, None, None, None, None, 181.2, 2016-01-02 12:00:00, None, None, None
None, 1.992, None, None, None, None, 181.3, 2016-01-02 13:00:00, None, None, None
None, 0.706, None, None, None, None, 180.9, 2016-01-02 14:00:00, None, None, None
None, 1.123, None, None, None, None, 180.8, 2016-01-02 15:00:00, None, None, None
None, 1.078, None, None, None, None, 180.4, 2016-01-02 16:00:00, None, None, None
None, -1.426, None, None, None, None, 181.8, 2016-01-02 17:00:00, None, None, None
None, -1.681, None, None, None, None, 180.2, 2016-01-02 18:00:00, None, None, None
None, -1.271, None, None, None, None, 180.5, 2016-01-02 19:00:00, None, None, None
None, -0.266, None, None, None, None, 180.2, 2016-01-02 20:00:00, None, None, None
None, -1.57, None, None, None, None, 180.2, 2016-01-02 21:00:00, None, None, None
None, -2.653, None, None, None, None, 180.6, 2016-01-02 22:00:00, None, None, None
None, -4.6, None, None, None, None, 180.1, 2016-01-02 23:00:00, None, None, None
None, -3.432, None, None, None, None, 179.9, 2016-01-03 00:00:00, None, None, None
None, -4.364, None, None, None, None, 180.3, 2016-01-03 01:00:00, None, None, None
None, -4.609, None, None, None, None, 179.8, 2016-01-03 02:00:00, None, None, None
None, -3.808, None, None, None, None, 180.2, 2016-01-03 03:00:00, None, None, None
None, -4.147, None, None, None, None, 180.0, 2016-01-03 04:00:00, None, None, None
None, -3.413, None, None, None, None, 179.6, 2016-01-03 05:00:00, None, None, None
None, -4.363, None, None, None, None, 179.9, 2016-01-03 06:00:00, None, None, None
None, -4.58, None, None, None, None, 179.4, 2016-01-03 07:00:00, None, None, None
None, -4.571, None, None, None, None, 179.8, 2016-01-03 08:00:00, None, None, None
None, -5.605, None, None, None, None, 179.5, 2016-01-03 09:00:00, None, None, None
None, -4.561, None, None, None, None, 179.8, 2016-01-03 10:00:00, None, None, None
None, -3.751, None, None, None, None, 179.5, 2016-01-03 11:00:00, None, None, None
None, -4.081, None, None, None, None, 180.0, 2016-01-03 12:00:00, None, None, None
None, -3.798, None, None, None, None, 179.5, 2016-01-03 13:00:00, None, None, None
None, -4.695, None, None, None, None, 179.4, 2016-01-03 14:00:00, None, None, None
None, -3.441, None, None, None, None, 179.5, 2016-01-03 15:00:00, None, None, None
None, -4.969, None, None, None, None, 179.2, 2016-01-03 16:00:00, None, None, None
