station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, DEW_POINT, ATMOSPHERIC_PRESSURE, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -1.082, 21.15, None, 2016-01-01 00:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 0.032, 20.76, None, 2016-01-01 01:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, 0.56, 20.6, None, 2016-01-01 02:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 1.915, 20.07, None, 2016-01-01 03:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 2.771, 19.68, None, 2016-01-01 04:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 1.396, 20.22, None, 2016-01-01 05:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 1.819, 20.09, None, 2016-01-01 06:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 1.896, 20.01, None, 2016-01-01 07:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 2.194, 19.92, None, 2016-01-01 08:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 1.665, 20.08, None, 2016-01-01 09:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 2.906, 19.71, None, 2016-01-01 10:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 3.446, 19.54, None, 2016-01-01 11:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 4.895, 19.17, None, 2016-01-01 12:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 5.536, 18.98, None, 2016-01-01 13:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.033, 19.26, None, 2016-01-01 14:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.559, 18.97, None, 2016-01-01 15:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.755, 18.98, None, 2016-01-01 16:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 4.079, 19.35, None, 2016-01-01 17:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 4.155, 19.33, None, 2016-01-01 18:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 4.446, 19.24, None, 2016-01-01 19:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 4.804, 19.14, None, 2016-01-01 20:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 4.588, 19.26, None, 2016-01-01 21:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 5.499, 18.93, None, 2016-01-01 22:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, 5.1, 19.11, None, 2016-01-01 23:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 3.698, 19.53, None, 2016-01-02 00:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, 3.467, 19.6, None, 2016-01-02 01:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 2.666, 19.84, None, 2016-01-02 02:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 0.668, 20.44, None, 2016-01-02 03:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -0.063, 20.66, None, 2016-01-02 04:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 0.216, 20.51, None, 2016-01-02 05:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, 0.379, 20.46, None, 2016-01-02 06:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, 0.715, 20.36, None, 2016-01-02 07:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 0.215, 20.51, None, 2016-01-02 08:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -0.38, 20.75, None, 2016-01-02 09:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 0.042, 20.56, None, 2016-01-02 10:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -0.256, 20.72, None, 2016-01-02 11:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, 0.964, 20.35, None, 2016-01-02 12:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 1.214, 20.34, None, 2016-01-02 13:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 0.861, 20.45, None, 2016-01-02 14:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 0.795, 20.47, None, 2016-01-02 15:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, 0.094, 20.68, None, 2016-01-02 16:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -1.213, 21.07, None, 2016-01-02 17:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.875, 21.33, None, 2016-01-02 18:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.762, 21.23, None, 2016-01-02 19:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.869, 21.2, None, 2016-01-02 20:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -2.323, 21.34, None, 2016-01-02 21:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -2.101, 21.4, None, 2016-01-02 22:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.255, 21.02, None, 2016-01-02 23:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -0.64, 20.83, None, 2016-01-03 00:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, -1.12, 20.98, None, 2016-01-03 01:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -0.054, 20.66, None, 2016-01-03 02:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, -0.678, 20.84, None, 2016-01-03 03:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, -0.746, 20.86, None, 2016-01-03 04:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, -0.851, 20.9, None, 2016-01-03 05:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None
None, -1.438, 21.14, None, 2016-01-03 06:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.65, 21.14, None, 2016-01-03 07:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -2.189, 21.36, None, 2016-01-03 08:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -2.845, 21.49, None, 2016-01-03 09:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -2.527, 21.4, None, 2016-01-03 10:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -2.749, 21.59, None, 2016-01-03 11:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -1.997, 21.3, None, 2016-01-03 12:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.39, 21.18, None, 2016-01-03 13:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.543, 21.23, None, 2016-01-03 14:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.909, 21.34, None, 2016-01-03 15:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -1.802, 21.31, None, 2016-01-03 16:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -2.901, 22.01, None, 2016-01-03 17:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -3.327, 22.95, None, 2016-01-03 18:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None
None, -3.531, 23.8, None, 2016-01-03 19:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -3.56, 25.1, None, 2016-01-03 20:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None
None, -3.987, 34.0, None, 2016-01-03 21:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None
None, -3.435, 29.62, None, 2016-01-03 22:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, -3.251, 29.61, None, 2016-01-03 23:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None
None, -4.036, 45.94, None, 2016-01-04 00:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, -3.765, 40.62, None, 2016-01-04 01:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, -3.978, 47.84, None, 2016-01-04 02:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None
None, -4.377, 49.4, None, 2016-01-04 03:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None
None, -4.056, 45.97, None, 2016-01-04 04:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
None, -3.736, 42.21, None, 2016-01-04 05:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, -4.056, 42.14, None, 2016-01-04 06:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None
None, -4.562, 47.18, None, 2016-01-04 07:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None
