station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
89.0, None, None, None, 1.908, 4.063, None, None, None, None, None, None, None, None, None, 136.7, None, None, -10.61, None, None, None, None, 40.1, None, None, None, None, 2016-01-01 00:00:00
91.0, None, None, None, 1.661, 358.2, None, None, None, None, None, None, None, None, None, 136.2, None, None, -10.41, None, None, None, None, 63.65, None, None, None, None, 2016-01-01 01:00:00
90.4, None, None, None, 4.06, 8.18, None, None, None, None, None, None, None, None, None, 136.0, None, None, -9.63, None, None, None, None, 36.12, None, None, None, None, 2016-01-01 02:00:00
90.4, None, None, None, 1.414, 53.44, None, None, None, None, None, None, None, None, None, 136.5, None, None, -9.83, None, None, None, None, 48.52, None, None, None, None, 2016-01-01 03:00:00
89.0, None, None, None, 1.614, 201.1, None, None, None, None, None, None, None, None, None, 136.6, None, None, -9.72, None, None, None, None, 61.58, None, None, None, None, 2016-01-01 04:00:00
90.1, None, None, None, 2.507, 137.6, None, None, None, None, None, None, None, None, None, 136.7, None, None, -9.67, None, None, None, None, 25.51, None, None, None, None, 2016-01-01 05:00:00
91.5, None, None, None, 3.622, 144.2, None, None, None, None, None, None, None, None, None, 136.9, None, None, -9.26, None, None, None, None, 33.07, None, None, None, None, 2016-01-01 06:00:00
91.3, None, None, None, 2.436, 102.0, None, None, None, None, None, None, None, None, None, 136.1, None, None, -8.16, None, None, None, None, 19.13, None, None, None, None, 2016-01-01 07:00:00
91.1, None, None, None, 1.833, 64.92, None, None, None, None, None, None, None, None, None, 136.5, None, None, -7.866, None, None, None, None, 48.2, None, None, None, None, 2016-01-01 08:00:00
92.0, None, None, None, 2.529, 336.5, None, None, None, None, None, None, None, None, None, 136.0, None, None, -6.545, None, None, None, None, 7.501, None, None, None, None, 2016-01-01 09:00:00
90.8, None, None, None, 3.238, 4.795, None, None, None, None, None, None, None, None, None, 135.4, None, None, -5.121, None, None, None, None, 41.44, None, None, None, None, 2016-01-01 10:00:00
93.7, None, None, None, 1.021, 101.8, None, None, None, None, None, None, None, None, None, 135.7, None, None, -3.405, None, None, None, None, 23.41, None, None, None, None, 2016-01-01 11:00:00
91.4, None, None, None, 0.823, 91.2, None, None, None, None, None, None, None, None, None, 135.0, None, None, -2.086, None, None, None, None, 70.53, None, None, None, None, 2016-01-01 12:00:00
89.6, None, None, None, 0.824, 110.3, None, None, None, None, None, None, None, None, None, 135.4, None, None, -2.07, None, None, None, None, 35.16, None, None, None, None, 2016-01-01 13:00:00
89.1, None, None, None, 0.638, 122.2, None, None, None, None, None, None, None, None, None, 135.5, None, None, -2.406, None, None, None, None, 37.88, None, None, None, None, 2016-01-01 14:00:00
88.1, None, None, None, 0.562, 107.2, None, None, None, None, None, None, None, None, None, 135.9, None, None, -3.324, None, None, None, None, 27.08, None, None, None, None, 2016-01-01 15:00:00
83.1, None, None, None, 2.568, 84.9, None, None, None, None, None, None, None, None, None, 135.3, None, None, -4.155, None, None, None, None, 18.3, None, None, None, None, 2016-01-01 16:00:00
78.49, None, None, None, 2.77, 72.03, None, None, None, None, None, None, None, None, None, 135.2, None, None, -3.602, None, None, None, None, 13.7, None, None, None, None, 2016-01-01 17:00:00
71.11, None, None, None, 4.771, 62.97, None, None, None, None, None, None, None, None, None, 135.1, None, None, -2.239, None, None, None, None, 19.77, None, None, None, None, 2016-01-01 18:00:00
44.19, None, None, None, 8.15, 49.12, None, None, None, None, None, None, None, None, None, 133.8, None, None, -0.737, None, None, None, None, 14.93, None, None, None, None, 2016-01-01 19:00:00
31.84, None, None, None, 9.8, 53.26, None, None, None, None, None, None, None, None, None, 133.3, None, None, -0.209, None, None, None, None, 16.18, None, None, None, None, 2016-01-01 20:00:00
20.71, None, None, None, 8.71, 39.2, None, None, None, None, None, None, None, None, None, 133.4, None, None, 0.898, None, None, None, None, 18.32, None, None, None, None, 2016-01-01 21:00:00
21.31, None, None, None, 8.05, 38.48, None, None, None, None, None, None, None, None, None, 133.7, None, None, 1.599, None, None, None, None, 14.48, None, None, None, None, 2016-01-01 22:00:00
20.24, None, None, None, 6.104, 35.65, None, None, None, None, None, None, None, None, None, 132.9, None, None, 1.658, None, None, None, None, 26.74, None, None, None, None, 2016-01-01 23:00:00
14.9, None, None, None, 7.208, 51.02, None, None, None, None, None, None, None, None, None, 133.2, None, None, 2.022, None, None, None, None, 15.15, None, None, None, None, 2016-01-02 00:00:00
14.49, None, None, None, 6.016, 63.08, None, None, None, None, None, None, None, None, None, 133.1, None, None, 2.674, None, None, None, None, 18.3, None, None, None, None, 2016-01-02 01:00:00
33.12, None, None, None, 10.58, 45.8, None, None, None, None, None, None, None, None, None, 132.6, None, None, -0.269, None, None, None, None, 15.04, None, None, None, None, 2016-01-02 02:00:00
29.64, None, None, None, 13.66, 53.23, None, None, None, None, None, None, None, None, None, 133.2, None, None, -0.401, None, None, None, None, 15.48, None, None, None, None, 2016-01-02 03:00:00
47.48, None, None, None, 7.825, 73.98, None, None, None, None, None, None, None, None, None, 133.2, None, None, -2.639, None, None, None, None, 25.91, None, None, None, None, 2016-01-02 04:00:00
34.82, None, None, None, 7.995, 72.19, None, None, None, None, None, None, None, None, None, 133.0, None, None, -1.302, None, None, None, None, 23.38, None, None, None, None, 2016-01-02 05:00:00
40.29, None, None, None, 6.885, 79.64, None, None, None, None, None, None, None, None, None, 132.9, None, None, -1.726, None, None, None, None, 23.74, None, None, None, None, 2016-01-02 06:00:00
42.89, None, None, None, 6.787, 78.49, None, None, None, None, None, None, None, None, None, 133.0, None, None, -2.261, None, None, None, None, 24.61, None, None, None, None, 2016-01-02 07:00:00
34.35, None, None, None, 6.376, 76.04, None, None, None, None, None, None, None, None, None, 132.9, None, None, -1.903, None, None, None, None, 24.34, None, None, None, None, 2016-01-02 08:00:00
43.07, None, None, None, 6.369, 72.69, None, None, None, None, None, None, None, None, None, 133.0, None, None, -1.204, None, None, None, None, 24.67, None, None, None, None, 2016-01-02 09:00:00
40.47, None, None, None, 3.209, 75.47, None, None, None, None, None, None, None, None, None, 132.8, None, None, -0.095, None, None, None, None, 38.68, None, None, None, None, 2016-01-02 10:00:00
32.65, None, None, None, 2.611, 93.4, None, None, None, None, None, None, None, None, None, 132.4, None, None, 0.987, None, None, None, None, 41.38, None, None, None, None, 2016-01-02 11:00:00
31.41, None, None, None, 2.532, 111.5, None, None, None, None, None, None, None, None, None, 133.2, None, None, 1.603, None, None, None, None, 42.24, None, None, None, None, 2016-01-02 12:00:00
29.93, None, None, None, 3.385, 95.2, None, None, None, None, None, None, None, None, None, 132.6, None, None, 1.721, None, None, None, None, 39.76, None, None, None, None, 2016-01-02 13:00:00
35.77, None, None, None, 2.846, 97.2, None, None, None, None, None, None, None, None, None, 132.9, None, None, 0.816, None, None, None, None, 39.09, None, None, None, None, 2016-01-02 14:00:00
34.97, None, None, None, 3.887, 81.3, None, None, None, None, None, None, None, None, None, 132.4, None, None, -0.201, None, None, None, None, 36.77, None, None, None, None, 2016-01-02 15:00:00
37.19, None, None, None, 3.188, 82.9, None, None, None, None, None, None, None, None, None, 132.6, None, None, -1.18, None, None, None, None, 53.41, None, None, None, None, 2016-01-02 16:00:00
38.06, None, None, None, 4.177, 73.83, None, None, None, None, None, None, None, None, None, 132.5, None, None, -1.784, None, None, None, None, 35.77, None, None, None, None, 2016-01-02 17:00:00
42.16, None, None, None, 6.777, 71.08, None, None, None, None, None, None, None, None, None, 132.5, None, None, -2.622, None, None, None, None, 28.2, None, None, None, None, 2016-01-02 18:00:00
42.46, None, None, None, 6.98, 64.52, None, None, None, None, None, None, None, None, None, 131.9, None, None, -2.633, None, None, None, None, 23.95, None, None, None, None, 2016-01-02 19:00:00
44.24, None, None, None, 5.543, 69.51, None, None, None, None, None, None, None, None, None, 132.7, None, None, -3.562, None, None, None, None, 24.91, None, None, None, None, 2016-01-02 20:00:00
38.2, None, None, None, 3.587, 77.6, None, None, None, None, None, None, None, None, None, 132.3, None, None, -3.471, None, None, None, None, 32.06, None, None, None, None, 2016-01-02 21:00:00
42.81, None, None, None, 6.018, 77.72, None, None, None, None, None, None, None, None, None, 132.5, None, None, -3.865, None, None, None, None, 28.79, None, None, None, None, 2016-01-02 22:00:00
37.55, None, None, None, 6.175, 61.14, None, None, None, None, None, None, None, None, None, 132.2, None, None, -3.756, None, None, None, None, 29.74, None, None, None, None, 2016-01-02 23:00:00
49.91, None, None, None, 10.02, 67.84, None, None, None, None, None, None, None, None, None, 132.6, None, None, -5.541, None, None, None, None, 25.0, None, None, None, None, 2016-01-03 00:00:00
52.44, None, None, None, 10.14, 61.73, None, None, None, None, None, None, None, None, None, 132.6, None, None, -5.552, None, None, None, None, 22.84, None, None, None, None, 2016-01-03 01:00:00
50.04, None, None, None, 12.18, 63.48, None, None, None, None, None, None, None, None, None, 132.4, None, None, -5.778, None, None, None, None, 22.39, None, None, None, None, 2016-01-03 02:00:00
47.96, None, None, None, 5.975, 76.49, None, None, None, None, None, None, None, None, None, 132.3, None, None, -5.845, None, None, None, None, 25.02, None, None, None, None, 2016-01-03 03:00:00
47.43, None, None, None, 5.298, 84.7, None, None, None, None, None, None, None, None, None, 132.5, None, None, -6.105, None, None, None, None, 24.12, None, None, None, None, 2016-01-03 04:00:00
55.04, None, None, None, 5.241, 77.24, None, None, None, None, None, None, None, None, None, 132.1, None, None, -7.479, None, None, None, None, 27.24, None, None, None, None, 2016-01-03 05:00:00
