station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
1.905, 7.41, None, None, None, 52.79, 0.0, 178.5, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-01 17:00:00, None, None, None, None
2.08, 7.41, None, None, None, 3.595, 0.0, 95.7, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-01 18:00:00, None, None, None, None
1.792, 7.28, None, None, None, 15.31, 0.0, 77.8, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-01 19:00:00, None, None, None, None
2.521, 6.392, None, None, None, 16.16, 0.0, 81.3, None, None, None, None, None, -31.0, None, None, None, None, None, None, 2016-01-01 20:00:00, None, None, None, None
2.083, 7.34, None, None, None, 7.7, 2.58, 78.3, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-01 21:00:00, None, None, None, None
2.813, 5.78, None, None, None, 21.02, 2.077, 61.22, None, None, None, None, None, -32.0, None, None, None, None, None, None, 2016-01-01 22:00:00, None, None, None, None
2.132, 6.732, None, None, None, 7.39, 7.09, 77.8, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-01 23:00:00, None, None, None, None
1.256, 8.43, None, None, None, 11.31, 10.91, 75.2, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 00:00:00, None, None, None, None
1.938, 7.21, None, None, None, 8.73, 12.91, 77.3, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-02 01:00:00, None, None, None, None
1.5, 7.82, None, None, None, 7.94, 12.81, 68.66, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 02:00:00, None, None, None, None
0.819, 8.77, None, None, None, 7.61, 10.89, 86.1, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 03:00:00, None, None, None, None
1.548, 7.55, None, None, None, 8.99, 11.75, 80.1, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-02 04:00:00, None, None, None, None
1.305, 8.09, None, None, None, 5.49, 12.0, 78.7, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 05:00:00, None, None, None, None
0.429, 9.11, None, None, None, 6.775, 12.18, 83.8, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 06:00:00, None, None, None, None
-0.203, 10.2, None, None, None, 11.12, 16.2, 74.9, None, None, None, None, None, -25.0, None, None, None, None, None, None, 2016-01-02 07:00:00, None, None, None, None
1.256, 8.3, None, None, None, 9.05, 16.53, 75.8, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 08:00:00, None, None, None, None
2.327, 6.664, None, None, None, 11.01, 4.534, 72.9, None, None, None, None, None, -30.0, None, None, None, None, None, None, 2016-01-02 09:00:00, None, None, None, None
2.911, 7.75, None, None, None, 6.333, 0.001, 85.1, None, None, None, None, None, -28.0, None, None, None, None, None, None, 2016-01-02 10:00:00, None, None, None, None
2.741, 7.55, None, None, None, 6.401, 2.051, 81.7, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 11:00:00, None, None, None, None
2.301, 8.02, None, None, None, 4.056, 0.021, 76.9, None, None, None, None, None, -29.0, None, None, None, None, None, None, 2016-01-02 12:00:00, None, None, None, None
1.706, 9.11, None, None, None, 4.736, 10.04, 85.3, None, None, None, None, None, -28.0, None, None, None, None, None, None, 2016-01-02 13:00:00, None, None, None, None
1.284, 10.8, None, None, None, 4.52, 10.69, 83.5, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2016-01-02 14:00:00, None, None, None, None
2.104, 12.43, None, None, None, 6.948, 7.58, 78.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, 2016-01-02 15:00:00, None, None, None, None
0.23, 12.64, None, None, None, 6.033, 7.54, 82.9, None, None, None, None, None, -25.0, None, None, None, None, None, None, 2016-01-02 16:00:00, None, None, None, None
1.278, 10.06, None, None, None, 7.35, 13.17, 80.6, None, None, None, None, None, -27.0, None, None, None, None, None, None, 2016-01-02 17:00:00, None, None, None, None
0.408, 11.42, None, None, None, 7.43, 19.25, 69.19, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2016-01-02 18:00:00, None, None, None, None
-1.031, 15.03, None, None, None, 10.21, 19.52, 68.51, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2016-01-02 19:00:00, None, None, None, None
0.186, 12.1, None, None, None, 10.02, 7.22, 78.3, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2016-01-02 20:00:00, None, None, None, None
0.04, 11.97, None, None, None, 2.993, 0.248, 80.3, None, None, None, None, None, -26.0, None, None, None, None, None, None, 2016-01-02 21:00:00, None, None, None, None
0.429, 10.54, None, None, None, 5.387, 2.606, 84.6, None, None, None, None, None, -27.0, None, None, None, None, None, None, 2016-01-02 22:00:00, None, None, None, None
-0.544, 12.17, None, None, None, 19.42, 0.0, 49.33, None, None, None, None, None, -24.0, None, None, None, None, None, None, 2016-01-02 23:00:00, None, None, None, None
-0.471, 12.04, None, None, None, 65.12, 0.0, 269.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, 2016-01-03 00:00:00, None, None, None, None
-0.908, 12.45, None, None, None, 53.48, 0.0, 182.0, None, None, None, None, None, -24.0, None, None, None, None, None, None, 2016-01-03 01:00:00, None, None, None, None
-2.32, 15.37, None, None, None, 32.01, 0.0, 71.6, None, None, None, None, None, -23.0, None, None, None, None, None, None, 2016-01-03 02:00:00, None, None, None, None
-3.731, 21.29, None, None, None, 18.14, 0.0, 222.2, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2016-01-03 03:00:00, None, None, None, None
-3.05, 18.3, None, None, None, 10.54, 0.0, 170.9, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2016-01-03 04:00:00, None, None, None, None
-3.731, 20.82, None, None, None, 25.92, 0.0, 196.0, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2016-01-03 05:00:00, None, None, None, None
-4.704, 23.27, None, None, None, 15.66, 0.0, 238.7, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2016-01-03 06:00:00, None, None, None, None
-5.664, 26.94, None, None, None, 65.12, 0.0, 103.6, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2016-01-03 07:00:00, None, None, None, None
-5.898, 28.72, None, None, None, 43.53, 0.0, 336.2, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2016-01-03 08:00:00, None, None, None, None
-6.531, 38.31, None, None, None, 16.99, 0.0, 214.3, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 09:00:00, None, None, None, None
-7.02, 37.9, None, None, None, 53.56, 0.0, 182.6, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-03 10:00:00, None, None, None, None
-6.247, 39.94, None, None, None, 25.92, 0.0, 66.66, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-03 11:00:00, None, None, None, None
-7.04, 41.97, None, None, None, 33.99, 0.0, 71.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 12:00:00, None, None, None, None
-6.961, 41.28, None, None, None, 25.73, 0.0, 101.5, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 13:00:00, None, None, None, None
-7.19, 41.33, None, None, None, 67.52, 0.0, 34.68, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 14:00:00, None, None, None, None
-6.621, 43.15, None, None, None, 62.63, 0.0, 18.97, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-03 15:00:00, None, None, None, None
-7.77, 43.03, None, None, None, 40.98, 0.0, 233.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 16:00:00, None, None, None, None
-7.98, 42.24, None, None, None, 25.8, 0.0, 152.5, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 17:00:00, None, None, None, None
-8.1, 43.0, None, None, None, 29.8, 0.0, 110.9, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 18:00:00, None, None, None, None
-8.24, 44.16, None, None, None, 50.12, 0.0, 155.1, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 19:00:00, None, None, None, None
-8.14, 44.98, None, None, None, 34.86, 0.0, 100.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-03 20:00:00, None, None, None, None
-8.09, 51.99, None, None, None, 50.86, 0.0, 108.8, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-03 21:00:00, None, None, None, None
-7.84, 61.05, None, None, None, 28.93, 0.0, 134.9, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2016-01-03 22:00:00, None, None, None, None
-7.89, 67.58, None, None, None, 37.82, 0.0, 103.7, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2016-01-03 23:00:00, None, None, None, None
-8.28, 64.85, None, None, None, 16.85, 0.0, 83.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2016-01-04 00:00:00, None, None, None, None
-7.89, 70.2, None, None, None, 18.21, 0.0, 86.6, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2016-01-04 01:00:00, None, None, None, None
-8.53, 72.5, None, None, None, 7.06, 0.0, 83.8, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2016-01-04 02:00:00, None, None, None, None
-8.33, 74.6, None, None, None, 5.061, 0.0, 73.9, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2016-01-04 03:00:00, None, None, None, None
-8.04, 74.8, None, None, None, 14.4, 0.0, 81.2, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2016-01-04 04:00:00, None, None, None, None
-8.28, 76.2, None, None, None, 6.326, 0.0, 75.8, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2016-01-04 05:00:00, None, None, None, None
-8.48, 76.8, None, None, None, 9.02, 0.0, 69.36, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2016-01-04 06:00:00, None, None, None, None
-8.28, 84.0, None, None, None, 23.24, 0.0, 87.5, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2016-01-04 07:00:00, None, None, None, None
-6.239, 77.8, None, None, None, 29.35, 0.0, 102.1, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2016-01-04 08:00:00, None, None, None, None
-7.08, 81.2, None, None, None, 23.59, 0.0, 86.4, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2016-01-04 09:00:00, None, None, None, None
-6.991, 81.4, None, None, None, 9.55, 0.0, 72.1, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2016-01-04 10:00:00, None, None, None, None
-7.58, 79.0, None, None, None, 12.87, 0.0, 69.51, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2016-01-04 11:00:00, None, None, None, None
-7.63, 81.6, None, None, None, 11.09, 0.0, 57.37, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2016-01-04 12:00:00, None, None, None, None
-7.64, 86.1, None, None, None, 7.25, 0.0, 50.89, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2016-01-04 13:00:00, None, None, None, None
-7.48, 91.6, None, None, None, 7.48, 0.0, 55.23, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-04 14:00:00, None, None, None, None
-7.33, 92.6, None, None, None, 6.359, 0.0, 61.59, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-04 15:00:00, None, None, None, None
-6.894, 93.0, None, None, None, 8.23, 0.0, 61.21, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-04 16:00:00, None, None, None, None
-6.408, 93.3, None, None, None, 9.04, 0.0, 55.34, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-04 17:00:00, None, None, None, None
-5.872, 93.4, None, None, None, 13.23, 0.0, 55.21, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-04 18:00:00, None, None, None, None
-5.337, 93.9, None, None, None, 11.82, 0.0, 75.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-04 19:00:00, None, None, None, None
-5.532, 90.7, None, None, None, 8.99, 8.35, 69.75, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-04 20:00:00, None, None, None, None
-3.877, 79.1, None, None, None, 21.83, 19.6, 76.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-04 21:00:00, None, None, None, None
-5.246, 90.3, None, None, None, 20.58, 7.59, 65.74, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-04 22:00:00, None, None, None, None
-4.852, 89.9, None, None, None, 10.82, 11.69, 72.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-04 23:00:00, None, None, None, None
-4.852, 92.1, None, None, None, 7.51, 13.14, 69.22, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 00:00:00, None, None, None, None
-4.851, 92.0, None, None, None, 9.81, 16.06, 74.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 01:00:00, None, None, None, None
-5.094, 94.4, None, None, None, 5.884, 11.09, 70.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 02:00:00, None, None, None, None
-4.996, 94.5, None, None, None, 9.58, 10.11, 73.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 03:00:00, None, None, None, None
-4.852, 94.4, None, None, None, 10.44, 14.55, 82.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 04:00:00, None, None, None, None
-4.708, 94.5, None, None, None, 10.2, 14.9, 81.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 05:00:00, None, None, None, None
-4.571, 94.1, None, None, None, 11.13, 13.8, 83.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 06:00:00, None, None, None, None
-4.043, 90.0, None, None, None, 28.99, 8.78, 92.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 07:00:00, None, None, None, None
-3.852, 87.1, None, None, None, 40.75, 2.779, 84.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 08:00:00, None, None, None, None
-4.192, 89.9, None, None, None, 23.43, 10.28, 73.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 09:00:00, None, None, None, None
-3.073, 83.8, None, None, None, 29.18, 6.437, 69.93, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 10:00:00, None, None, None, None
-3.125, 85.7, None, None, None, 38.96, 1.97, 147.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 11:00:00, None, None, None, None
-3.291, 83.4, None, None, None, 30.67, 0.137, 116.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-05 12:00:00, None, None, None, None
-3.0, 79.7, None, None, None, 78.4, 0.056, 27.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 13:00:00, None, None, None, None
-3.194, 80.4, None, None, None, 27.27, 0.225, 143.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 14:00:00, None, None, None, None
-3.583, 82.5, None, None, None, 17.82, 0.34, 129.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 15:00:00, None, None, None, None
-3.804, 84.9, None, None, None, 8.8, 0.039, 157.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 16:00:00, None, None, None, None
-3.706, 85.5, None, None, None, 33.23, 0.0, 195.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 17:00:00, None, None, None, None
-3.56, 82.8, None, None, None, 9.8, 0.081, 68.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 18:00:00, None, None, None, None
-3.511, 80.8, None, None, None, 15.96, 0.05, 106.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 19:00:00, None, None, None, None
-3.511, 78.5, None, None, None, 7.27, 0.249, 107.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 20:00:00, None, None, None, None
-3.706, 80.2, None, None, None, 13.55, 0.159, 106.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-05 21:00:00, None, None, None, None
-3.414, 75.3, None, None, None, 7.69, 0.466, 102.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-05 22:00:00, None, None, None, None
-3.219, 73.9, None, None, None, 12.97, 0.088, 150.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-05 23:00:00, None, None, None, None
-3.122, 72.8, None, None, None, 20.07, 0.994, 84.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-06 00:00:00, None, None, None, None
-2.927, 71.5, None, None, None, 21.28, 0.0, 102.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-06 01:00:00, None, None, None, None
-2.927, 71.8, None, None, None, 14.15, 0.164, 108.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-06 02:00:00, None, None, None, None
-3.171, 74.0, None, None, None, 16.24, 0.0, 90.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-06 03:00:00, None, None, None, None
-3.657, 77.2, None, None, None, 16.78, 0.0, 95.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-06 04:00:00, None, None, None, None
-4.287, 84.7, None, None, None, 7.02, 7.83, 81.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 05:00:00, None, None, None, None
-4.272, 86.4, None, None, None, 8.02, 9.18, 78.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 06:00:00, None, None, None, None
-4.564, 90.1, None, None, None, 4.893, 15.91, 74.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 07:00:00, None, None, None, None
-4.086, 86.0, None, None, None, 0.845, 0.008, 87.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 08:00:00, None, None, None, None
-4.094, 84.6, None, None, None, 2.495, 0.312, 86.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 09:00:00, None, None, None, None
-3.852, 83.2, None, None, None, 6.969, 0.235, 83.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 10:00:00, None, None, None, None
-3.706, 84.2, None, None, None, 3.638, 0.205, 70.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-06 11:00:00, None, None, None, None
-1.036, 73.3, None, None, None, 7.06, 0.0, 88.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 12:00:00, None, None, None, None
-2.854, 85.2, None, None, None, 36.18, 0.0, 107.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 13:00:00, None, None, None, None
-4.07, 90.1, None, None, None, 40.32, 0.0, 109.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 14:00:00, None, None, None, None
-2.951, 86.1, None, None, None, 48.61, 0.0, 204.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 15:00:00, None, None, None, None
-3.673, 88.5, None, None, None, 31.14, 0.0, 88.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 16:00:00, None, None, None, None
-3.657, 89.3, None, None, None, 13.61, 0.0, 58.92, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 17:00:00, None, None, None, None
-4.095, 94.1, None, None, None, 12.57, 0.0, 80.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 18:00:00, None, None, None, None
-4.046, 94.9, None, None, None, 4.454, 0.0, 85.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 19:00:00, None, None, None, None
-4.533, 94.7, None, None, None, 4.101, 0.0, 78.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 20:00:00, None, None, None, None
-4.338, 94.9, None, None, None, 8.8, 0.0, 79.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 21:00:00, None, None, None, None
-4.679, 94.8, None, None, None, 7.06, 0.0, 73.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 22:00:00, None, None, None, None
-4.581, 94.8, None, None, None, 6.103, 0.0, 72.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-06 23:00:00, None, None, None, None
-4.625, 94.6, None, None, None, 13.37, 0.0, 57.89, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-07 00:00:00, None, None, None, None
-4.723, 94.5, None, None, None, 6.622, 0.0, 63.07, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-07 01:00:00, None, None, None, None
-4.819, 94.5, None, None, None, 7.02, 0.0, 63.81, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-07 02:00:00, None, None, None, None
-5.056, 94.3, None, None, None, 11.81, 0.0, 56.23, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 03:00:00, None, None, None, None
-5.101, 94.3, None, None, None, 10.0, 1.95, 39.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 04:00:00, None, None, None, None
-5.053, 94.1, None, None, None, 10.86, 11.33, 56.44, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 05:00:00, None, None, None, None
-5.148, 94.2, None, None, None, 8.59, 12.55, 65.26, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 06:00:00, None, None, None, None
-5.289, 93.9, None, None, None, 10.08, 7.31, 71.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 07:00:00, None, None, None, None
-5.386, 93.9, None, None, None, 7.01, 0.021, 274.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 08:00:00, None, None, None, None
-5.483, 93.7, None, None, None, 13.97, 2.01, 335.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 09:00:00, None, None, None, None
-5.302, 93.9, None, None, None, 2.791, 0.02, 2.958, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 10:00:00, None, None, None, None
-4.873, 93.6, None, None, None, 20.44, 0.0, 326.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 11:00:00, None, None, None, None
-4.015, 93.6, None, None, None, 37.42, 0.0, 256.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, 2016-01-07 12:00:00, None, None, None, None
-5.14, 93.4, None, None, None, 14.55, 0.0, 200.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 13:00:00, None, None, None, None
-5.48, 93.7, None, None, None, 14.17, 0.0, 223.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 14:00:00, None, None, None, None
-5.423, 93.4, None, None, None, 16.77, 0.0, 197.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, 2016-01-07 15:00:00, None, None, None, None
-5.847, 93.7, None, None, None, 14.52, 0.0, 213.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-07 16:00:00, None, None, None, None
-6.138, 93.6, None, None, None, 15.98, 0.0, 234.1, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-07 17:00:00, None, None, None, None
-6.659, 93.3, None, None, None, 10.59, 0.0, 228.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, 2016-01-07 18:00:00, None, None, None, None
-6.748, 93.0, None, None, None, 8.69, 0.0, 217.2, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-07 19:00:00, None, None, None, None
-6.7, 92.9, None, None, None, 33.64, 0.0, 221.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-07 20:00:00, None, None, None, None
-7.43, 92.3, None, None, None, 2.165, 0.0, 317.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, 2016-01-07 21:00:00, None, None, None, None
