station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, time, max_air_temp_snc_last_reset, MINIMUM_AIR_TEMPERATURE, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, snw_dpth, HEIGHT_OF_SNOW
None, None, -13.69, None, 2016-01-04 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.93
None, None, -19.93, None, 2016-01-05 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.99
None, None, -18.12, None, 2016-01-05 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.98
None, None, -16.89, None, 2016-01-05 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.63
None, None, -17.19, None, 2016-01-05 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.0
None, None, -16.94, None, 2016-01-05 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.71
None, None, -17.3, None, 2016-01-05 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.77
None, None, -16.7, None, 2016-01-05 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.6
None, None, -16.82, None, 2016-01-05 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.64
None, None, -15.3, None, 2016-01-05 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.79
None, None, -14.98, None, 2016-01-05 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.79
None, None, -15.34, None, 2016-01-05 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.76
None, None, -15.0, None, 2016-01-06 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.92
None, None, -15.5, None, 2016-01-06 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.76
None, None, -15.79, None, 2016-01-06 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.7
None, None, -16.64, None, 2016-01-06 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.65
None, None, -17.14, None, 2016-01-06 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.87
None, None, -17.38, None, 2016-01-06 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.79
None, None, -17.67, None, 2016-01-06 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.88
None, None, -18.06, None, 2016-01-06 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.97
None, None, -18.03, None, 2016-01-06 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.02
None, None, -17.9, None, 2016-01-06 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.07
None, None, -17.18, None, 2016-01-06 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.09
None, None, -14.93, None, 2016-01-06 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.86
None, None, -12.93, None, 2016-01-06 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.01
None, None, -11.57, None, 2016-01-06 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.11
None, None, -10.03, None, 2016-01-06 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.22
None, None, -9.59, None, 2016-01-06 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.25
None, None, -9.54, None, 2016-01-06 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.34
None, None, -10.3, None, 2016-01-06 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.13
