station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, snwfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, None, -5.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 16:00:00, None, 24.7, None
None, None, -5.214, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 17:00:00, None, 24.74, None
None, None, -5.482, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 18:00:00, None, 24.59, None
None, None, -5.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 19:00:00, None, 24.65, None
None, None, -5.702, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 20:00:00, None, 24.64, None
None, None, -5.635, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 21:00:00, None, 24.65, None
None, None, -5.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 22:00:00, None, 24.69, None
None, None, -5.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 23:00:00, None, 24.54, None
None, None, -6.364, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 00:00:00, None, 24.59, None
None, None, -6.266, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 01:00:00, None, 24.51, None
None, None, -6.442, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 02:00:00, None, 24.44, None
None, None, -6.401, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 03:00:00, None, 24.57, None
None, None, -6.335, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 04:00:00, None, 24.6, None
None, None, -6.516, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 05:00:00, None, 24.64, None
None, None, -6.517, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 06:00:00, None, 24.64, None
None, None, -6.719, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 07:00:00, None, 24.67, None
None, None, -6.962, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 08:00:00, None, 24.66, None
None, None, -7.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 09:00:00, None, 24.61, None
None, None, -7.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 10:00:00, None, 24.64, None
None, None, -6.593, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 11:00:00, None, 24.66, None
None, None, -6.239, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 12:00:00, None, 24.72, None
None, None, -5.836, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 13:00:00, None, 24.76, None
None, None, -5.875, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 14:00:00, None, 24.71, None
None, None, -5.597, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 15:00:00, None, 24.7, None
None, None, -6.201, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 16:00:00, None, 24.68, None
None, None, -6.423, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 17:00:00, None, 24.59, None
None, None, -6.374, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 18:00:00, None, 24.67, None
None, None, -6.672, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 19:00:00, None, 24.66, None
None, None, -6.671, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 20:00:00, None, 24.62, None
None, None, -6.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 21:00:00, None, 24.66, None
None, None, -7.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 22:00:00, None, 24.63, None
None, None, -7.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 23:00:00, None, 24.55, None
None, None, -7.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 00:00:00, None, 24.56, None
None, None, -7.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 01:00:00, None, 24.64, None
None, None, -7.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 02:00:00, None, 24.64, None
None, None, -7.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 03:00:00, None, 24.76, None
None, None, -8.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 04:00:00, None, 24.66, None
None, None, -8.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 05:00:00, None, 24.62, None
None, None, -8.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 06:00:00, None, 24.58, None
None, None, -8.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 07:00:00, None, 24.6, None
None, None, -8.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 08:00:00, None, 24.64, None
None, None, -9.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 09:00:00, None, 24.62, None
None, None, -9.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 10:00:00, None, 24.51, None
None, None, -8.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 11:00:00, None, 24.57, None
None, None, -7.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 12:00:00, None, 24.54, None
None, None, -6.954, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 13:00:00, None, 24.54, None
None, None, -6.965, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 14:00:00, None, 24.42, None
None, None, -6.975, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 15:00:00, None, 24.49, None
None, None, -7.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 16:00:00, None, 24.47, None
None, None, -7.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 17:00:00, None, 24.45, None
None, None, -7.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 18:00:00, None, 24.41, None
None, None, -7.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 19:00:00, None, 24.44, None
None, None, -7.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 20:00:00, None, 24.41, None
None, None, -8.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 21:00:00, None, 24.4, None
None, None, -8.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 22:00:00, None, 24.38, None
None, None, -8.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-03 23:00:00, None, 24.37, None
None, None, -8.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 00:00:00, None, 24.35, None
None, None, -8.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 01:00:00, None, 24.37, None
None, None, -8.69, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 02:00:00, None, 24.34, None
None, None, -8.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 03:00:00, None, 24.29, None
None, None, -9.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 04:00:00, None, 24.33, None
None, None, -8.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 05:00:00, None, 24.3, None
None, None, -9.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 06:00:00, None, 24.3, None
None, None, -9.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 07:00:00, None, 24.26, None
None, None, -8.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 08:00:00, None, 24.24, None
None, None, -8.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 09:00:00, None, 24.26, None
None, None, -8.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 10:00:00, None, 24.22, None
None, None, -8.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 11:00:00, None, 24.25, None
None, None, -7.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 12:00:00, None, 24.2, None
None, None, -7.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 13:00:00, None, 24.19, None
None, None, -6.451, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 14:00:00, None, 24.17, None
None, None, -5.702, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 15:00:00, None, 24.17, None
None, None, -6.278, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 16:00:00, None, 24.18, None
None, None, -6.722, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 17:00:00, None, 24.11, None
None, None, -6.974, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 18:00:00, None, 24.09, None
None, None, -7.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 19:00:00, None, 24.1, None
None, None, -7.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 20:00:00, None, 24.0, None
None, None, -7.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 21:00:00, None, 24.05, None
None, None, -7.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 22:00:00, None, 24.03, None
None, None, -7.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 23:00:00, None, 23.85, None
None, None, -6.728, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 00:00:00, None, 24.08, None
None, None, -8.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 01:00:00, None, 23.99, None
None, None, -8.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 02:00:00, None, 23.99, None
None, None, -8.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 03:00:00, None, 23.95, None
None, None, -8.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 04:00:00, None, 23.94, None
None, None, -8.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 05:00:00, None, 23.98, None
None, None, -8.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 06:00:00, None, 23.93, None
None, None, -7.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 07:00:00, None, 23.93, None
None, None, -6.758, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 08:00:00, None, 24.03, None
None, None, -7.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 09:00:00, None, 23.89, None
None, None, -6.188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 10:00:00, None, 24.04, None
None, None, -5.765, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 11:00:00, None, 24.13, None
None, None, -5.241, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 12:00:00, None, 23.92, None
None, None, -4.109, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 13:00:00, None, 23.87, None
None, None, -4.546, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 14:00:00, None, 23.88, None
None, None, -3.042, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 15:00:00, None, 23.77, None
None, None, -3.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 16:00:00, None, 23.75, None
None, None, -5.902, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 17:00:00, None, 23.87, None
None, None, -5.855, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 18:00:00, None, 23.77, None
None, None, -4.995, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 19:00:00, None, 23.73, None
None, None, -4.548, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 20:00:00, None, 23.76, None
None, None, -4.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 21:00:00, None, 23.71, None
None, None, -6.637, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 22:00:00, None, 23.76, None
None, None, -5.673, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 23:00:00, None, 23.79, None
None, None, -5.317, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 00:00:00, None, 23.75, None
None, None, -5.674, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 01:00:00, None, 23.71, None
None, None, -4.909, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 02:00:00, None, 23.72, None
None, None, -4.785, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 03:00:00, None, 23.66, None
None, None, -4.386, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 04:00:00, None, 23.65, None
None, None, -3.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 05:00:00, None, 23.7, None
None, None, -3.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 06:00:00, None, 23.7, None
None, None, -2.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 07:00:00, None, 23.6, None
None, None, -2.222, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 09:00:00, None, 23.59, None
None, None, -2.193, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 10:00:00, None, 23.57, None
None, None, -1.546, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 11:00:00, None, 23.65, None
None, None, -1.087, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 12:00:00, None, 23.44, None
None, None, -0.633, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 13:00:00, None, 23.53, None
None, None, -0.521, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 14:00:00, None, 23.47, None
None, None, -0.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 15:00:00, None, 23.41, None
None, None, -0.538, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 16:00:00, None, 23.29, None
None, None, -1.121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 17:00:00, None, 23.27, None
None, None, -0.912, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 18:00:00, None, 23.13, None
None, None, -0.732, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 19:00:00, None, 23.03, None
None, None, -0.807, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 20:00:00, None, 22.56, None
None, None, -0.941, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 21:00:00, None, 22.57, None
None, None, -0.704, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 22:00:00, None, 22.38, None
None, None, -0.584, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 23:00:00, None, 22.43, None
None, None, -1.108, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 00:00:00, None, 22.82, None
None, None, -1.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 01:00:00, None, 23.09, None
None, None, -2.033, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 02:00:00, None, 22.99, None
None, None, -0.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 03:00:00, None, 22.74, None
None, None, -1.367, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 04:00:00, None, 22.8, None
None, None, -1.245, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 05:00:00, None, 22.78, None
None, None, -1.086, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 06:00:00, None, 22.52, None
None, None, -1.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 07:00:00, None, 22.62, None
None, None, -1.779, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 08:00:00, None, 22.75, None
None, None, -1.638, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 09:00:00, None, 22.69, None
None, None, -1.311, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 10:00:00, None, 22.71, None
None, None, -1.903, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 11:00:00, None, 22.82, None
None, None, 0.027, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 12:00:00, None, 22.62, None
None, None, -0.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 13:00:00, None, 22.83, None
None, None, 1.409, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 14:00:00, None, 22.81, None
None, None, 1.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 15:00:00, None, 22.73, None
None, None, 1.262, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 16:00:00, None, 22.63, None
None, None, 1.269, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 17:00:00, None, 22.67, None
None, None, 0.145, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 18:00:00, None, 22.9, None
None, None, -0.343, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 19:00:00, None, 22.73, None
None, None, 0.986, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 20:00:00, None, 22.83, None
None, None, -0.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 21:00:00, None, 22.87, None
None, None, -0.334, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 22:00:00, None, 22.65, None
None, None, -1.019, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 23:00:00, None, 22.72, None
None, None, -0.681, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 00:00:00, None, 22.77, None
None, None, 0.004, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 01:00:00, None, 22.75, None
None, None, -0.147, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 02:00:00, None, 22.65, None
None, None, -0.887, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 03:00:00, None, 22.53, None
None, None, -1.525, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 04:00:00, None, 22.78, None
None, None, -2.327, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 05:00:00, None, 22.68, None
None, None, -1.011, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 06:00:00, None, 22.5, None
None, None, -1.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 07:00:00, None, 22.68, None
None, None, -2.541, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 08:00:00, None, 22.61, None
None, None, -2.616, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 09:00:00, None, 22.65, None
None, None, -2.165, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 10:00:00, None, 22.63, None
None, None, -2.776, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 11:00:00, None, 22.65, None
None, None, -1.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 12:00:00, None, 22.64, None
None, None, -1.821, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 13:00:00, None, 22.61, None
None, None, -1.158, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 14:00:00, None, 22.61, None
None, None, -0.727, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 15:00:00, None, 22.59, None
None, None, -1.177, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 16:00:00, None, 22.53, None
None, None, -1.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 17:00:00, None, 22.57, None
None, None, -1.351, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 18:00:00, None, 22.55, None
None, None, -1.302, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 19:00:00, None, 22.59, None
None, None, -1.396, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 20:00:00, None, 22.53, None
None, None, -1.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 21:00:00, None, 22.52, None
None, None, -1.33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 22:00:00, None, 22.51, None
None, None, -1.307, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 23:00:00, None, 22.52, None
None, None, -1.353, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 00:00:00, None, 22.4, None
None, None, -1.337, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 01:00:00, None, 22.34, None
None, None, -1.408, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 02:00:00, None, 22.25, None
None, None, -1.508, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 03:00:00, None, 22.11, None
None, None, -1.659, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 04:00:00, None, 22.0, None
None, None, -1.808, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 05:00:00, None, 21.98, None
None, None, -2.166, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 06:00:00, None, 21.71, None
None, None, -2.523, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 07:00:00, None, 21.33, None
None, None, -2.823, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 08:00:00, None, 21.12, None
None, None, -2.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 09:00:00, None, 20.78, None
None, None, -3.059, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 10:00:00, None, 21.14, None
None, None, -3.531, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 11:00:00, None, 21.07, None
None, None, -3.824, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 12:00:00, None, 21.91, None
None, None, -3.985, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 13:00:00, None, 21.86, None
None, None, -4.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 14:00:00, None, 17.67, None
None, None, -3.995, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 15:00:00, None, 19.88, None
None, None, -3.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 16:00:00, None, None, None
None, None, -3.919, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 17:00:00, None, 20.73, None
None, None, -3.825, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 18:00:00, None, 20.94, None
None, None, -3.919, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 19:00:00, None, 21.76, None
None, None, -3.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 20:00:00, None, 23.06, None
None, None, -3.702, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 21:00:00, None, 21.51, None
None, None, -3.702, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 22:00:00, None, 22.71, None
None, None, -3.683, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 23:00:00, None, 23.65, None
