max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-3.5,-6999.0,27.9,7.2,-6999.0,-4.9,-5.0, 0.0,241.0,0.0,2020-03-11 00:00:00,387.0,-6999.0,11
-3.5,-6999.0,29.2,8.9,-6999.0,-5.2,-5.3, 0.0,252.0,0.0,2020-03-11 01:00:00,387.0,-6999.0,11
-3.5,-6999.0,31.8,10.2,-6999.0,-5.2,-5.5, 0.0,251.0,0.0,2020-03-11 02:00:00,386.0,-6999.0,11
-3.5,-6999.0,33.0,10.8,-6999.0,-5.4,-5.5, 0.0,244.0,0.0,2020-03-11 03:00:00,386.0,-6999.0,11
-3.5,-6999.0,33.6,11.9,-6999.0,-5.8,-5.8, 0.0,245.0,0.0,2020-03-11 04:00:00,386.0,-6999.0,11
-3.5,-6999.0,26.2,9.0,-6999.0,-5.9,-5.9, 0.0,250.0,0.0,2020-03-11 05:00:00,385.0,-6999.0,11
-3.5,-6999.0,14.5,4.5,-6999.0,-5.8,-5.9, 0.0,258.0,-1.0,2020-03-11 06:00:00,385.0,-6999.0,11
-5.7,-6999.0,14.5,2.2,-6999.0,-5.9,-6.0, 0.0,246.0,0.0,2020-03-11 07:00:00,384.0,-6999.0,11
-5.7,-6999.0,10.2,0.8,-6999.0,-6.0,-6.1, 0.0,298.0,0.0,2020-03-11 08:00:00,384.0,-6999.0,11
-5.4,-6999.0,15.7,1.8,-6999.0,-5.4,-6.1, 0.0,25.0,0.0,2020-03-11 09:00:00,384.0,-6999.0,11
-5.1,-6999.0,9.3,1.9,-6999.0,-5.1,-6.1, 0.0,21.0,1.0,2020-03-11 10:00:00,385.0,-6999.0,11
-4.5,-6999.0,7.4,0.9,-6999.0,-4.5,-6.1, 0.0,260.0,2.0,2020-03-11 11:00:00,387.0,-6999.0,11
-4.2,-6999.0,19.9,4.8,-6999.0,-4.6,-6.1, 0.0,237.0,0.0,2020-03-11 12:00:00,388.0,-6999.0,11
-4.2,-6999.0,32.0,12.8,-6999.0,-4.8,-6.1, 0.0,242.0,-1.0,2020-03-11 13:00:00,387.0,-6999.0,11
-4.2,-6999.0,26.5,11.1,-6999.0,-5.4,-6.1, 0.0,243.0,0.0,2020-03-11 14:00:00,386.0,-6999.0,11
-4.2,-6999.0,30.4,11.5,-6999.0,-5.7,-6.1, 0.0,241.0,0.0,2020-03-11 15:00:00,387.0,-6999.0,11
-4.2,-6999.0,34.3,11.7,-6999.0,-5.3,-6.1, 0.0,245.0,0.0,2020-03-11 16:00:00,386.0,-6999.0,11
-4.2,-6999.0,29.3,13.7,-6999.0,-5.5,-6.1, 0.0,249.0,-1.0,2020-03-11 17:00:00,386.0,-6999.0,11
-4.2,-6999.0,24.8,9.8,-6999.0,-6.0,-6.1, 0.0,248.0,-1.0,2020-03-11 18:00:00,385.0,-6999.0,11
-6.0,-6999.0,25.5,9.4,-6999.0,-6.3,-6.3, 0.0,243.0,0.0,2020-03-11 19:00:00,385.0,-6999.0,11
-6.0,-6999.0,46.9,13.5,-6999.0,-6.8,-6.8, 0.0,253.0,0.0,2020-03-11 20:00:00,384.0,-6999.0,11
-6.0,-6999.0,30.4,11.4,-6999.0,-6.8,-7.2, 0.0,255.0,-1.0,2020-03-11 21:00:00,384.0,-6999.0,11
-6.0,-6999.0,36.5,14.2,-6999.0,-6.9,-7.2, 0.0,252.0,-1.0,2020-03-11 22:00:00,383.0,-6999.0,11
-6.0,-6999.0,36.7,13.6,-6999.0,-7.0,-7.2, 0.0,253.0,1.0,2020-03-11 23:00:00,385.0,-6999.0,11
