pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -1.123, None,2020-03-11 00:00:00, 1.6, None, -6999.0, -1.1, -1.2, 0.1, 0.0, -6999.0, None, None, 79.0, 78.72,11
None, None, -1.305, None,2020-03-11 01:00:00, 1.6, None, -6999.0, -1.3, -1.3, 0.0, 0.0, -6999.0, None, None, 79.0, 78.65,11
None, None, -1.48, None,2020-03-11 02:00:00, 1.6, None, -6999.0, -1.5, -1.5, 0.0, 0.0, -6999.0, None, None, 79.0, 78.56,11
None, None, -2.15, None,2020-03-11 03:00:00, 1.6, None, -6999.0, -2.2, -2.1, 0.0, 0.0, -6999.0, None, None, 79.0, 78.59,11
None, None, -2.57, None,2020-03-11 04:00:00, 1.6, None, -6999.0, -2.6, -2.6, 0.0, 0.0, -6999.0, None, None, 79.0, 78.53,11
None, None, -2.523, None,2020-03-11 05:00:00, 1.6, None, -6999.0, -2.5, -2.6, 0.0, 0.0, -6999.0, None, None, 78.0, 78.47,11
None, None, -2.587, None,2020-03-11 06:00:00, 1.6, None, -6999.0, -2.6, -2.9, 0.0, 0.0, -6999.0, None, None, 78.0, 78.4,11
None, None, -2.499, None,2020-03-11 07:00:00, -2.3, None, -6999.0, -2.5, -2.6, 0.2, 0.0, -6999.0, None, None, 78.0, 78.39,11
None, None, -3.272, None,2020-03-11 08:00:00, -2.3, None, -6999.0, -3.3, -3.2, 0.1, 0.0, -6999.0, None, None, 78.0, 78.08,11
None, None, -2.954, None,2020-03-11 09:00:00, -2.3, None, -6999.0, -3.0, -3.3, 0.0, 0.0, -6999.0, None, None, 78.0, 78.15,11
None, None, -2.493, None,2020-03-11 10:00:00, -2.3, None, -6999.0, -2.5, -3.3, 0.5, 0.0, -6999.0, None, None, 78.0, 77.99,11
None, None, -2.013, None,2020-03-11 11:00:00, -2.0, None, -6999.0, -2.0, -3.3, 0.3, 2.0, -6999.0, None, None, 79.0, 79.43,11
None, None, -0.118, None,2020-03-11 12:00:00, -0.2, None, -6999.0, -0.1, -3.3, 0.1, 0.0, -6999.0, None, None, 79.0, 79.19,11
None, None, 0.526, None,2020-03-11 13:00:00, 0.7, None, -6999.0, 0.5, -3.3, -0.1, 2.0, -6999.0, None, None, 81.0, 80.6,11
None, None, 0.888, None,2020-03-11 14:00:00, 1.8, None, -6999.0, 0.9, -3.3, -0.1, -2.0, -6999.0, None, None, 79.0, 78.64,11
None, None, 2.062, None,2020-03-11 15:00:00, 2.6, None, -6999.0, 2.1, -3.3, 0.4, -1.0, -6999.0, None, None, 78.0, 78.06,11
None, None, 2.153, None,2020-03-11 16:00:00, 2.6, None, -6999.0, 2.2, -3.3, 0.1, 0.0, -6999.0, None, None, 78.0, 77.6,11
None, None, 1.23, None,2020-03-11 17:00:00, 2.6, None, -6999.0, 1.2, -3.3, 0.3, 2.0, -6999.0, None, None, 79.0, 78.93,11
None, None, 0.666, None,2020-03-11 18:00:00, 2.6, None, -6999.0, 0.7, -3.3, 0.0, 0.0, -6999.0, None, None, 79.0, 78.79,11
None, None, -0.51, None,2020-03-11 19:00:00, 0.8, None, -6999.0, -0.5, -0.5, -0.1, 0.0, -6999.0, None, None, 79.0, 78.8,11
None, None, -2.691, None,2020-03-11 20:00:00, 0.8, None, -6999.0, -2.7, -2.7, 0.0, 0.0, -6999.0, None, None, 79.0, 78.74,11
None, None, -3.337, None,2020-03-11 21:00:00, 0.8, None, -6999.0, -3.3, -3.3, -0.1, 0.0, -6999.0, None, None, 79.0, 78.69,11
None, None, -4.299, None,2020-03-11 22:00:00, 0.8, None, -6999.0, -4.3, -4.3, 0.1, 0.0, -6999.0, None, None, 79.0, 78.8,11
None, None, -4.598, None,2020-03-11 23:00:00, 0.8, None, -6999.0, -4.6, -4.7, 0.1, 0.0, -6999.0, None, None, 79.0, 78.79,11
None, None, -5.07, None,2020-03-12 00:00:00, 0.8, None, -6999.0, -5.1, -5.1, -0.1, 0.0, -6999.0, None, None, 79.0, 78.72,11
None, None, -5.81, None,2020-03-12 01:00:00, 0.8, None, -6999.0, -5.8, -5.8, -0.2, 0.0, -6999.0, None, None, 79.0, 78.72,11
None, None, -5.67, None,2020-03-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 78.69,11
None, None, -5.996, None,2020-03-12 03:00:00, 0.8, None, -6999.0, -6.0, -6.0, 0.0, 0.0, -6999.0, None, None, 79.0, 78.57,11
None, None, -5.636, None,2020-03-12 04:00:00, 0.8, None, -6999.0, -5.6, -6.2, 0.1, 0.0, -6999.0, None, None, 79.0, 78.6,11
None, None, -5.209, None,2020-03-12 05:00:00, 0.8, None, -6999.0, -5.2, -6.2, 0.1, 0.0, -6999.0, None, None, 78.0, 78.46,11
None, None, -6.13, None,2020-03-12 06:00:00, 0.8, None, -6999.0, -6.1, -6.2, 0.1, 1.0, -6999.0, None, None, 79.0, 79.32,11
None, None, -6.66, None,2020-03-12 07:00:00, -6.1, None, -6999.0, -6.7, -6.6, 0.9, 0.0, -6999.0, None, None, 79.0, 79.38,11
None, None, -7.03, None,2020-03-12 08:00:00, -6.1, None, -6999.0, -7.0, -7.0, -0.5, 1.0, -6999.0, None, None, 80.0, 80.0,11
None, None, -7.21, None,2020-03-12 09:00:00, -6.1, None, -6999.0, -7.2, -7.3, 0.9, 1.0, -6999.0, None, None, 81.0, 80.5,11
None, None, -7.023, None,2020-03-12 10:00:00, -6.1, None, -6999.0, -7.0, -7.3, 0.0, 0.0, -6999.0, None, None, 80.0, 80.2,11
None, None, -6.688, None,2020-03-12 11:00:00, -6.1, None, -6999.0, -6.7, -7.3, -0.1, 0.0, -6999.0, None, None, 80.0, 80.3,11
None, None, -6.048, None,2020-03-12 12:00:00, -6.1, None, -6999.0, -6.0, -7.3, -0.2, -1.0, -6999.0, None, None, 79.0, 79.45,11
None, None, -4.829, None,2020-03-12 13:00:00, -4.6, None, -6999.0, -4.8, -7.3, -0.1, 0.0, -6999.0, None, None, 79.0, 79.46,11
None, None, -2.804, None,2020-03-12 14:00:00, -2.6, None, -6999.0, -2.8, -7.3, 0.3, 0.0, -6999.0, None, None, 79.0, 79.13,11
None, None, -2.868, None,2020-03-12 15:00:00, -1.9, None, -6999.0, -2.9, -7.3, 0.1, 0.0, -6999.0, None, None, 79.0, 78.83,11
None, None, -3.053, None,2020-03-12 16:00:00, -1.9, None, -6999.0, -3.1, -7.3, 0.0, 0.0, -6999.0, None, None, 79.0, 78.95,11
None, None, -4.268, None,2020-03-12 17:00:00, -1.9, None, -6999.0, -4.3, -7.3, 0.2, 0.0, -6999.0, None, None, 79.0, 78.91,11
None, None, -4.743, None,2020-03-12 18:00:00, -1.9, None, -6999.0, -4.7, -7.3, 0.1, 0.0, -6999.0, None, None, 79.0, 78.89,11
None, None, -6.44, None,2020-03-12 19:00:00, -4.7, None, -6999.0, -6.4, -6.5, 0.0, 0.0, -6999.0, None, None, 79.0, 78.88,11
None, None, -8.44, None,2020-03-12 20:00:00, -4.7, None, -6999.0, -8.4, -8.4, -0.1, 0.0, -6999.0, None, None, 79.0, 78.71,11
None, None, -10.04, None,2020-03-12 21:00:00, -4.7, None, -6999.0, -10.0, -10.0, -0.3, 0.0, -6999.0, None, None, 79.0, 78.75,11
None, None, -11.22, None,2020-03-12 22:00:00, -4.7, None, -6999.0, -11.2, -11.2, 1.1, 0.0, -6999.0, None, None, 79.0, 78.81,11
None, None, -11.66, None,2020-03-12 23:00:00, -4.7, None, -6999.0, -11.7, -11.6, 0.1, 0.0, -6999.0, None, None, 79.0, 78.7,11
None, None, -13.08, None,2020-03-13 00:00:00, -4.7, None, -6999.0, -13.1, -13.0, -0.2, 0.0, -6999.0, None, None, 79.0, 78.61,11
None, None, -14.02, None,2020-03-13 01:00:00, -4.7, None, -6999.0, -14.0, -14.0, 0.2, 0.0, -6999.0, None, None, 79.0, 78.73,11
None, None, -14.54, None,2020-03-13 02:00:00, -4.7, None, -6999.0, -14.5, -14.8, -0.3, 0.0, -6999.0, None, None, 79.0, 78.65,11
None, None, -15.71, None,2020-03-13 03:00:00, -4.7, None, -6999.0, -15.7, -15.7, 0.2, 0.0, -6999.0, None, None, 79.0, 78.68,11
None, None, -16.39, None,2020-03-13 04:00:00, -4.7, None, -6999.0, -16.4, -16.5, 0.2, 0.0, -6999.0, None, None, 79.0, 78.57,11
None, None, -17.14, None,2020-03-13 05:00:00, -4.7, None, -6999.0, -17.1, -17.1, -0.5, 0.0, -6999.0, None, None, 79.0, 78.54,11
None, None, -17.78, None,2020-03-13 06:00:00, -4.7, None, -6999.0, -17.8, -17.8, 0.0, 0.0, -6999.0, None, None, 79.0, 78.67,11
None, None, -18.24, None,2020-03-13 07:00:00, -17.4, None, -6999.0, -18.2, -18.2, -0.4, 0.0, -6999.0, None, None, 79.0, 78.71,11
None, None, -18.26, None,2020-03-13 08:00:00, -17.4, None, -6999.0, -18.3, -18.5, 0.1, 0.0, -6999.0, None, None, 79.0, 78.51,11
None, None, -18.38, None,2020-03-13 09:00:00, -17.4, None, -6999.0, -18.4, -18.6, 0.0, 0.0, -6999.0, None, None, 79.0, 78.58,11
None, None, -16.94, None,2020-03-13 10:00:00, -17.2, None, -6999.0, -16.9, -18.6, 0.0, 0.0, -6999.0, None, None, 79.0, 78.6,11
None, None, -11.82, None,2020-03-13 11:00:00, -11.9, None, -6999.0, -11.8, -18.6, -0.1, 0.0, -6999.0, None, None, 79.0, 78.53,11
None, None, -9.52, None,2020-03-13 12:00:00, -9.7, None, -6999.0, -9.5, -18.6, 0.7, 0.0, -6999.0, None, None, 78.0, 78.41,11
None, None, -6.652, None,2020-03-13 13:00:00, -6.7, None, -6999.0, -6.7, -18.6, -1.0, 0.0, -6999.0, None, None, 78.0, 78.2,11
None, None, -6.957, None,2020-03-13 14:00:00, -6.7, None, -6999.0, -7.0, -18.6, 0.3, 0.0, -6999.0, None, None, 78.0, 78.32,11
None, None, -5.924, None,2020-03-13 15:00:00, -5.6, None, -6999.0, -5.9, -18.6, -0.2, 0.0, -6999.0, None, None, 78.0, 78.29,11
None, None, -4.609, None,2020-03-13 16:00:00, -4.4, None, -6999.0, -4.6, -18.6, -0.1, 0.0, -6999.0, None, None, 78.0, 78.04,11
None, None, -6.321, None,2020-03-13 17:00:00, -4.3, None, -6999.0, -6.3, -18.6, 0.3, 0.0, -6999.0, None, None, 78.0, 77.78,11
None, None, -7.326, None,2020-03-13 18:00:00, -4.3, None, -6999.0, -7.3, -18.6, 0.0, 0.0, -6999.0, None, None, 78.0, 77.85,11
None, None, -8.48, None,2020-03-13 19:00:00, -7.3, None, -6999.0, -8.5, -8.5, -0.4, 0.0, -6999.0, None, None, 78.0, 77.83,11
None, None, -9.95, None,2020-03-13 20:00:00, -7.3, None, -6999.0, -10.0, -10.0, 0.8, 0.0, -6999.0, None, None, 78.0, 77.82,11
None, None, -11.2, None,2020-03-13 21:00:00, -7.3, None, -6999.0, -11.2, -11.2, 0.2, 0.0, -6999.0, None, None, 78.0, 77.87,11
None, None, -12.54, None,2020-03-13 22:00:00, -7.3, None, -6999.0, -12.5, -12.6, -0.1, 0.0, -6999.0, None, None, 78.0, 77.93,11
None, None, -13.55, None,2020-03-13 23:00:00, -7.3, None, -6999.0, -13.6, -13.5, 0.0, 0.0, -6999.0, None, None, 78.0, 77.72,11
None, None, -14.01, None,2020-03-14 00:00:00, -7.3, None, -6999.0, -14.0, -14.0, -0.2, 0.0, -6999.0, None, None, 78.0, 77.89,11
None, None, -14.68, None,2020-03-14 01:00:00, -7.3, None, -6999.0, -14.7, -14.7, 0.0, 0.0, -6999.0, None, None, 78.0, 77.91,11
None, None, -15.32, None,2020-03-14 02:00:00, -7.3, None, -6999.0, -15.3, -15.3, -0.1, 0.0, -6999.0, None, None, 78.0, 77.91,11
None, None, -15.29, None,2020-03-14 03:00:00, -7.3, None, -6999.0, -15.3, -15.4, -0.1, 0.0, -6999.0, None, None, 78.0, 77.85,11
None, None, -15.42, None,2020-03-14 04:00:00, -7.3, None, -6999.0, -15.4, -15.6, 0.1, 0.0, -6999.0, None, None, 78.0, 77.88,11
None, None, -15.58, None,2020-03-14 05:00:00, -7.3, None, -6999.0, -15.6, -15.6, 0.9, 0.0, -6999.0, None, None, 78.0, 77.78,11
None, None, -16.31, None,2020-03-14 06:00:00, -7.3, None, -6999.0, -16.3, -16.3, -0.2, 0.0, -6999.0, None, None, 78.0, 77.85,11
None, None, -17.14, None,2020-03-14 07:00:00, -16.3, None, -6999.0, -17.1, -17.1, -0.4, 0.0, -6999.0, None, None, 78.0, 77.85,11
None, None, -17.68, None,2020-03-14 08:00:00, -16.3, None, -6999.0, -17.7, -17.7, 0.0, 0.0, -6999.0, None, None, 78.0, 77.87,11
None, None, -17.67, None,2020-03-14 09:00:00, -16.3, None, -6999.0, -17.7, -17.9, 0.0, 0.0, -6999.0, None, None, 78.0, 77.86,11
None, None, -16.47, None,2020-03-14 10:00:00, -16.3, None, -6999.0, -16.5, -17.9, 0.0, 0.0, -6999.0, None, None, 78.0, 77.84,11
None, None, -9.35, None,2020-03-14 11:00:00, -9.5, None, -6999.0, -9.4, -17.9, -0.2, 0.0, -6999.0, None, None, 78.0, 78.01,11
None, None, -7.3, None,2020-03-14 12:00:00, -7.3, None, -6999.0, -7.3, -17.9, -0.1, 0.0, -6999.0, None, None, 78.0, 77.84,11
None, None, -4.614, None,2020-03-14 13:00:00, -4.8, None, -6999.0, -4.6, -17.9, 0.0, 0.0, -6999.0, None, None, 78.0, 77.59,11
None, None, -3.324, None,2020-03-14 14:00:00, -3.2, None, -6999.0, -3.3, -17.9, 0.1, 0.0, -6999.0, None, None, 78.0, 77.52,11
None, None, -1.791, None,2020-03-14 15:00:00, -1.8, None, -6999.0, -1.8, -17.9, -0.3, 0.0, -6999.0, None, None, 77.0, 77.46,11
None, None, -1.703, None,2020-03-14 16:00:00, -1.2, None, -6999.0, -1.7, -17.9, -0.8, None, -6999.0, None, None, None, 76.85,11
None, None, -2.522, None,2020-03-14 17:00:00, -1.1, None, -6999.0, -2.5, -17.9, 0.4, 1.0, -6999.0, None, None, 77.0, 77.15,11
None, None, -4.221, None,2020-03-14 18:00:00, -1.1, None, -6999.0, -4.2, -17.9, 0.4, 0.0, -6999.0, None, None, 77.0, 77.2,11
None, None, -4.833, None,2020-03-14 19:00:00, -4.2, None, -6999.0, -4.8, -4.9, -0.1, 0.0, -6999.0, None, None, 77.0, 77.09,11
None, None, -5.891, None,2020-03-14 20:00:00, -4.2, None, -6999.0, -5.9, -5.9, 0.1, 0.0, -6999.0, None, None, 77.0, 76.94,11
