pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
2.1, -0.515, 62.07, 1.6, None, 16.34, 11.04, 107.4, -6.0, None, -0.5, -1.0, -6.0, 0.0, None, 0.0, 62.0,2021-04-09 00:00:00, -6999.0,15
2.1, -0.01, 61.41, 1.6, None, 18.84, 9.76, 109.9, -6.0, None, 0.0, -1.0, -6.0, 0.0, None, 0.0, 61.0,2021-04-09 01:00:00, -6999.0,15
2.1, -0.207, 61.0, 1.6, None, 30.39, 9.28, 102.8, -6.0, None, -0.2, -1.0, -6.0, 0.0, None, 0.0, 61.0,2021-04-09 02:00:00, -6999.0,15
2.1, -0.228, 62.13, 1.6, None, 19.76, 9.29, 103.9, -6.0, None, -0.2, -1.0, -6.0, 0.0, None, 0.0, 62.0,2021-04-09 03:00:00, -6999.0,15
2.1, -0.407, 62.12, 1.6, None, 29.62, 8.03, 102.4, -6.0, None, -0.4, -1.0, -6.0, 0.0, None, 0.0, 62.0,2021-04-09 04:00:00, -6999.0,15
2.1, -0.307, 60.13, 1.6, None, 45.28, 6.4, 104.2, -6.0, None, -0.3, -1.0, -6.0, 0.0, None, 0.0, 60.0,2021-04-09 05:00:00, -6999.0,15
2.1, -0.577, 61.13, 1.6, None, 13.94, 8.82, 106.3, -6.0, None, -0.6, -1.0, -6.0, 0.0, None, 0.0, 61.0,2021-04-09 06:00:00, -6999.0,15
2.1, -0.451, 58.02, -0.2, None, 31.29, 6.801, 97.4, -7.0, None, -0.5, -0.8, -7.0, 0.0, None, 0.0, 58.0,2021-04-09 07:00:00, -6999.0,15
1.8, -0.121, 56.39, -0.2, None, 20.36, 7.975, 109.7, -7.0, None, -0.1, -0.8, -7.0, 0.0, None, 0.0, 56.0,2021-04-09 08:00:00, -6999.0,15
1.8, 0.384, 55.73, 0.6, None, 26.44, 8.42, 108.9, -7.0, None, 0.4, -0.8, -7.0, 0.0, None, 0.0, 56.0,2021-04-09 09:00:00, -6999.0,15
