pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 1.077, 54.31, None, None, 19.29, 13.18, 181.5, None, None, None, None, None, -7.0, 895.0, None,2021-04-09 00:00:00, None,15
None, 1.189, 53.2, None, None, 21.58, 17.54, 199.8, None, None, None, None, None, -7.0, 894.0, None,2021-04-09 01:00:00, None,15
None, 0.451, 57.3, None, None, 19.44, 20.91, 181.4, None, None, None, None, None, -7.0, 894.0, None,2021-04-09 02:00:00, None,15
None, 1.358, 46.14, None, None, 26.09, 13.98, 177.7, None, None, None, None, None, -9.0, 893.0, None,2021-04-09 03:00:00, None,15
None, 0.358, 54.36, None, None, 19.89, 16.58, 191.4, None, None, None, None, None, -8.0, 893.0, None,2021-04-09 04:00:00, None,15
None, 0.003, 56.15, None, None, 23.21, 16.01, 173.6, None, None, None, None, None, -7.0, 892.0, None,2021-04-09 05:00:00, None,15
None, -0.507, 59.42, None, None, 19.18, 13.2, 162.2, None, None, None, None, None, -7.0, 892.0, None,2021-04-09 06:00:00, None,15
None, -0.59, 57.68, None, None, 18.22, 14.44, 167.1, None, None, None, None, None, -7.0, 892.0, None,2021-04-09 07:00:00, None,15
None, -0.642, 52.54, None, None, 21.42, 14.62, 158.6, None, None, None, None, None, -8.0, 891.0, None,2021-04-09 08:00:00, None,15
None, -0.504, 51.38, None, None, 19.49, 13.49, 162.6, None, None, None, None, None, -8.0, 891.0, None,2021-04-09 09:00:00, None,15
None, 1.14, 45.73, None, None, 20.33, 12.94, 161.9, None, None, None, None, None, -10.0, 891.0, None,2021-04-09 10:00:00, None,15
None, 2.917, 45.93, None, None, 22.18, 19.06, 170.2, None, None, None, None, None, -8.0, 891.0, None,2021-04-09 11:00:00, None,15
None, 3.991, 44.99, None, None, 22.79, 21.11, 168.1, None, None, None, None, None, -7.0, 890.0, None,2021-04-09 12:00:00, None,15
None, 4.845, 43.03, None, None, 22.67, 21.87, 166.8, None, None, None, None, None, -7.0, 890.0, None,2021-04-09 13:00:00, None,15
None, 4.121, 44.01, None, None, 18.56, 29.24, 176.5, None, None, None, None, None, -7.0, 888.0, None,2021-04-09 14:00:00, None,15
None, 4.816, 42.03, None, None, 20.14, 28.47, 171.7, None, None, None, None, None, -7.0, 887.0, None,2021-04-09 15:00:00, None,15
None, 5.328, 39.23, None, None, 19.8, 29.27, 168.8, None, None, None, None, None, -7.0, 886.0, None,2021-04-09 16:00:00, None,15
None, 4.165, 42.31, None, None, 17.99, 30.84, 170.4, None, None, None, None, None, -7.0, 886.0, None,2021-04-09 17:00:00, None,15
None, 2.954, 46.1, None, None, 18.67, 26.16, 176.2, None, None, None, None, None, -8.0, 886.0, None,2021-04-09 18:00:00, None,15
None, 2.005, 51.06, None, None, 18.93, 21.66, 178.0, None, None, None, None, None, -7.0, 886.0, None,2021-04-09 19:00:00, None,15
None, 1.042, 56.72, None, None, 16.78, 25.02, 181.0, None, None, None, None, None, -6.0, 885.0, None,2021-04-09 20:00:00, None,15
None, 0.421, 61.06, None, None, 20.18, 20.37, 189.7, None, None, None, None, None, -6.0, 884.0, None,2021-04-09 21:00:00, None,15
None, -0.278, 64.79, None, None, 25.75, 13.11, 208.5, None, None, None, None, None, -5.0, 884.0, None,2021-04-09 22:00:00, None,15
None, -0.673, 66.24, None, None, 25.32, 7.291, 159.3, None, None, None, None, None, -6.0, 884.0, None,2021-04-09 23:00:00, None,15
None, -0.954, 70.83, None, None, 21.8, 11.47, 171.5, None, None, None, None, None, -5.0, 884.0, None,2021-04-10 00:00:00, None,15
None, -0.539, 65.05, None, None, 22.54, 10.98, 210.1, None, None, None, None, None, -5.0, 883.0, None,2021-04-10 01:00:00, None,15
None, -1.382, 64.27, None, None, 41.68, 6.685, 238.1, None, None, None, None, None, -7.0, 884.0, None,2021-04-10 02:00:00, None,15
None, -2.783, 86.7, None, None, 16.09, 18.77, 339.0, None, None, None, None, None, -5.0, 885.0, None,2021-04-10 03:00:00, None,15
None, -3.454, 88.3, None, None, 19.45, 14.11, 336.3, None, None, None, None, None, -5.0, 886.0, None,2021-04-10 04:00:00, None,15
None, -3.238, 78.7, None, None, 18.43, 10.04, 330.4, None, None, None, None, None, -6.0, 887.0, None,2021-04-10 05:00:00, None,15
None, -3.583, 68.43, None, None, 20.83, 7.363, 320.7, None, None, None, None, None, -8.0, 888.0, None,2021-04-10 06:00:00, None,15
None, -3.607, 67.36, None, None, 16.29, 9.85, 306.8, None, None, None, None, None, -8.0, 889.0, None,2021-04-10 07:00:00, None,15
None, -3.072, 62.32, None, None, 17.04, 12.21, 314.9, None, None, None, None, None, -9.0, 890.0, None,2021-04-10 08:00:00, None,15
None, -2.484, 58.07, None, None, 16.78, 14.64, 320.2, None, None, None, None, None, -9.0, 891.0, None,2021-04-10 09:00:00, None,15
None, -1.252, 53.51, None, None, 22.01, 17.19, 329.5, None, None, None, None, None, -9.0, 892.0, None,2021-04-10 10:00:00, None,15
None, -1.006, 45.04, None, None, 24.63, 18.7, 326.8, None, None, None, None, None, -10.0, 893.0, None,2021-04-10 11:00:00, None,15
None, -0.347, 35.0, None, None, 25.24, 19.91, 331.8, None, None, None, None, None, -12.0, 894.0, None,2021-04-10 12:00:00, None,15
None, -0.469, 37.34, None, None, 28.78, 19.96, 333.9, None, None, None, None, None, -12.0, 895.0, None,2021-04-10 13:00:00, None,15
None, 0.145, 33.56, None, None, 25.23, 16.27, 321.6, None, None, None, None, None, -14.0, 896.0, None,2021-04-10 14:00:00, None,15
None, 1.256, 24.46, None, None, 29.63, 17.78, 339.4, None, None, None, None, None, -17.0, 896.0, None,2021-04-10 15:00:00, None,15
None, 2.174, 23.47, None, None, 24.87, 17.49, 333.8, None, None, None, None, None, -17.0, 897.0, None,2021-04-10 16:00:00, None,15
None, 2.087, 22.61, None, None, 24.26, 17.24, 334.6, None, None, None, None, None, -17.0, 897.0, None,2021-04-10 17:00:00, None,15
None, 2.12, 24.79, None, None, 26.04, 13.3, 345.8, None, None, None, None, None, -16.0, 898.0, None,2021-04-10 18:00:00, None,15
None, 1.986, 25.17, None, None, 18.83, 12.26, 357.8, None, None, None, None, None, -16.0, 898.0, None,2021-04-10 19:00:00, None,15
None, 0.221, 31.69, None, None, 33.39, 6.603, 332.8, None, None, None, None, None, -14.0, 899.0, None,2021-04-10 20:00:00, None,15
None, -0.802, 35.86, None, None, 9.51, 7.291, 299.4, None, None, None, None, None, -13.0, 899.0, None,2021-04-10 21:00:00, None,15
None, -0.928, 36.17, None, None, 8.45, 7.902, 291.4, None, None, None, None, None, -13.0, 900.0, None,2021-04-10 22:00:00, None,15
