pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -0.823, 4.5, -6999.0, None, None, -6999.0, -0.8, -1.4, -0.2, None, 0.0,2021-04-09 00:00:00, 3.0, 3.134, -6999.0,15
None, -0.652, 4.5, -6999.0, None, None, -6999.0, -0.7, -1.4, -0.1, None, 0.0,2021-04-09 01:00:00, 3.0, 3.136, -6999.0,15
None, -0.728, 4.5, -6999.0, None, None, -6999.0, -0.7, -1.8, 0.0, None, 0.0,2021-04-09 02:00:00, 3.0, 3.092, -6999.0,15
None, -0.917, 4.5, -6999.0, None, None, -6999.0, -0.9, -1.8, -0.1, None, 0.0,2021-04-09 03:00:00, 3.0, 3.106, -6999.0,15
None, -1.914, 4.5, -6999.0, None, None, -6999.0, -1.9, -2.4, -0.2, None, 0.0,2021-04-09 04:00:00, 3.0, 3.132, -6999.0,15
None, -2.028, 4.5, -6999.0, None, None, -6999.0, -2.0, -2.7, 0.0, None, 0.0,2021-04-09 05:00:00, 3.0, 3.112, -6999.0,15
None, -2.523, 4.5, -6999.0, None, None, -6999.0, -2.5, -2.8, -0.3, None, 0.0,2021-04-09 06:00:00, 3.0, 3.103, -6999.0,15
None, -2.085, -2.0, -6999.0, None, None, -6999.0, -2.1, -2.6, 0.0, None, 0.0,2021-04-09 07:00:00, 3.0, 3.028, -6999.0,15
None, -1.677, -1.7, -6999.0, None, None, -6999.0, -1.7, -2.6, 0.1, None, 0.0,2021-04-09 08:00:00, 3.0, 3.144, -6999.0,15
None, -0.652, -0.6, -6999.0, None, None, -6999.0, -0.7, -2.6, 0.0, None, 0.0,2021-04-09 09:00:00, 3.0, 2.995, -6999.0,15
None, 0.93, 1.0, -6999.0, None, None, -6999.0, 0.9, -2.6, 0.0, None, 0.0,2021-04-09 10:00:00, 3.0, 2.981, -6999.0,15
None, 1.417, 1.5, -6999.0, None, None, -6999.0, 1.4, -2.6, 0.0, None, 0.0,2021-04-09 11:00:00, 3.0, 3.127, -6999.0,15
None, 1.535, 2.0, -6999.0, None, None, -6999.0, 1.5, -2.6, -0.2, None, 0.0,2021-04-09 12:00:00, 3.0, 3.118, -6999.0,15
None, 1.373, 2.0, -6999.0, None, None, -6999.0, 1.4, -2.6, -0.5, None, 0.0,2021-04-09 13:00:00, 3.0, 3.197, -6999.0,15
