RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
97.7, None, None, None, 1.958, 301.9, -2.0, -2.6, -2.0, 948.0, None, None, None, 61.0, None, 61.44, None, None, -1.744, None, 2.5, 98.0, None, 28.81, None, -1.7, 982.4, 0.0, 0.0,2021-04-09 00:00:00, 948.0,15
99.5, None, None, None, 0.326, 5.741, -2.0, -3.3, -2.0, 948.0, None, None, None, 62.0, None, 61.61, None, None, -2.31, None, 2.5, 100.0, None, 29.53, None, -2.3, 982.5, 0.1, 0.0,2021-04-09 01:00:00, 948.0,15
99.9, None, None, None, 0.58, 281.7, -3.0, -3.3, -3.0, 948.0, None, None, None, 62.0, None, 61.51, None, None, -2.809, None, 2.5, 100.0, None, 18.91, None, -2.8, 982.6, 0.0, 0.0,2021-04-09 02:00:00, 948.0,15
99.9, None, None, None, 2.352, 34.13, -3.0, -4.1, -3.0, 948.0, None, None, None, 61.0, None, 61.46, None, None, -3.175, None, 2.5, 100.0, None, 5.324, None, -3.2, 982.6, -0.2, 0.0,2021-04-09 03:00:00, 948.0,15
100.2, None, None, None, 2.368, 36.98, -3.0, -4.1, -3.0, 948.0, None, None, None, 62.0, None, 61.59, None, None, -2.57, None, 2.5, 100.0, None, 15.65, None, -2.6, 982.5, 0.1, 0.0,2021-04-09 04:00:00, 948.0,15
99.1, None, None, None, 2.746, 19.16, -2.0, -4.1, -2.0, 948.0, None, None, None, 61.0, None, 61.41, None, None, -2.366, None, 2.5, 99.0, None, 42.02, None, -2.4, 982.5, 0.0, 0.0,2021-04-09 05:00:00, 948.0,15
96.2, None, None, None, 3.091, 38.51, -5.0, -4.3, -5.0, 948.0, None, None, None, 61.0, None, 60.91, None, None, -4.284, None, 2.5, 96.0, None, 10.53, None, -4.3, 982.6, -0.1, -1.0,2021-04-09 06:00:00, 948.0,15
95.2, None, None, None, 5.53, 35.86, -6.0, -6.1, -6.0, 948.0, None, None, None, 61.0, None, 60.76, None, None, -5.564, None, -4.3, 95.0, None, 5.779, None, -5.6, 982.7, 0.0, 0.0,2021-04-09 07:00:00, 948.0,15
93.5, None, None, None, 5.767, 36.7, -7.0, -6.5, -7.0, 948.0, None, None, None, 61.0, None, 60.53, None, None, -5.808, None, -4.3, 94.0, None, 10.66, None, -5.8, 982.7, 0.0, 0.0,2021-04-09 08:00:00, 948.0,15
92.5, None, None, None, 0.986, 84.7, -4.0, -6.5, -4.0, 948.0, None, None, None, 61.0, None, 60.83, None, None, -3.125, None, -3.1, 93.0, None, 45.85, None, -3.1, 982.7, 0.2, 0.0,2021-04-09 09:00:00, 948.0,15
