wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
7.7, None, 268.0, 242.0, 0.0, 0.0, 0.0, 0.0, 2.7, 0.0,2022-11-12 00:00:00,46
3.4, None, 242.0, 217.0, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0,2022-11-12 01:00:00,46
6.9, None, 217.0, 260.0, 0.0, 0.0, 0.0, 0.0, 3.4, 0.0,2022-11-12 02:00:00,46
8.7, None, 260.0, 283.0, 0.0, 0.0, 0.0, 0.0, 6.9, 0.0,2022-11-12 03:00:00,46
11.2, None, 283.0, 299.0, 0.0, 0.0, 0.0, 0.0, 8.7, 0.0,2022-11-12 04:00:00,46
12.3, None, 299.0, 313.0, 0.0, 0.0, 0.0, 0.0, 11.2, 0.0,2022-11-12 05:00:00,46
12.1, None, 313.0, 307.0, 0.0, 0.0, 0.0, 0.0, 12.3, 0.0,2022-11-12 06:00:00,46
12.7, None, 307.0, 313.0, 0.0, 0.0, 0.0, 0.0, 12.1, 0.0,2022-11-12 07:00:00,46
11.8, None, 313.0, 306.0, 0.0, 0.0, 0.0, 0.0, 12.7, 0.0,2022-11-12 08:00:00,46
11.7, None, 306.0, 305.0, 0.0, 0.0, 0.0, 0.0, 11.8, 0.0,2022-11-12 09:00:00,46
12.1, None, None, 301.0, None, 0.0, None, None, None, 0.0,2022-11-12 10:00:00,46
9.9, None, 301.0, 291.0, 0.0, 0.0, None, 0.0, 12.1, 0.0,2022-11-12 11:00:00,46
8.8, None, None, 297.0, None, 0.0, None, None, None, 0.0,2022-11-12 12:00:00,46
9.9, None, None, 295.0, None, 0.0, None, None, None, 0.0,2022-11-12 13:00:00,46
8.7, None, 295.0, 293.0, 0.0, 0.0, 0.0, 0.0, 9.9, 0.0,2022-11-12 14:00:00,46
