AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
8.5, 2.0,0.508, 12.0,2020-11-04 00:00:00, 359.0, 100.0,45
8.6, None,0.0, 11.3,2020-11-04 00:15:00, 24.0, 100.0,45
8.5, None,0.254, 14.7,2020-11-04 00:30:00, 357.0, 100.0,45
8.4, None,0.254, 11.3,2020-11-04 00:45:00, 9.0, 100.0,45
8.4, 2.0,0.508, 13.2,2020-11-04 01:00:00, 3.0, 100.0,45
8.6, None,0.508, 15.6,2020-11-04 01:15:00, 353.0, 100.0,45
8.7, None,0.0, 11.4,2020-11-04 01:30:00, 25.0, 100.0,45
8.8, None,0.0, 12.1,2020-11-04 01:45:00, 348.0, 100.0,45
9.1, 0.0,0.0, 13.7,2020-11-04 02:00:00, 1.0, 100.0,45
9.4, None,1.016, 13.2,2020-11-04 02:15:00, 360.0, 100.0,45
9.7, None,0.508, 12.0,2020-11-04 02:30:00, 345.0, 100.0,45
9.8, None,0.254, 14.9,2020-11-04 02:45:00, 1.0, 100.0,45
9.9, 2.0,0.508, 9.0,2020-11-04 03:00:00, 36.0, 100.0,45
10.0, None,0.508, 9.5,2020-11-04 03:15:00, 2.0, 100.0,45
10.1, None,0.762, 11.8,2020-11-04 03:30:00, 1.0, 100.0,45
10.1, None,0.508, 12.3,2020-11-04 03:45:00, 353.0, 100.0,45
10.1, 2.0,0.254, 9.3,2020-11-04 04:00:00, 13.0, 100.0,45
10.1, None,0.508, 9.5,2020-11-04 04:15:00, 350.0, 100.0,45
10.0, None,0.254, 11.6,2020-11-04 04:30:00, 13.0, 100.0,45
10.0, None,0.254, 10.1,2020-11-04 04:45:00, 353.0, 100.0,45
10.0, 1.0,0.254, 10.5,2020-11-04 05:00:00, 357.0, 100.0,45
10.0, None,0.254, 9.9,2020-11-04 05:15:00, 16.0, 100.0,45
10.0, None,0.254, 11.8,2020-11-04 05:30:00, 7.0, 100.0,45
10.1, None,0.0, 12.3,2020-11-04 05:45:00, 15.0, 100.0,45
10.1, 1.0,0.254, 9.8,2020-11-04 06:00:00, 10.0, 100.0,45
10.1, None,0.0, 11.7,2020-11-04 06:15:00, 8.0, 100.0,45
10.2, None,0.254, 9.8,2020-11-04 06:30:00, 10.0, 100.0,45
10.2, None,0.254, 11.2,2020-11-04 06:45:00, 23.0, 100.0,45
10.2, 0.0,0.0, 12.1,2020-11-04 07:00:00, 2.0, 100.0,45
10.2, None,0.0, 14.9,2020-11-04 07:15:00, 1.0, 100.0,45
10.3, None,0.254, 11.8,2020-11-04 07:30:00, 2.0, 100.0,45
10.2, None,0.0, 15.7,2020-11-04 07:45:00, 351.0, 100.0,45
10.2, 1.0,0.0, 13.3,2020-11-04 08:00:00, 334.0, 100.0,45
10.2, None,0.0, 12.8,2020-11-04 08:15:00, 352.0, 100.0,45
10.2, None,0.0, 11.9,2020-11-04 08:30:00, 9.0, 100.0,45
10.2, None,0.0, 15.2,2020-11-04 08:45:00, 351.0, 100.0,45
10.2, 0.0,0.0, 13.8,2020-11-04 09:00:00, 0.0, 100.0,45
10.2, None,0.0, 11.8,2020-11-04 09:15:00, 18.0, 100.0,45
10.2, None,0.0, 11.8,2020-11-04 09:30:00, 4.0, 100.0,45
10.1, None,0.0, 12.9,2020-11-04 09:45:00, 10.0, 100.0,45
10.1, 0.0,0.0, 13.6,2020-11-04 10:00:00, 2.0, 100.0,45
10.2, None,0.0, 14.1,2020-11-04 10:15:00, 359.0, 100.0,45
10.2, None,0.0, 15.8,2020-11-04 10:30:00, 6.0, 100.0,45
10.1, None,0.0, 13.0,2020-11-04 10:45:00, 16.0, 100.0,45
10.1, 0.0,0.0, 15.5,2020-11-04 11:00:00, 312.0, 100.0,45
10.2, None,0.0, 13.5,2020-11-04 11:15:00, 13.0, 100.0,45
10.2, None,0.0, 11.7,2020-11-04 11:30:00, 20.0, 100.0,45
10.4, None,0.0, 13.1,2020-11-04 11:45:00, 358.0, 100.0,45
10.3, 0.0,0.0, 13.1,2020-11-04 12:00:00, 350.0, 100.0,45
10.2, None,0.0, 10.0,2020-11-04 12:15:00, 13.0, 100.0,45
10.2, None,0.0, 11.3,2020-11-04 12:30:00, 19.0, 100.0,45
10.3, None,0.0, 11.1,2020-11-04 12:45:00, 44.0, 100.0,45
10.5, 0.0,0.0, 10.9,2020-11-04 13:00:00, 2.0, 100.0,45
10.4, None,0.0, 10.6,2020-11-04 13:15:00, 19.0, 100.0,45
10.4, None,0.762, 10.3,2020-11-04 13:30:00, 352.0, 100.0,45
10.4, None,1.27, 11.9,2020-11-04 13:45:00, 345.0, 100.0,45
10.3, 2.0,0.254, 10.7,2020-11-04 14:00:00, 1.0, 100.0,45
10.3, None,0.254, 11.2,2020-11-04 14:15:00, 346.0, 100.0,45
10.1, None,0.0, 13.4,2020-11-04 14:30:00, 315.0, 100.0,45
9.8, None,0.762, 11.6,2020-11-04 14:45:00, 296.0, 100.0,45
9.7, 3.0,2.54, 10.7,2020-11-04 15:00:00, 309.0, 100.0,45
9.6, None,5.588, 13.8,2020-11-04 15:15:00, 333.0, 100.0,45
9.5, None,3.302, 14.9,2020-11-04 15:30:00, 14.0, 100.0,45
9.4, None,2.032, 15.6,2020-11-04 15:45:00, 353.0, 100.0,45
9.1, 12.0,1.524, 16.3,2020-11-04 16:00:00, 346.0, 100.0,45
9.1, None,1.016, 14.2,2020-11-04 16:15:00, 344.0, 100.0,45
9.1, None,1.524, 14.6,2020-11-04 16:30:00, 355.0, 100.0,45
9.1, None,2.286, 15.5,2020-11-04 16:45:00, 357.0, 100.0,45
9.0, 7.0,2.032, 15.5,2020-11-04 17:00:00, 357.0, 100.0,45
9.2, None,2.286, 14.9,2020-11-04 17:15:00, 357.0, 100.0,45
9.3, None,0.508, 11.9,2020-11-04 17:30:00, 23.0, 100.0,45
9.6, None,0.508, 13.3,2020-11-04 17:45:00, 98.0, 100.0,45
9.8, 3.0,0.0, 15.2,2020-11-04 18:00:00, 14.0, 100.0,45
9.8, None,0.508, 16.8,2020-11-04 18:15:00, 19.0, 100.0,45
9.5, None,0.254, 15.3,2020-11-04 18:30:00, 50.0, 100.0,45
9.5, None,0.762, 15.2,2020-11-04 18:45:00, 63.0, 100.0,45
9.4, 2.0,0.254, 18.2,2020-11-04 19:00:00, 24.0, 100.0,45
9.3, None,0.0, 13.9,2020-11-04 19:15:00, 13.0, 100.0,45
9.4, None,0.508, 13.6,2020-11-04 19:30:00, 42.0, 100.0,45
9.2, None,1.524, 12.5,2020-11-04 19:45:00, 6.0, 100.0,45
9.0, 2.0,0.0, 12.9,2020-11-04 20:00:00, 33.0, 100.0,45
8.9, None,0.0, 14.8,2020-11-04 20:15:00, 21.0, 100.0,45
8.6, None,0.254, 13.9,2020-11-04 20:30:00, 16.0, 100.0,45
8.2, None,0.508, 12.3,2020-11-04 20:45:00, 18.0, 100.0,45
8.2, 2.0,1.778, 11.5,2020-11-04 21:00:00, 9.0, 100.0,45
8.3, None,1.778, 14.3,2020-11-04 21:15:00, 33.0, 100.0,45
8.2, None,0.0, 15.4,2020-11-04 21:30:00, 39.0, 100.0,45
8.4, None,0.254, 14.1,2020-11-04 21:45:00, 33.0, 100.0,45
8.4, 2.0,0.0, 14.1,2020-11-04 22:00:00, 55.0, 100.0,45
8.1, None,0.0, 12.2,2020-11-04 22:15:00, 66.0, 100.0,45
7.9, None,0.0, 12.3,2020-11-04 22:30:00, 52.0, 100.0,45
7.6, None,0.0, 12.9,2020-11-04 22:45:00, 46.0, 100.0,45
7.9, 0.0,0.0, 11.6,2020-11-04 23:00:00, 58.0, 100.0,45
8.0, None,0.0, 15.4,2020-11-04 23:15:00, 5.0, 100.0,45
7.8, None,0.508, 16.1,2020-11-04 23:30:00, 336.0, 100.0,45
6.8, None,2.794, 13.4,2020-11-04 23:45:00, 58.0, 100.0,45
6.6, 4.0,1.27, 9.2,2020-11-05 00:00:00, 71.0, 100.0,45
6.5, None,0.762, 8.6,2020-11-05 00:15:00, 74.0, 100.0,45
6.0, None,0.508, 12.1,2020-11-05 00:30:00, 34.0, 100.0,45
5.8, None,0.0, 11.6,2020-11-05 00:45:00, 73.0, 100.0,45
5.8, 2.0,0.0, 9.7,2020-11-05 01:00:00, 58.0, 100.0,45
5.5, None,0.0, 9.5,2020-11-05 01:15:00, 54.0, 100.0,45
5.4, None,0.254, 10.2,2020-11-05 01:30:00, 86.0, 100.0,45
