WDIR_VECT,time,TEMP_MEAN,week_of_year
2.5,2021-03-26 00:00:00, None,13
359.5,2021-03-26 01:00:00, None,13
2.5,2021-03-26 02:00:00, None,13
291.7,2021-03-26 03:00:00, None,13
14.7,2021-03-26 04:00:00, None,13
29.1,2021-03-26 05:00:00, None,13
24.6,2021-03-26 06:00:00, None,13
10.3,2021-03-26 07:00:00, None,13
156.1,2021-03-26 08:00:00, None,13
158.3,2021-03-26 09:00:00, None,13
290.0,2021-03-26 10:00:00, None,13
287.6,2021-03-26 11:00:00, None,13
269.7,2021-03-26 12:00:00, None,13
278.9,2021-03-26 13:00:00, None,13
284.7,2021-03-26 14:00:00, None,13
288.4,2021-03-26 15:00:00, None,13
231.4,2021-03-26 16:00:00, None,13
183.7,2021-03-26 17:00:00, None,13
176.1,2021-03-26 18:00:00, None,13
182.0,2021-03-26 19:00:00, None,13
23.4,2021-03-26 20:00:00, None,13
4.6,2021-03-26 21:00:00, None,13
5.5,2021-03-26 22:00:00, None,13
12.8,2021-03-26 23:00:00, None,13
6.8,2021-03-27 00:00:00, None,13
357.5,2021-03-27 01:00:00, None,13
7.5,2021-03-27 02:00:00, None,13
21.8,2021-03-27 03:00:00, None,13
27.8,2021-03-27 04:00:00, None,13
21.3,2021-03-27 05:00:00, None,13
27.5,2021-03-27 06:00:00, None,13
66.0,2021-03-27 07:00:00, None,13
94.2,2021-03-27 08:00:00, None,13
114.1,2021-03-27 09:00:00, None,13
139.1,2021-03-27 10:00:00, None,13
147.8,2021-03-27 11:00:00, None,13
21.4,2021-03-27 12:00:00, None,13
31.4,2021-03-27 13:00:00, None,13
121.8,2021-03-27 14:00:00, None,13
43.9,2021-03-27 15:00:00, None,13
29.2,2021-03-27 16:00:00, None,13
34.2,2021-03-27 17:00:00, None,13
17.1,2021-03-27 18:00:00, None,13
14.3,2021-03-27 19:00:00, None,13
8.6,2021-03-27 20:00:00, None,13
5.9,2021-03-27 21:00:00, None,13
4.1,2021-03-27 22:00:00, None,13
5.0,2021-03-27 23:00:00, None,13
15.4,2021-03-28 00:00:00, None,13
9.3,2021-03-28 01:00:00, None,13
20.5,2021-03-28 02:00:00, None,13
106.7,2021-03-28 03:00:00, None,13
127.7,2021-03-28 04:00:00, None,13
133.7,2021-03-28 05:00:00, None,13
157.9,2021-03-28 06:00:00, None,13
164.2,2021-03-28 07:00:00, None,13
157.4,2021-03-28 08:00:00, None,13
158.1,2021-03-28 09:00:00, None,13
171.2,2021-03-28 10:00:00, None,13
175.2,2021-03-28 11:00:00, None,13
182.0,2021-03-28 12:00:00, None,13
199.0,2021-03-28 13:00:00, None,13
205.1,2021-03-28 14:00:00, None,13
248.4,2021-03-28 15:00:00, None,13
252.5,2021-03-28 16:00:00, None,13
257.4,2021-03-28 17:00:00, None,13
273.3,2021-03-28 18:00:00, None,13
282.9,2021-03-28 19:00:00, None,13
301.7,2021-03-28 20:00:00, None,13
299.7,2021-03-28 21:00:00, None,13
303.2,2021-03-28 22:00:00, None,13
335.9,2021-03-28 23:00:00, None,13
283.4,2021-03-29 00:00:00, None,13
314.4,2021-03-29 01:00:00, None,13
12.0,2021-03-29 02:00:00, None,13
353.7,2021-03-29 03:00:00, None,13
32.3,2021-03-29 04:00:00, None,13
157.2,2021-03-29 05:00:00, None,13
352.0,2021-03-29 06:00:00, None,13
356.3,2021-03-29 07:00:00, None,13
33.1,2021-03-29 08:00:00, None,13
55.8,2021-03-29 09:00:00, None,13
171.0,2021-03-29 10:00:00, None,13
166.6,2021-03-29 11:00:00, None,13
167.9,2021-03-29 12:00:00, None,13
234.9,2021-03-29 13:00:00, None,13
278.3,2021-03-29 14:00:00, None,13
279.8,2021-03-29 15:00:00, None,13
260.1,2021-03-29 16:00:00, None,13
258.6,2021-03-29 17:00:00, None,13
266.1,2021-03-29 18:00:00, None,13
279.6,2021-03-29 19:00:00, None,13
340.7,2021-03-29 20:00:00, None,13
357.1,2021-03-29 21:00:00, None,13
4.0,2021-03-29 22:00:00, None,13
2.7,2021-03-29 23:00:00, None,13
3.7,2021-03-30 00:00:00, None,13
13.5,2021-03-30 01:00:00, None,13
0.9,2021-03-30 02:00:00, None,13
10.2,2021-03-30 03:00:00, None,13
6.2,2021-03-30 04:00:00, None,13
