WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, -9.0, 73.2,77.19,2018-04-02 00:00:00,-10.53,14
None, -10.5, 77.2,77.55,2018-04-02 01:00:00,-11.45,14
None, -11.5, 77.6,79.42,2018-04-02 02:00:00,-13.15,14
None, -13.2, 79.4,78.79,2018-04-02 03:00:00,-14.04,14
None, -14.0, 78.8,79.05,2018-04-02 04:00:00,-15.48,14
None, -15.5, 79.1,78.76,2018-04-02 05:00:00,-16.71,14
None, -16.7, 78.8,78.22,2018-04-02 06:00:00,-17.47,14
None, -17.5, 78.2,77.27,2018-04-02 07:00:00,-17.07,14
None, -17.1, 77.3,73.82,2018-04-02 08:00:00,-15.37,14
None, -15.4, 73.8,63.24,2018-04-02 09:00:00,-10.25,14
None, -10.3, 63.2,45.26,2018-04-02 10:00:00,-5.58,14
None, -5.6, 45.3,29.21,2018-04-02 11:00:00,-2.912,14
None, -2.9, 29.2,24.91,2018-04-02 12:00:00,-1.919,14
None, -1.9, 24.9,24.86,2018-04-02 13:00:00,-1.245,14
None, -1.2, 24.9,23.9,2018-04-02 14:00:00,-0.426999,14
None, -0.4, 23.9,21.01,2018-04-02 15:00:00,-0.307999,14
None, -0.3, 21.0,22.49,2018-04-02 16:00:00,-0.335,14
None, -0.3, 22.5,23.13,2018-04-02 17:00:00,-0.216,14
None, -0.2, 23.1,25.03,2018-04-02 18:00:00,-0.275,14
None, -0.3, 25.0,30.96,2018-04-02 19:00:00,-0.583998,14
None, -0.6, 31.0,45.87,2018-04-02 20:00:00,-3.128,14
None, -3.1, 45.9,54.65,2018-04-02 21:00:00,-4.981,14
None, -5.0, 54.7,62.32,2018-04-02 22:00:00,-6.636,14
None, -6.6, 62.3,64.87,2018-04-02 23:00:00,-7.872,14
None, -7.9, 64.9,64.82,2018-04-03 00:00:00,-8.64,14
None, -8.6, 64.8,59.77,2018-04-03 01:00:00,-8.65,14
None, -8.6, 59.8,62.24,2018-04-03 02:00:00,-8.55,14
None, -8.6, 62.2,60.63,2018-04-03 03:00:00,-7.357,14
None, -7.4, 60.6,68.95,2018-04-03 04:00:00,-6.588,14
None, -6.6, 69.0,82.8,2018-04-03 05:00:00,-7.598,14
None, -7.6, 82.8,83.6,2018-04-03 06:00:00,-7.934,14
None, -7.9, 83.6,82.9,2018-04-03 07:00:00,-8.02,14
None, -8.0, 82.9,81.0,2018-04-03 08:00:00,-7.679,14
None, -7.7, 81.0,79.4,2018-04-03 09:00:00,-7.066,14
None, -7.1, 79.4,74.8,2018-04-03 10:00:00,-6.025,14
None, -6.0, 74.8,70.2,2018-04-03 11:00:00,-4.808,14
None, -4.8, 70.2,68.09,2018-04-03 12:00:00,-3.783,14
None, -3.8, 68.1,67.42,2018-04-03 13:00:00,-2.616,14
None, -2.6, 67.4,60.74,2018-04-03 14:00:00,-0.962,14
None, -1.0, 60.7,65.61,2018-04-03 15:00:00,-1.104,14
None, -1.1, 65.6,86.8,2018-04-03 16:00:00,-1.86,14
None, -1.9, 86.8,83.1,2018-04-03 17:00:00,-1.226,14
None, -1.2, 83.1,73.55,2018-04-03 18:00:00,0.203998,14
None, 0.2, 73.6,82.1,2018-04-03 19:00:00,-1.532,14
None, -1.5, 82.1,82.0,2018-04-03 20:00:00,-2.44,14
None, -2.4, 82.0,88.0,2018-04-03 21:00:00,-4.09,14
None, -4.1, 88.0,88.1,2018-04-03 22:00:00,-4.969,14
None, -5.0, 88.1,88.6,2018-04-03 23:00:00,-7.013,14
None, -7.0, 88.6,87.8,2018-04-04 00:00:00,-8.95,14
None, -8.9, 87.8,85.9,2018-04-04 01:00:00,-10.09,14
None, -10.1, 85.9,84.3,2018-04-04 02:00:00,-11.79,14
None, -11.8, 84.3,84.0,2018-04-04 03:00:00,-11.81,14
None, -11.8, 84.0,84.4,2018-04-04 04:00:00,-10.84,14
None, -10.8, 84.4,83.8,2018-04-04 05:00:00,-11.72,14
None, -11.7, 83.8,83.5,2018-04-04 06:00:00,-12.19,14
None, -12.2, 83.5,83.8,2018-04-04 07:00:00,-11.66,14
None, -11.7, 83.8,83.6,2018-04-04 08:00:00,-10.22,14
None, -10.2, 83.6,82.4,2018-04-04 09:00:00,-7.791,14
None, -7.8, 82.4,72.21,2018-04-04 10:00:00,-5.116,14
