station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 0.0, 418.0, 813.0, None, None, 2022-01-01 00:00:00, -11.7, None, 139.0, None
None, None, None, 420.0, 812.0, None, None, 2022-01-01 01:00:00, -11.1, None, 139.0, None
None, None, None, 422.0, 811.0, None, None, 2022-01-01 02:00:00, -10.2, None, 140.0, None
None, None, None, 423.0, 810.0, None, None, 2022-01-01 03:00:00, -9.5, None, 140.0, None
None, None, 1.0, 427.0, 811.0, None, None, 2022-01-01 04:00:00, -8.7, None, 139.0, None
None, None, None, 429.0, 810.0, None, None, 2022-01-01 05:00:00, -8.3, None, 140.0, None
None, None, 0.0, 431.0, 810.0, None, None, 2022-01-01 06:00:00, -7.8, None, 140.0, None
None, None, 0.0, 433.0, 810.0, None, None, 2022-01-01 07:00:00, -6.8, None, 142.0, None
None, None, None, 435.0, 809.0, None, None, 2022-01-01 08:00:00, -5.8, None, 146.0, None
None, None, 1.0, 438.0, 810.0, None, None, 2022-01-01 09:00:00, -5.5, None, 147.0, None
None, None, 0.0, 441.0, 810.0, None, None, 2022-01-01 10:00:00, -4.6, None, 490.0, None
None, None, 1.0, 441.0, 811.0, None, None, 2022-01-01 11:00:00, -4.5, None, 152.0, None
None, None, 0.0, 443.0, 811.0, None, None, 2022-01-01 12:00:00, -4.1, None, 156.0, None
None, None, 0.0, 443.0, 811.0, None, None, 2022-01-01 13:00:00, -3.5, None, 154.0, None
None, None, 0.0, 443.0, 811.0, None, None, 2022-01-01 14:00:00, -3.3, None, 152.0, None
None, None, 1.0, 443.0, 812.0, None, None, 2022-01-01 15:00:00, -3.2, None, 153.0, None
None, None, 1.0, 443.0, 813.0, None, None, 2022-01-01 16:00:00, -3.7, None, 155.0, None
None, None, 0.0, 444.0, 813.0, None, None, 2022-01-01 17:00:00, -4.3, None, 156.0, None
0.0, None, 1.0, 446.0, 814.0, None, None, 2022-01-01 18:00:00, -4.5, None, 155.0, None
0.0, None, 0.0, 446.0, 814.0, None, None, 2022-01-01 19:00:00, -4.6, None, 156.0, None
1.0, None, 1.0, 448.0, 815.0, None, None, 2022-01-01 20:00:00, -4.8, None, 156.0, None
1.0, None, 0.0, 448.0, 815.0, None, None, 2022-01-01 21:00:00, -4.7, None, 155.0, None
2.0, None, 0.0, 448.0, 815.0, None, None, 2022-01-01 22:00:00, -4.6, None, 157.0, None
2.0, None, 0.0, 448.0, 815.0, None, None, 2022-01-01 23:00:00, -4.2, None, 160.0, None
