station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, 748.0, None, -19.0, -19.0, 111.0, None, None, 0.0, 291.0, None, 2022-01-01 00:00:00, None
None, 747.0, None, -18.2, -18.2, 103.0, None, None, None, 291.0, None, 2022-01-01 01:00:00, None
None, 747.0, None, -18.0, -18.1, 95.0, None, None, 0.0, 291.0, None, 2022-01-01 02:00:00, None
None, 747.0, None, -17.8, -17.8, 104.0, None, None, 0.0, 291.0, None, 2022-01-01 03:00:00, None
None, 747.0, None, -17.1, -17.0, 109.0, None, None, 0.0, 292.0, None, 2022-01-01 04:00:00, None
None, 747.0, None, -17.0, -16.9, 109.0, None, None, 0.0, 292.0, None, 2022-01-01 05:00:00, None
None, 746.0, None, -16.5, -16.4, 66.0, None, None, None, 293.0, None, 2022-01-01 06:00:00, None
None, 746.0, None, -16.3, -16.2, 109.0, None, None, 0.0, 293.0, None, 2022-01-01 07:00:00, None
None, 746.0, None, -16.3, -16.2, 111.0, None, None, 0.0, 293.0, None, 2022-01-01 08:00:00, None
None, 746.0, None, -16.4, -16.3, 112.0, None, None, 0.0, 293.0, None, 2022-01-01 09:00:00, None
None, 746.0, None, -15.9, -15.7, 110.0, None, None, 0.0, 293.0, None, 2022-01-01 10:00:00, None
None, 746.0, None, -14.8, -14.5, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 11:00:00, None
None, 746.0, None, -14.6, -14.5, 109.0, None, None, 0.0, 294.0, None, 2022-01-01 12:00:00, None
None, 746.0, None, -15.0, -15.0, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 13:00:00, None
None, 746.0, None, -14.3, -14.2, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 14:00:00, None
None, 746.0, None, -13.8, -13.7, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 15:00:00, None
None, 746.0, None, -14.7, -14.6, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 16:00:00, None
None, 746.0, None, -14.6, -14.6, 113.0, None, None, 0.0, 294.0, None, 2022-01-01 17:00:00, None
None, 746.0, None, -13.7, -13.8, 113.0, None, None, 0.0, 294.0, None, 2022-01-01 18:00:00, None
None, 745.0, None, -10.4, -11.8, 73.0, None, None, None, 294.0, None, 2022-01-01 19:00:00, None
None, 747.0, None, -15.0, -14.9, 107.0, None, None, 2.0, 294.0, None, 2022-01-01 20:00:00, None
None, 747.0, None, -15.0, -14.9, 114.0, None, None, 0.0, 294.0, None, 2022-01-01 21:00:00, None
None, 747.0, None, -14.6, -14.5, 114.0, None, None, 0.0, 295.0, None, 2022-01-01 22:00:00, None
None, 747.0, None, -13.2, -13.2, 76.0, None, None, 0.0, 295.0, None, 2022-01-01 23:00:00, None
None, 746.0, None, -12.6, -12.5, 115.0, None, None, None, 295.0, None, 2022-01-02 00:00:00, None
None, 746.0, None, -12.1, -12.0, 114.0, None, None, 0.0, 295.0, None, 2022-01-02 01:00:00, None
None, 746.0, None, -11.7, -11.6, 115.0, None, None, 0.0, 295.0, None, 2022-01-02 02:00:00, None
None, 746.0, None, -10.5, -9.8, 79.0, None, None, 0.0, 295.0, None, 2022-01-02 03:00:00, None
None, 745.0, None, -8.5, -8.5, 111.0, None, None, None, 294.0, None, 2022-01-02 04:00:00, None
None, 746.0, None, -8.4, -8.4, 116.0, None, None, 1.0, 294.0, None, 2022-01-02 05:00:00, None
0.0, 746.0, None, -9.9, -10.3, 114.0, None, None, 0.0, 294.0, None, 2022-01-02 06:00:00, None
1.0, 747.0, None, -10.2, -10.2, 112.0, None, None, 1.0, 294.0, None, 2022-01-02 07:00:00, None
1.0, 747.0, None, -10.5, -10.4, 112.0, None, None, 0.0, 294.0, None, 2022-01-02 08:00:00, None
1.0, 747.0, None, -11.4, -11.4, 112.0, None, None, 0.0, 294.0, None, 2022-01-02 09:00:00, None
1.0, 747.0, None, -10.9, -10.7, 112.0, None, None, 0.0, 294.0, None, 2022-01-02 10:00:00, None
0.0, 746.0, None, -10.2, -10.0, 113.0, None, None, None, 294.0, None, 2022-01-02 11:00:00, None
0.0, 746.0, None, -10.0, -9.8, 115.0, None, None, 0.0, 295.0, None, 2022-01-02 12:00:00, None
0.0, 746.0, None, -10.4, -10.4, 115.0, None, None, 0.0, 295.0, None, 2022-01-02 13:00:00, None
0.0, 746.0, None, -9.9, -9.7, 115.0, None, None, 0.0, 296.0, None, 2022-01-02 14:00:00, None
0.0, 746.0, None, -10.4, -10.4, 115.0, None, None, 0.0, 297.0, None, 2022-01-02 15:00:00, None
1.0, 747.0, None, -10.5, -10.4, 115.0, None, None, 1.0, 297.0, None, 2022-01-02 16:00:00, None
1.0, 747.0, None, -10.9, -10.9, 115.0, None, None, 0.0, 297.0, None, 2022-01-02 17:00:00, None
1.0, 747.0, None, -11.2, -11.1, 116.0, None, None, 0.0, 298.0, None, 2022-01-02 18:00:00, None
2.0, 747.0, None, -11.5, -11.4, 116.0, None, None, 0.0, 298.0, None, 2022-01-02 19:00:00, None
0.0, 747.0, None, -10.1, -10.2, 115.0, None, None, 0.0, 299.0, None, 2022-01-02 20:00:00, None
None, 746.0, None, -9.5, -9.4, 116.0, None, None, None, 299.0, None, 2022-01-02 21:00:00, None
0.0, 747.0, None, -10.3, -10.4, 116.0, None, None, 1.0, 299.0, None, 2022-01-02 22:00:00, None
0.0, 747.0, None, -10.6, -10.3, 115.0, None, None, 0.0, 299.0, None, 2022-01-02 23:00:00, None
1.0, 747.0, None, -10.5, -10.4, 116.0, None, None, 0.0, 300.0, None, 2022-01-03 00:00:00, None
1.0, 747.0, None, -10.2, -10.1, 115.0, None, None, 0.0, 300.0, None, 2022-01-03 01:00:00, None
1.0, 747.0, None, -9.6, -9.5, 116.0, None, None, 0.0, 300.0, None, 2022-01-03 02:00:00, None
1.0, 747.0, None, -10.3, -10.3, 115.0, None, None, 0.0, 300.0, None, 2022-01-03 03:00:00, None
3.0, 748.0, None, -12.9, -13.0, 114.0, None, None, 1.0, 300.0, None, 2022-01-03 04:00:00, None
3.0, 749.0, None, -13.9, -13.9, 115.0, None, None, 1.0, 300.0, None, 2022-01-03 05:00:00, None
3.0, 749.0, None, -15.1, -15.1, 115.0, None, None, 0.0, 300.0, None, 2022-01-03 06:00:00, None
3.0, 750.0, None, -16.7, -16.5, 115.0, None, None, 1.0, 301.0, None, 2022-01-03 07:00:00, None
3.0, 750.0, None, -17.8, -17.6, 116.0, None, None, 0.0, 300.0, None, 2022-01-03 08:00:00, None
4.0, 751.0, None, -19.1, -18.9, 116.0, None, None, 1.0, 300.0, None, 2022-01-03 09:00:00, None
5.0, 752.0, None, -19.7, -19.1, 116.0, None, None, 1.0, 300.0, None, 2022-01-03 10:00:00, None
6.0, 752.0, None, -20.0, -19.5, 116.0, None, None, 0.0, 300.0, None, 2022-01-03 11:00:00, None
6.0, 752.0, None, -21.0, -20.2, 116.0, None, None, 0.0, 299.0, None, 2022-01-03 12:00:00, None
