pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
0.3,9.8,9.8, 0.0, 0.0,12.9, None,2022-05-14 00:00:00, None, None,20
0.3,9.7,9.6, 0.0, 0.0,12.9, None,2022-05-14 01:00:00, None, None,20
0.3,8.8,8.8, 0.3, 0.0,12.9, None,2022-05-14 02:00:00, None, None,20
0.5,7.9,8.0, 0.2, 0.0,12.9, None,2022-05-14 03:00:00, None, None,20
0.5,7.5,7.5, 0.1, 0.0,12.9, None,2022-05-14 04:00:00, None, None,20
0.5,7.5,7.5, 0.1, 0.0,12.9, None,2022-05-14 05:00:00, None, None,20
0.5,7.5,7.4, 0.0, 0.0,12.9, None,2022-05-14 06:00:00, None, None,20
0.5,7.8,7.4, 0.0, 0.0,7.8, None,2022-05-14 07:00:00, None, None,20
0.5,8.0,7.4, 0.0, 0.0,8.0, None,2022-05-14 08:00:00, None, None,20
0.5,8.4,7.4, 0.0, 0.0,8.5, None,2022-05-14 09:00:00, None, None,20
0.5,8.9,7.4, 0.1, 0.0,9.0, None,2022-05-14 10:00:00, None, None,20
0.5,9.3,7.4, 0.1, 0.0,9.4, None,2022-05-14 11:00:00, None, None,20
0.5,10.1,7.4, 0.1, 0.0,10.1, None,2022-05-14 12:00:00, None, None,20
0.5,10.9,7.4, 0.0, 0.0,11.1, None,2022-05-14 13:00:00, None, None,20
0.5,11.5,7.4, 0.0, 0.0,11.6, None,2022-05-14 14:00:00, None, None,20
0.5,12.2,7.4, 0.0, 0.0,12.1, None,2022-05-14 15:00:00, None, None,20
0.5,12.9,7.4, 0.0, 0.0,13.1, None,2022-05-14 16:00:00, None, None,20
0.5,13.9,7.4, 0.0, 0.0,13.9, None,2022-05-14 17:00:00, None, None,20
0.5,14.1,7.4, 0.0, 0.0,14.3, None,2022-05-14 18:00:00, None, None,20
0.5,14.4,14.1, 0.0, 0.0,14.4, None,2022-05-14 19:00:00, None, None,20
0.5,13.7,13.7, 0.1, 0.0,14.4, None,2022-05-14 20:00:00, None, None,20
0.5,12.7,12.7, 0.0, 0.0,14.4, None,2022-05-14 21:00:00, None, None,20
0.5,12.6,12.5, 0.0, 0.0,14.4, None,2022-05-14 22:00:00, None, None,20
0.5,11.9,12.0, 0.0, 0.0,14.4, None,2022-05-14 23:00:00, None, None,20
0.5,11.8,11.7, 0.0, 0.0,14.4, None,2022-05-15 00:00:00, None, None,20
0.5,12.0,11.7, 0.0, 0.0,14.4, None,2022-05-15 01:00:00, None, None,20
0.2,11.8,11.7, 0.0, 0.0,14.4, None,2022-05-15 02:00:00, None, None,20
0.0,11.8,11.7, 0.0, 0.0,14.4, None,2022-05-15 03:00:00, None, None,20
0.0,11.5,11.5, 0.1, 0.0,14.4, None,2022-05-15 04:00:00, None, None,20
0.2,11.2,11.1, 0.2, 0.0,14.4, None,2022-05-15 05:00:00, None, None,20
0.2,11.0,11.0, 0.0, 0.0,14.4, None,2022-05-15 06:00:00, None, None,20
0.2,11.0,11.0, 0.0, 0.0,11.3, None,2022-05-15 07:00:00, None, None,20
0.2,10.7,10.7, 0.1, 0.0,11.3, None,2022-05-15 08:00:00, None, None,20
0.2,11.0,10.7, 0.1, 0.0,11.3, None,2022-05-15 09:00:00, None, None,20
0.4,10.8,10.7, 0.2, 0.0,11.3, None,2022-05-15 10:00:00, None, None,20
0.7,10.9,10.7, 0.3, 0.0,11.3, None,2022-05-15 11:00:00, None, None,20
0.9,11.0,10.7, 0.2, 0.0,11.3, None,2022-05-15 12:00:00, None, None,20
0.9,11.6,10.7, 0.1, 0.0,11.6, None,2022-05-15 13:00:00, None, None,20
1.1,11.5,10.7, 0.2, 0.0,11.7, None,2022-05-15 14:00:00, None, None,20
1.1,12.3,10.7, 0.0, 0.0,12.4, None,2022-05-15 15:00:00, None, None,20
