ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2021-03-05,0.0,10
0.2,0.2,0.0,2021-03-06,0.0,10
1.0,1.0,0.0,2021-03-07,0.0,10
0.0,0.0,0.0,2021-03-08,0.0,10
0.0,0.0,0.0,2021-03-09,0.0,10
0.0,0.0,0.0,2021-03-10,0.0,10
0.0,0.0,0.0,2021-03-11,0.0,10
