air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-3.607, None, None, None, None, None,2017-04-02 00:00:00, None, None, None,14
None,-3.587, None, None, None, None, None,2017-04-02 01:00:00, None, None, None,14
None,-3.636, None, None, None, None, None,2017-04-02 02:00:00, None, None, None,14
None,-3.646, None, None, None, None, None,2017-04-02 03:00:00, None, None, None,14
None,-3.777, None, None, None, None, None,2017-04-02 04:00:00, None, None, None,14
None,-4.078, None, None, None, None, None,2017-04-02 05:00:00, None, None, None,14
None,-4.391, None, None, None, None, None,2017-04-02 06:00:00, None, None, None,14
None,-4.683, None, None, None, None, None,2017-04-02 07:00:00, None, None, None,14
None,-4.446, None, None, None, None, None,2017-04-02 08:00:00, None, None, None,14
None,-3.815, None, None, None, None, None,2017-04-02 09:00:00, None, None, None,14
None,-2.875, None, None, None, None, None,2017-04-02 10:00:00, None, None, None,14
None,-2.154, None, None, None, None, None,2017-04-02 11:00:00, None, None, None,14
None,-1.956, None, None, None, None, None,2017-04-02 12:00:00, None, None, None,14
None,-1.591, None, None, None, None, None,2017-04-02 13:00:00, None, None, None,14
None,-1.778, None, None, None, None, None,2017-04-02 14:00:00, None, None, None,14
None,-1.694, None, None, None, None, None,2017-04-02 15:00:00, None, None, None,14
None,-1.62, None, None, None, None, None,2017-04-02 16:00:00, None, None, None,14
None,-1.826, None, None, None, None, None,2017-04-02 17:00:00, None, None, None,14
None,-2.003, None, None, None, None, None,2017-04-02 18:00:00, None, None, None,14
None,-2.396, None, None, None, None, None,2017-04-02 19:00:00, None, None, None,14
None,-3.249, None, None, None, None, None,2017-04-02 20:00:00, None, None, None,14
None,-3.428, None, None, None, None, None,2017-04-02 21:00:00, None, None, None,14
None,-3.779, None, None, None, None, None,2017-04-02 22:00:00, None, None, None,14
None,-3.844, None, None, None, None, None,2017-04-02 23:00:00, None, None, None,14
None,-3.985, None, None, None, None, None,2017-04-03 00:00:00, None, None, None,14
None,-4.116, None, None, None, None, None,2017-04-03 01:00:00, None, None, None,14
None,-4.182, None, None, None, None, None,2017-04-03 02:00:00, None, None, None,14
None,-5.49, None, None, None, None, None,2017-04-03 03:00:00, None, None, None,14
None,-5.252, None, None, None, None, None,2017-04-03 04:00:00, None, None, None,14
None,-6.206, None, None, None, None, None,2017-04-03 05:00:00, None, None, None,14
None,-5.587, None, None, None, None, None,2017-04-03 06:00:00, None, None, None,14
None,-5.434, None, None, None, None, None,2017-04-03 07:00:00, None, None, None,14
None,-4.609, None, None, None, None, None,2017-04-03 08:00:00, None, None, None,14
None,-3.496, None, None, None, None, None,2017-04-03 09:00:00, None, None, None,14
None,-2.676, None, None, None, None, None,2017-04-03 10:00:00, None, None, None,14
None,-1.741, None, None, None, None, None,2017-04-03 11:00:00, None, None, None,14
None,0.886, None, None, None, None, None,2017-04-03 12:00:00, None, None, None,14
None,0.244, None, None, None, None, None,2017-04-03 13:00:00, None, None, None,14
None,1.175, None, None, None, None, None,2017-04-03 14:00:00, None, None, None,14
None,2.499, None, None, None, None, None,2017-04-03 15:00:00, None, None, None,14
None,1.138, None, None, None, None, None,2017-04-03 16:00:00, None, None, None,14
None,0.058, None, None, None, None, None,2017-04-03 17:00:00, None, None, None,14
None,0.439, None, None, None, None, None,2017-04-03 18:00:00, None, None, None,14
None,0.261, None, None, None, None, None,2017-04-03 19:00:00, None, None, None,14
None,0.14, None, None, None, None, None,2017-04-03 20:00:00, None, None, None,14
None,-0.205, None, None, None, None, None,2017-04-03 21:00:00, None, None, None,14
None,-1.25, None, None, None, None, None,2017-04-03 22:00:00, None, None, None,14
None,-1.838, None, None, None, None, None,2017-04-03 23:00:00, None, None, None,14
None,-1.045, None, None, None, None, None,2017-04-04 00:00:00, None, None, None,14
None,-1.38, None, None, None, None, None,2017-04-04 01:00:00, None, None, None,14
None,-1.857, None, None, None, None, None,2017-04-04 02:00:00, None, None, None,14
None,-1.399, None, None, None, None, None,2017-04-04 03:00:00, None, None, None,14
None,-1.229, None, None, None, None, None,2017-04-04 04:00:00, None, None, None,14
None,-1.661, None, None, None, None, None,2017-04-04 05:00:00, None, None, None,14
None,-1.772, None, None, None, None, None,2017-04-04 06:00:00, None, None, None,14
None,-1.456, None, None, None, None, None,2017-04-04 07:00:00, None, None, None,14
None,-1.288, None, None, None, None, None,2017-04-04 08:00:00, None, None, None,14
None,-2.117, None, None, None, None, None,2017-04-04 09:00:00, None, None, None,14
None,-1.305, None, None, None, None, None,2017-04-04 10:00:00, None, None, None,14
None,-0.419, None, None, None, None, None,2017-04-04 11:00:00, None, None, None,14
None,0.402, None, None, None, None, None,2017-04-04 12:00:00, None, None, None,14
None,1.706, None, None, None, None, None,2017-04-04 13:00:00, None, None, None,14
None,1.436, None, None, None, None, None,2017-04-04 14:00:00, None, None, None,14
None,1.492, None, None, None, None, None,2017-04-04 16:00:00, None, None, None,14
None,1.427, None, None, None, None, None,2017-04-04 17:00:00, None, None, None,14
None,1.129, None, None, None, None, None,2017-04-04 18:00:00, None, None, None,14
None,1.054, None, None, None, None, None,2017-04-04 19:00:00, None, None, None,14
None,0.653, None, None, None, None, None,2017-04-04 20:00:00, None, None, None,14
None,0.652, None, None, None, None, None,2017-04-04 21:00:00, None, None, None,14
None,0.764, None, None, None, None, None,2017-04-04 22:00:00, None, None, None,14
None,0.707, None, None, None, None, None,2017-04-04 23:00:00, None, None, None,14
None,0.512, None, None, None, None, None,2017-04-05 00:00:00, None, None, None,14
None,1.442, None, None, None, None, None,2017-04-05 01:00:00, None, None, None,14
