BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.918, None, 85.6,2017-04-09 00:00:00, 1.917,15
None, None, 3.969, None, 83.8,2017-04-09 01:00:00, 2.278,15
None, None, 1.508, None, 85.5,2017-04-09 02:00:00, 1.69,15
None, None, 0.201, None, 85.3,2017-04-09 03:00:00, 1.669,15
None, None, 0.749, None, 86.4,2017-04-09 04:00:00, 1.174,15
None, None, 2.041, None, 87.2,2017-04-09 05:00:00, 0.841,15
None, None, 0.761, None, 89.0,2017-04-09 06:00:00, 0.303,15
None, None, 0.775, None, 89.3,2017-04-09 07:00:00, 0.557,15
None, None, 0.837, None, 88.5,2017-04-09 08:00:00, 1.88,15
None, None, 1.396, None, 80.9,2017-04-09 09:00:00, 4.618,15
None, None, 2.239, None, 68.31,2017-04-09 10:00:00, 7.099,15
None, None, 4.816, None, 50.24,2017-04-09 11:00:00, 10.07,15
None, None, 6.004, None, 39.5,2017-04-09 12:00:00, 11.7,15
None, None, 5.504, None, 34.03,2017-04-09 13:00:00, 12.79,15
None, None, 5.807, None, 29.67,2017-04-09 14:00:00, 13.48,15
None, None, 5.79, None, 27.51,2017-04-09 15:00:00, 13.56,15
None, None, 5.564, None, 26.86,2017-04-09 16:00:00, 13.47,15
None, None, 4.932, None, 26.98,2017-04-09 17:00:00, 12.47,15
None, None, 3.826, None, 28.35,2017-04-09 18:00:00, 11.81,15
None, None, 2.053, None, 37.15,2017-04-09 19:00:00, 8.53,15
None, None, 0.741, None, 47.93,2017-04-09 20:00:00, 4.947,15
None, None, 0.419, None, 53.25,2017-04-09 21:00:00, 3.318,15
None, None, 0.239, None, 61.71,2017-04-09 22:00:00, 1.482,15
None, None, 0.947, None, 65.98,2017-04-09 23:00:00, 0.5,15
None, None, 0.496, None, 72.92,2017-04-10 00:00:00, -0.67,15
None, None, 0.197, None, 75.71,2017-04-10 01:00:00, -1.421,15
None, None, 0.194, None, 77.64,2017-04-10 02:00:00, -1.728,15
None, None, 0.877, None, 80.1,2017-04-10 03:00:00, -2.678,15
None, None, 0.316, None, 82.8,2017-04-10 04:00:00, -3.482,15
None, None, 0.338, None, 82.5,2017-04-10 05:00:00, -3.63,15
None, None, 0.632, None, 84.3,2017-04-10 06:00:00, -4.354,15
None, None, 0.83, None, 83.5,2017-04-10 07:00:00, -1.772,15
None, None, 2.2, None, 75.27,2017-04-10 08:00:00, 0.636,15
None, None, 2.049, None, 64.52,2017-04-10 09:00:00, 2.738,15
None, None, 1.907, None, 56.73,2017-04-10 10:00:00, 5.298,15
None, None, 1.834, None, 54.52,2017-04-10 11:00:00, 7.327,15
None, None, 1.334, None, 52.81,2017-04-10 12:00:00, 8.39,15
None, None, 1.707, None, 42.93,2017-04-10 13:00:00, 10.62,15
None, None, 1.413, None, 30.69,2017-04-10 14:00:00, 12.21,15
None, None, 1.521, None, 27.82,2017-04-10 15:00:00, 13.27,15
None, None, 2.008, None, 26.34,2017-04-10 16:00:00, 13.82,15
None, None, 3.055, None, 29.95,2017-04-10 17:00:00, 12.43,15
None, None, 1.665, None, 31.02,2017-04-10 18:00:00, 12.07,15
None, None, 2.83, None, 38.69,2017-04-10 19:00:00, 10.21,15
None, None, 3.403, None, 49.01,2017-04-10 20:00:00, 8.98,15
None, None, 3.239, None, 60.48,2017-04-10 21:00:00, 7.392,15
None, None, 3.101, None, 55.15,2017-04-10 22:00:00, 6.919,15
None, None, 4.158, None, 58.56,2017-04-10 23:00:00, 5.407,15
None, None, 5.139, None, 63.51,2017-04-11 00:00:00, 3.987,15
None, None, 5.528, None, 68.75,2017-04-11 01:00:00, 3.152,15
