station_observations
AirTemperature, Precipitation, Rain, WindSpeed, time, WindDirection, RelativeHumidity
12.9, None, 0.0, 10.4, 2019-09-05 04:15:00, 38.0, 77.0
12.9, None, 0.0, 10.3, 2019-09-05 04:30:00, 35.0, 78.0
12.8, None, 0.0, 10.1, 2019-09-05 04:45:00, 35.0, 80.0
12.7, 0.0, 0.0, 10.7, 2019-09-05 05:00:00, 38.0, 79.0
12.7, None, 0.0, 10.7, 2019-09-05 05:15:00, 36.0, 80.0
12.7, None, 0.0, 11.0, 2019-09-05 05:30:00, 38.0, 80.0
12.7, None, 0.0, 9.7, 2019-09-05 05:45:00, 36.0, 81.0
12.8, 0.0, 0.0, 10.0, 2019-09-05 06:00:00, 37.0, 79.0
13.2, None, 0.0, 9.6, 2019-09-05 06:15:00, 39.0, 79.0
13.6, None, 0.0, 9.2, 2019-09-05 06:30:00, 37.0, 77.0
14.0, None, 0.0, 10.5, 2019-09-05 06:45:00, 41.0, 75.0
14.4, 0.0, 0.0, 10.3, 2019-09-05 07:00:00, 39.0, 73.0
14.7, None, 0.0, 10.3, 2019-09-05 07:15:00, 40.0, 73.0
14.4, None, 0.0, 10.3, 2019-09-05 07:30:00, 40.0, 75.0
15.2, None, 0.0, 10.3, 2019-09-05 07:45:00, 41.0, 73.0
15.9, 0.0, 0.0, 8.9, 2019-09-05 08:00:00, 41.0, 71.0
16.6, None, 0.0, 6.7, 2019-09-05 08:15:00, 38.0, 70.0
17.0, None, 0.0, 6.3, 2019-09-05 08:30:00, 44.0, 68.0
17.5, None, 0.0, 6.3, 2019-09-05 08:45:00, 47.0, 66.0
18.5, 0.0, 0.0, 4.6, 2019-09-05 09:00:00, 51.0, 62.0
18.5, None, 0.0, 4.7, 2019-09-05 09:15:00, 42.0, 64.0
19.4, None, 0.0, 5.2, 2019-09-05 09:30:00, 46.0, 59.0
19.5, None, 0.0, 4.7, 2019-09-05 09:45:00, 41.0, 61.0
20.0, 0.0, 0.0, 4.4, 2019-09-05 10:00:00, 48.0, 58.0
20.5, None, 0.0, 4.0, 2019-09-05 10:15:00, 21.0, 58.0
21.2, None, 0.0, 3.9, 2019-09-05 10:30:00, 44.0, 57.0
20.9, None, 0.0, 5.2, 2019-09-05 10:45:00, 42.0, 56.0
21.9, 0.0, 0.0, 3.6, 2019-09-05 11:00:00, 18.0, 52.0
22.2, None, 0.0, 4.5, 2019-09-05 11:15:00, 39.0, 52.0
22.2, None, 0.0, 4.4, 2019-09-05 11:30:00, 37.0, 50.0
22.7, None, 0.0, 4.2, 2019-09-05 11:45:00, 26.0, 47.0
23.0, 0.0, 0.0, 3.9, 2019-09-05 12:00:00, 33.0, 48.0
22.8, None, 0.0, 3.8, 2019-09-05 12:15:00, 29.0, 49.0
23.2, None, 0.0, 3.9, 2019-09-05 12:30:00, 44.0, 48.0
21.8, None, 0.0, 4.6, 2019-09-05 12:45:00, 38.0, 56.0
21.9, 0.0, 0.0, 3.8, 2019-09-05 13:00:00, 24.0, 55.0
21.6, None, 0.0, 4.8, 2019-09-05 13:15:00, 41.0, 53.0
22.8, None, 0.0, 4.8, 2019-09-05 13:30:00, 35.0, 47.0
23.2, None, 0.0, 4.6, 2019-09-05 13:45:00, 40.0, 43.0
23.7, 0.0, 0.0, 4.6, 2019-09-05 14:00:00, 38.0, 46.0
23.5, None, 0.0, 4.3, 2019-09-05 14:15:00, 50.0, 46.0
24.1, None, 0.0, 4.7, 2019-09-05 14:30:00, 49.0, 40.0
24.5, None, 0.0, 5.1, 2019-09-05 14:45:00, 41.0, 48.0
22.9, 0.0, 0.0, 5.0, 2019-09-05 15:00:00, 47.0, 50.0
22.2, None, 0.0, 6.0, 2019-09-05 15:15:00, 43.0, 49.0
22.5, None, 0.0, 4.0, 2019-09-05 15:30:00, 38.0, 49.0
22.6, None, 0.0, 3.6, 2019-09-05 15:45:00, 33.0, 46.0
23.3, 0.0, 0.0, 3.0, 2019-09-05 16:00:00, 24.0, 42.0
22.5, None, 0.0, 3.1, 2019-09-05 16:15:00, 30.0, 46.0
23.0, None, 0.0, 2.4, 2019-09-05 16:30:00, 20.0, 47.0
22.6, None, 0.0, 3.9, 2019-09-05 16:45:00, 42.0, 49.0
21.9, 0.0, 0.0, 3.4, 2019-09-05 17:00:00, 28.0, 49.0
21.8, None, 0.0, 1.9, 2019-09-05 17:15:00, 344.0, 48.0
21.3, None, 0.0, 1.3, 2019-09-05 17:30:00, 309.0, 47.0
20.5, None, 0.0, 1.7, 2019-09-05 17:45:00, 324.0, 49.0
20.0, 0.0, 0.0, 1.7, 2019-09-05 18:00:00, 266.0, 44.0
19.2, None, 0.0, 2.0, 2019-09-05 18:15:00, 10.0, 56.0
18.1, None, 0.0, 1.5, 2019-09-05 18:30:00, 351.0, 57.0
17.7, None, 0.0, 1.7, 2019-09-05 18:45:00, 21.0, 57.0
17.6, 0.0, 0.0, 2.3, 2019-09-05 19:00:00, 26.0, 57.0
17.5, None, 0.0, 2.2, 2019-09-05 19:15:00, 29.0, 54.0
17.7, None, 0.0, 3.5, 2019-09-05 19:30:00, 29.0, 47.0
17.8, None, 0.0, 3.6, 2019-09-05 19:45:00, 34.0, 42.0
18.4, 0.0, 0.0, 4.4, 2019-09-05 20:00:00, 30.0, 35.0
18.6, None, 0.0, 4.2, 2019-09-05 20:15:00, 33.0, 32.0
18.4, None, 0.0, 4.2, 2019-09-05 20:30:00, 32.0, 35.0
18.1, None, 0.0, 3.5, 2019-09-05 20:45:00, 30.0, 37.0
18.2, 0.0, 0.0, 3.2, 2019-09-05 21:00:00, 27.0, 38.0
17.9, None, 0.0, 4.2, 2019-09-05 21:15:00, 36.0, 40.0
17.8, None, 0.0, 3.8, 2019-09-05 21:30:00, 34.0, 40.0
18.0, None, 0.0, 3.7, 2019-09-05 21:45:00, 34.0, 40.0
17.9, 0.0, 0.0, 3.7, 2019-09-05 22:00:00, 37.0, 43.0
17.4, None, 0.0, 3.6, 2019-09-05 22:15:00, 36.0, 48.0
17.3, None, 0.0, 3.8, 2019-09-05 22:30:00, 34.0, 48.0
17.4, None, 0.0, 1.4, 2019-09-05 22:45:00, 122.0, 41.0
18.2, 0.0, 0.0, 1.9, 2019-09-05 23:00:00, 193.0, 38.0
18.9, None, 0.0, 3.3, 2019-09-05 23:15:00, 155.0, 38.0
18.4, None, 0.0, 1.2, 2019-09-05 23:30:00, 359.0, 39.0
18.5, None, 0.0, 1.4, 2019-09-05 23:45:00, 344.0, 39.0
18.5, 0.0, 0.0, 1.4, 2019-09-06 00:00:00, 272.0, 40.0
18.3, None, 0.0, 1.6, 2019-09-06 00:15:00, 197.0, 40.0
18.5, None, 0.0, 2.0, 2019-09-06 00:30:00, 142.0, 39.0
18.9, None, 0.0, 3.8, 2019-09-06 00:45:00, 162.0, 39.0
18.6, 0.0, 0.0, 3.5, 2019-09-06 01:00:00, 162.0, 41.0
17.5, None, 0.0, 1.0, 2019-09-06 01:15:00, 100.0, 47.0
17.6, None, 0.0, 3.3, 2019-09-06 01:30:00, 156.0, 45.0
17.2, None, 0.0, 1.6, 2019-09-06 01:45:00, 162.0, 48.0
16.9, 0.0, 0.0, 1.1, 2019-09-06 02:00:00, 169.0, 50.0
17.8, None, 0.0, 4.0, 2019-09-06 02:15:00, 160.0, 48.0
18.1, None, 0.0, 5.6, 2019-09-06 02:30:00, 179.0, 43.0
18.1, None, 0.0, 6.7, 2019-09-06 02:45:00, 183.0, 46.0
18.1, 0.0, 0.0, 4.6, 2019-09-06 03:00:00, 187.0, 44.0
17.6, None, 0.0, 6.0, 2019-09-06 03:15:00, 185.0, 50.0
17.1, None, 0.0, 7.4, 2019-09-06 03:30:00, 200.0, 56.0
16.8, None, 0.0, 6.9, 2019-09-06 03:45:00, 200.0, 55.0
16.7, 0.0, 0.0, 6.9, 2019-09-06 04:00:00, 193.0, 56.0
16.4, None, 0.0, 7.0, 2019-09-06 04:15:00, 196.0, 57.0
16.2, None, 0.0, 7.1, 2019-09-06 04:30:00, 203.0, 59.0
15.9, None, 0.0, 6.2, 2019-09-06 04:45:00, 196.0, 63.0
15.6, 0.0, 0.0, 6.0, 2019-09-06 05:00:00, 180.0, 67.0
15.5, None, 0.0, 5.3, 2019-09-06 05:15:00, 190.0, 67.0
15.6, None, 0.0, 7.6, 2019-09-06 05:30:00, 193.0, 67.0
15.4, None, 0.0, 5.7, 2019-09-06 05:45:00, 179.0, 71.0
15.1, 0.0, 0.0, 5.2, 2019-09-06 06:00:00, 213.0, 80.0
15.1, None, 0.0, 5.3, 2019-09-06 06:15:00, 208.0, 75.0
15.1, None, 0.0, 3.8, 2019-09-06 06:30:00, 197.0, 78.0
15.6, None, 0.0, 4.2, 2019-09-06 06:45:00, 256.0, 75.0
15.9, 0.0, 0.0, 4.5, 2019-09-06 07:00:00, 218.0, 74.0
16.0, None, 0.0, 3.1, 2019-09-06 07:15:00, 216.0, 73.0
16.3, None, 0.0, 4.0, 2019-09-06 07:30:00, 190.0, 63.0
16.9, None, 0.0, 3.2, 2019-09-06 07:45:00, 145.0, 54.0
17.6, 0.0, 0.0, 4.4, 2019-09-06 08:00:00, 184.0, 59.0
17.7, None, 0.0, 5.0, 2019-09-06 08:15:00, 201.0, 69.0
17.6, None, 0.0, 5.9, 2019-09-06 08:30:00, 181.0, 68.0
17.8, None, 0.0, 6.2, 2019-09-06 08:45:00, 185.0, 67.0
18.7, 0.0, 0.0, 6.4, 2019-09-06 09:00:00, 177.0, 63.0
19.5, None, 0.0, 5.0, 2019-09-06 09:15:00, 175.0, 59.0
20.3, None, 0.0, 4.7, 2019-09-06 09:30:00, 166.0, 53.0
20.6, None, 0.0, 5.2, 2019-09-06 09:45:00, 181.0, 54.0
21.1, 0.0, 0.0, 5.8, 2019-09-06 10:00:00, 167.0, 52.0
21.5, None, 0.0, 6.2, 2019-09-06 10:15:00, 173.0, 49.0
21.5, None, 0.0, 6.6, 2019-09-06 10:30:00, 191.0, 48.0
22.3, None, 0.0, 5.9, 2019-09-06 10:45:00, 172.0, 47.0
22.2, 0.0, 0.0, 7.0, 2019-09-06 11:00:00, 158.0, 47.0
21.4, None, 0.0, 7.5, 2019-09-06 11:15:00, 170.0, 48.0
21.9, None, 0.0, 8.6, 2019-09-06 11:30:00, 181.0, 48.0
22.7, None, 0.0, 8.9, 2019-09-06 11:45:00, 201.0, 44.0
23.0, 0.0, 0.0, 6.6, 2019-09-06 12:00:00, 187.0, 45.0
22.8, None, 0.0, 4.6, 2019-09-06 12:15:00, 219.0, 46.0
23.0, None, 0.0, 7.4, 2019-09-06 12:30:00, 189.0, 46.0
22.3, None, 0.0, 5.2, 2019-09-06 12:45:00, 93.0, 49.0
21.1, 0.0, 0.0, 5.4, 2019-09-06 13:00:00, 186.0, 53.0
23.5, None, 0.0, 5.9, 2019-09-06 13:15:00, 164.0, 47.0
23.8, None, 0.0, 5.8, 2019-09-06 13:30:00, 34.0, 44.0
23.7, None, 0.0, 6.2, 2019-09-06 13:45:00, 147.0, 43.0
23.4, 0.0, 0.0, 5.8, 2019-09-06 14:00:00, 197.0, 46.0
22.7, None, 0.0, 6.6, 2019-09-06 14:15:00, 198.0, 46.0
22.8, None, 0.0, 5.3, 2019-09-06 14:30:00, 357.0, 46.0
23.1, None, 0.0, 5.1, 2019-09-06 14:45:00, 201.0, 44.0
22.7, 0.0, 0.0, 4.6, 2019-09-06 15:00:00, 163.0, 45.0
22.0, None, 0.0, 4.7, 2019-09-06 15:15:00, 342.0, 47.0
21.5, None, 0.0, 5.3, 2019-09-06 15:30:00, 310.0, 49.0
21.2, None, 0.0, 4.8, 2019-09-06 15:45:00, 208.0, 50.0
20.7, 0.0, 0.0, 4.3, 2019-09-06 16:00:00, 20.0, 52.0
20.3, None, 0.0, 4.2, 2019-09-06 16:15:00, 277.0, 50.0
19.9, None, 0.0, 4.6, 2019-09-06 16:30:00, 270.0, 48.0
19.5, None, 0.0, 4.8, 2019-09-06 16:45:00, 301.0, 46.0
18.4, 0.0, 0.0, 4.7, 2019-09-06 17:00:00, 272.0, 50.0
17.7, None, 0.0, 5.1, 2019-09-06 17:15:00, 270.0, 49.0
16.8, None, 0.0, 5.4, 2019-09-06 17:30:00, 304.0, 52.0
16.5, None, 0.0, 4.1, 2019-09-06 17:45:00, 47.0, 51.0
16.3, 0.0, 0.0, 4.7, 2019-09-06 18:00:00, 306.0, 52.0
15.9, None, 0.0, 3.9, 2019-09-06 18:15:00, 289.0, 54.0
15.6, None, 0.0, 3.7, 2019-09-06 18:30:00, 290.0, 53.0
15.1, None, 0.0, 4.0, 2019-09-06 18:45:00, 311.0, 53.0
14.8, 0.0, 0.0, 4.8, 2019-09-06 19:00:00, 305.0, 55.0
14.5, None, 0.0, 4.9, 2019-09-06 19:15:00, 302.0, 54.0
14.5, None, 0.0, 3.6, 2019-09-06 19:30:00, 280.0, 55.0
14.9, None, 0.0, 4.4, 2019-09-06 19:45:00, 286.0, 54.0
14.9, 0.0, 0.0, 4.3, 2019-09-06 20:00:00, 297.0, 54.0
15.2, None, 0.0, 3.7, 2019-09-06 20:15:00, 291.0, 53.0
15.7, None, 0.0, 1.6, 2019-09-06 20:30:00, 5.0, 49.0
15.5, None, 0.0, 1.7, 2019-09-06 20:45:00, 48.0, 57.0
15.5, 0.0, 0.0, 3.7, 2019-09-06 21:00:00, 207.0, 51.0
16.2, None, 0.0, 4.8, 2019-09-06 21:15:00, 219.0, 54.0
15.9, None, 0.0, 5.3, 2019-09-06 21:30:00, 218.0, 56.0
15.5, None, 0.0, 6.0, 2019-09-06 21:45:00, 222.0, 57.0
15.5, 0.0, 0.0, 6.0, 2019-09-06 22:00:00, 218.0, 59.0
15.5, None, 0.0, 6.7, 2019-09-06 22:15:00, 216.0, 58.0
15.9, None, 0.0, 6.7, 2019-09-06 22:30:00, 209.0, 51.0
15.9, None, 0.0, 6.7, 2019-09-06 22:45:00, 204.0, 55.0
16.4, 0.0, 0.0, 7.1, 2019-09-06 23:00:00, 182.0, 50.0
16.4, None, 0.0, 8.0, 2019-09-06 23:15:00, 183.0, 52.0
16.2, None, 0.0, 7.2, 2019-09-06 23:30:00, 182.0, 53.0
16.1, None, 0.0, 6.2, 2019-09-06 23:45:00, 175.0, 56.0
16.1, 0.0, 0.0, 5.7, 2019-09-07 00:00:00, 177.0, 56.0
16.0, None, 0.0, 5.1, 2019-09-07 00:15:00, 176.0, 60.0
15.7, None, 0.0, 2.4, 2019-09-07 00:30:00, 200.0, 56.0
15.4, None, 0.0, 1.8, 2019-09-07 00:45:00, 184.0, 59.0
15.2, 0.0, 0.0, 1.4, 2019-09-07 01:00:00, 69.0, 60.0
15.2, None, 0.0, 2.0, 2019-09-07 01:15:00, 255.0, 69.0
15.8, None, 0.0, 2.7, 2019-09-07 01:30:00, 193.0, 66.0
15.5, None, 0.0, 1.3, 2019-09-07 01:45:00, 335.0, 69.0
15.2, 0.0, 0.0, 1.3, 2019-09-07 02:00:00, 341.0, 70.0
14.9, None, 0.0, 0.4, 2019-09-07 02:15:00, 342.0, 73.0
14.9, None, 0.0, 2.6, 2019-09-07 02:30:00, 284.0, 66.0
14.8, None, 0.0, 1.6, 2019-09-07 02:45:00, 336.0, 61.0
14.3, 0.0, 0.0, 1.2, 2019-09-07 03:00:00, 340.0, 63.0
14.1, None, 0.0, 1.4, 2019-09-07 03:15:00, 351.0, 62.0
13.8, None, 0.0, 0.8, 2019-09-07 03:30:00, 344.0, 64.0
13.7, None, 0.0, 1.8, 2019-09-07 03:45:00, 22.0, 63.0
13.8, 0.0, 0.0, 1.8, 2019-09-07 04:00:00, 22.0, 63.0
13.9, None, 0.0, 2.3, 2019-09-07 04:15:00, 22.0, 60.0
13.7, None, 0.0, 1.8, 2019-09-07 04:30:00, 18.0, 63.0
13.5, None, 0.0, 2.6, 2019-09-07 04:45:00, 20.0, 63.0
13.3, 0.0, 0.0, 2.2, 2019-09-07 05:00:00, 19.0, 65.0
13.5, None, 0.0, 2.8, 2019-09-07 05:15:00, 19.0, 63.0
13.5, None, 0.0, 3.4, 2019-09-07 05:30:00, 22.0, 70.0
13.2, None, 0.0, 2.5, 2019-09-07 05:45:00, 22.0, 71.0
13.1, 0.0, 0.0, 3.1, 2019-09-07 06:00:00, 24.0, 71.0
12.9, None, 0.0, 2.9, 2019-09-07 06:15:00, 28.0, 70.0
12.6, None, 0.0, 2.5, 2019-09-07 06:30:00, 22.0, 73.0
12.4, None, 0.0, 3.4, 2019-09-07 06:45:00, 31.0, 77.0
12.7, 0.0, 0.0, 3.6, 2019-09-07 07:00:00, 37.0, 65.0
13.2, None, 0.0, 3.7, 2019-09-07 07:15:00, 41.0, 61.0
13.3, None, 0.0, 2.0, 2019-09-07 07:30:00, 18.0, 62.0
13.6, None, 0.0, 2.8, 2019-09-07 07:45:00, 28.0, 72.0
13.5, 0.0, 0.0, 3.0, 2019-09-07 08:00:00, 3.0, 66.0
13.9, None, 0.0, 2.9, 2019-09-07 08:15:00, 33.0, 64.0
14.2, None, 0.0, 3.3, 2019-09-07 08:30:00, 31.0, 64.0
14.4, None, 0.0, 3.3, 2019-09-07 08:45:00, 31.0, 60.0
15.4, 0.0, 0.0, 4.9, 2019-09-07 09:00:00, 35.0, 55.0
15.7, None, 0.0, 3.9, 2019-09-07 09:15:00, 31.0, 58.0
15.7, None, 0.0, 5.2, 2019-09-07 09:30:00, 31.0, 61.0
16.4, None, 0.0, 5.9, 2019-09-07 09:45:00, 37.0, 66.0
17.3, 0.0, 0.0, 5.4, 2019-09-07 10:00:00, 37.0, 71.0
18.0, None, 0.0, 6.0, 2019-09-07 10:15:00, 48.0, 73.0
17.9, None, 0.0, 6.0, 2019-09-07 10:30:00, 45.0, 74.0
17.7, None, 0.0, 4.1, 2019-09-07 10:45:00, 42.0, 74.0
17.7, 0.0, 0.0, 3.8, 2019-09-07 11:00:00, 38.0, 74.0
17.3, None, 0.0, 5.0, 2019-09-07 11:15:00, 33.0, 73.0
17.7, None, 0.0, 6.1, 2019-09-07 11:30:00, 42.0, 74.0
18.6, None, 0.0, 3.6, 2019-09-07 11:45:00, 32.0, 70.0
20.0, 0.0, 0.0, 5.9, 2019-09-07 12:00:00, 36.0, 65.0
19.5, None, 0.0, 5.3, 2019-09-07 12:15:00, 43.0, 68.0
18.4, None, 0.0, 3.6, 2019-09-07 12:30:00, 32.0, 73.0
18.0, None, 0.0, 4.4, 2019-09-07 12:45:00, 43.0, 73.0
19.7, 0.0, 0.0, 4.4, 2019-09-07 13:00:00, 46.0, 68.0
19.0, None, 0.0, 4.6, 2019-09-07 13:15:00, 36.0, 70.0
18.6, None, 0.0, 3.4, 2019-09-07 13:30:00, 344.0, 72.0
19.3, None, 0.0, 4.3, 2019-09-07 13:45:00, 33.0, 71.0
18.6, 0.0, 0.0, 3.5, 2019-09-07 14:00:00, 308.0, 72.0
17.6, None, 0.0, 6.6, 2019-09-07 14:15:00, 176.0, 73.0
16.4, None, 0.0, 6.7, 2019-09-07 14:30:00, 200.0, 77.0
16.2, None, 0.0, 6.8, 2019-09-07 14:45:00, 193.0, 78.0
15.9, 0.0, 0.0, 4.3, 2019-09-07 15:00:00, 193.0, 77.0
15.4, None, 0.0, 5.6, 2019-09-07 15:15:00, 188.0, 78.0
15.4, None, 0.0, 6.5, 2019-09-07 15:30:00, 202.0, 79.0
16.2, None, 0.0, 4.0, 2019-09-07 15:45:00, 325.0, 74.0
17.1, 0.0, 0.0, 3.2, 2019-09-07 16:00:00, 267.0, 73.0
17.5, None, 0.0, 4.4, 2019-09-07 16:15:00, 286.0, 70.0
16.9, None, 0.0, 4.9, 2019-09-07 16:30:00, 289.0, 74.0
17.4, None, 0.0, 4.6, 2019-09-07 16:45:00, 304.0, 72.0
17.3, 0.0, 0.0, 4.1, 2019-09-07 17:00:00, 319.0, 72.0
16.3, None, 0.0, 4.6, 2019-09-07 17:15:00, 298.0, 76.0
14.7, None, 0.0, 5.2, 2019-09-07 17:30:00, 298.0, 81.0
13.6, None, 0.0, 4.8, 2019-09-07 17:45:00, 279.0, 85.0
14.6, 0.0, 0.0, 3.4, 2019-09-07 18:00:00, 313.0, 82.0
14.6, None, 0.0, 4.5, 2019-09-07 18:15:00, 13.0, 82.0
13.2, None, 0.0, 5.0, 2019-09-07 18:30:00, 301.0, 86.0
12.3, None, 0.0, 5.3, 2019-09-07 18:45:00, 294.0, 89.0
12.2, 0.0, 0.0, 5.3, 2019-09-07 19:00:00, 301.0, 88.0
12.3, None, 0.0, 5.1, 2019-09-07 19:15:00, 304.0, 88.0
12.2, None, 0.0, 5.2, 2019-09-07 19:30:00, 291.0, 89.0
11.9, None, 0.0, 6.0, 2019-09-07 19:45:00, 285.0, 91.0
11.8, 0.0, 0.0, 5.5, 2019-09-07 20:00:00, 280.0, 90.0
12.4, None, 0.0, 4.3, 2019-09-07 20:15:00, 292.0, 87.0
12.3, None, 0.0, 5.9, 2019-09-07 20:30:00, 291.0, 89.0
12.7, None, 0.0, 4.9, 2019-09-07 20:45:00, 285.0, 88.0
12.5, 0.0, 0.0, 5.4, 2019-09-07 21:00:00, 298.0, 86.0
12.2, None, 0.0, 6.6, 2019-09-07 21:15:00, 301.0, 88.0
11.9, None, 0.0, 7.0, 2019-09-07 21:30:00, 299.0, 88.0
12.2, None, 0.0, 6.6, 2019-09-07 21:45:00, 307.0, 87.0
12.4, 0.0, 0.0, 3.6, 2019-09-07 22:00:00, 311.0, 86.0
12.7, None, 0.0, 3.4, 2019-09-07 22:15:00, 239.0, 86.0
10.7, None, 0.0, 6.1, 2019-09-07 22:30:00, 307.0, 96.0
10.7, None, 0.0, 5.0, 2019-09-07 22:45:00, 307.0, 96.0
10.2, 0.0, 0.0, 6.3, 2019-09-07 23:00:00, 301.0, 98.0
9.6, None, 0.0, 6.6, 2019-09-07 23:15:00, 283.0, 99.0
9.3, None, 0.0, 6.4, 2019-09-07 23:30:00, 282.0, 100.0
9.2, None, 0.0, 7.1, 2019-09-07 23:45:00, 287.0, 100.0
9.1, 0.0, 0.0, 7.9, 2019-09-08 00:00:00, 306.0, 100.0
9.2, None, 0.0, 9.9, 2019-09-08 00:15:00, 309.0, 100.0
9.3, None, 0.0, 8.3, 2019-09-08 00:30:00, 298.0, 100.0
9.3, None, 0.0, 8.0, 2019-09-08 00:45:00, 281.0, 100.0
9.3, 0.0, 0.0, 8.2, 2019-09-08 01:00:00, 276.0, 100.0
9.1, None, 0.0, 7.7, 2019-09-08 01:15:00, 291.0, 100.0
9.1, None, 0.0, 8.0, 2019-09-08 01:30:00, 287.0, 100.0
9.2, None, 0.0, 8.2, 2019-09-08 01:45:00, 291.0, 100.0
9.2, 0.0, 0.0, 7.4, 2019-09-08 02:00:00, 284.0, 100.0
9.2, None, 0.0, 7.4, 2019-09-08 02:15:00, 284.0, 100.0
9.0, None, 0.0, 6.9, 2019-09-08 02:30:00, 288.0, 100.0
9.0, None, 0.0, 7.9, 2019-09-08 02:45:00, 291.0, 100.0
9.0, 0.0, 0.0, 7.9, 2019-09-08 03:00:00, 288.0, 100.0
9.0, None, 0.0, 6.9, 2019-09-08 03:15:00, 284.0, 100.0
9.1, None, 0.0, 6.6, 2019-09-08 03:30:00, 286.0, 100.0
9.1, None, 0.0, 8.1, 2019-09-08 03:45:00, 286.0, 100.0
9.1, 0.0, 0.0, 7.3, 2019-09-08 04:00:00, 287.0, 100.0
9.2, None, 0.0, 7.4, 2019-09-08 04:15:00, 290.0, 100.0
9.4, None, 0.0, 9.0, 2019-09-08 04:30:00, 291.0, 100.0
9.5, None, 0.0, 7.0, 2019-09-08 04:45:00, 286.0, 100.0
9.5, 0.0, 0.0, 5.4, 2019-09-08 05:00:00, 291.0, 100.0
9.6, None, 0.0, 4.9, 2019-09-08 05:15:00, 262.0, 100.0
9.6, None, 0.0, 4.4, 2019-09-08 05:30:00, 203.0, 100.0
9.5, None, 0.0, 5.1, 2019-09-08 05:45:00, 340.0, 100.0
9.6, 0.0, 0.0, 5.5, 2019-09-08 06:00:00, 21.0, 100.0
9.6, None, 0.0, 6.4, 2019-09-08 06:15:00, 185.0, 100.0
9.8, None, 0.0, 6.1, 2019-09-08 06:30:00, 231.0, 100.0
10.1, None, 0.0, 5.0, 2019-09-08 06:45:00, 186.0, 100.0
10.2, 0.0, 0.0, 5.2, 2019-09-08 07:00:00, 217.0, 100.0
10.4, None, 0.0, 6.0, 2019-09-08 07:15:00, 216.0, 100.0
10.9, None, 0.0, 5.3, 2019-09-08 07:30:00, 239.0, 100.0
11.2, None, 0.0, 5.0, 2019-09-08 07:45:00, 216.0, 100.0
11.4, 0.0, 0.0, 5.5, 2019-09-08 08:00:00, 213.0, 99.0
12.3, None, 0.0, 3.6, 2019-09-08 08:15:00, 102.0, 100.0
11.9, None, 0.0, 4.4, 2019-09-08 08:30:00, 171.0, 100.0
11.7, None, 0.0, 2.9, 2019-09-08 08:45:00, 36.0, 100.0
11.7, 0.0, 0.0, 4.6, 2019-09-08 09:00:00, 195.0, 99.0
11.8, None, 0.0, 3.6, 2019-09-08 09:15:00, 188.0, 99.0
11.9, None, 0.0, 2.6, 2019-09-08 09:30:00, 177.0, 99.0
12.0, None, 0.0, 3.0, 2019-09-08 09:45:00, 167.0, 99.0
12.6, 0.0, 0.254, 3.9, 2019-09-08 10:00:00, 230.0, 99.0
12.6, None, 0.0, 3.0, 2019-09-08 10:15:00, 207.0, 98.0
12.5, None, 0.0, 3.7, 2019-09-08 10:30:00, 304.0, 97.0
12.9, None, 0.0, 3.9, 2019-09-08 10:45:00, 140.0, 96.0
12.3, 0.0, 0.0, 3.4, 2019-09-08 11:00:00, 305.0, 95.0
12.7, None, 0.0, 3.2, 2019-09-08 11:15:00, 126.0, 94.0
13.6, None, 0.0, 4.1, 2019-09-08 11:30:00, 195.0, 89.0
14.4, None, 0.0, 4.8, 2019-09-08 11:45:00, 136.0, 85.0
13.7, 0.0, 0.0, 4.5, 2019-09-08 12:00:00, 290.0, 84.0
13.9, None, 0.0, 5.6, 2019-09-08 12:15:00, 214.0, 83.0
14.2, None, 0.0, 5.5, 2019-09-08 12:30:00, 211.0, 79.0
14.5, None, 0.0, 3.9, 2019-09-08 12:45:00, 317.0, 79.0
13.9, 0.0, 0.0, 3.9, 2019-09-08 13:00:00, 287.0, 81.0
14.6, None, 0.0, 4.3, 2019-09-08 13:15:00, 284.0, 77.0
15.1, None, 0.0, 5.1, 2019-09-08 13:30:00, 203.0, 74.0
14.8, None, 0.0, 4.0, 2019-09-08 13:45:00, 295.0, 72.0
14.8, 0.0, 0.0, 4.1, 2019-09-08 14:00:00, 183.0, 75.0
15.0, None, 0.0, 4.0, 2019-09-08 14:15:00, 176.0, 72.0
16.3, None, 0.0, 4.2, 2019-09-08 14:30:00, 237.0, 69.0
15.2, None, 0.0, 3.8, 2019-09-08 14:45:00, 210.0, 71.0
15.0, 0.0, 0.0, 3.1, 2019-09-08 15:00:00, 271.0, 74.0
15.1, None, 0.0, 3.0, 2019-09-08 15:15:00, 232.0, 71.0
15.8, None, 0.0, 3.4, 2019-09-08 15:30:00, 349.0, 69.0
17.0, None, 0.0, 5.4, 2019-09-08 15:45:00, 174.0, 65.0
17.5, 0.0, 0.0, 6.8, 2019-09-08 16:00:00, 258.0, 65.0
16.1, None, 0.0, 4.8, 2019-09-08 16:15:00, 230.0, 71.0
15.6, None, 0.0, 4.2, 2019-09-08 16:30:00, 26.0, 73.0
16.1, None, 0.0, 5.1, 2019-09-08 16:45:00, 45.0, 70.0
16.2, 0.0, 0.0, 4.4, 2019-09-08 17:00:00, 6.0, 71.0
15.3, None, 0.0, 3.8, 2019-09-08 17:15:00, 83.0, 75.0
14.0, None, 0.0, 2.9, 2019-09-08 17:30:00, 177.0, 81.0
