CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 1.341, 96.2, None,2016-02-12 00:00:00, None, None,23.51, 6.337,31.92, None, None, None, None, None, 54.21,7
None, 1.113, 96.4, None,2016-02-12 01:00:00, None, None,15.2, 8.31,37.4, None, None, None, None, None, 54.04,7
None, 1.144, 96.4, None,2016-02-12 02:00:00, None, None,36.65, 6.072,38.09, None, None, None, None, None, 53.81,7
None, 1.669, 96.5, None,2016-02-12 03:00:00, None, None,60.78, 1.585,35.16, None, None, None, None, None, 54.15,7
None, 1.981, 96.3, None,2016-02-12 04:00:00, None, None,65.0, 2.038,126.8, None, None, None, None, None, 54.53,7
None, 1.914, 96.5, None,2016-02-12 05:00:00, None, None,62.91, 1.939,122.8, None, None, None, None, None, 54.2,7
None, 2.205, 96.7, None,2016-02-12 06:00:00, None, None,45.12, 3.116,171.1, None, None, None, None, None, 54.21,7
None, 2.343, 96.8, None,2016-02-12 07:00:00, None, None,21.94, 6.908,194.4, None, None, None, None, None, 53.85,7
None, 3.254, 97.1, None,2016-02-12 08:00:00, None, None,59.7, 5.828,173.9, None, None, None, None, None, 53.77,7
None, 3.734, 97.1, None,2016-02-12 09:00:00, None, None,27.38, 5.986,191.5, None, None, None, None, None, 53.62,7
None, 4.86, 96.9, None,2016-02-12 10:00:00, None, None,40.19, 5.17,190.9, None, None, None, None, None, 53.54,7
None, 4.047, 95.8, None,2016-02-12 11:00:00, None, None,63.01, 3.38,197.6, None, None, None, None, None, 53.61,7
None, 2.272, 96.7, None,2016-02-12 12:00:00, None, None,68.61, 7.71,73.75, None, None, None, None, None, 53.11,7
None, 2.578, 97.2, None,2016-02-12 13:00:00, None, None,20.57, 15.71,161.3, None, None, None, None, None, 53.19,7
None, 2.547, 97.0, None,2016-02-12 14:00:00, None, None,18.38, 17.28,157.4, None, None, None, None, None, 52.62,7
None, 2.812, 97.1, None,2016-02-12 15:00:00, None, None,17.63, 16.19,159.4, None, None, None, None, None, 52.51,7
None, 2.956, 97.2, None,2016-02-12 16:00:00, None, None,21.96, 18.05,160.8, None, None, None, None, None, 52.15,7
None, 2.699, 97.0, None,2016-02-12 17:00:00, None, None,22.0, 16.32,163.2, None, None, None, None, None, 51.93,7
None, 2.616, 96.7, None,2016-02-12 18:00:00, None, None,17.48, 17.2,163.9, None, None, None, None, None, 52.08,7
None, 2.546, 96.7, None,2016-02-12 19:00:00, None, None,19.85, 13.97,161.5, None, None, None, None, None, 52.23,7
None, 2.275, 94.7, None,2016-02-12 20:00:00, None, None,15.67, 16.15,164.5, None, None, None, None, None, 52.16,7
None, 2.182, 96.4, None,2016-02-12 21:00:00, None, None,16.64, 17.16,163.1, None, None, None, None, None, 51.87,7
None, 1.648, 97.0, None,2016-02-12 22:00:00, None, None,17.14, 19.57,162.0, None, None, None, None, None, 51.87,7
None, 1.618, 96.7, None,2016-02-12 23:00:00, None, None,16.26, 19.76,164.2, None, None, None, None, None, 51.74,7
None, 1.377, 96.7, None,2016-02-13 00:00:00, None, None,17.22, 17.25,163.9, None, None, None, None, None, 51.65,7
None, 1.13, 93.8, None,2016-02-13 01:00:00, None, None,18.16, 20.23,167.8, None, None, None, None, None, 51.59,7
None, 0.904, 95.6, None,2016-02-13 02:00:00, None, None,16.32, 17.91,164.1, None, None, None, None, None, 51.54,7
None, 0.896, 96.8, None,2016-02-13 03:00:00, None, None,16.66, 17.96,160.6, None, None, None, None, None, 51.61,7
None, 0.467, 97.0, None,2016-02-13 04:00:00, None, None,17.55, 19.03,162.7, None, None, None, None, None, 51.52,7
None, 0.117, 96.8, None,2016-02-13 05:00:00, None, None,17.37, 17.19,162.3, None, None, None, None, None, 51.55,7
None, -0.284, 97.0, None,2016-02-13 06:00:00, None, None,16.22, 19.49,154.0, None, None, None, None, None, 51.54,7
None, -0.348, 97.1, None,2016-02-13 07:00:00, None, None,16.44, 18.45,155.4, None, None, None, None, None, 51.55,7
None, -0.254, 97.1, None,2016-02-13 08:00:00, None, None,17.65, 17.62,160.9, None, None, None, None, None, 51.46,7
None, -0.204, 97.1, None,2016-02-13 09:00:00, None, None,15.71, 18.35,166.0, None, None, None, None, None, 51.39,7
None, -0.095, 97.1, None,2016-02-13 10:00:00, None, None,18.05, 17.96,167.6, None, None, None, None, None, 51.36,7
None, -0.061, 97.1, None,2016-02-13 11:00:00, None, None,16.38, 20.94,158.1, None, None, None, None, None, 51.42,7
None, 0.182, 97.1, None,2016-02-13 12:00:00, None, None,16.67, 20.67,157.8, None, None, None, None, None, 51.41,7
None, 0.494, 97.0, None,2016-02-13 13:00:00, None, None,16.4, 17.78,154.8, None, None, None, None, None, 51.59,7
