CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-5.18, 94.6, None, None, None, 21.03, None, 154.9, 8.48, None, None, None, None, None,2018-12-17 00:00:00,51
-5.327, 94.4, None, None, None, 15.15, None, 173.0, 15.01, None, None, None, None, None,2018-12-17 03:00:00,51
-5.771, 94.1, None, None, None, 16.83, None, 204.6, 11.51, None, None, None, None, None,2018-12-17 04:00:00,51
-6.309, 93.6, None, None, None, 10.76, None, 242.3, 12.51, None, None, None, None, None,2018-12-17 07:00:00,51
-6.713, 93.3, None, None, None, 12.25, None, 241.6, 11.63, None, None, None, None, None,2018-12-17 08:00:00,51
-7.06, 93.1, None, None, None, 21.61, None, 188.1, 5.835, None, None, None, None, None,2018-12-17 14:00:00,51
-8.21, 92.0, None, None, None, 17.12, None, 142.3, 7.367, None, None, None, None, None,2018-12-17 18:00:00,51
-8.39, 91.9, None, None, None, 22.34, None, 131.6, 7.085, None, None, None, None, None,2018-12-17 22:00:00,51
-8.41, 91.9, None, None, None, 23.55, None, 138.4, 6.368, None, None, None, None, None,2018-12-18 00:00:00,51
-7.772, 92.4, None, None, None, 26.07, None, 159.8, 8.85, None, None, None, None, None,2018-12-18 01:00:00,51
-7.559, 92.6, None, None, None, 13.63, None, 178.7, 10.29, None, None, None, None, None,2018-12-18 02:00:00,51
-7.396, 92.7, None, None, None, 14.27, None, 183.9, 9.71, None, None, None, None, None,2018-12-18 03:00:00,51
-7.531, 92.6, None, None, None, 13.18, None, 198.4, 10.61, None, None, None, None, None,2018-12-18 04:00:00,51
-7.47, 92.6, None, None, None, 10.13, None, 205.3, 8.35, None, None, None, None, None,2018-12-18 05:00:00,51
-7.516, 92.6, None, None, None, 15.95, None, 196.1, 8.11, None, None, None, None, None,2018-12-18 06:00:00,51
-7.598, 92.5, None, None, None, 16.96, None, 166.3, 6.376, None, None, None, None, None,2018-12-18 07:00:00,51
-7.182, 92.8, None, None, None, 27.33, None, 154.4, 5.356, None, None, None, None, None,2018-12-18 10:00:00,51
-6.582, 93.3, None, None, None, 19.16, None, 180.5, 6.802, None, None, None, None, None,2018-12-18 12:00:00,51
-6.564, 93.4, None, None, None, 19.25, None, 220.8, 9.41, None, None, None, None, None,2018-12-18 13:00:00,51
-6.822, 93.3, None, None, None, 14.38, None, 246.3, 22.51, None, None, None, None, None,2018-12-18 14:00:00,51
-7.836, 92.3, None, None, None, 13.66, None, 248.0, 27.41, None, None, None, None, None,2018-12-18 22:00:00,51
-7.914, 92.3, None, None, None, 11.38, None, 251.5, 26.5, None, None, None, None, None,2018-12-19 00:00:00,51
-8.11, 92.2, None, None, None, 11.86, None, 252.1, 30.28, None, None, None, None, None,2018-12-19 01:00:00,51
-8.0, 92.3, None, None, None, 11.43, None, 250.1, 32.75, None, None, None, None, None,2018-12-19 02:00:00,51
-8.93, 91.4, None, None, None, 10.47, None, 253.1, 36.89, None, None, None, None, None,2018-12-19 03:00:00,51
-9.54, 90.9, None, None, None, 9.71, None, 252.5, 41.03, None, None, None, None, None,2018-12-19 04:00:00,51
-9.92, 90.7, None, None, None, 12.69, None, 254.7, 32.47, None, None, None, None, None,2018-12-19 05:00:00,51
-9.7, 90.8, None, None, None, 11.65, None, 254.3, 27.44, None, None, None, None, None,2018-12-19 06:00:00,51
-9.9, 90.8, None, None, None, 11.54, None, 252.9, 28.3, None, None, None, None, None,2018-12-19 07:00:00,51
-9.62, 90.9, None, None, None, 10.33, None, 251.5, 25.24, None, None, None, None, None,2018-12-19 08:00:00,51
-9.53, 90.8, None, None, None, 11.55, None, 252.9, 22.98, None, None, None, None, None,2018-12-19 11:00:00,51
-9.15, 91.1, None, None, None, 12.89, None, 253.9, 21.99, None, None, None, None, None,2018-12-19 13:00:00,51
-9.23, 91.1, None, None, None, 11.37, None, 253.0, 20.87, None, None, None, None, None,2018-12-19 15:00:00,51
-9.43, 91.0, None, None, None, 13.69, None, 246.6, 14.73, None, None, None, None, None,2018-12-19 18:00:00,51
