pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
0.0, None, 0.0,235.0,540.0, None,2021-06-25 00:00:00,10.8, None,28.0, None,26
0.0, None, 0.0,233.0,540.0, None,2021-06-25 01:00:00,8.9, None,27.0, None,26
0.0, None, 0.0,233.0,540.0, None,2021-06-25 02:00:00,8.2, None,27.0, None,26
1.0, None, 1.0,232.0,541.0, None,2021-06-25 03:00:00,10.3, None,28.0, None,26
0.0, None, 0.0,231.0,541.0, None,2021-06-25 04:00:00,9.5, None,27.0, None,26
0.0, None, 0.0,229.0,541.0, None,2021-06-25 05:00:00,9.9, None,27.0, None,26
0.0, None, 0.0,229.0,541.0, None,2021-06-25 06:00:00,10.3, None,27.0, None,26
0.0, None, 0.0,228.0,541.0, None,2021-06-25 07:00:00,11.1, None,27.0, None,26
0.0, None, 0.0,227.0,541.0, None,2021-06-25 08:00:00,12.2, None,24.0, None,26
0.0, None, 0.0,226.0,541.0, None,2021-06-25 09:00:00,12.7, None,24.0, None,26
1.0, None, 1.0,226.0,542.0, None,2021-06-25 10:00:00,14.4, None,21.0, None,26
0.0, None, None,225.0,541.0, None,2021-06-25 11:00:00,14.6, None,21.0, None,26
1.0, None, 0.0,220.0,541.0, None,2021-06-25 12:00:00,16.5, None,16.0, None,26
1.0, None, 0.0,213.0,541.0, None,2021-06-25 13:00:00,17.4, None,19.0, None,26
0.0, None, 0.0,205.0,541.0, None,2021-06-25 14:00:00,16.9, None,16.0, None,26
0.0, None, 0.0,198.0,541.0, None,2021-06-25 15:00:00,18.1, None,16.0, None,26
0.0, None, None,192.0,540.0, None,2021-06-25 16:00:00,18.3, None,17.0, None,26
None, None, 0.0,189.0,540.0, None,2021-06-25 17:00:00,18.2, None,17.0, None,26
0.0, None, 0.0,186.0,540.0, None,2021-06-25 18:00:00,17.5, None,17.0, None,26
0.0, None, 0.0,183.0,540.0, None,2021-06-25 19:00:00,16.0, None,16.0, None,26
0.0, None, 0.0,180.0,540.0, None,2021-06-25 20:00:00,16.2, None,17.0, None,26
0.0, None, 0.0,178.0,540.0, None,2021-06-25 21:00:00,14.3, None,18.0, None,26
0.0, None, 0.0,176.0,540.0, None,2021-06-25 22:00:00,13.3, None,16.0, None,26
0.0, None, 0.0,174.0,540.0, None,2021-06-25 23:00:00,13.4, None,17.0, None,26
0.0, None, 0.0,173.0,540.0, None,2021-06-26 00:00:00,12.5, None,17.0, None,26
0.0, None, 0.0,172.0,540.0, None,2021-06-26 01:00:00,11.5, None,17.0, None,26
0.0, None, 0.0,171.0,540.0, None,2021-06-26 02:00:00,11.1, None,17.0, None,26
0.0, None, 1.0,169.0,541.0, None,2021-06-26 03:00:00,10.6, None,17.0, None,26
0.0, None, 0.0,168.0,541.0, None,2021-06-26 04:00:00,10.5, None,16.0, None,26
0.0, None, 0.0,166.0,541.0, None,2021-06-26 05:00:00,10.5, None,17.0, None,26
0.0, None, 0.0,165.0,541.0, None,2021-06-26 06:00:00,12.2, None,17.0, None,26
0.0, None, 0.0,165.0,541.0, None,2021-06-26 07:00:00,13.1, None,17.0, None,26
0.0, None, 0.0,164.0,541.0, None,2021-06-26 08:00:00,15.5, None,15.0, None,26
0.0, None, 0.0,164.0,541.0, None,2021-06-26 09:00:00,16.7, None,15.0, None,26
