pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 6.2, 48.0, None, None,329.0, 170.0,2018-04-09 00:00:00, None,15
None, None, None, None, None, 6.0, 49.0, None, None,330.0, 170.0,2018-04-09 01:00:00, None,15
None, None, None, None, None, 5.6, 49.0, None, None,330.0, 170.0,2018-04-09 02:00:00, None,15
None, None, None, None, None, 4.6, 49.0, None, None,330.0, 170.0,2018-04-09 03:00:00, None,15
None, None, None, None, None, 2.5, 49.0, None, None,330.0, 170.0,2018-04-09 04:00:00, None,15
None, None, None, None, None, 2.7, 50.0, None, None,330.0, 169.0,2018-04-09 05:00:00, None,15
None, None, None, None, None, 2.4, 49.0, None, None,330.0, 169.0,2018-04-09 06:00:00, None,15
None, None, None, None, None, 1.9, 49.0, None, None,330.0, 169.0,2018-04-09 07:00:00, None,15
None, None, None, None, None, 2.0, 49.0, None, None,330.0, 169.0,2018-04-09 08:00:00, None,15
None, None, None, None, None, 1.9, 49.0, None, None,330.0, 169.0,2018-04-09 09:00:00, None,15
None, None, None, None, None, 1.6, 49.0, None, None,330.0, 169.0,2018-04-09 10:00:00, None,15
None, None, None, None, None, 1.2, 49.0, None, None,331.0, 169.0,2018-04-09 11:00:00, None,15
None, None, None, None, None, 1.1, 49.0, None, None,331.0, 169.0,2018-04-09 12:00:00, None,15
None, None, None, None, None, 1.1, 49.0, None, None,331.0, 169.0,2018-04-09 13:00:00, None,15
None, None, None, None, None, 1.1, 49.0, None, None,331.0, 169.0,2018-04-09 14:00:00, None,15
None, None, None, None, None, 1.1, 49.0, None, None,331.0, 169.0,2018-04-09 15:00:00, None,15
None, 0.0, None, None, None, 1.7, 49.0, None, None,331.0, 168.0,2018-04-09 16:00:00, None,15
None, None, None, None, None, 2.9, 49.0, None, None,331.0, 168.0,2018-04-09 17:00:00, None,15
None, None, None, None, None, 3.2, 49.0, None, None,331.0, 168.0,2018-04-09 18:00:00, None,15
None, None, None, None, None, 5.1, 48.0, None, None,330.0, 168.0,2018-04-09 19:00:00, None,15
None, None, None, None, None, 5.6, 47.0, None, None,330.0, 167.0,2018-04-09 20:00:00, None,15
None, None, None, None, None, 9.2, 47.0, None, None,330.0, 168.0,2018-04-09 21:00:00, None,15
None, None, None, None, None, 8.5, 46.0, None, None,330.0, 168.0,2018-04-09 22:00:00, None,15
None, None, None, None, None, 7.7, 47.0, None, None,330.0, 168.0,2018-04-09 23:00:00, None,15
None, None, None, None, None, 6.0, 46.0, None, None,330.0, 168.0,2018-04-10 00:00:00, None,15
None, None, None, None, None, 6.2, 46.0, None, None,330.0, 168.0,2018-04-10 01:00:00, None,15
None, None, None, None, None, 5.5, 46.0, None, None,330.0, 169.0,2018-04-10 02:00:00, None,15
None, None, None, None, None, 3.7, 47.0, None, None,330.0, 169.0,2018-04-10 03:00:00, None,15
None, None, None, None, None, 2.6, 47.0, None, None,330.0, 169.0,2018-04-10 04:00:00, None,15
None, None, None, None, None, 0.2, 47.0, None, None,330.0, 169.0,2018-04-10 05:00:00, None,15
None, None, None, None, None, 0.9, 47.0, None, None,331.0, 169.0,2018-04-10 06:00:00, None,15
None, None, None, None, None, 0.5, 47.0, None, None,331.0, 170.0,2018-04-10 07:00:00, None,15
None, None, None, None, None, -2.0, 47.0, None, None,331.0, 170.0,2018-04-10 08:00:00, None,15
None, None, None, None, None, -2.9, 47.0, None, None,331.0, 170.0,2018-04-10 09:00:00, None,15
None, None, None, None, None, -2.9, 47.0, None, None,331.0, 171.0,2018-04-10 10:00:00, None,15
