time,tasmin,tasmax,pcp,week_of_year
2018-01-15,-8.5,-4.7,0.0,3
2018-01-16,-6.2,0.1,7.2,3
2018-01-17,-5.5,-2.4,14.8,3
2018-01-18,-2.9,0.5,2.0,3
2018-01-19,-7.1,3.6,0.0,3
2018-01-20,-5.7,-0.6,10.2,3
2018-01-21,-6.0,-1.5,12.6,3
