time,TEMP_MEAN,HUMIDITY,week_of_year
2020-05-20 00:00:00, 11.7, 79.3,21
2020-05-20 01:00:00, 11.4, 77.6,21
2020-05-20 02:00:00, 11.3, 77.5,21
2020-05-20 03:00:00, 11.2, 77.4,21
2020-05-20 04:00:00, 10.9, 78.5,21
2020-05-20 05:00:00, 10.8, 78.7,21
2020-05-20 06:00:00, 11.0, 77.1,21
2020-05-20 07:00:00, 11.5, 73.8,21
2020-05-20 08:00:00, 12.3, 69.5,21
2020-05-20 09:00:00, 13.9, 62.2,21
2020-05-20 10:00:00, 13.7, 60.8,21
2020-05-20 11:00:00, 13.8, 63.4,21
2020-05-20 12:00:00, 13.9, 67.9,21
2020-05-20 13:00:00, 13.9, 71.0,21
2020-05-20 14:00:00, 13.2, 87.1,21
2020-05-20 15:00:00, 12.9, 89.5,21
2020-05-20 16:00:00, 13.1, 86.9,21
2020-05-20 17:00:00, 13.1, 91.7,21
2020-05-20 18:00:00, 12.5, 100.0,21
2020-05-20 19:00:00, 12.1, 100.0,21
2020-05-20 20:00:00, 11.8, 100.0,21
2020-05-20 21:00:00, 11.6, 100.0,21
2020-05-20 22:00:00, 11.3, 100.0,21
2020-05-20 23:00:00, 11.0, 100.0,21
2020-05-21 00:00:00, 10.7, 100.0,21
2020-05-21 01:00:00, 10.3, 100.0,21
2020-05-21 02:00:00, 9.9, 100.0,21
2020-05-21 03:00:00, 9.7, 100.0,21
2020-05-21 04:00:00, 9.5, 100.0,21
2020-05-21 05:00:00, 9.3, 100.0,21
2020-05-21 06:00:00, 9.4, 100.0,21
2020-05-21 07:00:00, 9.8, 100.0,21
2020-05-21 08:00:00, 10.1, 100.0,21
2020-05-21 09:00:00, 10.5, 100.0,21
2020-05-21 10:00:00, 11.6, 97.7,21
2020-05-21 11:00:00, 12.0, 80.1,21
2020-05-21 12:00:00, 12.2, 71.4,21
2020-05-21 13:00:00, 12.3, 66.0,21
2020-05-21 14:00:00, 12.6, 61.4,21
2020-05-21 15:00:00, 13.1, 58.5,21
2020-05-21 16:00:00, 13.3, 56.4,21
2020-05-21 17:00:00, 12.6, 58.8,21
2020-05-21 18:00:00, 11.8, 59.6,21
2020-05-21 19:00:00, 11.0, 60.4,21
2020-05-21 20:00:00, 10.3, 61.8,21
2020-05-21 21:00:00, 9.7, 62.7,21
2020-05-21 22:00:00, 9.4, 62.8,21
2020-05-21 23:00:00, 9.3, 60.9,21
2020-05-22 00:00:00, 9.3, 59.5,21
2020-05-22 01:00:00, 9.1, 59.6,21
2020-05-22 02:00:00, 8.9, 58.9,21
2020-05-22 03:00:00, 8.7, 59.1,21
2020-05-22 04:00:00, 8.3, 61.1,21
2020-05-22 05:00:00, 7.8, 65.8,21
2020-05-22 06:00:00, 7.8, 67.6,21
2020-05-22 07:00:00, 8.0, 68.4,21
2020-05-22 08:00:00, 8.3, 66.3,21
2020-05-22 09:00:00, 8.9, 62.3,21
2020-05-22 10:00:00, 9.7, 57.8,21
2020-05-22 11:00:00, 10.3, 55.4,21
2020-05-22 12:00:00, 10.3, 55.3,21
2020-05-22 13:00:00, 10.7, 53.3,21
2020-05-22 14:00:00, 11.8, 50.7,21
2020-05-22 15:00:00, 12.4, 49.2,21
2020-05-22 16:00:00, 13.1, 47.7,21
2020-05-22 17:00:00, 12.9, 48.1,21
2020-05-22 18:00:00, 12.1, 51.3,21
2020-05-22 19:00:00, 11.4, 54.3,21
2020-05-22 20:00:00, 10.5, 57.1,21
2020-05-22 21:00:00, 9.6, 60.8,21
2020-05-22 22:00:00, 8.1, 68.2,21
2020-05-22 23:00:00, 7.2, 72.8,21
2020-05-23 00:00:00, 5.0, 82.2,21
2020-05-23 01:00:00, 4.9, 87.0,21
2020-05-23 02:00:00, 5.1, 87.5,21
2020-05-23 03:00:00, 4.3, 97.3,21
2020-05-23 04:00:00, 4.7, 100.0,21
2020-05-23 05:00:00, 5.4, 99.9,21
2020-05-23 06:00:00, 7.1, 85.7,21
2020-05-23 07:00:00, 8.8, 71.1,21
2020-05-23 08:00:00, 10.9, 62.5,21
2020-05-23 09:00:00, 12.4, 53.7,21
2020-05-23 10:00:00, 13.7, 49.5,21
2020-05-23 11:00:00, 15.2, 43.5,21
2020-05-23 12:00:00, 15.7, 40.8,21
2020-05-23 13:00:00, 15.6, 47.2,21
2020-05-23 14:00:00, 16.5, 40.9,21
2020-05-23 15:00:00, 16.0, 40.6,21
2020-05-23 16:00:00, 15.8, 46.2,21
2020-05-23 17:00:00, 13.7, 58.8,21
2020-05-23 18:00:00, 14.0, 59.0,21
2020-05-23 19:00:00, 14.2, 55.6,21
2020-05-23 20:00:00, 11.3, 70.9,21
2020-05-23 21:00:00, 9.0, 81.1,21
2020-05-23 22:00:00, 8.2, 84.7,21
